threshold,precision,recall,f1,far,mean_lead_time,median_lead_time,std_lead_time,edr_15,hits,false_alarms,misses,correct_rejections
0.01,0.4912891986062718,0.8703703703703703,0.6280623608017817,0.14943705220061412,472.9929078014184,343.0,454.8838445212561,0.808641975308642,141,146,21,831
0.02,0.524,0.808641975308642,0.6359223300970874,0.1218014329580348,396.46564885496184,258.0,424.4706500919286,0.7530864197530864,131,119,31,858
0.03,0.5502183406113537,0.7777777777777778,0.6445012787723784,0.10542476970317298,347.2857142857143,251.0,364.2537240855666,0.7098765432098766,126,103,36,874
0.04,0.5885167464114832,0.7592592592592593,0.6630727762803234,0.08802456499488229,329.6178861788618,223.0,357.72391407966404,0.6851851851851852,123,86,39,891
0.05,0.609375,0.7222222222222222,0.6610169491525424,0.0767656090071648,322.4871794871795,223.0,351.7495616331863,0.654320987654321,117,75,45,902
0.06,0.6256983240223464,0.691358024691358,0.656891495601173,0.06857727737973388,297.5,161.5,359.8537153185603,0.6172839506172839,112,67,50,910
0.07,0.6347305389221557,0.654320987654321,0.6443768996960486,0.062436028659160696,284.3679245283019,151.0,348.82712714400736,0.5802469135802469,106,61,56,916
0.08,0.6538461538461539,0.6296296296296297,0.6415094339622641,0.05527123848515865,277.7156862745098,145.0,339.7618074951512,0.5679012345679012,102,54,60,923
0.09,0.6490066225165563,0.6049382716049383,0.6261980830670927,0.05424769703172978,267.7244897959184,145.0,337.01361871023585,0.5308641975308642,98,53,64,924
0.1,0.6486486486486487,0.5925925925925926,0.6193548387096774,0.05322415557830092,250.79166666666666,110.5,327.39237788504215,0.5123456790123457,96,52,66,925
0.11,0.6521739130434783,0.5555555555555556,0.6,0.04912998976458546,241.33333333333334,104.5,327.684129748282,0.4876543209876543,90,48,72,929
0.12,0.6796875,0.5370370370370371,0.6,0.04196519959058342,236.44827586206895,97.0,329.23707555850194,0.47530864197530864,87,41,75,936
0.13,0.6935483870967742,0.5308641975308642,0.6013986013986015,0.038894575230296824,224.27906976744185,93.0,324.8417378943236,0.4506172839506173,86,38,76,939
0.14,0.6916666666666667,0.5123456790123457,0.5886524822695036,0.037871033776867964,224.65060240963857,95.0,326.77299271007286,0.42592592592592593,83,37,79,940
0.15,0.6929824561403509,0.4876543209876543,0.572463768115942,0.03582395087001024,232.2405063291139,97.0,329.7626770411774,0.4074074074074074,79,35,83,942
0.16,0.7238095238095238,0.4691358024691358,0.5692883895131086,0.02968270214943705,238.6184210526316,98.0,334.53510425133896,0.38271604938271603,76,29,86,948
0.17,0.7373737373737373,0.4506172839506173,0.5593869731800767,0.02661207778915046,230.17808219178082,97.0,336.2023339934204,0.37037037037037035,73,26,89,951
0.18,0.7368421052631579,0.43209876543209874,0.5447470817120622,0.0255885363357216,227.0142857142857,97.0,339.9653130565421,0.35185185185185186,70,25,92,952
0.19,0.7391304347826086,0.41975308641975306,0.5354330708661418,0.02456499488229273,226.66176470588235,93.0,345.41346112492135,0.3333333333333333,68,24,94,953
0.2,0.7471264367816092,0.4012345679012346,0.5220883534136546,0.022517911975435005,229.15384615384616,95.0,350.4094848895956,0.3271604938271605,65,22,97,955
0.21,0.7647058823529411,0.4012345679012346,0.5263157894736842,0.02047082906857728,227.98461538461538,95.0,351.05390742328984,0.3148148148148148,65,20,97,957
0.22,0.7710843373493976,0.3950617283950617,0.5224489795918367,0.019447287615148412,226.296875,93.0,352.42559851723934,0.30246913580246915,64,19,98,958
0.23,0.7682926829268293,0.3888888888888889,0.5163934426229508,0.019447287615148412,202.22222222222223,77.0,301.17012249022315,0.2962962962962963,63,19,99,958
