serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,is_hit,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed
2AGMDUAY,1,0,,2023-02-04,,0,0,1,0,0.0099438413189386,,2019-05-16,
2AGMDY1Y,0,0,,,,0,0,0,1,0.007307767247716785,,2019-08-13,
2AGME0XY,1,0,,2024-05-29,,0,0,1,0,0.438289547310662,,2019-05-16,
2AGME3BY,0,0,,,,0,0,0,1,0.006902817679351536,,2019-05-16,
2AGME9PY,1,0,,2024-08-06,,0,0,1,0,0.8898869960155664,,2019-08-13,
2AGMGAYY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-16,
2AGMGDPY,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-08-13,
2AGMGKLY,0,0,,,,0,0,0,1,0.0008700505025266063,,2019-08-13,
2AGMGXEY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-08-13,
2AGMH2YY,1,0,,2024-12-10,,0,0,1,0,0.050441254102228626,,2019-05-16,
2AGMH3JY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGMHK6Y,0,0,,,,0,0,0,1,0.0086549713953276,,2019-05-04,
2AGMHPEY,1,0,,2024-06-25,,0,0,1,0,0.020965677765335654,,2019-06-01,
2AGMHRYY,1,0,,2024-05-16,,0,0,1,0,0.3763595165503541,,2019-05-16,
2AGMHTLY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-04,
2AGMHU7Y,1,0,,2024-07-08,,0,0,1,0,0.01160286522987784,,2019-05-04,
2AGMHVTY,0,0,,,,0,0,0,1,0.0007700044021774857,,2019-05-16,
2AGMHWAY,1,1,2023-09-13,2023-09-22,9.0,1,0,0,0,0.9999993672390599,0.9999993672390599,2019-08-13,1492.0
2AGMHXDY,1,0,,2025-06-02,,0,0,1,0,0.0629172865704558,,2019-08-13,
2AGMHY3Y,1,0,,2025-11-18,,0,0,1,0,0.009384835429238982,,2019-08-13,
2AGMHY5Y,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGMJ35Y,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-04,
2AGMJ3JY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-16,
2AGMJ3TY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGMJ47Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-06-01,
2AGMJ5BY,1,0,,2021-05-03,,0,0,1,0,0.0005877768454647372,,2019-05-04,
2AGMKV4Y,1,1,2026-01-18,2026-01-28,10.0,1,0,0,0,1.0,1.0,2019-05-04,2451.0
2AGMKVHY,1,0,,2023-05-06,,0,0,1,0,0.028142751136140724,,2019-08-13,
2AGMKVTY,1,0,,2024-12-04,,0,0,1,0,0.38284842858338625,,2019-08-13,
2AGMLMLY,0,0,,,,0,0,0,1,0.037415341102311525,,2019-08-13,
2AGMLSZY,1,1,2020-07-23,2020-07-30,7.0,1,0,0,0,1.0,0.9999896914968729,2019-05-16,434.0
2AGMLT7Y,0,0,,,,0,0,0,1,0.37661652871057133,,2019-05-16,
2AGMLWNY,0,0,,,,0,0,0,1,0.052154647948466706,,2019-08-13,
2AGMLZLY,1,1,2026-02-11,2026-02-11,0.0,1,0,0,0,0.9999998637572406,0.9999998637572406,2019-05-16,2463.0
2AGMM0UY,0,1,2019-12-28,,,0,1,0,0,0.9999906839500842,0.9999896914968729,2019-05-16,226.0
2AGMMNKY,0,0,,,,0,0,0,1,0.023351267647801023,,2019-06-01,
2AGMMU1Y,0,0,,,,0,0,0,1,0.0007037504453697233,,2019-05-16,
2AGMMU4Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGMNB7Y,1,0,,2023-03-30,,0,0,1,0,0.05059539380542513,,2019-05-16,
2AGMNBEY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGMND4Y,1,1,2025-10-14,2025-10-27,13.0,1,0,0,0,1.0,0.9999999999999938,2019-05-04,2355.0
2AGMNE1Y,1,0,,2025-11-26,,0,0,1,0,0.4401095541102883,,2019-05-16,
2AGMNEBY,1,0,,2024-08-05,,0,0,1,0,0.21021362412287672,,2019-05-04,
2AGMNG0Y,0,0,,,,0,0,0,1,0.0588763516220712,,2019-05-16,
2AGMNJKY,1,1,2025-09-15,2025-09-29,14.0,1,0,0,0,0.9999936056993834,0.9999936056993834,2019-05-16,2314.0
2AGMNM8Y,0,0,,,,0,0,0,1,0.03584387852136097,,2019-08-13,
2AGMNMWY,1,0,,2023-05-10,,0,0,1,0,0.015315103895073186,,2019-05-16,
2AGMNTXY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-16,
2AGMNUVY,0,0,,,,0,0,0,1,0.00429489110538875,,2019-05-04,
2AGMNWBY,0,0,,,,0,0,0,1,0.000879344239918842,,2019-08-13,
2AGMNXRY,0,0,,,,0,0,0,1,0.040681101222868804,,2019-08-13,
2AGMP7ZY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-08-13,
2AGMPBWY,0,0,,,,0,0,0,1,0.03306463106126698,,2019-05-16,
2AGMPD8Y,1,0,,2023-11-21,,0,0,1,0,0.0006882857216211939,,2019-08-13,
2AGMPK3Y,0,0,,,,0,0,0,1,0.009939139511402562,,2019-05-04,
2AGMPL7Y,1,0,,2025-02-27,,0,0,1,0,0.012127259909416729,,2019-05-16,
2AGMPP1Y,0,0,,,,0,0,0,1,0.006268613062480539,,2019-05-16,
2AGMPP4Y,1,1,2025-08-27,2025-09-23,27.0,1,0,0,0,1.0,0.9999998624028877,2019-05-16,2295.0
2AGMPPGY,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-05-16,
2AGMPSSY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGMPT2Y,0,0,,,,0,0,0,1,0.0007700044021774857,,2019-05-16,
2AGMPZ8Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGMS6PY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-08-13,
2AGMSHHY,1,0,,2022-08-12,,0,0,1,0,0.0051338797440151325,,2019-05-04,
2AGMTK0Y,1,0,,2025-08-30,,0,0,1,0,0.15810633604477922,,2019-05-16,
2AGMTL0Y,1,0,,2023-04-17,,0,0,1,0,0.0006955173013130974,,2019-05-04,
2AGMTXAY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGMUBMY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-06-01,
2AGMUBRY,1,0,,2024-08-04,,0,0,1,0,0.008093638028792467,,2019-08-13,
2AGMV9UY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGMVDDY,0,0,,,,0,0,0,1,0.0009019190579605741,,2019-05-16,
2AGMWHVY,1,0,,2024-07-19,,0,0,1,0,0.05867606880651252,,2019-05-16,
2AGMZLMY,1,0,,2023-05-16,,0,0,1,0,0.04417945710794528,,2019-08-13,
2AGN038Y,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-08-13,
2AGN03MY,0,0,,,,0,0,0,1,0.007875590573687525,,2019-08-13,
2AGN05MY,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-08-13,
2AGN071Y,0,0,,,,0,0,0,1,0.006405990008128349,,2019-08-13,
2AGN07AY,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-08-13,
2AGN17RY,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-08-13,
2AGN1YNY,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-08-13,
2AGN29AY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-08-13,
2AGN43EY,0,0,,,,0,0,0,1,0.06711464257994663,,2019-08-13,
2AGN5A3Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-06-01,
2AGN7GZY,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-08-13,
2AGN7XVY,0,0,,,,0,0,0,1,0.042007654079198035,,2019-08-13,
2AGN7XYY,0,0,,,,0,0,0,1,0.012059629408829453,,2019-05-27,
2AGN853Y,0,0,,,,0,0,0,1,0.00070855183124194,,2019-08-13,
2AGN8H9Y,0,0,,,,0,0,0,1,0.00070855183124194,,2019-08-13,
2AGN8Y9Y,0,0,,,,0,0,0,1,0.009787978084014232,,2019-08-13,
2AGN8ZGY,0,0,,,,0,0,0,1,0.08333814698256571,,2019-06-01,
2AGN90RY,1,0,,2023-12-07,,0,0,1,0,0.38444826697187756,,2019-08-13,
2AGN9N4Y,1,1,2025-01-26,2025-03-06,39.0,1,0,0,0,0.999933443688618,0.999931667507064,2019-08-13,1993.0
2AGNAK7Y,0,0,,,,0,0,0,1,0.00070855183124194,,2019-08-13,
2AGNAKGY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGNAYKY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGNBWPY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGND0EY,0,0,,,,0,0,0,1,0.09738128395592018,,2019-08-13,
2AGNEAHY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGNEK5Y,0,0,,,,0,0,0,1,0.001464994310398346,,2019-08-13,
2AGNEN9Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGNEREY,0,0,,,,0,0,0,1,0.0076443460318559,,2019-08-13,
2AGNGZPY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-27,
2AGNJE2Y,0,0,,,,0,0,0,1,0.005697180385712087,,2019-06-01,
2AGNJG7Y,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-08-13,
2AGNJGHY,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-08-13,
2AGNJRYY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-06-01,
2AGNJTAY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGNJTRY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGNKB9Y,1,0,,2023-11-29,,0,0,1,0,0.0007029480152224588,,2019-08-13,
2AGNKGXY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-08-13,
2AGNKNJY,0,0,,,,0,0,0,1,0.000905230842998406,,2019-08-13,
2AGNKSPY,0,0,,,,0,0,0,1,0.000755628569754544,,2019-08-13,
2AGNKV4Y,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-08-13,
2AGNL61Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGNNTHY,0,0,,,,0,0,0,1,0.00968353209143998,,2019-05-16,
2AGNT47Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGP393Y,1,1,2019-08-08,2023-04-06,1337.0,1,0,0,0,0.9999900915303958,0.9999900915303958,2019-06-01,68.0
2AGP43EY,1,0,,2024-09-01,,0,0,1,0,0.012477746689867796,,2019-05-16,
2AGP5EDY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-16,
2AGP5GBY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGP5J1Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGP6TYY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-16,
2AGP6UBY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGP9W7Y,0,0,,,,0,0,0,1,0.07300683430057854,,2019-05-16,
2AGPHHKY,0,0,,,,0,0,0,1,0.0007427934753998354,,2019-06-01,
2AGPHHTY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-06-01,
2AGPJAVY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-27,
2AGPJBGY,0,0,,,,0,0,0,1,0.0008610057928441051,,2019-05-27,
2AGPJBNY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-27,
2AGPJE5Y,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGPJGPY,1,0,,2021-02-22,,0,0,1,0,0.0006082513881543846,,2019-05-16,
2AGPJH1Y,1,0,,2024-08-11,,0,0,1,0,0.043745576744389746,,2019-05-16,
2AGPJHAY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGPJHXY,0,0,,,,0,0,0,1,0.0006882857216211939,,2019-05-27,
2AGPJL8Y,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-05-27,
2AGPJLWY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGPJMRY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-08-13,
2AGPJP0Y,0,0,,,,0,0,0,1,0.0006882857216211939,,2019-05-27,
2AGPK9HY,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-08-13,
2AGPKA3Y,0,0,,,,0,0,0,1,0.008902701363799354,,2019-08-13,
2AGPKALY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-16,
2AGPKARY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGPKB2Y,0,0,,,,0,0,0,1,0.0006882857216211939,,2019-05-27,
2AGPKTUY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-16,
2AGPKVGY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-16,
2AGPKWNY,1,0,,2023-10-29,,0,0,1,0,0.046659987427976016,,2019-05-16,
2AGPKX4Y,0,0,,,,0,0,0,1,0.04674968877888249,,2019-05-16,
2AGPL2YY,0,0,,,,0,0,0,1,0.0008700505025266063,,2019-05-16,
2AGPL4UY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-16,
2AGPL4ZY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-27,
2AGPLSSY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGPMDVY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-27,
2AGPMEPY,0,0,,,,0,0,0,1,0.000849240849908026,,2019-05-16,
2AGPMGGY,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGPMM3Y,0,0,,,,0,0,0,1,0.0013428103642420103,,2019-05-27,
2AGPMN9Y,0,0,,,,0,0,0,1,0.0006882857216211939,,2019-05-27,
2AGPMRDY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-05-27,
2AGPMY1Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-05-16,
2AGPN6PY,0,0,,,,0,0,0,1,0.08333814698256571,,2019-05-16,
2AGPPJAY,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-05-16,
2AGPPLLY,1,0,,2023-11-29,,0,0,1,0,0.35655000818686755,,2019-05-16,
2AGPR6YY,0,0,,,,0,0,0,1,0.000879344239918842,,2019-05-16,
2AGPR7RY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGPR8EY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGPRL8Y,0,0,,,,0,0,0,1,0.001464994310398346,,2019-05-27,
2AGPRMLY,1,0,,2026-03-26,,0,0,1,0,0.009884316038078881,,2019-08-13,
2AGPRMRY,1,0,,2024-08-12,,0,0,1,0,0.005931273222805406,,2019-05-04,
2AGPRRJY,0,0,,,,0,0,0,1,0.6632759995419085,,2019-05-04,
2AGPS2ZY,0,0,,,,0,0,0,1,0.0007029480152224588,,2019-05-16,
2AGPSEDY,0,0,,,,0,0,0,1,0.0006955173013130974,,2019-05-27,
2AGPSG5Y,0,0,,,,0,0,0,1,0.0007305429701563391,,2019-05-27,
2AGPSGKY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-08-13,
2AGPSJKY,0,0,,,,0,0,0,1,0.0007909511676434602,,2019-08-13,
2AGPSRUY,0,0,,,,0,0,0,1,0.00070855183124194,,2019-05-16,
2AGPT2PY,0,0,,,,0,0,0,1,0.000849240849908026,,2019-08-13,
2AGPT48Y,0,0,,,,0,0,0,1,0.000723645533577128,,2019-06-01,
2AGPT7PY,0,0,,,,0,0,0,1,0.0007637010049815511,,2019-08-13,
2AGPTL4Y,0,0,,,,0,0,0,1,0.00646925829237498,,2019-05-27,
2AGPTVLY,0,0,,,,0,0,0,1,0.000879344239918842,,2019-06-01,
5PG0TA6F,0,0,,,,0,0,0,1,0.00070855183124194,,2020-07-14,
5PG0TAKF,0,0,,,,0,0,0,1,0.000723645533577128,,2020-05-10,
5PJEJUHE,0,0,,,,0,0,0,1,0.0007029480152224588,,2021-12-28,
5PJJHD9C,0,0,,,,0,0,0,1,0.0006341958750243617,,2022-07-18,
5PJJLZTF,0,0,,,,0,0,0,1,0.0007029480152224588,,2021-12-03,
5PJKZP4D,0,0,,,,0,0,0,1,0.000635987331402998,,2022-08-04,
5PJVPJGF,0,0,,,,0,0,0,1,0.0007029480152224588,,2021-05-16,
5PK10N4B,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-12-22,
5PK5ZB1B,0,0,,,,0,0,0,1,0.010402924296654657,,2024-04-29,
5PKEBJVB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-11-27,
5PKVXW6B,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-06-01,
5QG63PMB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-05-28,
5QGBH0MB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-12-09,
5QGG5KLB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-04-05,
5QGG5UPB,0,0,,,,0,0,0,1,0.0014961777641997096,,2022-12-06,
5QGGAELB,1,0,,2025-06-04,,0,0,1,0,0.965724221065436,,2023-03-28,
5QGGHWVB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-12-16,
5QH0Z60B,1,1,2024-01-07,2024-05-14,128.0,1,0,0,0,0.9993178057839059,0.9993178057839059,2023-10-22,77.0
5QHDKVHB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-11-17,
5QHKE66B,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-04-18,
5QHYP4MB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-05-15,
5QJBW5VB,1,1,2024-03-31,2024-05-25,55.0,1,0,0,0,1.0,1.0,2024-02-07,53.0
5QJS57NB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-01-23,
5QKBEVWB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-12-14,
5QKDK07B,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-12-20,
5QKHBVPB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-05-30,
5QKKSM3B,0,0,,,,0,0,0,1,0.0006082513881543846,,2024-04-06,
5QKV55TB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-02-29,
5QKV6W0B,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-08-14,
5QKV74SB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-01-09,
5QKV778B,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-06-07,
5QKV7UHB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-03-04,
5QKV85UB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-12-02,
5QKVAN8B,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-12-24,
5QKVARLB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-11-03,
5QKVATKB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-01-09,
5QKVD71B,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-05-10,
5QKVDDVB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-06-19,
5QKVETTB,0,0,,,,0,0,0,1,0.2344079592596901,,2024-06-27,
5QKVEUZB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-04-22,
5QKVEXJB,0,0,,,,0,0,0,1,0.0005877768454647372,,2023-11-30,
5QKVGLWB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-05-08,
5QKVHPLB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-05-07,
5QKVHRMB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-06-23,
5QKVVTHB,0,0,,,,0,0,0,1,0.0005877768454647372,,2024-04-15,
8CGNK9GE,0,0,,,,0,0,0,1,0.020527542409428775,,2019-05-04,
8CGR1V5E,0,0,,,,0,0,0,1,0.000905230842998406,,2019-06-01,
8CGSN9XE,0,0,,,,0,0,0,1,0.0008246850304697972,,2019-05-16,
