serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,is_hit,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score
ZCH06WJB,0,0,,,,0,0,0,1,0.8697392344474792,
ZCH06WJN,0,0,,,,0,0,0,1,0.9342737197875977,
ZCH06WN7,0,0,,,,0,0,0,1,0.4456466734409332,
ZCH06WN9,0,0,,,,0,0,0,1,0.41956862807273865,
ZCH06WR9,0,0,,,,0,0,0,1,0.43453654646873474,
ZCH06WVK,0,0,,,,0,0,0,1,0.6691963076591492,
ZCH06WZ0,0,0,,,,0,0,0,1,0.5820811986923218,
ZCH06WZ2,0,0,,,,0,0,0,1,0.6387032270431519,
ZCH06X05,0,0,,,,0,0,0,1,0.5558364987373352,
ZCH06X0Q,0,0,,,,0,0,0,1,0.5704876780509949,
ZCH06X32,1,1,2019-04-10,2019-06-24,75.0,0,0,1,0,0.9787266850471497,0.9715498685836792
ZCH06X3A,0,1,2019-09-28,,,0,1,0,0,0.9814378619194031,0.9651333689689636
ZCH06X64,0,0,,,,0,0,0,1,0.5212811231613159,
ZCH06X70,0,0,,,,0,0,0,1,0.42872944474220276,
ZCH06X9E,0,0,,,,0,0,0,1,0.562724232673645,
ZCH06XA2,0,0,,,,0,0,0,1,0.5326260328292847,
ZCH06XAD,0,0,,,,0,0,0,1,0.6905180215835571,
ZCH06XCB,0,0,,,,0,0,0,1,0.6593489050865173,
ZCH06YNV,0,0,,,,0,0,0,1,0.5628827810287476,
ZCH06YNY,0,0,,,,0,0,0,1,0.493147075176239,
ZCH06YRB,0,0,,,,0,0,0,1,0.5544710159301758,
ZCH06YS5,0,0,,,,0,0,0,1,0.6255332231521606,
ZCH06YTZ,0,0,,,,0,0,0,1,0.47874245047569275,
ZCH06YWS,0,0,,,,0,0,0,1,0.4156866669654846,
ZCH06Z00,1,0,,2018-01-27,,0,0,1,0,0.38436219096183777,
ZCH06Z0V,0,0,,,,0,0,0,1,0.6047025322914124,
ZCH06Z1M,0,0,,,,0,0,0,1,0.49394646286964417,
ZCH06Z2Z,0,0,,,,0,0,0,1,0.4920662045478821,
ZCH06Z37,0,0,,,,0,0,0,1,0.48137062788009644,
ZCH06Z3Y,0,0,,,,0,0,0,1,0.4614812731742859,
ZCH06ZNK,0,0,,,,0,0,0,1,0.44512423872947693,
ZCH06ZP0,0,0,,,,0,0,0,1,0.5455804467201233,
ZCH06ZRG,0,0,,,,0,0,0,1,0.5520933866500854,
ZCH06ZRW,0,0,,,,0,0,0,1,0.4585399031639099,
ZCH07005,0,0,,,,0,0,0,1,0.5192202925682068,
ZCH07048,1,0,,2019-12-04,,0,0,1,0,0.9582810401916504,
ZCH07056,0,0,,,,0,0,0,1,0.41653814911842346,
ZCH0705Y,0,0,,,,0,0,0,1,0.6657536625862122,
ZCH07065,0,0,,,,0,0,0,1,0.5953363180160522,
ZCH070AC,0,0,,,,0,0,0,1,0.6517720818519592,
ZCH070B1,0,0,,,,0,0,0,1,0.45771676301956177,
ZCH070B8,1,1,2019-07-05,2019-08-14,40.0,0,0,1,0,0.9863510131835938,0.9832141995429993
ZCH070EZ,0,0,,,,0,0,0,1,0.4683290123939514,
ZCH070H7,0,0,,,,0,0,0,1,0.4335220754146576,
ZCH070HE,0,0,,,,0,0,0,1,0.4842146039009094,
ZCH070J1,0,0,,,,0,0,0,1,0.5920366048812866,
ZCH070JM,0,0,,,,0,0,0,1,0.4877049922943115,
ZCH070KT,0,0,,,,0,0,0,1,0.7136192917823792,
ZCH070L8,0,0,,,,0,0,0,1,0.6032356023788452,
ZCH070LX,0,0,,,,0,0,0,1,0.5910055637359619,
ZCH070MC,0,0,,,,0,0,0,1,0.609795868396759,
ZCH070Q5,0,1,2018-11-24,,,0,1,0,0,0.9862475395202637,0.9778504371643066
ZCH070RC,0,0,,,,0,0,0,1,0.5315532684326172,
ZCH070S2,0,0,,,,0,0,0,1,0.5568310618400574,
ZCH070V9,0,0,,,,0,0,0,1,0.6469870209693909,
ZCH070VA,0,0,,,,0,0,0,1,0.8672459721565247,
ZCH070VF,0,0,,,,0,0,0,1,0.598626434803009,
ZCH070WP,0,0,,,,0,0,0,1,0.5199636816978455,
ZCH070X2,0,0,,,,0,0,0,1,0.5645902752876282,
ZCH070XR,0,0,,,,0,0,0,1,0.5925714373588562,
ZCH0712C,0,1,2019-11-19,,,0,1,0,0,0.9703294634819031,0.9679250717163086
ZCH07138,0,0,,,,0,0,0,1,0.6272381544113159,
ZCH0713E,0,0,,,,0,0,0,1,0.478625625371933,
ZCH0713N,0,0,,,,0,0,0,1,0.5978459715843201,
ZCH0715P,0,0,,,,0,0,0,1,0.4499152600765228,
ZCH0716A,0,0,,,,0,0,0,1,0.5166183710098267,
ZCH07173,0,0,,,,0,0,0,1,0.5372895002365112,
ZCH07174,0,0,,,,0,0,0,1,0.9431325793266296,
ZCH0719M,0,0,,,,0,0,0,1,0.6397878527641296,
ZCH071AG,0,0,,,,0,0,0,1,0.5947693586349487,
ZCH071CL,0,0,,,,0,0,0,1,0.7566014528274536,
ZCH071CQ,0,0,,,,0,0,0,1,0.5113685727119446,
ZCH071CV,0,0,,,,0,0,0,1,0.43025583028793335,
ZCH071GA,0,0,,,,0,0,0,1,0.6849352121353149,
ZCH071H1,0,0,,,,0,0,0,1,0.44417715072631836,
ZCH071H4,0,0,,,,0,0,0,1,0.6367747187614441,
ZCH071KF,0,0,,,,0,0,0,1,0.6766560673713684,
ZCH071SH,0,0,,,,0,0,0,1,0.7035006284713745,
ZCH071TP,0,0,,,,0,0,0,1,0.5243746042251587,
ZCH071V5,0,0,,,,0,0,0,1,0.4779999852180481,
ZCH071VX,0,0,,,,0,0,0,1,0.8056912422180176,
ZCH071X4,0,0,,,,0,0,0,1,0.5617468953132629,
ZCH071X8,0,0,,,,0,0,0,1,0.6339688897132874,
ZCH071Y3,0,0,,,,0,0,0,1,0.43477654457092285,
ZCH071YD,0,0,,,,0,0,0,1,0.46327123045921326,
ZCH0723E,0,0,,,,0,0,0,1,0.39393550157546997,
ZCH0723K,0,0,,,,0,0,0,1,0.5171604156494141,
ZCH07269,0,0,,,,0,0,0,1,0.5898138880729675,
ZCH0726A,0,0,,,,0,0,0,1,0.5314525365829468,
ZCH07276,0,0,,,,0,0,0,1,0.687595546245575,
ZCH072C6,0,0,,,,0,0,0,1,0.5691351294517517,
ZCH072DD,0,0,,,,0,0,0,1,0.8095534443855286,
ZCH072DQ,0,0,,,,0,0,0,1,0.5809293985366821,
ZCH072ED,0,0,,,,0,0,0,1,0.5247568488121033,
ZCH072JN,0,0,,,,0,0,0,1,0.5977438688278198,
ZCH072KQ,0,0,,,,0,0,0,1,0.5928295254707336,
ZCH072KS,1,1,2018-10-22,2019-05-15,205.0,0,0,1,0,0.9899542927742004,0.9857302904129028
ZCH072M3,0,0,,,,0,0,0,1,0.7095875144004822,
ZCH072MG,0,0,,,,0,0,0,1,0.526057243347168,
ZCH072P0,0,0,,,,0,0,0,1,0.8362730145454407,
ZCH072PF,0,0,,,,0,0,0,1,0.5999566316604614,
ZCH072PQ,0,0,,,,0,0,0,1,0.524196982383728,
ZCH072Q2,0,0,,,,0,0,0,1,0.4846287667751312,
ZCH072QB,0,0,,,,0,0,0,1,0.7334190011024475,
ZCH072RS,0,0,,,,0,0,0,1,0.6628214120864868,
ZCH072T3,0,0,,,,0,0,0,1,0.6270103454589844,
ZCH072V9,0,0,,,,0,0,0,1,0.6252377033233643,
ZCH072VA,0,0,,,,0,0,0,1,0.4725548326969147,
ZCH072X0,1,0,,2020-11-10,,0,0,1,0,0.6206179857254028,
ZCH072Z5,0,0,,,,0,0,0,1,0.6387802362442017,
ZCH072ZQ,0,0,,,,0,0,0,1,0.8787883520126343,
ZCH07305,0,0,,,,0,0,0,1,0.4655528664588928,
ZCH07307,0,0,,,,0,0,0,1,0.533427357673645,
ZCH0735T,0,0,,,,0,0,0,1,0.6616225242614746,
ZCH0736Z,0,0,,,,0,0,0,1,0.7773298025131226,
ZCH0738L,0,0,,,,0,0,0,1,0.5462157130241394,
ZCH0738Q,0,0,,,,0,0,0,1,0.6771224737167358,
ZCH073C6,0,0,,,,0,0,0,1,0.44033369421958923,
ZCH073CJ,0,0,,,,0,0,0,1,0.5618507266044617,
ZCH073DK,0,0,,,,0,0,0,1,0.6037561297416687,
ZCH073L7,0,0,,,,0,0,0,1,0.7316864728927612,
ZCH073NB,0,0,,,,0,0,0,1,0.6050242185592651,
ZCH073RE,0,0,,,,0,0,0,1,0.692215085029602,
ZCH073V0,0,0,,,,0,0,0,1,0.4760042130947113,
ZCH073VS,0,0,,,,0,0,0,1,0.5250626802444458,
ZCH073XS,0,0,,,,0,0,0,1,0.7324905395507812,
ZCH073YK,0,0,,,,0,0,0,1,0.6243681907653809,
ZCH073YV,0,0,,,,0,0,0,1,0.5850614309310913,
ZCH0740Z,0,0,,,,0,0,0,1,0.532585859298706,
ZCH0741F,0,0,,,,0,0,0,1,0.5920438170433044,
ZCH0746P,0,0,,,,0,0,0,1,0.39599934220314026,
ZCH0747J,0,0,,,,0,0,0,1,0.6472816467285156,
ZCH0748L,0,0,,,,0,0,0,1,0.7296776175498962,
ZCH074A5,0,0,,,,0,0,0,1,0.5379248857498169,
ZCH074B7,0,0,,,,0,0,0,1,0.6453121900558472,
ZCH074C0,0,0,,,,0,0,0,1,0.630631148815155,
ZCH074CD,0,0,,,,0,0,0,1,0.6020827293395996,
ZCH074DC,0,0,,,,0,0,0,1,0.6769422292709351,
ZCH074HB,0,0,,,,0,0,0,1,0.6545687913894653,
ZCH074J6,0,0,,,,0,0,0,1,0.5960575342178345,
ZCH074RB,0,0,,,,0,0,0,1,0.5873304605484009,
ZCH074RE,0,0,,,,0,0,0,1,0.5732020139694214,
ZCH074RH,0,0,,,,0,0,0,1,0.5220224857330322,
ZCH074S3,0,0,,,,0,0,0,1,0.5394486784934998,
ZCH074V2,0,0,,,,0,0,0,1,0.6106066703796387,
ZCH074V8,0,0,,,,0,0,0,1,0.43025583028793335,
ZCH074ZN,0,0,,,,0,0,0,1,0.49397891759872437,
ZCH0750R,0,0,,,,0,0,0,1,0.5740147829055786,
ZCH075QW,0,0,,,,0,0,0,1,0.811115562915802,
ZCH075RS,0,0,,,,0,0,0,1,0.5832785367965698,
ZCH075SF,0,0,,,,0,0,0,1,0.6090359687805176,
ZCH075T5,0,0,,,,0,0,0,1,0.5141168236732483,
ZCH075V6,0,0,,,,0,0,0,1,0.532082200050354,
ZCH075VW,0,0,,,,0,0,0,1,0.8906115293502808,
ZCH075W4,0,0,,,,0,0,0,1,0.4841015338897705,
ZCH075XV,0,0,,,,0,0,0,1,0.5465588569641113,
ZCH075YQ,0,0,,,,0,0,0,1,0.648928701877594,
ZCH07622,0,0,,,,0,0,0,1,0.8683309555053711,
ZCH07646,0,0,,,,0,0,0,1,0.6655751466751099,
ZCH07663,0,0,,,,0,0,0,1,0.6089966297149658,
ZCH076KB,0,0,,,,0,0,0,1,0.7167245149612427,
ZCH076M7,0,0,,,,0,0,0,1,0.637408971786499,
ZCH076MF,0,0,,,,0,0,0,1,0.5154539942741394,
ZCH076NA,0,0,,,,0,0,0,1,0.6116605401039124,
ZCH076NL,0,0,,,,0,0,0,1,0.5722364187240601,
ZCH076NV,0,0,,,,0,0,0,1,0.4198667109012604,
ZCH0770Q,0,0,,,,0,0,0,1,0.4517335295677185,
ZCH07711,0,0,,,,0,0,0,1,0.9173782467842102,
ZCH0773D,0,0,,,,0,0,0,1,0.5876857042312622,
ZCH0773W,0,0,,,,0,0,0,1,0.4977744221687317,
ZCH07757,0,0,,,,0,0,0,1,0.6260719895362854,
ZCH0777W,0,0,,,,0,0,0,1,0.46686482429504395,
ZCH0779B,0,0,,,,0,0,0,1,0.4882889688014984,
ZCH077FB,0,0,,,,0,0,0,1,0.48669376969337463,
ZCH077FE,0,0,,,,0,0,0,1,0.44270190596580505,
ZCH077JL,0,0,,,,0,0,0,1,0.6630171537399292,
ZCH077K0,0,0,,,,0,0,0,1,0.6784677505493164,
ZCH077K3,0,0,,,,0,0,0,1,0.44092053174972534,
ZCH077KC,0,0,,,,0,0,0,1,0.8773544430732727,
ZCH077KD,0,0,,,,0,0,0,1,0.5037869811058044,
ZCH077L1,0,0,,,,0,0,0,1,0.5165088176727295,
ZCH077N0,0,0,,,,0,0,0,1,0.6149457693099976,
ZCH077NE,0,0,,,,0,0,0,1,0.6352444887161255,
ZCH077P4,0,0,,,,0,0,0,1,0.7807642817497253,
ZCH077RC,0,0,,,,0,0,0,1,0.5171676874160767,
ZCH077S5,0,0,,,,0,0,0,1,0.5395268201828003,
ZCH077S9,0,0,,,,0,0,0,1,0.6742373704910278,
ZCH077TC,0,0,,,,0,0,0,1,0.4696945548057556,
ZCH077W9,0,0,,,,0,0,0,1,0.7627916932106018,
ZCH077WA,0,1,2019-08-03,,,0,1,0,0,0.9697028398513794,0.9663653373718262
ZCH077Y8,0,0,,,,0,0,0,1,0.6509241461753845,
ZCH077Z2,0,0,,,,0,0,0,1,0.6611974239349365,
ZCH07801,0,0,,,,0,0,0,1,0.8689626455307007,
ZCH0782F,0,0,,,,0,0,0,1,0.65717613697052,
ZCH0782T,0,0,,,,0,0,0,1,0.6046713590621948,
ZCH0783B,0,0,,,,0,0,0,1,0.5064200758934021,
ZCH07841,0,0,,,,0,0,0,1,0.9611371159553528,
ZCH07855,0,0,,,,0,0,0,1,0.5143237113952637,
ZCH0787L,0,0,,,,0,0,0,1,0.5614154934883118,
ZCH0787S,0,0,,,,0,0,0,1,0.5171604156494141,
ZCH07899,0,0,,,,0,0,0,1,0.498293399810791,
ZCH078DF,0,0,,,,0,0,0,1,0.670702338218689,
ZCH078MD,0,0,,,,0,0,0,1,0.6048358678817749,
ZCH078QM,0,0,,,,0,0,0,1,0.504470944404602,
ZCH078X1,0,0,,,,0,0,0,1,0.6840004324913025,
ZCH078ZW,0,0,,,,0,0,0,1,0.7096782326698303,
ZCH0792M,0,0,,,,0,0,0,1,0.5286761522293091,
ZCH07949,0,0,,,,0,0,0,1,0.6879340410232544,
ZCH07977,0,0,,,,0,0,0,1,0.6421102285385132,
ZCH0797B,0,0,,,,0,0,0,1,0.4814149737358093,
ZCH0797T,0,0,,,,0,0,0,1,0.8873457908630371,
ZCH07AXD,0,0,,,,0,0,0,1,0.5099461078643799,
ZCH07B0D,0,0,,,,0,0,0,1,0.5951461791992188,
ZCH07B1Z,0,0,,,,0,0,0,1,0.6546556353569031,
ZCH07B55,1,1,2019-11-12,2019-11-12,0.0,1,0,0,0,0.9894646406173706,0.9894646406173706
ZCH07B8E,0,0,,,,0,0,0,1,0.5842677354812622,
ZCH07B8V,0,0,,,,0,0,0,1,0.45532774925231934,
ZCH07BA7,0,0,,,,0,0,0,1,0.5282893776893616,
ZCH07BAS,0,0,,,,0,0,0,1,0.6310979127883911,
ZCH07BB1,0,0,,,,0,0,0,1,0.5611998438835144,
ZCH07BC9,0,0,,,,0,0,0,1,0.8812211751937866,
ZCH07BCJ,0,0,,,,0,0,0,1,0.47134312987327576,
ZCH07BE1,0,0,,,,0,0,0,1,0.5230108499526978,
ZCH07BF0,0,0,,,,0,0,0,1,0.454484760761261,
ZCH07BXX,0,0,,,,0,0,0,1,0.5065843462944031,
ZCH07C0V,0,0,,,,0,0,0,1,0.8226624727249146,
ZCH07C1L,0,0,,,,0,0,0,1,0.7049490213394165,
ZCH07C2K,0,1,2019-06-28,,,0,1,0,0,0.9658802151679993,0.9658802151679993
ZCH07C39,0,0,,,,0,0,0,1,0.7892152070999146,
ZCH07CBY,0,0,,,,0,0,0,1,0.5865557789802551,
ZCH07CCR,0,0,,,,0,0,0,1,0.6107335090637207,
ZCH07CD7,0,0,,,,0,0,0,1,0.5975038409233093,
ZCH07CES,0,0,,,,0,0,0,1,0.6671522259712219,
ZCH07CGG,0,0,,,,0,0,0,1,0.4687759280204773,
ZCH07CGY,0,0,,,,0,0,0,1,0.6814820170402527,
ZCH07CK4,0,0,,,,0,0,0,1,0.7210618257522583,
ZCH07CMX,0,0,,,,0,0,0,1,0.7148793935775757,
ZCH07CV2,0,0,,,,0,0,0,1,0.5515972375869751,
ZCH07CVW,0,0,,,,0,0,0,1,0.6393402814865112,
ZCH07CY4,0,0,,,,0,0,0,1,0.46503639221191406,
ZCH07CZ3,0,0,,,,0,0,0,1,0.5156698822975159,
ZCH07D08,0,0,,,,0,0,0,1,0.5192672610282898,
ZCH07D19,0,0,,,,0,0,0,1,0.5395796298980713,
ZCH07D2C,0,0,,,,0,0,0,1,0.625261127948761,
ZCH07D37,0,0,,,,0,0,0,1,0.4819929599761963,
ZCH07D49,0,0,,,,0,0,0,1,0.6842015385627747,
ZCH07D4Z,0,0,,,,0,0,0,1,0.7003887295722961,
ZCH07D8G,0,0,,,,0,0,0,1,0.9635605812072754,
ZCH07DEH,0,0,,,,0,0,0,1,0.4683474004268646,
ZCH07DPF,0,0,,,,0,0,0,1,0.6121354103088379,
ZCH07DX8,0,0,,,,0,0,0,1,0.535563051700592,
ZCH07DXT,0,0,,,,0,0,0,1,0.7622653841972351,
ZCH07DZ7,1,0,,2019-01-22,,0,0,1,0,0.9318659901618958,
ZCH07E0V,0,0,,,,0,0,0,1,0.6686850786209106,
ZCH07E56,1,0,,2019-11-14,,0,0,1,0,0.950223445892334,
ZCH07E5J,0,0,,,,0,0,0,1,0.5798673033714294,
ZCH07EBD,0,0,,,,0,0,0,1,0.6065508723258972,
ZCH07ECD,0,0,,,,0,0,0,1,0.5661185383796692,
ZCH07EDE,0,0,,,,0,0,0,1,0.9576729536056519,
ZCH07EFN,0,0,,,,0,0,0,1,0.5925799608230591,
ZCH07EH1,0,0,,,,0,0,0,1,0.5057204961776733,
ZCH07EHS,0,0,,,,0,0,0,1,0.5201799273490906,
ZCH07EHX,0,0,,,,0,0,0,1,0.44719189405441284,
ZCH07ELR,0,0,,,,0,0,0,1,0.7743849158287048,
ZCH07EMG,0,0,,,,0,0,0,1,0.4409351348876953,
ZCH07ERP,0,0,,,,0,0,0,1,0.625871479511261,
ZCH07EW4,0,0,,,,0,0,0,1,0.5291993618011475,
ZCH07EW7,0,0,,,,0,0,0,1,0.5156389474868774,
ZCH07EY4,0,0,,,,0,0,0,1,0.5298605561256409,
ZCH07F1Z,0,0,,,,0,0,0,1,0.6517878174781799,
ZCH07F5Q,0,0,,,,0,0,0,1,0.5402145385742188,
ZCH07F76,0,0,,,,0,0,0,1,0.4528958797454834,
ZCH07F7F,0,0,,,,0,0,0,1,0.6724199056625366,
ZCH07FDM,1,1,2019-02-12,2019-03-27,43.0,0,0,1,0,0.9882696866989136,0.9767776727676392
ZCH07FEH,0,0,,,,0,0,0,1,0.5658442378044128,
ZCH07FEV,0,0,,,,0,0,0,1,0.5666273832321167,
ZCH07FG0,0,0,,,,0,0,0,1,0.5207098722457886,
ZCH07FJC,0,0,,,,0,0,0,1,0.4418894350528717,
ZCH07FM5,0,0,,,,0,0,0,1,0.4825263023376465,
ZCH07FMD,0,0,,,,0,0,0,1,0.5421728491783142,
ZCH07FQ3,0,0,,,,0,0,0,1,0.4452853798866272,
ZCH07FRE,0,0,,,,0,0,0,1,0.6806306838989258,
ZCH07FRY,1,1,2018-01-11,2018-01-23,12.0,1,0,0,0,0.9888971447944641,0.985957145690918
ZCH07FWY,0,0,,,,0,0,0,1,0.5402556657791138,
ZCH07G0Q,0,0,,,,0,0,0,1,0.9158315658569336,
ZCH07G2E,0,0,,,,0,0,0,1,0.6368681788444519,
ZCH07G49,0,0,,,,0,0,0,1,0.5669957399368286,
ZCH07G7K,0,0,,,,0,0,0,1,0.45279163122177124,
ZCH07G89,0,0,,,,0,0,0,1,0.5238975286483765,
ZCH07GA7,0,0,,,,0,0,0,1,0.5675362944602966,
ZCH07GBA,0,0,,,,0,0,0,1,0.6336038112640381,
ZCH07GCB,0,0,,,,0,0,0,1,0.6053088903427124,
ZCH07GH7,0,0,,,,0,0,0,1,0.5526634454727173,
ZCH07GP5,0,0,,,,0,0,0,1,0.49338239431381226,
ZCH07GQM,0,0,,,,0,0,0,1,0.5870357751846313,
ZCH07GRM,0,0,,,,0,0,0,1,0.6151639223098755,
ZCH07GTE,0,0,,,,0,0,0,1,0.6640089154243469,
ZCH07GV5,0,0,,,,0,0,0,1,0.49960750341415405,
ZCH07GY0,0,0,,,,0,0,0,1,0.8485283851623535,
ZCH07GY8,0,0,,,,0,0,0,1,0.7444072961807251,
ZCH07GZ0,0,0,,,,0,0,0,1,0.5113720893859863,
ZCH07H17,0,0,,,,0,0,0,1,0.7621566653251648,
ZCH07H1Y,0,0,,,,0,0,0,1,0.5598527193069458,
ZCH07H21,0,0,,,,0,0,0,1,0.5528134703636169,
ZCH07H4A,0,0,,,,0,0,0,1,0.40337151288986206,
ZCH07H4F,0,0,,,,0,0,0,1,0.6515167355537415,
ZCH07H4H,0,0,,,,0,0,0,1,0.7021757364273071,
ZCH07H4R,0,0,,,,0,0,0,1,0.46050333976745605,
ZCH07H6C,0,0,,,,0,0,0,1,0.5729633569717407,
ZCH07H85,0,0,,,,0,0,0,1,0.523874044418335,
ZCH07HBG,0,0,,,,0,0,0,1,0.7104759216308594,
ZCH07HER,0,0,,,,0,0,0,1,0.5579004287719727,
ZCH07HG9,0,0,,,,0,0,0,1,0.47807711362838745,
ZCH07HGA,0,0,,,,0,0,0,1,0.5468023419380188,
ZCH07HGD,0,0,,,,0,0,0,1,0.5389602780342102,
ZCH07HHS,0,0,,,,0,0,0,1,0.8433598279953003,
ZCH07HJ6,0,0,,,,0,0,0,1,0.3869691491127014,
ZCH07HK7,1,1,2018-12-17,2019-01-11,25.0,1,0,0,0,0.9793159365653992,0.9730184674263
ZCH07HKQ,0,1,2020-06-06,,,0,1,0,0,0.968073844909668,0.9649720191955566
ZCH07HN3,0,0,,,,0,0,0,1,0.7150235176086426,
ZCH07HQX,0,0,,,,0,0,0,1,0.56577068567276,
ZCH07HRP,0,0,,,,0,0,0,1,0.652710497379303,
ZCH07HSW,0,0,,,,0,0,0,1,0.5196711421012878,
ZCH07HT4,0,0,,,,0,0,0,1,0.6697415113449097,
ZCH07HW4,0,0,,,,0,0,0,1,0.5810965299606323,
ZCH07HXH,0,0,,,,0,0,0,1,0.5195794701576233,
ZCH07HY3,0,0,,,,0,0,0,1,0.5816007256507874,
ZCH07HZE,0,0,,,,0,0,0,1,0.5335209965705872,
ZCH07J42,0,0,,,,0,0,0,1,0.652829647064209,
ZCH07J5C,0,0,,,,0,0,0,1,0.6491052508354187,
ZCH07J63,0,0,,,,0,0,0,1,0.6421723961830139,
ZCH07J76,0,0,,,,0,0,0,1,0.9595721960067749,
ZCH07J8T,1,0,,2018-09-11,,0,0,1,0,0.577785074710846,
ZCH07J9V,0,0,,,,0,0,0,1,0.44074636697769165,
ZCH07JA4,1,0,,2019-04-29,,0,0,1,0,0.929580807685852,
ZCH07JB8,0,0,,,,0,0,0,1,0.5392863750457764,
ZCH07JBL,1,0,,2019-10-01,,0,0,1,0,0.6734281778335571,
ZCH07JHJ,0,1,2019-06-25,,,0,1,0,0,0.9749652147293091,0.9745799899101257
ZCH07JKV,0,0,,,,0,0,0,1,0.7044458389282227,
ZCH07JLK,0,0,,,,0,0,0,1,0.43439745903015137,
ZCH07JNM,0,0,,,,0,0,0,1,0.5174802541732788,
ZCH07JPT,0,0,,,,0,0,0,1,0.6633974313735962,
ZCH07JPZ,0,0,,,,0,0,0,1,0.7819714546203613,
ZCH07JRF,0,0,,,,0,0,0,1,0.5724148750305176,
ZCH07M2E,0,0,,,,0,0,0,1,0.6043685674667358,
ZCH07N5C,0,0,,,,0,0,0,1,0.6033461093902588,
ZCH07N8E,0,0,,,,0,0,0,1,0.7206467986106873,
ZCH07NA3,0,1,2019-09-07,,,0,1,0,0,0.9750899076461792,0.9662129282951355
ZCH07NC5,0,0,,,,0,0,0,1,0.737026035785675,
ZCH07NDX,0,0,,,,0,0,0,1,0.5680964589118958,
ZCH07NF0,0,0,,,,0,0,0,1,0.8065756559371948,
ZCH07NGJ,1,1,2019-06-22,2019-07-19,27.0,1,0,0,0,0.981805145740509,0.9732607007026672
ZCH07NJ2,0,0,,,,0,0,0,1,0.7217394113540649,
ZCH07NKL,0,0,,,,0,0,0,1,0.5177280306816101,
ZCH07NQ7,0,0,,,,0,0,0,1,0.5565745234489441,
ZCH07NS4,0,0,,,,0,0,0,1,0.46398839354515076,
ZCH07NV4,1,1,2018-10-26,2019-06-16,233.0,0,0,1,0,0.9896882772445679,0.978703498840332
ZCH07NW5,0,0,,,,0,0,0,1,0.6985512375831604,
ZCH07NWA,0,0,,,,0,0,0,1,0.6611642241477966,
ZCH07NX4,0,0,,,,0,0,0,1,0.5101006627082825,
ZCH07NZM,1,0,,2019-03-02,,0,0,1,0,0.6303457021713257,
ZCH07NZS,1,1,2018-12-29,2019-06-02,155.0,0,0,1,0,0.9932061433792114,0.9696736335754395
ZCH07P49,0,0,,,,0,0,0,1,0.8676280975341797,
ZCH07P4C,0,0,,,,0,0,0,1,0.586114227771759,
ZCH07P8P,0,0,,,,0,0,0,1,0.4296078085899353,
ZCH07P91,0,0,,,,0,0,0,1,0.9518319964408875,
ZCH07Q1T,0,0,,,,0,0,0,1,0.8070200085639954,
ZCH07Q3L,0,1,2019-02-26,,,0,1,0,0,0.9870790243148804,0.9794076085090637
ZCH07Q44,0,0,,,,0,0,0,1,0.5717384219169617,
ZCH07Q4P,0,0,,,,0,0,0,1,0.5094109177589417,
ZCH07Q7S,0,0,,,,0,0,0,1,0.8539232015609741,
ZCH07Q83,0,0,,,,0,0,0,1,0.5079386830329895,
ZCH07Q8A,1,0,,2019-08-22,,0,0,1,0,0.6675937175750732,
ZCH07Q9E,0,0,,,,0,0,0,1,0.5160453915596008,
ZCH07QA2,0,0,,,,0,0,0,1,0.5615671277046204,
ZCH07QBL,0,0,,,,0,0,0,1,0.5768692493438721,
ZCH07QC8,1,1,2019-03-10,2020-01-09,305.0,0,0,1,0,0.9803963899612427,0.9694656133651733
ZCH07QCM,1,1,2019-05-05,2019-05-21,16.0,1,0,0,0,0.9713953733444214,0.9702662229537964
ZCH07RK0,1,1,2019-07-01,2019-07-02,1.0,1,0,0,0,0.9922975301742554,0.9908706545829773
ZCH07RK9,0,0,,,,0,0,0,1,0.6961326003074646,
ZCH07RLE,0,0,,,,0,0,0,1,0.5957263112068176,
ZCH07RMA,0,0,,,,0,0,0,1,0.5187899470329285,
ZCH07RN1,1,1,2019-01-20,2019-01-23,3.0,1,0,0,0,0.9804002642631531,0.967341423034668
ZCH07RNG,0,0,,,,0,0,0,1,0.5932812094688416,
ZCH07RNR,0,0,,,,0,0,0,1,0.8740213513374329,
ZCH07RPE,0,0,,,,0,0,0,1,0.5981622934341431,
ZCH07RRG,0,0,,,,0,0,0,1,0.5223780870437622,
ZCH07RS8,0,0,,,,0,0,0,1,0.4993365705013275,
ZCH07RZY,0,0,,,,0,0,0,1,0.6359303593635559,
ZCH07S05,0,0,,,,0,0,0,1,0.518520176410675,
ZCH07S15,0,0,,,,0,0,0,1,0.6079956293106079,
ZCH07S1N,0,0,,,,0,0,0,1,0.5145565867424011,
ZCH07SJ9,0,0,,,,0,0,0,1,0.565926194190979,
ZCH07SLX,0,0,,,,0,0,0,1,0.6990891695022583,
ZCH07SRG,0,0,,,,0,0,0,1,0.5099071264266968,
ZCH07SS5,1,0,,2019-04-17,,0,0,1,0,0.8053399324417114,
ZCH07SVE,0,0,,,,0,0,0,1,0.5097147226333618,
ZCH07SZ5,0,0,,,,0,0,0,1,0.3934524357318878,
ZCH07SZE,0,0,,,,0,0,0,1,0.7271926999092102,
