experiment,drive,model,family,rule,threshold_source,far_target,seed,n_months,n_failed_total,n_healthy_total,recall,recall_month_sd,precision,precision_month_sd,far,far_month_sd,roc_auc,roc_auc_month_sd,pr_auc,pr_auc_month_sd,tp,tp_month_sd
tos936_trees,TOSHIBA_20MG07ACA14TA,randomforest,tabular,in_horizon,val_quantile,0.001,42,6,162,223444,0.43854679802955665,0.11645785332278935,0.11954715765202353,0.03464102850006078,0.0024626220746801044,0.0009039114629876499,0.8993405898668007,0.02708645562768314,0.19348823542390994,0.060250766958355156,12.166666666666666,5.636192568273964
tos936_trees,TOSHIBA_20MG07ACA14TA,randomforest,tabular,in_horizon,val_quantile,0.005,42,6,162,223444,0.6897684424983276,0.04349183510720402,0.04009925186115524,0.014366686716930532,0.01269626978162941,0.0031872326202614584,0.8993405898668007,0.02708645562768314,0.19348823542390994,0.060250766958355156,18.666666666666668,4.501851470969102
tos936_trees,TOSHIBA_20MG07ACA14TA,randomforest,tabular,in_horizon,val_quantile,0.01,42,6,162,223444,0.7436211457763182,0.06912466130831367,0.02982642469597134,0.008236740639620533,0.0180811962589908,0.003949229997537754,0.8993405898668007,0.02708645562768314,0.19348823542390994,0.060250766958355156,20.0,4.2895221179054435
tos936_trees,TOSHIBA_20MG07ACA14TA,randomforest,tabular,in_horizon,val_quantile,0.05,42,6,162,223444,0.8121852764094143,0.046611571679062026,0.008600601563131482,0.0020569172401406206,0.06946450650805977,0.015289958564987015,0.8993405898668007,0.02708645562768314,0.19348823542390994,0.060250766958355156,21.833333333333332,4.445971959725642
tos936_trees,TOSHIBA_20MG07ACA14TA,xgboost,tabular,in_horizon,val_quantile,0.001,42,6,162,223444,0.46872073222647936,0.09593075751439026,0.1416080922063058,0.04148349326826086,0.0021985141821933385,0.0008490471631801381,0.9053624480920781,0.027854473714246403,0.1781100607184688,0.03900906024009427,12.666666666666666,4.273952113286562
tos936_trees,TOSHIBA_20MG07ACA14TA,xgboost,tabular,in_horizon,val_quantile,0.005,42,6,162,223444,0.646027945022198,0.09043201671767791,0.061055122235429624,0.016871591835173776,0.007359507854337241,0.0015150238568212894,0.9053624480920781,0.027854473714246403,0.1781100607184688,0.03900906024009427,17.333333333333332,4.08248290463863
tos936_trees,TOSHIBA_20MG07ACA14TA,xgboost,tabular,in_horizon,val_quantile,0.01,42,6,162,223444,0.7480371586693426,0.03165192102787753,0.04090460041733311,0.00816795072134157,0.012829243912809792,0.0021535621855743765,0.9053624480920781,0.027854473714246403,0.1781100607184688,0.03900906024009427,20.166666666666668,4.3089055068157
tos936_trees,TOSHIBA_20MG07ACA14TA,xgboost,tabular,in_horizon,val_quantile,0.05,42,6,162,223444,0.8086731435869368,0.02386600077602853,0.010635677209678816,0.0026007233588054715,0.05535699153428567,0.008091357111151252,0.9053624480920781,0.027854473714246403,0.1781100607184688,0.03900906024009427,21.833333333333332,4.750438576243952
tos936_trees,TOSHIBA_20MG07ACA14TA,lightgbm,tabular,in_horizon,val_quantile,0.001,42,6,162,223444,0.43141914492489203,0.07037030424440184,0.1248717255049445,0.03604120355453817,0.002319300212556006,0.0008236251407103307,0.8884827323561315,0.043404320385564354,0.1420735545339236,0.02722953818967746,11.833333333333334,4.070217029430577
tos936_trees,TOSHIBA_20MG07ACA14TA,lightgbm,tabular,in_horizon,val_quantile,0.005,42,6,162,223444,0.6183299884449309,0.08234781741338972,0.0560890678267587,0.014226400428361442,0.007677233314940129,0.0015135335545213924,0.8884827323561315,0.043404320385564354,0.1420735545339236,0.02722953818967746,16.666666666666668,4.273952113286562
tos936_trees,TOSHIBA_20MG07ACA14TA,lightgbm,tabular,in_horizon,val_quantile,0.01,42,6,162,223444,0.674975673538892,0.06808199606328984,0.035388390433368264,0.007321564106802833,0.013397385230041452,0.002058274576761212,0.8884827323561315,0.043404320385564354,0.1420735545339236,0.02722953818967746,18.166666666666668,4.167333280008531
tos936_trees,TOSHIBA_20MG07ACA14TA,lightgbm,tabular,in_horizon,val_quantile,0.05,42,6,162,223444,0.7778887672565834,0.050053540118164416,0.010123644855745996,0.002100641101535552,0.05515225499313014,0.005191240471453825,0.8884827323561315,0.043404320385564354,0.1420735545339236,0.02722953818967746,21.0,4.857983120596447
