threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.31,0.35,0.03349282296650718,0.0611353711790393,0.000536480686695279,0.3888888888888889,60.666666666666664,46.5,64.47307793007697,18,7,11,191,2,3726
0.32,0.29411764705882354,0.023923444976076555,0.04424778761061947,0.000536480686695279,0.3333333333333333,63.666666666666664,46.0,63.32210426769541,15,5,10,194,2,3726
0.33,0.3333333333333333,0.023923444976076555,0.04464285714285714,0.000536480686695279,0.38461538461538464,60.0,45.0,60.258417860718204,13,5,8,196,2,3726
0.34,0.35714285714285715,0.023923444976076555,0.04484304932735426,0.000536480686695279,0.4166666666666667,46.583333333333336,35.5,44.785522834455726,12,5,7,197,2,3726
0.35,0.38461538461538464,0.023923444976076555,0.04504504504504504,0.000536480686695279,0.45454545454545453,44.54545454545455,31.0,46.83115442516219,11,5,6,198,2,3726
0.36,0.5,0.028708133971291867,0.054298642533936646,0.000536480686695279,0.6,35.1,17.5,46.16373035186823,10,6,4,199,2,3726
0.37,0.5,0.019138755980861243,0.03686635944700461,0.000536480686695279,0.6666666666666666,39.666666666666664,20.5,51.67419300020294,6,4,2,203,2,3726
0.38,0.5,0.019138755980861243,0.03686635944700461,0.000536480686695279,0.6666666666666666,37.666666666666664,20.0,51.44144459696114,6,4,2,203,2,3726
0.39,0.5714285714285714,0.019138755980861243,0.037037037037037035,0.000536480686695279,0.8,29.0,10.0,39.653499215075584,5,4,1,204,2,3726
0.4,0.5714285714285714,0.019138755980861243,0.037037037037037035,0.000536480686695279,0.8,18.6,10.0,22.703303724348135,5,4,1,204,2,3726
0.41,0.7142857142857143,0.023923444976076555,0.046296296296296294,0.000536480686695279,1.0,4.8,4.0,3.6551333764994136,5,5,0,204,2,3726
0.42,0.6666666666666666,0.019138755980861243,0.037209302325581395,0.000536480686695279,1.0,4.25,4.0,3.832427429188973,4,4,0,205,2,3726
0.43,0.6,0.014354066985645933,0.028037383177570093,0.000536480686695279,1.0,5.0,7.0,3.559026084010437,3,3,0,206,2,3726
0.44,1.0,0.004784688995215311,0.009523809523809525,0.0,1.0,4.0,4.0,0.0,1,1,0,208,0,3728
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,209,0,3728
