threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.01,0.2388888888888889,0.20574162679425836,0.2210796915167095,0.017167381974248927,0.3706896551724138,110.50862068965517,49.5,150.07874345165789,116,43,73,93,64,3664
0.02,0.23668639053254437,0.19138755980861244,0.21164021164021163,0.015021459227467811,0.35398230088495575,111.42477876106194,56.0,144.66138706696023,113,40,73,96,56,3672
0.03,0.26666666666666666,0.19138755980861244,0.22284122562674094,0.012607296137339056,0.3883495145631068,99.51456310679612,46.0,135.66197742187384,103,40,63,106,47,3681
0.04,0.27586206896551724,0.19138755980861244,0.22598870056497175,0.011534334763948498,0.39215686274509803,89.23529411764706,46.0,112.52304134156984,102,40,62,107,43,3685
0.05,0.2777777777777778,0.19138755980861244,0.22662889518413598,0.011266094420600859,0.39215686274509803,89.23529411764706,46.0,112.52304134156984,102,40,62,107,42,3686
0.06,0.3088235294117647,0.20095693779904306,0.24347826086956523,0.0101931330472103,0.42857142857142855,82.5,40.0,112.13114133523683,98,42,56,111,38,3690
0.07,0.3211009174311927,0.1674641148325359,0.22012578616352202,0.006974248927038627,0.42168674698795183,75.57831325301204,41.0,87.02002545902768,83,35,48,126,26,3702
0.08,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
0.09,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
0.1,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
0.11,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
0.12,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
0.13,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
0.14,0.3269230769230769,0.16267942583732056,0.21725239616613415,0.006169527896995708,0.41975308641975306,73.71604938271605,41.0,83.9794558310339,81,34,47,128,23,3705
