dataset,model,seed,burden,n_alarmed,n_fail,ear,within_5,recall_5,within_7,recall_7,within_10,recall_10,within_15,recall_15,within_30,recall_30,within_60,recall_60,within_90,recall_90,within_180,recall_180,within_365,recall_365
HGST,LSTM,67,0.01,20,162,0.009657594381035996,0.35,0.043209876543209874,0.4,0.04938271604938271,0.5,0.06172839506172839,0.5,0.06172839506172839,0.65,0.08024691358024691,0.8,0.09876543209876543,0.85,0.10493827160493827,0.95,0.11728395061728394,1.0,0.12345679012345678
HGST,LSTM,67,0.05,58,162,0.04916593503072871,0.1206896551724138,0.043209876543209874,0.1724137931034483,0.06172839506172839,0.20689655172413793,0.07407407407407407,0.2413793103448276,0.08641975308641975,0.3103448275862069,0.1111111111111111,0.43103448275862066,0.15432098765432098,0.5172413793103449,0.18518518518518517,0.6551724137931034,0.2345679012345679,0.8620689655172413,0.30864197530864196
HGST,LSTM,68,0.01,22,162,0.009657594381035996,0.3181818181818182,0.043209876543209874,0.4090909090909091,0.05555555555555555,0.45454545454545453,0.06172839506172839,0.5,0.06790123456790123,0.6363636363636364,0.08641975308641975,0.7727272727272727,0.10493827160493827,0.7727272727272727,0.10493827160493827,0.9090909090909091,0.12345679012345678,0.9090909090909091,0.12345679012345678
HGST,LSTM,68,0.05,59,162,0.04916593503072871,0.15254237288135594,0.05555555555555555,0.2033898305084746,0.07407407407407407,0.23728813559322035,0.08641975308641975,0.2542372881355932,0.09259259259259259,0.3050847457627119,0.1111111111111111,0.3898305084745763,0.1419753086419753,0.4745762711864407,0.1728395061728395,0.6779661016949152,0.24691358024691357,0.847457627118644,0.30864197530864196
HGST,LSTM,69,0.01,26,162,0.009657594381035996,0.34615384615384615,0.05555555555555555,0.38461538461538464,0.06172839506172839,0.46153846153846156,0.07407407407407407,0.5769230769230769,0.09259259259259259,0.6538461538461539,0.10493827160493827,0.6923076923076923,0.1111111111111111,0.7307692307692307,0.11728395061728394,0.9230769230769231,0.14814814814814814,0.9615384615384616,0.15432098765432098
HGST,LSTM,69,0.05,58,162,0.04916593503072871,0.06896551724137931,0.024691358024691357,0.06896551724137931,0.024691358024691357,0.10344827586206896,0.037037037037037035,0.1896551724137931,0.06790123456790123,0.29310344827586204,0.10493827160493827,0.39655172413793105,0.1419753086419753,0.4827586206896552,0.1728395061728395,0.6379310344827587,0.22839506172839505,0.8620689655172413,0.30864197530864196
HGST,LSTM,70,0.01,25,162,0.009657594381035996,0.36,0.05555555555555555,0.44,0.06790123456790123,0.6,0.09259259259259259,0.6,0.09259259259259259,0.68,0.10493827160493827,0.76,0.11728395061728394,0.8,0.12345679012345678,0.88,0.13580246913580246,0.96,0.14814814814814814
HGST,LSTM,70,0.05,59,162,0.04916593503072871,0.11864406779661017,0.043209876543209874,0.15254237288135594,0.05555555555555555,0.1864406779661017,0.06790123456790123,0.288135593220339,0.10493827160493827,0.3559322033898305,0.12962962962962962,0.4915254237288136,0.17901234567901234,0.559322033898305,0.2037037037037037,0.6949152542372882,0.25308641975308643,0.8983050847457628,0.3271604938271605
HGST,LSTM,71,0.01,26,162,0.009657594381035996,0.23076923076923078,0.037037037037037035,0.38461538461538464,0.06172839506172839,0.46153846153846156,0.07407407407407407,0.46153846153846156,0.07407407407407407,0.6153846153846154,0.09876543209876543,0.7307692307692307,0.11728395061728394,0.7692307692307693,0.12345679012345678,0.9230769230769231,0.14814814814814814,1.0,0.16049382716049382
HGST,LSTM,71,0.05,60,162,0.04916593503072871,0.06666666666666667,0.024691358024691357,0.08333333333333333,0.030864197530864196,0.16666666666666666,0.06172839506172839,0.25,0.09259259259259259,0.31666666666666665,0.11728395061728394,0.45,0.16666666666666666,0.5166666666666667,0.19135802469135801,0.6833333333333333,0.25308641975308643,0.9,0.3333333333333333
HGST,GRU,42,0.01,23,162,0.009657594381035996,0.17391304347826086,0.024691358024691357,0.21739130434782608,0.030864197530864196,0.391304347826087,0.05555555555555555,0.5217391304347826,0.07407407407407407,0.6086956521739131,0.08641975308641975,0.6521739130434783,0.09259259259259259,0.6956521739130435,0.09876543209876543,0.9130434782608695,0.12962962962962962,0.9565217391304348,0.13580246913580246
HGST,GRU,42,0.05,62,162,0.04916593503072871,0.0967741935483871,0.037037037037037035,0.11290322580645161,0.043209876543209874,0.14516129032258066,0.05555555555555555,0.27419354838709675,0.10493827160493827,0.3709677419354839,0.1419753086419753,0.45161290322580644,0.1728395061728395,0.5483870967741935,0.20987654320987653,0.7096774193548387,0.2716049382716049,0.8870967741935484,0.3395061728395062
HGST,GRU,43,0.01,31,162,0.009657594381035996,0.3548387096774194,0.06790123456790123,0.3870967741935484,0.07407407407407407,0.4838709677419355,0.09259259259259259,0.5806451612903226,0.1111111111111111,0.6774193548387096,0.12962962962962962,0.7419354838709677,0.1419753086419753,0.7419354838709677,0.1419753086419753,0.9032258064516129,0.1728395061728395,0.967741935483871,0.18518518518518517
HGST,GRU,43,0.05,63,162,0.04916593503072871,0.12698412698412698,0.04938271604938271,0.14285714285714285,0.05555555555555555,0.19047619047619047,0.07407407407407407,0.2857142857142857,0.1111111111111111,0.3968253968253968,0.15432098765432098,0.4444444444444444,0.1728395061728395,0.5555555555555556,0.21604938271604937,0.7142857142857143,0.2777777777777778,0.9047619047619048,0.35185185185185186
HGST,GRU,44,0.01,24,162,0.009657594381035996,0.20833333333333334,0.030864197530864196,0.25,0.037037037037037035,0.375,0.05555555555555555,0.5,0.07407407407407407,0.625,0.09259259259259259,0.7083333333333334,0.10493827160493827,0.7083333333333334,0.10493827160493827,0.9583333333333334,0.1419753086419753,0.9583333333333334,0.1419753086419753
HGST,GRU,44,0.05,57,162,0.04916593503072871,0.07017543859649122,0.024691358024691357,0.08771929824561403,0.030864197530864196,0.15789473684210525,0.05555555555555555,0.22807017543859648,0.08024691358024691,0.3157894736842105,0.1111111111111111,0.43859649122807015,0.15432098765432098,0.5263157894736842,0.18518518518518517,0.6842105263157895,0.24074074074074073,0.8947368421052632,0.3148148148148148
HGST,GRU,45,0.01,27,162,0.009657594381035996,0.2962962962962963,0.04938271604938271,0.4074074074074074,0.06790123456790123,0.48148148148148145,0.08024691358024691,0.5555555555555556,0.09259259259259259,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.7037037037037037,0.11728395061728394,0.9259259259259259,0.15432098765432098,0.9629629629629629,0.16049382716049382
HGST,GRU,45,0.05,59,162,0.04916593503072871,0.13559322033898305,0.04938271604938271,0.15254237288135594,0.05555555555555555,0.22033898305084745,0.08024691358024691,0.3050847457627119,0.1111111111111111,0.3898305084745763,0.1419753086419753,0.5084745762711864,0.18518518518518517,0.5932203389830508,0.21604938271604937,0.7627118644067796,0.2777777777777778,0.8983050847457628,0.3271604938271605
HGST,GRU,46,0.01,21,162,0.009657594381035996,0.23809523809523808,0.030864197530864196,0.23809523809523808,0.030864197530864196,0.3333333333333333,0.043209876543209874,0.42857142857142855,0.05555555555555555,0.5238095238095238,0.06790123456790123,0.6190476190476191,0.08024691358024691,0.6666666666666666,0.08641975308641975,0.9047619047619048,0.11728395061728394,0.9523809523809523,0.12345679012345678
HGST,GRU,46,0.05,58,162,0.04916593503072871,0.08620689655172414,0.030864197530864196,0.1206896551724138,0.043209876543209874,0.1896551724137931,0.06790123456790123,0.27586206896551724,0.09876543209876543,0.3620689655172414,0.12962962962962962,0.4482758620689655,0.16049382716049382,0.5517241379310345,0.19753086419753085,0.6896551724137931,0.24691358024691357,0.896551724137931,0.32098765432098764
HGST,GRU,47,0.01,20,162,0.009657594381035996,0.25,0.030864197530864196,0.3,0.037037037037037035,0.3,0.037037037037037035,0.5,0.06172839506172839,0.55,0.06790123456790123,0.75,0.09259259259259259,0.75,0.09259259259259259,0.95,0.11728395061728394,0.95,0.11728395061728394
HGST,GRU,47,0.05,61,162,0.04916593503072871,0.11475409836065574,0.043209876543209874,0.11475409836065574,0.043209876543209874,0.16393442622950818,0.06172839506172839,0.29508196721311475,0.1111111111111111,0.3770491803278688,0.1419753086419753,0.45901639344262296,0.1728395061728395,0.5737704918032787,0.21604938271604937,0.7213114754098361,0.2716049382716049,0.9016393442622951,0.3395061728395062
HGST,GRU,48,0.01,20,162,0.009657594381035996,0.2,0.024691358024691357,0.25,0.030864197530864196,0.3,0.037037037037037035,0.4,0.04938271604938271,0.5,0.06172839506172839,0.55,0.06790123456790123,0.6,0.07407407407407407,0.9,0.1111111111111111,0.95,0.11728395061728394
HGST,GRU,48,0.05,56,162,0.04916593503072871,0.08928571428571429,0.030864197530864196,0.125,0.043209876543209874,0.125,0.043209876543209874,0.23214285714285715,0.08024691358024691,0.30357142857142855,0.10493827160493827,0.42857142857142855,0.14814814814814814,0.5,0.1728395061728395,0.75,0.25925925925925924,0.9107142857142857,0.3148148148148148
HGST,GRU,49,0.01,20,162,0.009657594381035996,0.3,0.037037037037037035,0.35,0.043209876543209874,0.35,0.043209876543209874,0.4,0.04938271604938271,0.5,0.06172839506172839,0.6,0.07407407407407407,0.65,0.08024691358024691,0.85,0.10493827160493827,0.9,0.1111111111111111
HGST,GRU,49,0.05,62,162,0.04916593503072871,0.11290322580645161,0.043209876543209874,0.14516129032258066,0.05555555555555555,0.1774193548387097,0.06790123456790123,0.3225806451612903,0.12345679012345678,0.4032258064516129,0.15432098765432098,0.45161290322580644,0.1728395061728395,0.5806451612903226,0.2222222222222222,0.7419354838709677,0.2839506172839506,0.8709677419354839,0.3333333333333333
HGST,GRU,50,0.01,26,162,0.009657594381035996,0.23076923076923078,0.037037037037037035,0.4230769230769231,0.06790123456790123,0.4230769230769231,0.06790123456790123,0.5,0.08024691358024691,0.6153846153846154,0.09876543209876543,0.6538461538461539,0.10493827160493827,0.6923076923076923,0.1111111111111111,0.8846153846153846,0.1419753086419753,0.9615384615384616,0.15432098765432098
HGST,GRU,50,0.05,59,162,0.04916593503072871,0.13559322033898305,0.04938271604938271,0.15254237288135594,0.05555555555555555,0.22033898305084745,0.08024691358024691,0.3559322033898305,0.12962962962962962,0.423728813559322,0.15432098765432098,0.5423728813559322,0.19753086419753085,0.6271186440677966,0.22839506172839505,0.7457627118644068,0.2716049382716049,0.864406779661017,0.3148148148148148
HGST,GRU,51,0.01,29,162,0.009657594381035996,0.3793103448275862,0.06790123456790123,0.4482758620689655,0.08024691358024691,0.5172413793103449,0.09259259259259259,0.5862068965517241,0.10493827160493827,0.6896551724137931,0.12345679012345678,0.7586206896551724,0.13580246913580246,0.7931034482758621,0.1419753086419753,0.9310344827586207,0.16666666666666666,0.9655172413793104,0.1728395061728395
HGST,GRU,51,0.05,61,162,0.04916593503072871,0.09836065573770492,0.037037037037037035,0.13114754098360656,0.04938271604938271,0.18032786885245902,0.06790123456790123,0.29508196721311475,0.1111111111111111,0.36065573770491804,0.13580246913580246,0.4426229508196721,0.16666666666666666,0.5409836065573771,0.2037037037037037,0.6885245901639344,0.25925925925925924,0.8852459016393442,0.3333333333333333
HGST,GRU,52,0.01,21,162,0.009657594381035996,0.2857142857142857,0.037037037037037035,0.38095238095238093,0.04938271604938271,0.38095238095238093,0.04938271604938271,0.47619047619047616,0.06172839506172839,0.5714285714285714,0.07407407407407407,0.6666666666666666,0.08641975308641975,0.6666666666666666,0.08641975308641975,0.9047619047619048,0.11728395061728394,0.9523809523809523,0.12345679012345678
HGST,GRU,52,0.05,58,162,0.04916593503072871,0.08620689655172414,0.030864197530864196,0.10344827586206896,0.037037037037037035,0.13793103448275862,0.04938271604938271,0.22413793103448276,0.08024691358024691,0.3103448275862069,0.1111111111111111,0.41379310344827586,0.14814814814814814,0.5172413793103449,0.18518518518518517,0.7413793103448276,0.2654320987654321,0.9137931034482759,0.3271604938271605
HGST,GRU,53,0.01,23,162,0.009657594381035996,0.391304347826087,0.05555555555555555,0.43478260869565216,0.06172839506172839,0.43478260869565216,0.06172839506172839,0.5217391304347826,0.07407407407407407,0.6086956521739131,0.08641975308641975,0.6956521739130435,0.09876543209876543,0.7391304347826086,0.10493827160493827,0.8695652173913043,0.12345679012345678,0.9130434782608695,0.12962962962962962
HGST,GRU,53,0.05,61,162,0.04916593503072871,0.09836065573770492,0.037037037037037035,0.16393442622950818,0.06172839506172839,0.21311475409836064,0.08024691358024691,0.2786885245901639,0.10493827160493827,0.36065573770491804,0.13580246913580246,0.45901639344262296,0.1728395061728395,0.5737704918032787,0.21604938271604937,0.7049180327868853,0.2654320987654321,0.8360655737704918,0.3148148148148148
HGST,GRU,54,0.01,20,162,0.009657594381035996,0.15,0.018518518518518517,0.25,0.030864197530864196,0.3,0.037037037037037035,0.45,0.05555555555555555,0.55,0.06790123456790123,0.65,0.08024691358024691,0.7,0.08641975308641975,0.95,0.11728395061728394,0.95,0.11728395061728394
HGST,GRU,54,0.05,62,162,0.04916593503072871,0.11290322580645161,0.043209876543209874,0.11290322580645161,0.043209876543209874,0.1774193548387097,0.06790123456790123,0.25806451612903225,0.09876543209876543,0.3548387096774194,0.13580246913580246,0.41935483870967744,0.16049382716049382,0.5161290322580645,0.19753086419753085,0.6451612903225806,0.24691358024691357,0.8709677419354839,0.3333333333333333
HGST,GRU,55,0.01,29,162,0.009657594381035996,0.3448275862068966,0.06172839506172839,0.4482758620689655,0.08024691358024691,0.4482758620689655,0.08024691358024691,0.5172413793103449,0.09259259259259259,0.6206896551724138,0.1111111111111111,0.6896551724137931,0.12345679012345678,0.6896551724137931,0.12345679012345678,0.896551724137931,0.16049382716049382,0.9310344827586207,0.16666666666666666
HGST,GRU,55,0.05,62,162,0.04916593503072871,0.12903225806451613,0.04938271604938271,0.14516129032258066,0.05555555555555555,0.1774193548387097,0.06790123456790123,0.3064516129032258,0.11728395061728394,0.3870967741935484,0.14814814814814814,0.45161290322580644,0.1728395061728395,0.5645161290322581,0.21604938271604937,0.7419354838709677,0.2839506172839506,0.8870967741935484,0.3395061728395062
HGST,GRU,56,0.01,24,162,0.009657594381035996,0.25,0.037037037037037035,0.2916666666666667,0.043209876543209874,0.375,0.05555555555555555,0.4583333333333333,0.06790123456790123,0.5416666666666666,0.08024691358024691,0.625,0.09259259259259259,0.7083333333333334,0.10493827160493827,0.9166666666666666,0.13580246913580246,0.9583333333333334,0.1419753086419753
HGST,GRU,56,0.05,57,162,0.04916593503072871,0.07017543859649122,0.024691358024691357,0.08771929824561403,0.030864197530864196,0.10526315789473684,0.037037037037037035,0.24561403508771928,0.08641975308641975,0.3157894736842105,0.1111111111111111,0.40350877192982454,0.1419753086419753,0.5263157894736842,0.18518518518518517,0.7368421052631579,0.25925925925925924,0.8771929824561403,0.30864197530864196
HGST,GRU,57,0.01,28,162,0.009657594381035996,0.2857142857142857,0.04938271604938271,0.35714285714285715,0.06172839506172839,0.42857142857142855,0.07407407407407407,0.5714285714285714,0.09876543209876543,0.6785714285714286,0.11728395061728394,0.7142857142857143,0.12345679012345678,0.75,0.12962962962962962,0.9642857142857143,0.16666666666666666,0.9642857142857143,0.16666666666666666
HGST,GRU,57,0.05,60,162,0.04916593503072871,0.11666666666666667,0.043209876543209874,0.16666666666666666,0.06172839506172839,0.18333333333333332,0.06790123456790123,0.2833333333333333,0.10493827160493827,0.36666666666666664,0.13580246913580246,0.4666666666666667,0.1728395061728395,0.6,0.2222222222222222,0.7666666666666667,0.2839506172839506,0.9333333333333333,0.345679012345679
HGST,GRU,58,0.01,23,162,0.009657594381035996,0.2608695652173913,0.037037037037037035,0.34782608695652173,0.04938271604938271,0.34782608695652173,0.04938271604938271,0.4782608695652174,0.06790123456790123,0.5652173913043478,0.08024691358024691,0.6956521739130435,0.09876543209876543,0.7391304347826086,0.10493827160493827,0.9565217391304348,0.13580246913580246,0.9565217391304348,0.13580246913580246
HGST,GRU,58,0.05,63,162,0.04916593503072871,0.1111111111111111,0.043209876543209874,0.12698412698412698,0.04938271604938271,0.14285714285714285,0.05555555555555555,0.2698412698412698,0.10493827160493827,0.38095238095238093,0.14814814814814814,0.4444444444444444,0.1728395061728395,0.5396825396825397,0.20987654320987653,0.7301587301587301,0.2839506172839506,0.8888888888888888,0.345679012345679
HGST,GRU,59,0.01,27,162,0.009657594381035996,0.25925925925925924,0.043209876543209874,0.3333333333333333,0.05555555555555555,0.4444444444444444,0.07407407407407407,0.5185185185185185,0.08641975308641975,0.6296296296296297,0.10493827160493827,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.12962962962962962,0.9629629629629629,0.16049382716049382,0.9629629629629629,0.16049382716049382
HGST,GRU,59,0.05,61,162,0.04916593503072871,0.06557377049180328,0.024691358024691357,0.08196721311475409,0.030864197530864196,0.14754098360655737,0.05555555555555555,0.22950819672131148,0.08641975308641975,0.32786885245901637,0.12345679012345678,0.4098360655737705,0.15432098765432098,0.5081967213114754,0.19135802469135801,0.7049180327868853,0.2654320987654321,0.8524590163934426,0.32098765432098764
HGST,GRU,60,0.01,20,162,0.009657594381035996,0.2,0.024691358024691357,0.3,0.037037037037037035,0.45,0.05555555555555555,0.5,0.06172839506172839,0.6,0.07407407407407407,0.7,0.08641975308641975,0.75,0.09259259259259259,0.9,0.1111111111111111,0.95,0.11728395061728394
HGST,GRU,60,0.05,63,162,0.04916593503072871,0.1111111111111111,0.043209876543209874,0.12698412698412698,0.04938271604938271,0.1746031746031746,0.06790123456790123,0.30158730158730157,0.11728395061728394,0.38095238095238093,0.14814814814814814,0.47619047619047616,0.18518518518518517,0.5714285714285714,0.2222222222222222,0.7619047619047619,0.2962962962962963,0.9206349206349206,0.35802469135802467
HGST,GRU,61,0.01,25,162,0.009657594381035996,0.28,0.043209876543209874,0.36,0.05555555555555555,0.4,0.06172839506172839,0.52,0.08024691358024691,0.64,0.09876543209876543,0.72,0.1111111111111111,0.76,0.11728395061728394,0.96,0.14814814814814814,0.96,0.14814814814814814
HGST,GRU,61,0.05,60,162,0.04916593503072871,0.1,0.037037037037037035,0.13333333333333333,0.04938271604938271,0.15,0.05555555555555555,0.26666666666666666,0.09876543209876543,0.36666666666666664,0.13580246913580246,0.45,0.16666666666666666,0.5333333333333333,0.19753086419753085,0.6833333333333333,0.25308641975308643,0.9,0.3333333333333333
HGST,GRU,62,0.01,24,162,0.009657594381035996,0.20833333333333334,0.030864197530864196,0.2916666666666667,0.043209876543209874,0.375,0.05555555555555555,0.5416666666666666,0.08024691358024691,0.6666666666666666,0.09876543209876543,0.7083333333333334,0.10493827160493827,0.75,0.1111111111111111,0.9583333333333334,0.1419753086419753,0.9583333333333334,0.1419753086419753
HGST,GRU,62,0.05,61,162,0.04916593503072871,0.13114754098360656,0.04938271604938271,0.13114754098360656,0.04938271604938271,0.18032786885245902,0.06790123456790123,0.29508196721311475,0.1111111111111111,0.3770491803278688,0.1419753086419753,0.4918032786885246,0.18518518518518517,0.6065573770491803,0.22839506172839505,0.7704918032786885,0.29012345679012347,0.9508196721311475,0.35802469135802467
HGST,GRU,63,0.01,26,162,0.009657594381035996,0.23076923076923078,0.037037037037037035,0.3076923076923077,0.04938271604938271,0.38461538461538464,0.06172839506172839,0.46153846153846156,0.07407407407407407,0.6153846153846154,0.09876543209876543,0.6538461538461539,0.10493827160493827,0.6538461538461539,0.10493827160493827,0.8461538461538461,0.13580246913580246,0.9615384615384616,0.15432098765432098
HGST,GRU,63,0.05,60,162,0.04916593503072871,0.1,0.037037037037037035,0.13333333333333333,0.04938271604938271,0.18333333333333332,0.06790123456790123,0.2833333333333333,0.10493827160493827,0.35,0.12962962962962962,0.4,0.14814814814814814,0.48333333333333334,0.17901234567901234,0.6333333333333333,0.2345679012345679,0.8333333333333334,0.30864197530864196
HGST,GRU,64,0.01,28,162,0.009657594381035996,0.39285714285714285,0.06790123456790123,0.42857142857142855,0.07407407407407407,0.5,0.08641975308641975,0.6071428571428571,0.10493827160493827,0.6428571428571429,0.1111111111111111,0.6428571428571429,0.1111111111111111,0.7142857142857143,0.12345679012345678,0.8928571428571429,0.15432098765432098,0.9642857142857143,0.16666666666666666
HGST,GRU,64,0.05,60,162,0.04916593503072871,0.18333333333333332,0.06790123456790123,0.2,0.07407407407407407,0.26666666666666666,0.09876543209876543,0.3,0.1111111111111111,0.38333333333333336,0.1419753086419753,0.4666666666666667,0.1728395061728395,0.55,0.2037037037037037,0.6833333333333333,0.25308641975308643,0.8,0.2962962962962963
HGST,GRU,65,0.01,21,162,0.009657594381035996,0.23809523809523808,0.030864197530864196,0.2857142857142857,0.037037037037037035,0.42857142857142855,0.05555555555555555,0.5238095238095238,0.06790123456790123,0.5714285714285714,0.07407407407407407,0.7142857142857143,0.09259259259259259,0.7619047619047619,0.09876543209876543,0.9047619047619048,0.11728395061728394,0.9523809523809523,0.12345679012345678
HGST,GRU,65,0.05,59,162,0.04916593503072871,0.0847457627118644,0.030864197530864196,0.13559322033898305,0.04938271604938271,0.1694915254237288,0.06172839506172839,0.22033898305084745,0.08024691358024691,0.3220338983050847,0.11728395061728394,0.423728813559322,0.15432098765432098,0.5423728813559322,0.19753086419753085,0.711864406779661,0.25925925925925924,0.8813559322033898,0.32098765432098764
HGST,GRU,66,0.01,28,162,0.009657594381035996,0.2857142857142857,0.04938271604938271,0.35714285714285715,0.06172839506172839,0.42857142857142855,0.07407407407407407,0.5357142857142857,0.09259259259259259,0.6428571428571429,0.1111111111111111,0.6785714285714286,0.11728395061728394,0.75,0.12962962962962962,0.9285714285714286,0.16049382716049382,0.9642857142857143,0.16666666666666666
HGST,GRU,66,0.05,58,162,0.04916593503072871,0.1206896551724138,0.043209876543209874,0.15517241379310345,0.05555555555555555,0.1896551724137931,0.06790123456790123,0.27586206896551724,0.09876543209876543,0.3793103448275862,0.13580246913580246,0.46551724137931033,0.16666666666666666,0.5689655172413793,0.2037037037037037,0.7413793103448276,0.2654320987654321,0.9137931034482759,0.3271604938271605
HGST,GRU,67,0.01,23,162,0.009657594381035996,0.21739130434782608,0.030864197530864196,0.2608695652173913,0.037037037037037035,0.391304347826087,0.05555555555555555,0.4782608695652174,0.06790123456790123,0.5652173913043478,0.08024691358024691,0.6956521739130435,0.09876543209876543,0.7391304347826086,0.10493827160493827,0.9130434782608695,0.12962962962962962,0.9565217391304348,0.13580246913580246
HGST,GRU,67,0.05,63,162,0.04916593503072871,0.1111111111111111,0.043209876543209874,0.12698412698412698,0.04938271604938271,0.1746031746031746,0.06790123456790123,0.2698412698412698,0.10493827160493827,0.36507936507936506,0.1419753086419753,0.42857142857142855,0.16666666666666666,0.5079365079365079,0.19753086419753085,0.6825396825396826,0.2654320987654321,0.873015873015873,0.3395061728395062
HGST,GRU,68,0.01,24,162,0.009657594381035996,0.25,0.037037037037037035,0.2916666666666667,0.043209876543209874,0.4166666666666667,0.06172839506172839,0.5,0.07407407407407407,0.625,0.09259259259259259,0.6666666666666666,0.09876543209876543,0.75,0.1111111111111111,0.9583333333333334,0.1419753086419753,0.9583333333333334,0.1419753086419753
HGST,GRU,68,0.05,60,162,0.04916593503072871,0.08333333333333333,0.030864197530864196,0.15,0.05555555555555555,0.16666666666666666,0.06172839506172839,0.2833333333333333,0.10493827160493827,0.36666666666666664,0.13580246913580246,0.48333333333333334,0.17901234567901234,0.5666666666666667,0.20987654320987653,0.7666666666666667,0.2839506172839506,0.9166666666666666,0.3395061728395062
HGST,GRU,69,0.01,23,162,0.009657594381035996,0.17391304347826086,0.024691358024691357,0.2608695652173913,0.037037037037037035,0.30434782608695654,0.043209876543209874,0.4782608695652174,0.06790123456790123,0.5652173913043478,0.08024691358024691,0.6521739130434783,0.09259259259259259,0.7391304347826086,0.10493827160493827,0.9130434782608695,0.12962962962962962,0.9565217391304348,0.13580246913580246
HGST,GRU,69,0.05,58,162,0.04916593503072871,0.1206896551724138,0.043209876543209874,0.15517241379310345,0.05555555555555555,0.20689655172413793,0.07407407407407407,0.27586206896551724,0.09876543209876543,0.3793103448275862,0.13580246913580246,0.46551724137931033,0.16666666666666666,0.5517241379310345,0.19753086419753085,0.7241379310344828,0.25925925925925924,0.8448275862068966,0.30246913580246915
HGST,GRU,70,0.01,21,162,0.009657594381035996,0.19047619047619047,0.024691358024691357,0.3333333333333333,0.043209876543209874,0.38095238095238093,0.04938271604938271,0.47619047619047616,0.06172839506172839,0.5714285714285714,0.07407407407407407,0.6190476190476191,0.08024691358024691,0.7142857142857143,0.09259259259259259,0.9523809523809523,0.12345679012345678,0.9523809523809523,0.12345679012345678
HGST,GRU,70,0.05,58,162,0.04916593503072871,0.1206896551724138,0.043209876543209874,0.15517241379310345,0.05555555555555555,0.1896551724137931,0.06790123456790123,0.25862068965517243,0.09259259259259259,0.3448275862068966,0.12345679012345678,0.46551724137931033,0.16666666666666666,0.5344827586206896,0.19135802469135801,0.7413793103448276,0.2654320987654321,0.9137931034482759,0.3271604938271605
HGST,GRU,71,0.01,20,162,0.009657594381035996,0.25,0.030864197530864196,0.3,0.037037037037037035,0.3,0.037037037037037035,0.45,0.05555555555555555,0.6,0.07407407407407407,0.75,0.09259259259259259,0.75,0.09259259259259259,0.95,0.11728395061728394,0.95,0.11728395061728394
HGST,GRU,71,0.05,62,162,0.04916593503072871,0.0967741935483871,0.037037037037037035,0.14516129032258066,0.05555555555555555,0.20967741935483872,0.08024691358024691,0.2903225806451613,0.1111111111111111,0.3709677419354839,0.1419753086419753,0.43548387096774194,0.16666666666666666,0.5483870967741935,0.20987654320987653,0.7258064516129032,0.2777777777777778,0.9032258064516129,0.345679012345679
Seagate,LGBM,42,0.01,26,225,0.00953362535429013,0.4230769230769231,0.04888888888888889,0.46153846153846156,0.05333333333333334,0.5,0.057777777777777775,0.5384615384615384,0.06222222222222222,0.6153846153846154,0.07111111111111111,0.6538461538461539,0.07555555555555556,0.6538461538461539,0.07555555555555556,0.7307692307692307,0.08444444444444445,0.8461538461538461,0.09777777777777778
Seagate,LGBM,42,0.05,134,225,0.0499871167224942,0.23134328358208955,0.13777777777777778,0.2835820895522388,0.1688888888888889,0.3283582089552239,0.19555555555555557,0.373134328358209,0.2222222222222222,0.48507462686567165,0.28888888888888886,0.6119402985074627,0.36444444444444446,0.6417910447761194,0.38222222222222224,0.7835820895522388,0.4666666666666667,0.8880597014925373,0.5288888888888889
Seagate,LGBM,43,0.01,40,225,0.00979129090440608,0.4,0.07111111111111111,0.425,0.07555555555555556,0.45,0.08,0.525,0.09333333333333334,0.65,0.11555555555555555,0.75,0.13333333333333333,0.8,0.14222222222222222,0.925,0.16444444444444445,0.975,0.17333333333333334
Seagate,LGBM,43,0.05,138,225,0.0499871167224942,0.2463768115942029,0.1511111111111111,0.30434782608695654,0.18666666666666668,0.34057971014492755,0.2088888888888889,0.35507246376811596,0.21777777777777776,0.4855072463768116,0.29777777777777775,0.6086956521739131,0.37333333333333335,0.6666666666666666,0.4088888888888889,0.7971014492753623,0.4888888888888889,0.8913043478260869,0.5466666666666666
Seagate,LGBM,44,0.01,47,225,0.00979129090440608,0.46808510638297873,0.09777777777777778,0.48936170212765956,0.10222222222222223,0.5106382978723404,0.10666666666666667,0.574468085106383,0.12,0.6170212765957447,0.1288888888888889,0.6808510638297872,0.14222222222222222,0.7446808510638298,0.15555555555555556,0.8936170212765957,0.18666666666666668,0.9787234042553191,0.20444444444444446
Seagate,LGBM,44,0.05,136,225,0.0499871167224942,0.22794117647058823,0.13777777777777778,0.2867647058823529,0.17333333333333334,0.3235294117647059,0.19555555555555557,0.35294117647058826,0.21333333333333335,0.47058823529411764,0.28444444444444444,0.5955882352941176,0.36,0.6617647058823529,0.4,0.8014705882352942,0.48444444444444446,0.8970588235294118,0.5422222222222223
Seagate,LGBM,45,0.01,61,225,0.00953362535429013,0.3770491803278688,0.10222222222222223,0.39344262295081966,0.10666666666666667,0.4918032786885246,0.13333333333333333,0.5901639344262295,0.16,0.6885245901639344,0.18666666666666668,0.7540983606557377,0.20444444444444446,0.8032786885245902,0.21777777777777776,0.8852459016393442,0.24,0.9344262295081968,0.25333333333333335
