dataset,model,seed,window,tau,alarmed,burden,n_cens
Seagate,LGBM,54,1095,0.0428269686749006,85,0.02324945295404814,3656
Seagate,LGBM,54,1460,0.0428269686749006,89,0.024343544857768053,3656
Seagate,LGBM,54,-1,0.0428269686749006,95,0.02598468271334792,3656
Seagate,LGBM,55,180,0.04280614367163119,14,0.0038293216630196935,3656
Seagate,LGBM,55,365,0.04280614367163119,21,0.0057439824945295405,3656
Seagate,LGBM,55,730,0.04280614367163119,61,0.016684901531728667,3656
Seagate,LGBM,55,1095,0.04280614367163119,82,0.022428884026258207,3656
Seagate,LGBM,55,1460,0.04280614367163119,85,0.02324945295404814,3656
Seagate,LGBM,55,-1,0.04280614367163119,91,0.024890590809628008,3656
Seagate,LGBM,56,180,0.025424020843681124,7,0.0019146608315098468,3656
Seagate,LGBM,56,365,0.025424020843681124,16,0.00437636761487965,3656
Seagate,LGBM,56,730,0.025424020843681124,66,0.018052516411378557,3656
Seagate,LGBM,56,1095,0.025424020843681124,84,0.022975929978118162,3656
Seagate,LGBM,56,1460,0.025424020843681124,84,0.022975929978118162,3656
Seagate,LGBM,56,-1,0.025424020843681124,91,0.024890590809628008,3656
Seagate,LGBM,57,180,0.03418066194650477,8,0.002188183807439825,3656
Seagate,LGBM,57,365,0.03418066194650477,19,0.005196936542669584,3656
Seagate,LGBM,57,730,0.03418066194650477,64,0.0175054704595186,3656
Seagate,LGBM,57,1095,0.03418066194650477,81,0.022155361050328226,3656
Seagate,LGBM,57,1460,0.03418066194650477,83,0.022702407002188184,3656
Seagate,LGBM,57,-1,0.03418066194650477,91,0.024890590809628008,3656
Seagate,LGBM,58,180,0.009074986414147444,3,0.0008205689277899343,3656
Seagate,LGBM,58,365,0.009074986414147444,17,0.004649890590809628,3656
Seagate,LGBM,58,730,0.009074986414147444,67,0.018326039387308535,3656
Seagate,LGBM,58,1095,0.009074986414147444,82,0.022428884026258207,3656
Seagate,LGBM,58,1460,0.009074986414147444,82,0.022428884026258207,3656
Seagate,LGBM,58,-1,0.009074986414147444,91,0.024890590809628008,3656
Seagate,LGBM,59,180,0.014147517628179503,9,0.002461706783369803,3656
Seagate,LGBM,59,365,0.014147517628179503,26,0.007111597374179431,3656
Seagate,LGBM,59,730,0.014147517628179503,69,0.01887308533916849,3656
Seagate,LGBM,59,1095,0.014147517628179503,82,0.022428884026258207,3656
Seagate,LGBM,59,1460,0.014147517628179503,82,0.022428884026258207,3656
Seagate,LGBM,59,-1,0.014147517628179503,92,0.02516411378555799,3656
Seagate,LGBM,60,180,0.023371552920210915,3,0.0008205689277899343,3656
Seagate,LGBM,60,365,0.023371552920210915,18,0.004923413566739606,3656
Seagate,LGBM,60,730,0.023371552920210915,68,0.018599562363238512,3656
Seagate,LGBM,60,1095,0.023371552920210915,84,0.022975929978118162,3656
Seagate,LGBM,60,1460,0.023371552920210915,84,0.022975929978118162,3656
Seagate,LGBM,60,-1,0.023371552920210915,91,0.024890590809628008,3656
Seagate,LGBM,61,180,0.032186316424952725,4,0.0010940919037199124,3656
Seagate,LGBM,61,365,0.032186316424952725,16,0.00437636761487965,3656
Seagate,LGBM,61,730,0.032186316424952725,67,0.018326039387308535,3656
Seagate,LGBM,61,1095,0.032186316424952725,83,0.022702407002188184,3656
Seagate,LGBM,61,1460,0.032186316424952725,85,0.02324945295404814,3656
Seagate,LGBM,61,-1,0.032186316424952725,91,0.024890590809628008,3656
Seagate,LGBM,62,180,0.0037321593664874555,3,0.0008205689277899343,3656
Seagate,LGBM,62,365,0.0037321593664874555,24,0.006564551422319475,3656
Seagate,LGBM,62,730,0.0037321593664874555,74,0.02024070021881838,3656
Seagate,LGBM,62,1095,0.0037321593664874555,90,0.02461706783369803,3656
Seagate,LGBM,62,1460,0.0037321593664874555,90,0.02461706783369803,3656
Seagate,LGBM,62,-1,0.0037321593664874555,97,0.026531728665207876,3656
Seagate,LGBM,63,180,0.023718659774607076,6,0.0016411378555798686,3656
Seagate,LGBM,63,365,0.023718659774607076,18,0.004923413566739606,3656
Seagate,LGBM,63,730,0.023718659774607076,67,0.018326039387308535,3656
Seagate,LGBM,63,1095,0.023718659774607076,85,0.02324945295404814,3656
Seagate,LGBM,63,1460,0.023718659774607076,86,0.023522975929978117,3656
Seagate,LGBM,63,-1,0.023718659774607076,91,0.024890590809628008,3656
Seagate,LGBM,64,180,0.01877076325874266,3,0.0008205689277899343,3656
Seagate,LGBM,64,365,0.01877076325874266,19,0.005196936542669584,3656
Seagate,LGBM,64,730,0.01877076325874266,68,0.018599562363238512,3656
Seagate,LGBM,64,1095,0.01877076325874266,84,0.022975929978118162,3656
Seagate,LGBM,64,1460,0.01877076325874266,86,0.023522975929978117,3656
Seagate,LGBM,64,-1,0.01877076325874266,91,0.024890590809628008,3656
Seagate,LGBM,65,180,0.004979487025915503,3,0.0008205689277899343,3656
Seagate,LGBM,65,365,0.004979487025915503,13,0.0035557986870897156,3656
Seagate,LGBM,65,730,0.004979487025915503,69,0.01887308533916849,3656
Seagate,LGBM,65,1095,0.004979487025915503,84,0.022975929978118162,3656
Seagate,LGBM,65,1460,0.004979487025915503,84,0.022975929978118162,3656
Seagate,LGBM,65,-1,0.004979487025915503,92,0.02516411378555799,3656
Seagate,LGBM,66,180,0.01698073525050995,5,0.0013676148796498905,3656
Seagate,LGBM,66,365,0.01698073525050995,18,0.004923413566739606,3656
Seagate,LGBM,66,730,0.01698073525050995,69,0.01887308533916849,3656
Seagate,LGBM,66,1095,0.01698073525050995,86,0.023522975929978117,3656
Seagate,LGBM,66,1460,0.01698073525050995,86,0.023522975929978117,3656
Seagate,LGBM,66,-1,0.01698073525050995,93,0.025437636761487966,3656
Seagate,LGBM,67,180,0.02591310347005816,4,0.0010940919037199124,3656
Seagate,LGBM,67,365,0.02591310347005816,27,0.00738512035010941,3656
Seagate,LGBM,67,730,0.02591310347005816,70,0.019146608315098467,3656
Seagate,LGBM,67,1095,0.02591310347005816,81,0.022155361050328226,3656
Seagate,LGBM,67,1460,0.02591310347005816,84,0.022975929978118162,3656
Seagate,LGBM,67,-1,0.02591310347005816,91,0.024890590809628008,3656
Seagate,LGBM,68,180,0.023103303442167725,5,0.0013676148796498905,3656
Seagate,LGBM,68,365,0.023103303442167725,17,0.004649890590809628,3656
Seagate,LGBM,68,730,0.023103303442167725,65,0.017778993435448576,3656
Seagate,LGBM,68,1095,0.023103303442167725,83,0.022702407002188184,3656
Seagate,LGBM,68,1460,0.023103303442167725,85,0.02324945295404814,3656
Seagate,LGBM,68,-1,0.023103303442167725,91,0.024890590809628008,3656
Seagate,LGBM,69,180,0.019123577068704902,4,0.0010940919037199124,3656
Seagate,LGBM,69,365,0.019123577068704902,20,0.005470459518599562,3656
Seagate,LGBM,69,730,0.019123577068704902,69,0.01887308533916849,3656
Seagate,LGBM,69,1095,0.019123577068704902,83,0.022702407002188184,3656
Seagate,LGBM,69,1460,0.019123577068704902,84,0.022975929978118162,3656
Seagate,LGBM,69,-1,0.019123577068704902,91,0.024890590809628008,3656
Seagate,LGBM,70,180,0.0250792979321459,7,0.0019146608315098468,3656
Seagate,LGBM,70,365,0.0250792979321459,17,0.004649890590809628,3656
Seagate,LGBM,70,730,0.0250792979321459,65,0.017778993435448576,3656
Seagate,LGBM,70,1095,0.0250792979321459,83,0.022702407002188184,3656
Seagate,LGBM,70,1460,0.0250792979321459,84,0.022975929978118162,3656
Seagate,LGBM,70,-1,0.0250792979321459,92,0.02516411378555799,3656
Seagate,LGBM,71,180,0.012031834314846515,7,0.0019146608315098468,3656
Seagate,LGBM,71,365,0.012031834314846515,21,0.0057439824945295405,3656
Seagate,LGBM,71,730,0.012031834314846515,67,0.018326039387308535,3656
Seagate,LGBM,71,1095,0.012031834314846515,84,0.022975929978118162,3656
Seagate,LGBM,71,1460,0.012031834314846515,84,0.022975929978118162,3656
Seagate,LGBM,71,-1,0.012031834314846515,91,0.024890590809628008,3656
Seagate,XGB,42,180,0.03996127098798752,8,0.002188183807439825,3656
Seagate,XGB,42,365,0.03996127098798752,23,0.006291028446389497,3656
Seagate,XGB,42,730,0.03996127098798752,74,0.02024070021881838,3656
Seagate,XGB,42,1095,0.03996127098798752,86,0.023522975929978117,3656
Seagate,XGB,42,1460,0.03996127098798752,87,0.023796498905908098,3656
Seagate,XGB,42,-1,0.03996127098798752,91,0.024890590809628008,3656
Seagate,XGB,43,180,0.03203427419066429,3,0.0008205689277899343,3656
Seagate,XGB,43,365,0.03203427419066429,17,0.004649890590809628,3656
Seagate,XGB,43,730,0.03203427419066429,65,0.017778993435448576,3656
Seagate,XGB,43,1095,0.03203427419066429,85,0.02324945295404814,3656
Seagate,XGB,43,1460,0.03203427419066429,85,0.02324945295404814,3656
Seagate,XGB,43,-1,0.03203427419066429,91,0.024890590809628008,3656
Seagate,XGB,44,180,0.057766590267419815,12,0.0032822757111597373,3656
Seagate,XGB,44,365,0.057766590267419815,21,0.0057439824945295405,3656
Seagate,XGB,44,730,0.057766590267419815,71,0.019420131291028448,3656
Seagate,XGB,44,1095,0.057766590267419815,85,0.02324945295404814,3656
Seagate,XGB,44,1460,0.057766590267419815,85,0.02324945295404814,3656
Seagate,XGB,44,-1,0.057766590267419815,91,0.024890590809628008,3656
Seagate,XGB,45,180,0.04456755518913269,7,0.0019146608315098468,3656
Seagate,XGB,45,365,0.04456755518913269,19,0.005196936542669584,3656
Seagate,XGB,45,730,0.04456755518913269,72,0.019693654266958426,3656
Seagate,XGB,45,1095,0.04456755518913269,87,0.023796498905908098,3656
Seagate,XGB,45,1460,0.04456755518913269,87,0.023796498905908098,3656
Seagate,XGB,45,-1,0.04456755518913269,91,0.024890590809628008,3656
Seagate,XGB,46,180,0.05419186130166054,9,0.002461706783369803,3656
Seagate,XGB,46,365,0.05419186130166054,22,0.006017505470459519,3656
Seagate,XGB,46,730,0.05419186130166054,71,0.019420131291028448,3656
Seagate,XGB,46,1095,0.05419186130166054,86,0.023522975929978117,3656
Seagate,XGB,46,1460,0.05419186130166054,86,0.023522975929978117,3656
Seagate,XGB,46,-1,0.05419186130166054,91,0.024890590809628008,3656
Seagate,XGB,47,180,0.04519900307059288,8,0.002188183807439825,3656
Seagate,XGB,47,365,0.04519900307059288,24,0.006564551422319475,3656
Seagate,XGB,47,730,0.04519900307059288,73,0.019967177242888403,3656
Seagate,XGB,47,1095,0.04519900307059288,86,0.023522975929978117,3656
Seagate,XGB,47,1460,0.04519900307059288,86,0.023522975929978117,3656
Seagate,XGB,47,-1,0.04519900307059288,91,0.024890590809628008,3656
Seagate,XGB,48,180,0.0425446480512619,8,0.002188183807439825,3656
Seagate,XGB,48,365,0.0425446480512619,21,0.0057439824945295405,3656
Seagate,XGB,48,730,0.0425446480512619,73,0.019967177242888403,3656
Seagate,XGB,48,1095,0.0425446480512619,88,0.024070021881838075,3656
Seagate,XGB,48,1460,0.0425446480512619,88,0.024070021881838075,3656
Seagate,XGB,48,-1,0.0425446480512619,91,0.024890590809628008,3656
Seagate,XGB,49,180,0.054838877171278,7,0.0019146608315098468,3656
Seagate,XGB,49,365,0.054838877171278,18,0.004923413566739606,3656
Seagate,XGB,49,730,0.054838877171278,69,0.01887308533916849,3656
Seagate,XGB,49,1095,0.054838877171278,85,0.02324945295404814,3656
Seagate,XGB,49,1460,0.054838877171278,85,0.02324945295404814,3656
Seagate,XGB,49,-1,0.054838877171278,91,0.024890590809628008,3656
Seagate,XGB,50,180,0.04765590652823448,8,0.002188183807439825,3656
Seagate,XGB,50,365,0.04765590652823448,21,0.0057439824945295405,3656
Seagate,XGB,50,730,0.04765590652823448,70,0.019146608315098467,3656
Seagate,XGB,50,1095,0.04765590652823448,85,0.02324945295404814,3656
Seagate,XGB,50,1460,0.04765590652823448,85,0.02324945295404814,3656
Seagate,XGB,50,-1,0.04765590652823448,91,0.024890590809628008,3656
Seagate,XGB,51,180,0.03845789656043053,5,0.0013676148796498905,3656
Seagate,XGB,51,365,0.03845789656043053,17,0.004649890590809628,3656
Seagate,XGB,51,730,0.03845789656043053,70,0.019146608315098467,3656
Seagate,XGB,51,1095,0.03845789656043053,85,0.02324945295404814,3656
Seagate,XGB,51,1460,0.03845789656043053,85,0.02324945295404814,3656
Seagate,XGB,51,-1,0.03845789656043053,91,0.024890590809628008,3656
Seagate,XGB,52,180,0.05351930856704712,14,0.0038293216630196935,3656
Seagate,XGB,52,365,0.05351930856704712,25,0.006838074398249453,3656
Seagate,XGB,52,730,0.05351930856704712,72,0.019693654266958426,3656
Seagate,XGB,52,1095,0.05351930856704712,86,0.023522975929978117,3656
Seagate,XGB,52,1460,0.05351930856704712,86,0.023522975929978117,3656
Seagate,XGB,52,-1,0.05351930856704712,91,0.024890590809628008,3656
Seagate,XGB,53,180,0.047426849603652954,6,0.0016411378555798686,3656
Seagate,XGB,53,365,0.047426849603652954,19,0.005196936542669584,3656
Seagate,XGB,53,730,0.047426849603652954,72,0.019693654266958426,3656
Seagate,XGB,53,1095,0.047426849603652954,87,0.023796498905908098,3656
Seagate,XGB,53,1460,0.047426849603652954,88,0.024070021881838075,3656
Seagate,XGB,53,-1,0.047426849603652954,91,0.024890590809628008,3656
Seagate,XGB,54,180,0.043076056987047195,10,0.002735229759299781,3656
Seagate,XGB,54,365,0.043076056987047195,24,0.006564551422319475,3656
Seagate,XGB,54,730,0.043076056987047195,74,0.02024070021881838,3656
Seagate,XGB,54,1095,0.043076056987047195,85,0.02324945295404814,3656
Seagate,XGB,54,1460,0.043076056987047195,86,0.023522975929978117,3656
Seagate,XGB,54,-1,0.043076056987047195,91,0.024890590809628008,3656
Seagate,XGB,55,180,0.023674415424466133,3,0.0008205689277899343,3656
Seagate,XGB,55,365,0.023674415424466133,18,0.004923413566739606,3656
Seagate,XGB,55,730,0.023674415424466133,69,0.01887308533916849,3656
Seagate,XGB,55,1095,0.023674415424466133,85,0.02324945295404814,3656
Seagate,XGB,55,1460,0.023674415424466133,85,0.02324945295404814,3656
Seagate,XGB,55,-1,0.023674415424466133,91,0.024890590809628008,3656
Seagate,XGB,56,180,0.05957813933491707,16,0.00437636761487965,3656
Seagate,XGB,56,365,0.05957813933491707,26,0.007111597374179431,3656
Seagate,XGB,56,730,0.05957813933491707,71,0.019420131291028448,3656
Seagate,XGB,56,1095,0.05957813933491707,85,0.02324945295404814,3656
Seagate,XGB,56,1460,0.05957813933491707,85,0.02324945295404814,3656
Seagate,XGB,56,-1,0.05957813933491707,91,0.024890590809628008,3656
Seagate,XGB,57,180,0.04172110557556152,5,0.0013676148796498905,3656
Seagate,XGB,57,365,0.04172110557556152,20,0.005470459518599562,3656
Seagate,XGB,57,730,0.04172110557556152,73,0.019967177242888403,3656
Seagate,XGB,57,1095,0.04172110557556152,86,0.023522975929978117,3656
Seagate,XGB,57,1460,0.04172110557556152,86,0.023522975929978117,3656
Seagate,XGB,57,-1,0.04172110557556152,91,0.024890590809628008,3656
Seagate,XGB,58,180,0.04390490800142288,8,0.002188183807439825,3656
Seagate,XGB,58,365,0.04390490800142288,21,0.0057439824945295405,3656
Seagate,XGB,58,730,0.04390490800142288,71,0.019420131291028448,3656
Seagate,XGB,58,1095,0.04390490800142288,85,0.02324945295404814,3656
Seagate,XGB,58,1460,0.04390490800142288,86,0.023522975929978117,3656
Seagate,XGB,58,-1,0.04390490800142288,91,0.024890590809628008,3656
Seagate,XGB,59,180,0.04121150076389313,9,0.002461706783369803,3656
Seagate,XGB,59,365,0.04121150076389313,22,0.006017505470459519,3656
Seagate,XGB,59,730,0.04121150076389313,72,0.019693654266958426,3656
Seagate,XGB,59,1095,0.04121150076389313,86,0.023522975929978117,3656
Seagate,XGB,59,1460,0.04121150076389313,87,0.023796498905908098,3656
Seagate,XGB,59,-1,0.04121150076389313,91,0.024890590809628008,3656
Seagate,XGB,60,180,0.051450613886117935,11,0.0030087527352297594,3656
Seagate,XGB,60,365,0.051450613886117935,23,0.006291028446389497,3656
Seagate,XGB,60,730,0.051450613886117935,73,0.019967177242888403,3656
Seagate,XGB,60,1095,0.051450613886117935,88,0.024070021881838075,3656
Seagate,XGB,60,1460,0.051450613886117935,88,0.024070021881838075,3656
Seagate,XGB,60,-1,0.051450613886117935,91,0.024890590809628008,3656
Seagate,XGB,61,180,0.01459527388215065,2,0.0005470459518599562,3656
Seagate,XGB,61,365,0.01459527388215065,13,0.0035557986870897156,3656
Seagate,XGB,61,730,0.01459527388215065,68,0.018599562363238512,3656
Seagate,XGB,61,1095,0.01459527388215065,84,0.022975929978118162,3656
Seagate,XGB,61,1460,0.01459527388215065,84,0.022975929978118162,3656
Seagate,XGB,61,-1,0.01459527388215065,91,0.024890590809628008,3656
Seagate,XGB,62,180,0.04316610470414162,11,0.0030087527352297594,3656
Seagate,XGB,62,365,0.04316610470414162,24,0.006564551422319475,3656
Seagate,XGB,62,730,0.04316610470414162,74,0.02024070021881838,3656
Seagate,XGB,62,1095,0.04316610470414162,84,0.022975929978118162,3656
Seagate,XGB,62,1460,0.04316610470414162,85,0.02324945295404814,3656
Seagate,XGB,62,-1,0.04316610470414162,91,0.024890590809628008,3656
Seagate,XGB,63,180,0.03696630522608757,5,0.0013676148796498905,3656
Seagate,XGB,63,365,0.03696630522608757,16,0.00437636761487965,3656
Seagate,XGB,63,730,0.03696630522608757,70,0.019146608315098467,3656
Seagate,XGB,63,1095,0.03696630522608757,84,0.022975929978118162,3656
Seagate,XGB,63,1460,0.03696630522608757,84,0.022975929978118162,3656
Seagate,XGB,63,-1,0.03696630522608757,91,0.024890590809628008,3656
Seagate,XGB,64,180,0.059338200837373734,13,0.0035557986870897156,3656
Seagate,XGB,64,365,0.059338200837373734,26,0.007111597374179431,3656
Seagate,XGB,64,730,0.059338200837373734,73,0.019967177242888403,3656
Seagate,XGB,64,1095,0.059338200837373734,86,0.023522975929978117,3656
Seagate,XGB,64,1460,0.059338200837373734,86,0.023522975929978117,3656
Seagate,XGB,64,-1,0.059338200837373734,91,0.024890590809628008,3656
Seagate,XGB,65,180,0.027515307068824768,4,0.0010940919037199124,3656
Seagate,XGB,65,365,0.027515307068824768,16,0.00437636761487965,3656
Seagate,XGB,65,730,0.027515307068824768,69,0.01887308533916849,3656
Seagate,XGB,65,1095,0.027515307068824768,86,0.023522975929978117,3656
Seagate,XGB,65,1460,0.027515307068824768,86,0.023522975929978117,3656
Seagate,XGB,65,-1,0.027515307068824768,91,0.024890590809628008,3656
Seagate,XGB,66,180,0.057411983609199524,10,0.002735229759299781,3656
Seagate,XGB,66,365,0.057411983609199524,21,0.0057439824945295405,3656
Seagate,XGB,66,730,0.057411983609199524,70,0.019146608315098467,3656
Seagate,XGB,66,1095,0.057411983609199524,84,0.022975929978118162,3656
Seagate,XGB,66,1460,0.057411983609199524,85,0.02324945295404814,3656
Seagate,XGB,66,-1,0.057411983609199524,91,0.024890590809628008,3656
Seagate,XGB,67,180,0.059979088604450226,11,0.0030087527352297594,3656
Seagate,XGB,67,365,0.059979088604450226,21,0.0057439824945295405,3656
Seagate,XGB,67,730,0.059979088604450226,73,0.019967177242888403,3656
Seagate,XGB,67,1095,0.059979088604450226,84,0.022975929978118162,3656
Seagate,XGB,67,1460,0.059979088604450226,86,0.023522975929978117,3656
Seagate,XGB,67,-1,0.059979088604450226,91,0.024890590809628008,3656
Seagate,XGB,68,180,0.050638262182474136,14,0.0038293216630196935,3656
Seagate,XGB,68,365,0.050638262182474136,26,0.007111597374179431,3656
Seagate,XGB,68,730,0.050638262182474136,73,0.019967177242888403,3656
Seagate,XGB,68,1095,0.050638262182474136,83,0.022702407002188184,3656
Seagate,XGB,68,1460,0.050638262182474136,83,0.022702407002188184,3656
Seagate,XGB,68,-1,0.050638262182474136,91,0.024890590809628008,3656
Seagate,XGB,69,180,0.029308658093214035,3,0.0008205689277899343,3656
Seagate,XGB,69,365,0.029308658093214035,18,0.004923413566739606,3656
Seagate,XGB,69,730,0.029308658093214035,72,0.019693654266958426,3656
Seagate,XGB,69,1095,0.029308658093214035,86,0.023522975929978117,3656
Seagate,XGB,69,1460,0.029308658093214035,87,0.023796498905908098,3656
Seagate,XGB,69,-1,0.029308658093214035,91,0.024890590809628008,3656
Seagate,XGB,70,180,0.05325142294168472,12,0.0032822757111597373,3656
Seagate,XGB,70,365,0.05325142294168472,22,0.006017505470459519,3656
Seagate,XGB,70,730,0.05325142294168472,72,0.019693654266958426,3656
Seagate,XGB,70,1095,0.05325142294168472,84,0.022975929978118162,3656
Seagate,XGB,70,1460,0.05325142294168472,84,0.022975929978118162,3656
Seagate,XGB,70,-1,0.05325142294168472,91,0.024890590809628008,3656
Seagate,XGB,71,180,0.04702538624405861,12,0.0032822757111597373,3656
Seagate,XGB,71,365,0.04702538624405861,25,0.006838074398249453,3656
Seagate,XGB,71,730,0.04702538624405861,73,0.019967177242888403,3656
Seagate,XGB,71,1095,0.04702538624405861,87,0.023796498905908098,3656
Seagate,XGB,71,1460,0.04702538624405861,88,0.024070021881838075,3656
Seagate,XGB,71,-1,0.04702538624405861,91,0.024890590809628008,3656
Seagate,LSTM,42,180,0.1453256607055664,5,0.0013676148796498905,3656
Seagate,LSTM,42,365,0.1453256607055664,19,0.005196936542669584,3656
Seagate,LSTM,42,730,0.1453256607055664,59,0.016137855579868708,3656
Seagate,LSTM,42,1095,0.1453256607055664,84,0.022975929978118162,3656
Seagate,LSTM,42,1460,0.1453256607055664,84,0.022975929978118162,3656
Seagate,LSTM,42,-1,0.1453256607055664,91,0.024890590809628008,3656
Seagate,LSTM,43,180,0.17055237293243408,6,0.0016411378555798686,3656
Seagate,LSTM,43,365,0.17055237293243408,20,0.005470459518599562,3656
Seagate,LSTM,43,730,0.17055237293243408,62,0.016958424507658644,3656
Seagate,LSTM,43,1095,0.17055237293243408,84,0.022975929978118162,3656
Seagate,LSTM,43,1460,0.17055237293243408,85,0.02324945295404814,3656
Seagate,LSTM,43,-1,0.17055237293243408,91,0.024890590809628008,3656
Seagate,LSTM,44,180,0.22096389532089233,3,0.0008205689277899343,3656
Seagate,LSTM,44,365,0.22096389532089233,14,0.0038293216630196935,3656
Seagate,LSTM,44,730,0.22096389532089233,57,0.015590809628008753,3656
Seagate,LSTM,44,1095,0.22096389532089233,82,0.022428884026258207,3656
Seagate,LSTM,44,1460,0.22096389532089233,82,0.022428884026258207,3656
Seagate,LSTM,44,-1,0.22096389532089233,91,0.024890590809628008,3656
Seagate,LSTM,45,180,0.14648574590682983,4,0.0010940919037199124,3656
Seagate,LSTM,45,365,0.14648574590682983,16,0.00437636761487965,3656
Seagate,LSTM,45,730,0.14648574590682983,59,0.016137855579868708,3656
Seagate,LSTM,45,1095,0.14648574590682983,82,0.022428884026258207,3656
Seagate,LSTM,45,1460,0.14648574590682983,82,0.022428884026258207,3656
Seagate,LSTM,45,-1,0.14648574590682983,91,0.024890590809628008,3656
Seagate,LSTM,46,180,0.17313802242279053,4,0.0010940919037199124,3656
Seagate,LSTM,46,365,0.17313802242279053,15,0.004102844638949671,3656
Seagate,LSTM,46,730,0.17313802242279053,57,0.015590809628008753,3656
Seagate,LSTM,46,1095,0.17313802242279053,82,0.022428884026258207,3656
Seagate,LSTM,46,1460,0.17313802242279053,82,0.022428884026258207,3656
Seagate,LSTM,46,-1,0.17313802242279053,91,0.024890590809628008,3656
Seagate,LSTM,47,180,0.16273027658462524,3,0.0008205689277899343,3656
Seagate,LSTM,47,365,0.16273027658462524,16,0.00437636761487965,3656
Seagate,LSTM,47,730,0.16273027658462524,62,0.016958424507658644,3656
Seagate,LSTM,47,1095,0.16273027658462524,85,0.02324945295404814,3656
Seagate,LSTM,47,1460,0.16273027658462524,85,0.02324945295404814,3656
Seagate,LSTM,47,-1,0.16273027658462524,91,0.024890590809628008,3656
Seagate,LSTM,48,180,0.148686021566391,2,0.0005470459518599562,3656
Seagate,LSTM,48,365,0.148686021566391,11,0.0030087527352297594,3656
Seagate,LSTM,48,730,0.148686021566391,54,0.01477024070021882,3656
Seagate,LSTM,48,1095,0.148686021566391,81,0.022155361050328226,3656
Seagate,LSTM,48,1460,0.148686021566391,82,0.022428884026258207,3656
Seagate,LSTM,48,-1,0.148686021566391,91,0.024890590809628008,3656
Seagate,LSTM,49,180,0.20121966302394867,4,0.0010940919037199124,3656
Seagate,LSTM,49,365,0.20121966302394867,15,0.004102844638949671,3656
Seagate,LSTM,49,730,0.20121966302394867,58,0.01586433260393873,3656
Seagate,LSTM,49,1095,0.20121966302394867,83,0.022702407002188184,3656
Seagate,LSTM,49,1460,0.20121966302394867,83,0.022702407002188184,3656
Seagate,LSTM,49,-1,0.20121966302394867,91,0.024890590809628008,3656
Seagate,LSTM,50,180,0.1902151256799698,3,0.0008205689277899343,3656
Seagate,LSTM,50,365,0.1902151256799698,14,0.0038293216630196935,3656
Seagate,LSTM,50,730,0.1902151256799698,56,0.015317286652078774,3656
Seagate,LSTM,50,1095,0.1902151256799698,83,0.022702407002188184,3656
Seagate,LSTM,50,1460,0.1902151256799698,84,0.022975929978118162,3656
Seagate,LSTM,50,-1,0.1902151256799698,91,0.024890590809628008,3656
Seagate,LSTM,51,180,0.21051956713199615,3,0.0008205689277899343,3656
Seagate,LSTM,51,365,0.21051956713199615,15,0.004102844638949671,3656
Seagate,LSTM,51,730,0.21051956713199615,62,0.016958424507658644,3656
Seagate,LSTM,51,1095,0.21051956713199615,85,0.02324945295404814,3656
Seagate,LSTM,51,1460,0.21051956713199615,86,0.023522975929978117,3656
Seagate,LSTM,51,-1,0.21051956713199615,91,0.024890590809628008,3656
Seagate,LSTM,52,180,0.2559718191623688,6,0.0016411378555798686,3656
Seagate,LSTM,52,365,0.2559718191623688,19,0.005196936542669584,3656
Seagate,LSTM,52,730,0.2559718191623688,62,0.016958424507658644,3656
Seagate,LSTM,52,1095,0.2559718191623688,85,0.02324945295404814,3656
Seagate,LSTM,52,1460,0.2559718191623688,86,0.023522975929978117,3656
Seagate,LSTM,52,-1,0.2559718191623688,91,0.024890590809628008,3656
Seagate,LSTM,53,180,0.13896286487579346,3,0.0008205689277899343,3656
Seagate,LSTM,53,365,0.13896286487579346,16,0.00437636761487965,3656
Seagate,LSTM,53,730,0.13896286487579346,61,0.016684901531728667,3656
Seagate,LSTM,53,1095,0.13896286487579346,84,0.022975929978118162,3656
Seagate,LSTM,53,1460,0.13896286487579346,84,0.022975929978118162,3656
Seagate,LSTM,53,-1,0.13896286487579346,91,0.024890590809628008,3656
Seagate,LSTM,54,180,0.1948169320821762,5,0.0013676148796498905,3656
Seagate,LSTM,54,365,0.1948169320821762,14,0.0038293216630196935,3656
Seagate,LSTM,54,730,0.1948169320821762,55,0.015043763676148797,3656
Seagate,LSTM,54,1095,0.1948169320821762,82,0.022428884026258207,3656
Seagate,LSTM,54,1460,0.1948169320821762,83,0.022702407002188184,3656
Seagate,LSTM,54,-1,0.1948169320821762,91,0.024890590809628008,3656
Seagate,LSTM,55,180,0.1708638072013855,3,0.0008205689277899343,3656
Seagate,LSTM,55,365,0.1708638072013855,16,0.00437636761487965,3656
Seagate,LSTM,55,730,0.1708638072013855,60,0.016411378555798686,3656
Seagate,LSTM,55,1095,0.1708638072013855,86,0.023522975929978117,3656
Seagate,LSTM,55,1460,0.1708638072013855,86,0.023522975929978117,3656
Seagate,LSTM,55,-1,0.1708638072013855,91,0.024890590809628008,3656
Seagate,LSTM,56,180,0.21231964230537415,3,0.0008205689277899343,3656
Seagate,LSTM,56,365,0.21231964230537415,16,0.00437636761487965,3656
Seagate,LSTM,56,730,0.21231964230537415,56,0.015317286652078774,3656
Seagate,LSTM,56,1095,0.21231964230537415,82,0.022428884026258207,3656
Seagate,LSTM,56,1460,0.21231964230537415,83,0.022702407002188184,3656
Seagate,LSTM,56,-1,0.21231964230537415,91,0.024890590809628008,3656
