threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.01,0.17293233082706766,0.30666666666666664,0.22115384615384615,0.0661925601750547,0.4394904458598726,139.22929936305732,41.0,253.58657544014068,157,69,88,68,242,3414
0.02,0.2326388888888889,0.29777777777777775,0.2612085769980507,0.039934354485776806,0.47183098591549294,128.23239436619718,36.5,209.83083949726304,142,67,75,83,146,3510
0.03,0.2653061224489796,0.28888888888888886,0.2765957446808511,0.03036105032822757,0.48507462686567165,125.92537313432835,34.0,208.86043425693413,134,65,69,91,111,3545
0.04,0.2903225806451613,0.28,0.28506787330316746,0.02461706783369803,0.49606299212598426,127.31496062992126,31.0,212.96007909462887,127,63,64,98,90,3566
0.05,0.315,0.28,0.29647058823529415,0.020787746170678335,0.5080645161290323,119.13709677419355,28.0,204.501689190808,124,63,61,101,76,3580
0.06,0.3516483516483517,0.28444444444444444,0.31449631449631454,0.0175054704595186,0.5423728813559322,109.94067796610169,23.0,200.36844419730576,118,64,54,107,64,3592
0.07,0.39156626506024095,0.28888888888888886,0.33248081841432225,0.01477024070021882,0.5803571428571429,100.98214285714286,16.5,198.8509843245357,112,65,47,113,54,3602
0.08,0.4236111111111111,0.27111111111111114,0.33062330623306235,0.011487964989059081,0.5980392156862745,93.40196078431373,14.5,199.09458092328396,102,61,41,123,42,3614
0.09,0.4140625,0.23555555555555555,0.3002832861189802,0.009573304157549234,0.5698924731182796,99.46236559139786,14.0,205.16888187302587,93,53,40,132,35,3621
0.1,0.42105263157894735,0.21333333333333335,0.2831858407079646,0.009026258205689279,0.5925925925925926,102.41975308641975,14.0,214.75871411616322,81,48,33,144,33,3623
0.11,0.4485981308411215,0.21333333333333335,0.28915662650602414,0.007932166301969365,0.6153846153846154,101.44871794871794,13.0,215.3011395777657,78,48,30,147,29,3627
0.12,0.4519230769230769,0.2088888888888889,0.28571428571428575,0.007932166301969365,0.6266666666666667,94.50666666666666,11.0,211.60827793091858,75,47,28,150,29,3627
0.13,0.46875,0.2,0.28037383177570097,0.007111597374179431,0.6428571428571429,98.08571428571429,11.5,214.63056251929018,70,45,25,155,26,3630
0.14,0.4838709677419355,0.2,0.28301886792452835,0.006838074398249453,0.6617647058823529,72.86764705882354,10.5,131.7891480415686,68,45,23,157,25,3631
0.15,0.4945054945054945,0.2,0.2848101265822785,0.006564551422319475,0.6716417910447762,71.97014925373135,9.0,130.00906629111745,67,45,22,158,24,3632
0.16,0.5056179775280899,0.2,0.28662420382165604,0.006291028446389497,0.6818181818181818,72.0,7.5,131.03469353225088,66,45,21,159,23,3633
0.17,0.5057471264367817,0.19555555555555557,0.28205128205128205,0.006017505470459519,0.676923076923077,72.24615384615385,7.0,131.2247667488269,65,44,21,160,22,3634
0.18,0.5061728395061729,0.18222222222222223,0.2679738562091503,0.005470459518599562,0.6721311475409836,75.8360655737705,7.0,133.9596440733477,61,41,20,164,20,3636
0.19,0.5584415584415584,0.19111111111111112,0.2847682119205298,0.004923413566739606,0.7288135593220338,65.66101694915254,5.0,131.23063023101815,59,43,16,166,18,3638
0.2,0.5584415584415584,0.19111111111111112,0.2847682119205298,0.004923413566739606,0.7288135593220338,64.71186440677967,5.0,128.56496753075857,59,43,16,166,18,3638
