threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.01,0.21649484536082475,0.28,0.24418604651162792,0.04075492341356674,0.44366197183098594,142.83802816901408,40.5,246.32111863061158,142,63,79,83,149,3507
0.02,0.2540322580645161,0.28,0.266384778012685,0.032275711159737416,0.4846153846153846,132.13846153846154,31.5,242.9717537823989,130,63,67,95,118,3538
0.03,0.2980769230769231,0.27555555555555555,0.28637413394919164,0.02461706783369803,0.5254237288135594,126.94067796610169,24.0,246.99719659332996,118,62,56,107,90,3566
0.04,0.31868131868131866,0.2577777777777778,0.285012285012285,0.021334792122538294,0.5576923076923077,126.26923076923077,18.5,255.75868399307546,104,58,46,121,78,3578
0.05,0.3275862068965517,0.25333333333333335,0.28571428571428575,0.02024070021881838,0.57,127.52,13.5,260.4263227863113,100,57,43,125,74,3582
0.06,0.35,0.24888888888888888,0.2909090909090909,0.0175054704595186,0.5833333333333334,129.0,12.5,263.6847470623459,96,56,40,129,64,3592
0.07,0.3586206896551724,0.2311111111111111,0.2810810810810811,0.01586433260393873,0.5977011494252874,134.20689655172413,12.0,275.4934606283592,87,52,35,138,58,3598
0.08,0.3488372093023256,0.2,0.2542372881355932,0.01449671772428884,0.5921052631578947,141.78947368421052,12.0,286.51170251609335,76,45,31,149,53,3603
0.09,0.3482142857142857,0.17333333333333334,0.23145400593471813,0.01312910284463895,0.609375,130.984375,12.0,257.9487892603091,64,39,25,161,48,3608
0.1,0.3465346534653465,0.15555555555555556,0.2147239263803681,0.012035010940919038,0.6140350877192983,135.21052631578948,12.0,265.3193862711542,57,35,22,168,44,3612
0.11,0.3404255319148936,0.14222222222222222,0.20062695924764892,0.011761487964989058,0.6274509803921569,125.98039215686275,10.0,266.322927244946,51,32,19,174,43,3613
0.12,0.3409090909090909,0.13333333333333333,0.19169329073482425,0.010940919037199124,0.625,130.64583333333334,11.0,273.2541162836751,48,30,18,177,40,3616
0.13,0.3409090909090909,0.13333333333333333,0.19169329073482425,0.010940919037199124,0.625,130.64583333333334,11.0,273.2541162836751,48,30,18,177,40,3616
