column,mean_abs_ig
197,0.3419555
196,0.10493778
9,0.063879505
226,0.055398714
5,0.053156417
198,0.052852836
222,0.0426656
3,0.034929246
193,0.028294774
194,0.024812695
220,0.023423376
4,0.023118582
192,0.018374035
_mask,0.013978237
12,0.012208741
191,0.002274445
199,0.002114159
