column_name,non_null_count,missing_count,missing_ratio,missing_ratio_pct
smart_13_normalized,0,75016864,1.0,100.0
smart_15_normalized,0,75016864,1.0,100.0
smart_22_raw,0,75016864,1.0,100.0
smart_22_normalized,0,75016864,1.0,100.0
smart_15_raw,0,75016864,1.0,100.0
smart_189_normalized,0,75016864,1.0,100.0
smart_188_raw,0,75016864,1.0,100.0
smart_188_normalized,0,75016864,1.0,100.0
smart_187_raw,0,75016864,1.0,100.0
smart_187_normalized,0,75016864,1.0,100.0
smart_13_raw,0,75016864,1.0,100.0
smart_11_raw,0,75016864,1.0,100.0
smart_177_normalized,0,75016864,1.0,100.0
smart_11_normalized,0,75016864,1.0,100.0
smart_182_raw,0,75016864,1.0,100.0
smart_182_normalized,0,75016864,1.0,100.0
smart_195_raw,0,75016864,1.0,100.0
smart_195_normalized,0,75016864,1.0,100.0
smart_190_raw,0,75016864,1.0,100.0
smart_190_normalized,0,75016864,1.0,100.0
smart_189_raw,0,75016864,1.0,100.0
smart_183_normalized,0,75016864,1.0,100.0
smart_179_raw,0,75016864,1.0,100.0
smart_179_normalized,0,75016864,1.0,100.0
smart_181_raw,0,75016864,1.0,100.0
smart_181_normalized,0,75016864,1.0,100.0
smart_184_raw,0,75016864,1.0,100.0
smart_184_normalized,0,75016864,1.0,100.0
smart_183_raw,0,75016864,1.0,100.0
smart_177_raw,0,75016864,1.0,100.0
smart_231_raw,0,75016864,1.0,100.0
smart_231_normalized,0,75016864,1.0,100.0
smart_218_raw,0,75016864,1.0,100.0
smart_218_normalized,0,75016864,1.0,100.0
smart_174_raw,0,75016864,1.0,100.0
smart_174_normalized,0,75016864,1.0,100.0
smart_232_raw,0,75016864,1.0,100.0
smart_251_raw,0,75016864,1.0,100.0
smart_252_normalized,0,75016864,1.0,100.0
smart_252_raw,0,75016864,1.0,100.0
smart_254_normalized,0,75016864,1.0,100.0
smart_254_raw,0,75016864,1.0,100.0
smart_255_normalized,0,75016864,1.0,100.0
smart_255_raw,0,75016864,1.0,100.0
smart_16_normalized,0,75016864,1.0,100.0
smart_16_raw,0,75016864,1.0,100.0
smart_17_normalized,0,75016864,1.0,100.0
smart_17_raw,0,75016864,1.0,100.0
smart_168_normalized,0,75016864,1.0,100.0
smart_168_raw,0,75016864,1.0,100.0
smart_170_normalized,0,75016864,1.0,100.0
smart_170_raw,0,75016864,1.0,100.0
smart_173_normalized,0,75016864,1.0,100.0
smart_173_raw,0,75016864,1.0,100.0
smart_225_normalized,0,75016864,1.0,100.0
smart_235_raw,0,75016864,1.0,100.0
smart_225_raw,0,75016864,1.0,100.0
smart_242_raw,0,75016864,1.0,100.0
smart_242_normalized,0,75016864,1.0,100.0
smart_241_raw,0,75016864,1.0,100.0
smart_241_normalized,0,75016864,1.0,100.0
smart_250_raw,0,75016864,1.0,100.0
smart_250_normalized,0,75016864,1.0,100.0
smart_251_normalized,0,75016864,1.0,100.0
smart_235_normalized,0,75016864,1.0,100.0
smart_201_raw,0,75016864,1.0,100.0
smart_200_normalized,0,75016864,1.0,100.0
smart_201_normalized,0,75016864,1.0,100.0
smart_200_raw,0,75016864,1.0,100.0
smart_176_raw,0,75016864,1.0,100.0
smart_178_normalized,0,75016864,1.0,100.0
smart_178_raw,0,75016864,1.0,100.0
smart_171_normalized,0,75016864,1.0,100.0
smart_171_raw,0,75016864,1.0,100.0
smart_172_normalized,0,75016864,1.0,100.0
smart_172_raw,0,75016864,1.0,100.0
smart_230_normalized,0,75016864,1.0,100.0
smart_230_raw,0,75016864,1.0,100.0
smart_244_normalized,0,75016864,1.0,100.0
smart_244_raw,0,75016864,1.0,100.0
smart_246_normalized,0,75016864,1.0,100.0
smart_246_raw,0,75016864,1.0,100.0
smart_90_normalized,0,75016864,1.0,100.0
smart_71_raw,0,75016864,1.0,100.0
smart_71_normalized,0,75016864,1.0,100.0
smart_211_raw,0,75016864,1.0,100.0
smart_161_normalized,0,75016864,1.0,100.0
smart_161_raw,0,75016864,1.0,100.0
smart_163_normalized,0,75016864,1.0,100.0
smart_163_raw,0,75016864,1.0,100.0
smart_164_normalized,0,75016864,1.0,100.0
smart_164_raw,0,75016864,1.0,100.0
smart_165_normalized,0,75016864,1.0,100.0
smart_165_raw,0,75016864,1.0,100.0
smart_166_normalized,0,75016864,1.0,100.0
smart_166_raw,0,75016864,1.0,100.0
smart_167_normalized,0,75016864,1.0,100.0
smart_167_raw,0,75016864,1.0,100.0
smart_169_normalized,0,75016864,1.0,100.0
smart_169_raw,0,75016864,1.0,100.0
smart_176_normalized,0,75016864,1.0,100.0
smart_211_normalized,0,75016864,1.0,100.0
smart_212_normalized,0,75016864,1.0,100.0
smart_212_raw,0,75016864,1.0,100.0
smart_90_raw,0,75016864,1.0,100.0
smart_27_normalized,0,75016864,1.0,100.0
smart_82_raw,0,75016864,1.0,100.0
smart_82_normalized,0,75016864,1.0,100.0
smart_232_normalized,0,75016864,1.0,100.0
smart_18_raw,0,75016864,1.0,100.0
smart_233_normalized,0,75016864,1.0,100.0
smart_233_raw,0,75016864,1.0,100.0
smart_18_normalized,0,75016864,1.0,100.0
smart_175_raw,0,75016864,1.0,100.0
smart_175_normalized,0,75016864,1.0,100.0
smart_180_normalized,0,75016864,1.0,100.0
smart_160_raw,0,75016864,1.0,100.0
smart_160_normalized,0,75016864,1.0,100.0
smart_248_raw,0,75016864,1.0,100.0
smart_248_normalized,0,75016864,1.0,100.0
smart_247_raw,0,75016864,1.0,100.0
smart_247_normalized,0,75016864,1.0,100.0
smart_245_raw,0,75016864,1.0,100.0
smart_245_normalized,0,75016864,1.0,100.0
smart_234_raw,0,75016864,1.0,100.0
smart_234_normalized,0,75016864,1.0,100.0
smart_210_raw,0,75016864,1.0,100.0
smart_210_normalized,0,75016864,1.0,100.0
smart_206_raw,0,75016864,1.0,100.0
smart_206_normalized,0,75016864,1.0,100.0
smart_202_raw,0,75016864,1.0,100.0
smart_202_normalized,0,75016864,1.0,100.0
smart_180_raw,0,75016864,1.0,100.0
smart_27_raw,0,75016864,1.0,100.0
pod_slot_num,37840991,37175873,0.49556687680252803,49.5566876802528
cluster_id,37853176,37163688,0.4954044466588206,49.54044466588206
datacenter,37853176,37163688,0.4954044466588206,49.54044466588206
vault_id,41279632,33737232,0.4497286370168713,44.97286370168713
pod_id,41279632,33737232,0.4497286370168713,44.97286370168713
is_legacy_format,41279632,33737232,0.4497286370168713,44.97286370168713
smart_196_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_1_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_2_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_24_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_1_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_197_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_196_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_192_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_193_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_10_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_9_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_9_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_8_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_8_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_7_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_7_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_5_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_5_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_12_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_10_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_12_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_3_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_4_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_4_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_3_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_240_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_223_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_223_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_222_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_23_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_23_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_24_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_194_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_191_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_191_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_192_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_2_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_193_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_194_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_224_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_199_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_197_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_198_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_198_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_226_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_222_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_220_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_220_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_199_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_240_normalized,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_226_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
smart_224_raw,75001358,15506,0.00020670018944007044,0.020670018944007044
failure,75016864,0,0.0,0.0
date,75016864,0,0.0,0.0
serial_number,75016864,0,0.0,0.0
capacity_bytes,75016864,0,0.0,0.0
model,75016864,0,0.0,0.0
