dataset,model,seed,split,threshold_kind,threshold,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm,N_failed,N_censored,N_alarmed,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time
ST12000NM0007,LSTM,50,val,row_opt,0.014,84,85,54,169,3480,223,3649,338,0.248521,0.376682,0.299465,0.046314,0.497041,111.02,32.0,215.18
ST12000NM0007,LSTM,50,val,disk_opt,0.298,60,48,115,36,3613,223,3649,144,0.416667,0.269058,0.326975,0.009866,0.555556,82.31,22.5,158.23
ST12000NM0007,LSTM,50,test,row_opt,0.014,61,83,81,208,3448,225,3656,352,0.173295,0.271111,0.211438,0.056893,0.423611,143.51,44.5,227.21
ST12000NM0007,LSTM,50,test,disk_opt,0.298,39,44,142,41,3615,225,3656,124,0.314516,0.173333,0.223496,0.011214,0.46988,117.12,38.0,207.03
ST12000NM0007,LSTM,51,val,row_opt,0.016,84,88,51,193,3456,223,3649,365,0.230137,0.376682,0.285714,0.052891,0.488372,123.15,33.5,227.95
ST12000NM0007,LSTM,51,val,disk_opt,0.348,52,44,127,35,3614,223,3649,131,0.396947,0.233184,0.293785,0.009592,0.541667,75.58,23.0,129.71
ST12000NM0007,LSTM,51,test,row_opt,0.016,61,84,80,238,3418,225,3656,383,0.159269,0.271111,0.200658,0.065098,0.42069,159.74,52.0,255.89
ST12000NM0007,LSTM,51,test,disk_opt,0.348,41,32,152,30,3626,225,3656,103,0.398058,0.182222,0.25,0.008206,0.561644,118.64,23.0,221.62
ST12000NM0007,LSTM,52,val,row_opt,0.021,82,92,49,187,3462,223,3649,361,0.227147,0.367713,0.280822,0.051247,0.471264,115.24,34.0,215.81
ST12000NM0007,LSTM,52,val,disk_opt,0.34,58,42,123,34,3615,223,3649,134,0.432836,0.26009,0.32493,0.009318,0.58,74.68,14.5,133.28
ST12000NM0007,LSTM,52,test,row_opt,0.021,63,86,76,229,3427,225,3656,378,0.166667,0.28,0.208955,0.062637,0.422819,143.77,52.0,224.76
ST12000NM0007,LSTM,52,test,disk_opt,0.34,38,37,150,37,3619,225,3656,112,0.339286,0.168889,0.225519,0.01012,0.506667,123.52,28.0,223.98
ST12000NM0007,LSTM,53,val,row_opt,0.012,82,90,51,178,3471,223,3649,350,0.234286,0.367713,0.286213,0.04878,0.476744,115.26,35.0,217.77
ST12000NM0007,LSTM,53,val,disk_opt,0.304,62,46,115,36,3613,223,3649,144,0.430556,0.278027,0.337875,0.009866,0.574074,75.65,21.5,128.78
ST12000NM0007,LSTM,53,test,row_opt,0.012,63,83,79,218,3438,225,3656,364,0.173077,0.28,0.213922,0.059628,0.431507,142.45,45.0,225.61
ST12000NM0007,LSTM,53,test,disk_opt,0.304,43,36,146,41,3615,225,3656,120,0.358333,0.191111,0.249275,0.011214,0.544304,111.94,23.0,213.98
ST12000NM0007,LSTM,54,val,row_opt,0.019,80,91,52,158,3491,223,3649,329,0.243161,0.358744,0.289855,0.0433,0.467836,109.85,36.0,209.27
ST12000NM0007,LSTM,54,val,disk_opt,0.349,61,40,122,36,3613,223,3649,137,0.445255,0.273543,0.338889,0.009866,0.60396,71.45,15.0,126.77
ST12000NM0007,LSTM,54,test,row_opt,0.019,63,82,80,202,3454,225,3656,347,0.181556,0.28,0.22028,0.055252,0.434483,133.99,45.0,208.98
ST12000NM0007,LSTM,54,test,disk_opt,0.349,42,37,146,44,3612,225,3656,123,0.341463,0.186667,0.241379,0.012035,0.531646,118.14,23.0,214.75
ST12000NM0007,LSTM,55,val,row_opt,0.015,81,93,49,185,3464,223,3649,359,0.225627,0.363229,0.278351,0.050699,0.465517,110.82,36.0,212.26
ST12000NM0007,LSTM,55,val,disk_opt,0.338,55,39,129,36,3613,223,3649,130,0.423077,0.246637,0.311615,0.009866,0.585106,73.45,19.0,133.31
ST12000NM0007,LSTM,55,test,row_opt,0.015,63,83,79,232,3424,225,3656,378,0.166667,0.28,0.208955,0.063457,0.431507,144.3,44.0,226.76
ST12000NM0007,LSTM,55,test,disk_opt,0.338,39,37,149,36,3620,225,3656,112,0.348214,0.173333,0.231454,0.009847,0.513158,114.99,26.0,218.05
ST12000NM0007,LSTM,56,val,row_opt,0.018,84,90,49,196,3453,223,3649,370,0.227027,0.376682,0.283305,0.053713,0.482759,113.99,34.0,216.95
ST12000NM0007,LSTM,56,val,disk_opt,0.328,61,45,117,36,3613,223,3649,142,0.429577,0.273543,0.334247,0.009866,0.575472,75.69,20.5,127.38
ST12000NM0007,LSTM,56,test,row_opt,0.018,62,85,78,257,3399,225,3656,404,0.153465,0.275556,0.197138,0.070295,0.421769,145.15,48.0,225.88
ST12000NM0007,LSTM,56,test,disk_opt,0.328,44,34,147,31,3625,225,3656,109,0.40367,0.195556,0.263473,0.008479,0.564103,108.77,22.0,215.88
ST12000NM0007,LSTM,57,val,row_opt,0.023,83,87,53,156,3493,223,3649,326,0.254601,0.372197,0.302368,0.042751,0.488235,115.35,32.5,220.76
ST12000NM0007,LSTM,57,val,disk_opt,0.355,55,43,125,36,3613,223,3649,134,0.410448,0.246637,0.308123,0.009866,0.561224,84.37,22.0,162.78
ST12000NM0007,LSTM,57,test,row_opt,0.023,59,83,83,198,3458,225,3656,340,0.173529,0.262222,0.20885,0.054158,0.415493,146.17,52.0,227.86
ST12000NM0007,LSTM,57,test,disk_opt,0.355,38,40,147,42,3614,225,3656,120,0.316667,0.168889,0.22029,0.011488,0.487179,123.47,33.0,221.42
ST12000NM0007,LSTM,58,val,row_opt,0.011,84,89,50,174,3475,223,3649,347,0.242075,0.376682,0.294737,0.047684,0.485549,115.06,32.0,221.46
ST12000NM0007,LSTM,58,val,disk_opt,0.283,66,44,113,35,3614,223,3649,145,0.455172,0.295964,0.358696,0.009592,0.6,70.53,17.0,128.08
ST12000NM0007,LSTM,58,test,row_opt,0.011,61,84,80,220,3436,225,3656,365,0.167123,0.271111,0.20678,0.060175,0.42069,147.57,47.0,227.32
ST12000NM0007,LSTM,58,test,disk_opt,0.283,46,41,138,37,3619,225,3656,124,0.370968,0.204444,0.26361,0.01012,0.528736,112.26,24.0,215.82
ST12000NM0007,LSTM,59,val,row_opt,0.016,84,90,49,192,3457,223,3649,366,0.229508,0.376682,0.285229,0.052617,0.482759,113.38,34.0,215.27
ST12000NM0007,LSTM,59,val,disk_opt,0.331,62,43,118,36,3613,223,3649,141,0.439716,0.278027,0.340659,0.009866,0.590476,66.77,21.0,109.51
ST12000NM0007,LSTM,59,test,row_opt,0.016,62,84,79,245,3411,225,3656,391,0.158568,0.275556,0.201299,0.067013,0.424658,146.08,49.5,225.27
ST12000NM0007,LSTM,59,test,disk_opt,0.331,43,40,142,34,3622,225,3656,117,0.367521,0.191111,0.251462,0.0093,0.518072,116.78,28.0,221.08
ST12000NM0007,LSTM,60,val,row_opt,0.015,83,90,50,171,3478,223,3649,344,0.241279,0.372197,0.292769,0.046862,0.479769,118.03,34.0,222.84
ST12000NM0007,LSTM,60,val,disk_opt,0.289,60,50,113,36,3613,223,3649,146,0.410959,0.269058,0.325203,0.009866,0.545455,75.62,25.0,125.74
ST12000NM0007,LSTM,60,test,row_opt,0.015,61,83,81,228,3428,225,3656,372,0.163978,0.271111,0.204355,0.062363,0.423611,144.75,51.5,225.95
ST12000NM0007,LSTM,60,test,disk_opt,0.289,45,36,144,46,3610,225,3656,127,0.354331,0.2,0.255682,0.012582,0.555556,122.81,22.0,224.29
ST12000NM0007,LSTM,61,val,row_opt,0.022,81,91,51,176,3473,223,3649,348,0.232759,0.363229,0.283713,0.048232,0.47093,112.49,34.0,214.86
ST12000NM0007,LSTM,61,val,disk_opt,0.334,55,43,125,36,3613,223,3649,134,0.410448,0.246637,0.308123,0.009866,0.561224,73.57,21.5,126.13
ST12000NM0007,LSTM,61,test,row_opt,0.022,61,83,81,219,3437,225,3656,363,0.168044,0.271111,0.207483,0.059902,0.423611,147.76,47.5,230.4
ST12000NM0007,LSTM,61,test,disk_opt,0.334,41,33,151,33,3623,225,3656,107,0.383178,0.182222,0.246988,0.009026,0.554054,112.92,23.5,219.76
ST12000NM0007,LSTM,62,val,row_opt,0.018,82,92,49,200,3449,223,3649,374,0.219251,0.367713,0.274707,0.05481,0.471264,114.49,37.5,215.33
ST12000NM0007,LSTM,62,val,disk_opt,0.352,62,40,121,36,3613,223,3649,138,0.449275,0.278027,0.34349,0.009866,0.607843,69.02,19.5,122.18
ST12000NM0007,LSTM,62,test,row_opt,0.018,63,84,78,249,3407,225,3656,396,0.159091,0.28,0.202899,0.068107,0.428571,148.86,45.0,231.74
ST12000NM0007,LSTM,62,test,disk_opt,0.352,41,35,149,29,3627,225,3656,105,0.390476,0.182222,0.248485,0.007932,0.539474,112.36,22.5,217.92
ST12000NM0007,GRU,42,val,row_opt,0.016,82,94,47,188,3461,223,3649,364,0.225275,0.367713,0.279387,0.051521,0.465909,111.02,36.5,209.87
ST12000NM0007,GRU,42,val,disk_opt,0.312,70,32,121,36,3613,223,3649,138,0.507246,0.313901,0.387812,0.009866,0.686275,48.79,12.0,100.7
ST12000NM0007,GRU,42,test,row_opt,0.016,65,85,75,252,3404,225,3656,402,0.161692,0.288889,0.207337,0.068928,0.433333,143.15,45.5,224.8
ST12000NM0007,GRU,42,test,disk_opt,0.312,52,30,143,37,3619,225,3656,119,0.436975,0.231111,0.302326,0.01012,0.634146,89.38,16.0,200.56
ST12000NM0007,GRU,43,val,row_opt,0.017,85,92,46,214,3435,223,3649,391,0.217391,0.381166,0.276873,0.058646,0.480226,118.59,34.0,220.33
ST12000NM0007,GRU,43,val,disk_opt,0.307,74,41,108,36,3613,223,3649,151,0.490066,0.331839,0.395722,0.009866,0.643478,64.16,14.0,117.04
ST12000NM0007,GRU,43,test,row_opt,0.017,61,87,77,271,3385,225,3656,419,0.145585,0.271111,0.189441,0.074125,0.412162,150.93,50.5,231.0
ST12000NM0007,GRU,43,test,disk_opt,0.307,53,40,132,35,3621,225,3656,128,0.414062,0.235556,0.300283,0.009573,0.569892,92.51,22.0,191.46
ST12000NM0007,GRU,44,val,row_opt,0.014,84,91,48,165,3484,223,3649,340,0.247059,0.376682,0.298401,0.045218,0.48,115.44,34.0,217.77
ST12000NM0007,GRU,44,val,disk_opt,0.297,73,40,110,36,3613,223,3649,149,0.489933,0.327354,0.392473,0.009866,0.646018,58.97,14.0,114.15
ST12000NM0007,GRU,44,test,row_opt,0.014,65,84,76,225,3431,225,3656,374,0.173797,0.288889,0.217028,0.061543,0.436242,144.61,45.0,227.14
ST12000NM0007,GRU,44,test,disk_opt,0.297,55,34,136,40,3616,225,3656,129,0.426357,0.244444,0.310734,0.010941,0.617978,93.12,20.0,196.49
ST12000NM0007,GRU,45,val,row_opt,0.016,85,91,47,185,3464,223,3649,361,0.235457,0.381166,0.291096,0.050699,0.482955,112.23,34.5,212.79
ST12000NM0007,GRU,45,val,disk_opt,0.299,74,39,110,36,3613,223,3649,149,0.496644,0.331839,0.397849,0.009866,0.654867,57.65,14.0,108.29
ST12000NM0007,GRU,45,test,row_opt,0.016,63,87,75,248,3408,225,3656,398,0.158291,0.28,0.202247,0.067834,0.42,144.25,46.5,225.01
ST12000NM0007,GRU,45,test,disk_opt,0.299,50,39,136,34,3622,225,3656,123,0.406504,0.222222,0.287356,0.0093,0.561798,105.38,22.0,203.41
ST12000NM0007,GRU,46,val,row_opt,0.02,83,93,47,174,3475,223,3649,350,0.237143,0.372197,0.289703,0.047684,0.471591,114.41,35.5,219.13
ST12000NM0007,GRU,46,val,disk_opt,0.327,63,33,127,36,3613,223,3649,132,0.477273,0.282511,0.35493,0.009866,0.65625,55.0,12.5,108.07
ST12000NM0007,GRU,46,test,row_opt,0.02,64,85,76,226,3430,225,3656,375,0.170667,0.284444,0.213333,0.061816,0.42953,143.51,45.0,225.58
ST12000NM0007,GRU,46,test,disk_opt,0.327,48,28,149,42,3614,225,3656,118,0.40678,0.213333,0.279883,0.011488,0.631579,92.01,18.0,205.63
ST12000NM0007,GRU,47,val,row_opt,0.021,84,92,47,174,3475,223,3649,350,0.24,0.376682,0.293194,0.047684,0.477273,110.73,35.0,210.64
ST12000NM0007,GRU,47,val,disk_opt,0.318,70,38,115,36,3613,223,3649,144,0.486111,0.313901,0.381471,0.009866,0.648148,65.84,13.0,122.67
ST12000NM0007,GRU,47,test,row_opt,0.021,67,84,74,212,3444,225,3656,363,0.184573,0.297778,0.227891,0.057987,0.443709,134.52,45.0,208.23
ST12000NM0007,GRU,47,test,disk_opt,0.318,49,33,143,38,3618,225,3656,120,0.408333,0.217778,0.284058,0.010394,0.597561,98.26,21.5,208.6
ST12000NM0007,GRU,48,val,row_opt,0.015,85,92,46,186,3463,223,3649,363,0.23416,0.381166,0.290102,0.050973,0.480226,115.28,34.0,217.66
ST12000NM0007,GRU,48,val,disk_opt,0.286,68,37,118,36,3613,223,3649,141,0.48227,0.304933,0.373626,0.009866,0.647619,61.3,15.0,116.08
ST12000NM0007,GRU,48,test,row_opt,0.015,65,85,75,236,3420,225,3656,386,0.168394,0.288889,0.212766,0.064551,0.433333,142.85,45.0,224.73
ST12000NM0007,GRU,48,test,disk_opt,0.286,50,33,142,39,3617,225,3656,122,0.409836,0.222222,0.288184,0.010667,0.60241,95.22,21.0,200.16
ST12000NM0007,GRU,49,val,row_opt,0.02,84,92,47,177,3472,223,3649,353,0.23796,0.376682,0.291667,0.048506,0.477273,114.43,35.0,217.56
ST12000NM0007,GRU,49,val,disk_opt,0.295,70,40,113,35,3614,223,3649,145,0.482759,0.313901,0.380435,0.009592,0.636364,63.26,14.5,117.48
ST12000NM0007,GRU,49,test,row_opt,0.02,63,86,76,233,3423,225,3656,382,0.164921,0.28,0.207578,0.063731,0.422819,147.35,45.0,229.32
ST12000NM0007,GRU,49,test,disk_opt,0.295,50,37,138,39,3617,225,3656,126,0.396825,0.222222,0.2849,0.010667,0.574713,101.9,22.0,205.98
ST12000NM0007,GRU,50,val,row_opt,0.015,85,92,46,180,3469,223,3649,357,0.238095,0.381166,0.293103,0.049329,0.480226,115.08,34.0,218.0
ST12000NM0007,GRU,50,val,disk_opt,0.32,76,36,111,36,3613,223,3649,148,0.513514,0.340807,0.409704,0.009866,0.678571,59.15,14.5,116.39
ST12000NM0007,GRU,50,test,row_opt,0.015,64,85,76,232,3424,225,3656,381,0.167979,0.284444,0.211221,0.063457,0.42953,142.58,45.0,225.15
ST12000NM0007,GRU,50,test,disk_opt,0.32,52,38,135,41,3615,225,3656,131,0.396947,0.231111,0.292135,0.011214,0.577778,90.21,21.5,192.97
ST12000NM0007,GRU,51,val,row_opt,0.019,83,92,48,186,3463,223,3649,361,0.229917,0.372197,0.284247,0.050973,0.474286,112.56,37.0,214.86
ST12000NM0007,GRU,51,val,disk_opt,0.311,76,40,107,36,3613,223,3649,152,0.5,0.340807,0.405333,0.009866,0.655172,63.13,14.0,117.01
ST12000NM0007,GRU,51,test,row_opt,0.019,62,86,77,237,3419,225,3656,385,0.161039,0.275556,0.203279,0.064825,0.418919,145.06,46.0,225.82
ST12000NM0007,GRU,51,test,disk_opt,0.311,55,37,133,38,3618,225,3656,130,0.423077,0.244444,0.309859,0.010394,0.597826,90.42,16.5,192.69
ST12000NM0007,GRU,52,val,row_opt,0.021,85,90,48,168,3481,223,3649,343,0.247813,0.381166,0.300353,0.04604,0.485714,110.32,33.0,210.74
ST12000NM0007,GRU,52,val,disk_opt,0.325,72,34,117,35,3614,223,3649,141,0.510638,0.32287,0.395604,0.009592,0.679245,55.61,11.5,108.3
ST12000NM0007,GRU,52,test,row_opt,0.021,66,82,77,215,3441,225,3656,363,0.181818,0.293333,0.22449,0.058807,0.445946,141.79,42.0,225.59
ST12000NM0007,GRU,52,test,disk_opt,0.325,51,31,143,34,3622,225,3656,116,0.439655,0.226667,0.29912,0.0093,0.621951,91.89,16.5,200.31
ST12000NM0007,GRU,53,val,row_opt,0.021,84,92,47,178,3471,223,3649,354,0.237288,0.376682,0.291161,0.04878,0.477273,110.56,34.0,210.1
ST12000NM0007,GRU,53,val,disk_opt,0.31,69,34,120,36,3613,223,3649,139,0.496403,0.309417,0.381215,0.009866,0.669903,59.05,13.0,120.11
ST12000NM0007,GRU,53,test,row_opt,0.021,62,85,78,229,3427,225,3656,376,0.164894,0.275556,0.206323,0.062637,0.421769,144.63,50.0,226.11
ST12000NM0007,GRU,53,test,disk_opt,0.31,49,35,141,34,3622,225,3656,118,0.415254,0.217778,0.285714,0.0093,0.583333,110.05,22.0,211.36
ST12000NM0007,GRU,54,val,row_opt,0.016,85,93,45,160,3489,223,3649,338,0.251479,0.381166,0.30303,0.043848,0.477528,110.71,34.5,210.35
ST12000NM0007,GRU,54,val,disk_opt,0.29,75,47,101,36,3613,223,3649,158,0.474684,0.336323,0.393701,0.009866,0.614754,68.75,15.5,121.69
ST12000NM0007,GRU,54,test,row_opt,0.016,65,85,75,208,3448,225,3656,358,0.181564,0.288889,0.222985,0.056893,0.433333,134.51,44.5,207.45
ST12000NM0007,GRU,54,test,disk_opt,0.29,53,41,131,36,3620,225,3656,130,0.407692,0.235556,0.298592,0.009847,0.56383,104.35,22.5,205.01
ST12000NM0007,GRU,55,val,row_opt,0.014,83,95,45,185,3464,223,3649,363,0.22865,0.372197,0.283276,0.050699,0.466292,113.03,36.0,211.1
ST12000NM0007,GRU,55,val,disk_opt,0.288,70,41,112,36,3613,223,3649,147,0.47619,0.313901,0.378378,0.009866,0.630631,64.8,14.0,119.46
ST12000NM0007,GRU,55,test,row_opt,0.014,66,84,75,226,3430,225,3656,376,0.175532,0.293333,0.219634,0.061816,0.44,139.87,45.5,223.91
ST12000NM0007,GRU,55,test,disk_opt,0.288,49,36,140,39,3617,225,3656,124,0.395161,0.217778,0.280802,0.010667,0.576471,102.74,22.0,205.87
ST12000NM0007,GRU,56,val,row_opt,0.021,83,88,52,160,3489,223,3649,331,0.250755,0.372197,0.299639,0.043848,0.48538,110.36,33.0,212.19
ST12000NM0007,GRU,56,val,disk_opt,0.311,70,39,114,36,3613,223,3649,145,0.482759,0.313901,0.380435,0.009866,0.642202,65.97,15.0,119.35
ST12000NM0007,GRU,56,test,row_opt,0.021,64,83,78,199,3457,225,3656,346,0.184971,0.284444,0.224168,0.054431,0.435374,139.43,45.0,222.74
ST12000NM0007,GRU,56,test,disk_opt,0.311,46,37,142,33,3623,225,3656,116,0.396552,0.204444,0.269795,0.009026,0.554217,110.45,22.0,213.36
ST12000NM0007,GRU,57,val,row_opt,0.021,85,88,50,146,3503,223,3649,319,0.266458,0.381166,0.313653,0.040011,0.491329,106.76,33.0,208.9
ST12000NM0007,GRU,57,val,disk_opt,0.315,58,36,129,35,3614,223,3649,129,0.449612,0.26009,0.329545,0.009592,0.617021,61.14,12.5,120.66
ST12000NM0007,GRU,57,test,row_opt,0.021,66,82,77,178,3478,225,3656,326,0.202454,0.293333,0.239564,0.048687,0.445946,139.09,39.0,226.04
ST12000NM0007,GRU,57,test,disk_opt,0.315,45,31,149,40,3616,225,3656,116,0.387931,0.2,0.26393,0.010941,0.592105,102.43,22.0,211.08
ST12000NM0007,GRU,58,val,row_opt,0.02,85,93,45,185,3464,223,3649,363,0.23416,0.381166,0.290102,0.050699,0.477528,112.92,36.0,211.28
ST12000NM0007,GRU,58,val,disk_opt,0.331,61,32,130,36,3613,223,3649,129,0.472868,0.273543,0.346591,0.009866,0.655914,50.48,11.0,104.39
ST12000NM0007,GRU,58,test,row_opt,0.02,64,85,76,236,3420,225,3656,385,0.166234,0.284444,0.209836,0.064551,0.42953,141.87,45.0,225.29
ST12000NM0007,GRU,58,test,disk_opt,0.331,51,31,143,36,3620,225,3656,118,0.432203,0.226667,0.297376,0.009847,0.621951,88.23,20.0,198.8
ST12000NM0007,GRU,59,val,row_opt,0.019,85,91,47,171,3478,223,3649,347,0.244957,0.381166,0.298246,0.046862,0.482955,108.15,33.5,209.06
ST12000NM0007,GRU,59,val,disk_opt,0.31,73,36,114,35,3614,223,3649,144,0.506944,0.327354,0.39782,0.009592,0.669725,60.08,13.0,116.67
ST12000NM0007,GRU,59,test,row_opt,0.019,64,85,76,214,3442,225,3656,363,0.176309,0.284444,0.217687,0.058534,0.42953,142.7,48.0,225.05
ST12000NM0007,GRU,59,test,disk_opt,0.31,54,34,137,32,3624,225,3656,120,0.45,0.24,0.313043,0.008753,0.613636,98.57,19.0,204.14
ST12000NM0007,GRU,60,val,row_opt,0.026,84,91,48,167,3482,223,3649,342,0.245614,0.376682,0.297345,0.045766,0.48,114.23,33.0,217.25
ST12000NM0007,GRU,60,val,disk_opt,0.375,67,40,116,36,3613,223,3649,143,0.468531,0.300448,0.36612,0.009866,0.626168,64.46,14.0,122.64
ST12000NM0007,GRU,60,test,row_opt,0.026,64,83,78,210,3446,225,3656,357,0.179272,0.284444,0.219931,0.05744,0.435374,142.1,46.0,226.23
ST12000NM0007,GRU,60,test,disk_opt,0.375,48,36,141,41,3615,225,3656,125,0.384,0.213333,0.274286,0.011214,0.571429,109.98,22.0,210.47
ST12000NM0007,GRU,61,val,row_opt,0.015,86,91,46,163,3486,223,3649,340,0.252941,0.38565,0.305506,0.04467,0.485876,111.81,34.0,210.77
ST12000NM0007,GRU,61,val,disk_opt,0.314,75,32,116,36,3613,223,3649,143,0.524476,0.336323,0.409836,0.009866,0.700935,59.28,12.0,118.65
ST12000NM0007,GRU,61,test,row_opt,0.015,62,85,78,219,3437,225,3656,366,0.169399,0.275556,0.209814,0.059902,0.421769,143.35,48.0,224.38
ST12000NM0007,GRU,61,test,disk_opt,0.314,53,31,141,32,3624,225,3656,116,0.456897,0.235556,0.31085,0.008753,0.630952,89.0,16.0,197.95
ST12000NM0007,GRU,62,val,row_opt,0.021,84,89,50,172,3477,223,3649,345,0.243478,0.376682,0.295775,0.047136,0.485549,110.03,34.0,211.83
ST12000NM0007,GRU,62,val,disk_opt,0.287,69,34,120,36,3613,223,3649,139,0.496403,0.309417,0.381215,0.009866,0.669903,59.84,12.0,118.29
ST12000NM0007,GRU,62,test,row_opt,0.021,65,82,78,217,3439,225,3656,364,0.178571,0.288889,0.220713,0.059354,0.442177,143.4,45.0,226.39
ST12000NM0007,GRU,62,test,disk_opt,0.287,49,34,142,34,3622,225,3656,117,0.418803,0.217778,0.28655,0.0093,0.590361,102.9,21.0,208.49
ST12000NM0007,XGB,42,val,row_opt,0.017,84,92,47,131,3518,223,3649,307,0.273616,0.376682,0.316981,0.0359,0.477273,111.58,33.0,212.97
ST12000NM0007,XGB,42,val,disk_opt,0.089,84,46,93,36,3613,223,3649,166,0.506024,0.376682,0.431877,0.009866,0.646154,66.39,12.5,120.83
ST12000NM0007,XGB,42,test,row_opt,0.017,69,77,79,161,3495,225,3656,307,0.224756,0.306667,0.259398,0.044037,0.472603,126.12,36.5,208.05
ST12000NM0007,XGB,42,test,disk_opt,0.089,54,40,131,35,3621,225,3656,129,0.418605,0.24,0.305085,0.009573,0.574468,98.64,15.0,204.23
ST12000NM0007,XGB,43,val,row_opt,0.015,83,89,51,122,3527,223,3649,294,0.282313,0.372197,0.321083,0.033434,0.482558,116.1,33.0,224.75
ST12000NM0007,XGB,43,val,disk_opt,0.062,79,49,95,36,3613,223,3649,164,0.481707,0.35426,0.408269,0.009866,0.617188,75.12,15.0,128.32
ST12000NM0007,XGB,43,test,row_opt,0.015,72,76,77,147,3509,225,3656,295,0.244068,0.32,0.276923,0.040208,0.486486,132.05,34.0,253.07
ST12000NM0007,XGB,43,test,disk_opt,0.062,63,43,119,52,3604,225,3656,158,0.398734,0.28,0.328982,0.014223,0.59434,94.6,14.0,197.67
ST12000NM0007,XGB,44,val,row_opt,0.019,83,93,47,163,3486,223,3649,339,0.244838,0.372197,0.295374,0.04467,0.471591,116.46,33.5,219.71
ST12000NM0007,XGB,44,val,disk_opt,0.12,85,40,98,36,3613,223,3649,161,0.52795,0.381166,0.442708,0.009866,0.68,59.25,11.0,114.91
ST12000NM0007,XGB,44,test,row_opt,0.019,67,81,77,182,3474,225,3656,330,0.20303,0.297778,0.241441,0.049781,0.452703,133.24,39.0,213.43
ST12000NM0007,XGB,44,test,disk_opt,0.12,56,38,131,46,3610,225,3656,140,0.4,0.248889,0.306849,0.012582,0.595745,94.47,15.5,198.56
ST12000NM0007,XGB,45,val,row_opt,0.016,85,95,43,141,3508,223,3649,321,0.264798,0.381166,0.3125,0.038641,0.472222,114.51,34.5,217.05
ST12000NM0007,XGB,45,val,disk_opt,0.107,81,35,107,36,3613,223,3649,152,0.532895,0.363229,0.432,0.009866,0.698276,53.7,12.0,101.66
ST12000NM0007,XGB,45,test,row_opt,0.016,70,77,78,172,3484,225,3656,319,0.219436,0.311111,0.257353,0.047046,0.47619,136.37,37.0,243.56
ST12000NM0007,XGB,45,test,disk_opt,0.107,55,34,136,37,3619,225,3656,126,0.436508,0.244444,0.31339,0.01012,0.617978,88.11,14.0,149.25
ST12000NM0007,XGB,46,val,row_opt,0.018,89,93,41,161,3488,223,3649,343,0.259475,0.399103,0.314488,0.044122,0.489011,111.02,33.0,218.33
ST12000NM0007,XGB,46,val,disk_opt,0.112,84,42,97,36,3613,223,3649,162,0.518519,0.376682,0.436364,0.009866,0.666667,66.79,12.5,122.39
ST12000NM0007,XGB,46,test,row_opt,0.018,65,85,75,190,3466,225,3656,340,0.191176,0.288889,0.230088,0.051969,0.433333,135.35,40.5,214.49
ST12000NM0007,XGB,46,test,disk_opt,0.112,56,32,137,43,3613,225,3656,131,0.427481,0.248889,0.314607,0.011761,0.636364,92.84,15.0,199.97
ST12000NM0007,XGB,47,val,row_opt,0.017,86,93,44,141,3508,223,3649,320,0.26875,0.38565,0.316759,0.038641,0.480447,119.08,34.0,229.74
ST12000NM0007,XGB,47,val,disk_opt,0.08,88,50,85,36,3613,223,3649,174,0.505747,0.394619,0.443325,0.009866,0.637681,65.25,14.0,112.2
ST12000NM0007,XGB,47,test,row_opt,0.017,67,83,75,184,3472,225,3656,334,0.200599,0.297778,0.239714,0.050328,0.446667,146.59,41.5,257.26
ST12000NM0007,XGB,47,test,disk_opt,0.08,60,46,119,48,3608,225,3656,154,0.38961,0.266667,0.316623,0.013129,0.566038,96.25,20.5,192.35
ST12000NM0007,XGB,48,val,row_opt,0.016,87,91,45,128,3521,223,3649,306,0.284314,0.390135,0.328922,0.035078,0.488764,112.72,33.0,227.77
ST12000NM0007,XGB,48,val,disk_opt,0.098,82,40,101,36,3613,223,3649,158,0.518987,0.367713,0.430446,0.009866,0.672131,67.39,11.0,123.72
ST12000NM0007,XGB,48,test,row_opt,0.016,65,81,79,176,3480,225,3656,322,0.201863,0.288889,0.23766,0.04814,0.445205,131.25,41.5,208.1
ST12000NM0007,XGB,48,test,disk_opt,0.098,56,36,133,40,3616,225,3656,132,0.424242,0.248889,0.313725,0.010941,0.608696,96.25,14.5,201.31
ST12000NM0007,XGB,49,val,row_opt,0.019,87,90,46,155,3494,223,3649,332,0.262048,0.390135,0.313514,0.042477,0.491525,116.67,33.0,225.73
ST12000NM0007,XGB,49,val,disk_opt,0.123,83,41,99,36,3613,223,3649,160,0.51875,0.372197,0.43342,0.009866,0.669355,67.19,13.5,125.88
ST12000NM0007,XGB,49,test,row_opt,0.019,68,78,79,182,3474,225,3656,328,0.207317,0.302222,0.245931,0.049781,0.465753,132.92,40.0,213.57
ST12000NM0007,XGB,49,test,disk_opt,0.123,60,33,132,42,3614,225,3656,135,0.444444,0.266667,0.333333,0.011488,0.645161,100.2,12.0,208.7
ST12000NM0007,XGB,50,val,row_opt,0.018,83,94,46,132,3517,223,3649,309,0.268608,0.372197,0.31203,0.036174,0.468927,115.04,38.0,227.96
ST12000NM0007,XGB,50,val,disk_opt,0.105,80,42,101,36,3613,223,3649,158,0.506329,0.358744,0.419948,0.009866,0.655738,59.11,12.0,110.22
