dataset,model,seed,split,threshold_kind,threshold,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm,N_failed,N_censored,N_alarmed,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time
HGST_20HUH721212ALN604,LGBM,67,val,disk_opt,0.787,10,28,122,9,966,160,975,47,0.212766,0.0625,0.096618,0.009231,0.263158,236.66,96.0,349.38
HGST_20HUH721212ALN604,LGBM,67,test,row_opt,0.014,20,99,43,77,900,162,977,196,0.102041,0.123457,0.111732,0.078813,0.168067,299.36,176.0,351.08
HGST_20HUH721212ALN604,LGBM,67,test,disk_opt,0.787,13,32,117,12,965,162,977,57,0.22807,0.080247,0.118721,0.012282,0.288889,265.82,105.0,425.14
HGST_20HUH721212ALN604,LGBM,68,val,row_opt,0.017,23,93,44,71,904,160,975,187,0.122995,0.14375,0.132565,0.072821,0.198276,284.25,212.5,306.32
HGST_20HUH721212ALN604,LGBM,68,val,disk_opt,0.59,8,26,126,9,966,160,975,43,0.186047,0.05,0.078818,0.009231,0.235294,194.41,79.0,329.72
HGST_20HUH721212ALN604,LGBM,68,test,row_opt,0.017,15,96,51,64,913,162,977,175,0.085714,0.092593,0.089021,0.065507,0.135135,294.78,191.0,301.96
HGST_20HUH721212ALN604,LGBM,68,test,disk_opt,0.59,8,28,126,9,968,162,977,45,0.177778,0.049383,0.077295,0.009212,0.222222,223.58,129.0,278.14
HGST_20HUH721212ALN604,LGBM,69,val,row_opt,0.03,23,98,39,70,905,160,975,191,0.120419,0.14375,0.131054,0.071795,0.190083,309.41,236.0,337.14
HGST_20HUH721212ALN604,LGBM,69,val,disk_opt,0.938,10,18,132,8,967,160,975,36,0.277778,0.0625,0.102041,0.008205,0.357143,130.79,42.0,220.61
HGST_20HUH721212ALN604,LGBM,69,test,row_opt,0.03,18,101,43,81,896,162,977,200,0.09,0.111111,0.099448,0.082907,0.151261,308.64,220.0,332.67
HGST_20HUH721212ALN604,LGBM,69,test,disk_opt,0.938,20,20,122,8,969,162,977,48,0.416667,0.123457,0.190476,0.008188,0.5,138.22,27.0,286.68
ST12000NM0007,LSTM,63,val,row_opt,0.019,85,91,47,188,3461,223,3649,364,0.233516,0.381166,0.289608,0.051521,0.482955,118.05,33.5,221.33
ST12000NM0007,LSTM,63,val,disk_opt,0.297,71,45,107,36,3613,223,3649,152,0.467105,0.318386,0.378667,0.009866,0.612069,72.56,16.0,128.48
ST12000NM0007,LSTM,63,test,row_opt,0.019,62,85,78,236,3420,225,3656,383,0.16188,0.275556,0.203947,0.064551,0.421769,145.98,47.0,227.3
ST12000NM0007,LSTM,63,test,disk_opt,0.297,53,40,132,40,3616,225,3656,133,0.398496,0.235556,0.296089,0.010941,0.569892,107.24,22.0,213.42
ST12000NM0007,LSTM,64,val,row_opt,0.016,83,89,51,169,3480,223,3649,341,0.243402,0.372197,0.294326,0.046314,0.482558,112.23,33.5,215.46
ST12000NM0007,LSTM,64,val,disk_opt,0.317,58,41,124,36,3613,223,3649,135,0.42963,0.26009,0.324022,0.009866,0.585859,80.1,20.0,159.5
ST12000NM0007,LSTM,64,test,row_opt,0.016,63,84,78,213,3443,225,3656,360,0.175,0.28,0.215385,0.05826,0.428571,142.72,45.0,222.12
ST12000NM0007,LSTM,64,test,disk_opt,0.317,41,36,148,34,3622,225,3656,111,0.369369,0.182222,0.244048,0.0093,0.532468,126.13,23.0,229.86
ST12000NM0007,LSTM,65,val,row_opt,0.016,83,92,48,176,3473,223,3649,351,0.236467,0.372197,0.289199,0.048232,0.474286,116.62,34.0,220.16
ST12000NM0007,LSTM,65,val,disk_opt,0.315,57,38,128,36,3613,223,3649,131,0.435115,0.255605,0.322034,0.009866,0.6,69.84,21.0,121.92
ST12000NM0007,LSTM,65,test,row_opt,0.016,63,84,78,226,3430,225,3656,373,0.168901,0.28,0.210702,0.061816,0.428571,141.5,45.0,224.82
ST12000NM0007,LSTM,65,test,disk_opt,0.315,39,34,152,40,3616,225,3656,113,0.345133,0.173333,0.230769,0.010941,0.534247,110.81,24.0,217.07
ST12000NM0007,LSTM,66,val,row_opt,0.015,83,95,45,218,3431,223,3649,396,0.209596,0.372197,0.268174,0.059742,0.466292,117.8,37.0,224.29
ST12000NM0007,LSTM,66,val,disk_opt,0.34,61,43,119,36,3613,223,3649,140,0.435714,0.273543,0.336088,0.009866,0.586538,87.46,21.5,199.6
ST12000NM0007,LSTM,66,test,row_opt,0.015,63,84,78,290,3366,225,3656,437,0.144165,0.28,0.190332,0.079322,0.428571,151.5,48.0,232.79
ST12000NM0007,LSTM,66,test,disk_opt,0.34,48,35,142,39,3617,225,3656,122,0.393443,0.213333,0.276657,0.010667,0.578313,103.14,22.0,209.93
ST12000NM0007,LSTM,67,val,row_opt,0.017,84,90,49,171,3478,223,3649,345,0.243478,0.376682,0.295775,0.046862,0.482759,110.18,33.5,212.35
ST12000NM0007,LSTM,67,val,disk_opt,0.318,61,39,123,35,3614,223,3649,135,0.451852,0.273543,0.340782,0.009592,0.61,71.55,16.5,125.9
ST12000NM0007,LSTM,67,test,row_opt,0.017,61,85,79,214,3442,225,3656,360,0.169444,0.271111,0.208547,0.058534,0.417808,145.04,47.0,226.7
ST12000NM0007,LSTM,67,test,disk_opt,0.318,45,38,142,34,3622,225,3656,117,0.384615,0.2,0.263158,0.0093,0.542169,98.57,22.0,200.5
ST12000NM0007,LSTM,68,val,row_opt,0.016,81,84,58,126,3523,223,3649,291,0.278351,0.363229,0.315175,0.03453,0.490909,104.97,32.0,205.47
ST12000NM0007,LSTM,68,val,disk_opt,0.259,53,44,126,36,3613,223,3649,133,0.398496,0.237668,0.297753,0.009866,0.546392,75.89,23.0,127.55
ST12000NM0007,LSTM,68,test,row_opt,0.016,61,74,90,162,3494,225,3656,297,0.205387,0.271111,0.233716,0.044311,0.451852,128.39,39.0,201.25
ST12000NM0007,LSTM,68,test,disk_opt,0.259,36,40,149,45,3611,225,3656,121,0.297521,0.16,0.208092,0.012309,0.473684,122.17,32.0,221.89
ST12000NM0007,LSTM,69,val,row_opt,0.019,84,89,50,178,3471,223,3649,351,0.239316,0.376682,0.292683,0.04878,0.485549,108.54,32.0,210.28
ST12000NM0007,LSTM,69,val,disk_opt,0.301,61,39,123,36,3613,223,3649,136,0.448529,0.273543,0.339833,0.009866,0.61,68.97,21.0,122.7
ST12000NM0007,LSTM,69,test,row_opt,0.019,64,81,80,224,3432,225,3656,369,0.173442,0.284444,0.215488,0.061269,0.441379,143.03,43.0,226.19
ST12000NM0007,LSTM,69,test,disk_opt,0.301,42,41,142,38,3618,225,3656,121,0.347107,0.186667,0.242775,0.010394,0.506024,117.24,28.0,219.39
ST12000NM0007,GRU,63,val,row_opt,0.017,82,92,49,160,3489,223,3649,334,0.245509,0.367713,0.294434,0.043848,0.471264,113.43,34.5,212.86
ST12000NM0007,GRU,63,val,disk_opt,0.298,63,32,128,36,3613,223,3649,131,0.480916,0.282511,0.355932,0.009866,0.663158,55.71,12.0,108.51
ST12000NM0007,GRU,63,test,row_opt,0.017,66,82,77,210,3446,225,3656,358,0.184358,0.293333,0.226415,0.05744,0.445946,131.14,43.5,206.5
ST12000NM0007,GRU,63,test,disk_opt,0.298,48,28,149,38,3618,225,3656,114,0.421053,0.213333,0.283186,0.010394,0.631579,76.12,18.0,127.68
ST12000NM0007,GRU,64,val,row_opt,0.011,84,92,47,199,3450,223,3649,375,0.224,0.376682,0.280936,0.054535,0.477273,113.4,35.5,215.11
ST12000NM0007,GRU,64,val,disk_opt,0.304,62,36,125,36,3613,223,3649,134,0.462687,0.278027,0.347339,0.009866,0.632653,61.5,13.0,120.48
ST12000NM0007,GRU,64,test,row_opt,0.011,64,85,76,252,3404,225,3656,401,0.159601,0.284444,0.204473,0.068928,0.42953,144.77,48.0,225.43
ST12000NM0007,GRU,64,test,disk_opt,0.304,49,33,143,39,3617,225,3656,121,0.404959,0.217778,0.283237,0.010667,0.597561,104.0,21.0,210.0
ST12000NM0007,GRU,65,val,row_opt,0.019,87,91,45,193,3456,223,3649,371,0.234501,0.390135,0.292929,0.052891,0.488764,109.83,33.0,213.35
ST12000NM0007,GRU,65,val,disk_opt,0.337,77,38,108,36,3613,223,3649,151,0.509934,0.345291,0.411765,0.009866,0.669565,62.99,14.0,121.78
ST12000NM0007,GRU,65,test,row_opt,0.019,63,85,77,250,3406,225,3656,398,0.158291,0.28,0.202247,0.068381,0.425676,145.27,50.5,225.74
ST12000NM0007,GRU,65,test,disk_opt,0.337,53,36,136,37,3619,225,3656,126,0.420635,0.235556,0.301994,0.01012,0.595506,92.85,21.0,195.56
ST12000NM0007,GRU,66,val,row_opt,0.02,84,90,49,159,3490,223,3649,333,0.252252,0.376682,0.302158,0.043574,0.482759,109.53,33.5,210.76
ST12000NM0007,GRU,66,val,disk_opt,0.318,70,40,113,36,3613,223,3649,146,0.479452,0.313901,0.379404,0.009866,0.636364,63.99,14.0,119.16
ST12000NM0007,GRU,66,test,row_opt,0.02,65,82,78,202,3454,225,3656,349,0.186246,0.288889,0.226481,0.055252,0.442177,133.82,41.0,208.99
ST12000NM0007,GRU,66,test,disk_opt,0.318,52,37,136,38,3618,225,3656,127,0.409449,0.231111,0.295455,0.010394,0.58427,103.97,22.0,206.06
ST12000NM0007,GRU,67,val,row_opt,0.019,84,91,48,183,3466,223,3649,358,0.234637,0.376682,0.289157,0.050151,0.48,111.24,34.0,211.03
ST12000NM0007,GRU,67,val,disk_opt,0.315,69,38,116,36,3613,223,3649,143,0.482517,0.309417,0.377049,0.009866,0.64486,55.03,13.0,104.38
ST12000NM0007,GRU,67,test,row_opt,0.019,66,85,74,226,3430,225,3656,377,0.175066,0.293333,0.219269,0.061816,0.437086,132.92,43.0,206.73
ST12000NM0007,GRU,67,test,disk_opt,0.315,51,32,142,29,3627,225,3656,112,0.455357,0.226667,0.302671,0.007932,0.614458,105.29,17.0,211.55
ST12000NM0007,GRU,68,val,row_opt,0.017,85,92,46,197,3452,223,3649,374,0.227273,0.381166,0.284757,0.053987,0.480226,117.46,34.0,220.29
ST12000NM0007,GRU,68,val,disk_opt,0.269,77,43,103,36,3613,223,3649,156,0.49359,0.345291,0.406332,0.009866,0.641667,62.09,15.0,114.43
ST12000NM0007,GRU,68,test,row_opt,0.017,63,86,76,249,3407,225,3656,398,0.158291,0.28,0.202247,0.068107,0.422819,144.42,48.0,225.49
ST12000NM0007,GRU,68,test,disk_opt,0.269,49,41,135,43,3613,225,3656,133,0.368421,0.217778,0.273743,0.011761,0.544444,109.49,23.0,204.38
ST12000NM0007,GRU,69,val,row_opt,0.017,86,90,47,168,3481,223,3649,344,0.25,0.38565,0.303351,0.04604,0.488636,114.18,33.5,214.59
ST12000NM0007,GRU,69,val,disk_opt,0.33,69,35,119,36,3613,223,3649,140,0.492857,0.309417,0.380165,0.009866,0.663462,61.96,13.0,118.85
ST12000NM0007,GRU,69,test,row_opt,0.017,63,84,78,219,3437,225,3656,366,0.172131,0.28,0.213198,0.059902,0.428571,145.35,46.0,226.24
ST12000NM0007,GRU,69,test,disk_opt,0.33,52,32,141,41,3615,225,3656,125,0.416,0.231111,0.297143,0.011214,0.619048,88.17,18.0,197.62
ST12000NM0007,XGB,63,val,row_opt,0.015,85,91,47,122,3527,223,3649,298,0.285235,0.381166,0.326296,0.033434,0.482955,114.77,33.5,227.64
ST12000NM0007,XGB,63,val,disk_opt,0.095,85,34,104,36,3613,223,3649,155,0.548387,0.381166,0.449735,0.009866,0.714286,61.03,12.0,117.01
ST12000NM0007,XGB,63,test,row_opt,0.015,69,77,79,163,3493,225,3656,309,0.223301,0.306667,0.258427,0.044584,0.472603,127.68,37.0,208.78
ST12000NM0007,XGB,63,test,disk_opt,0.095,52,35,138,42,3614,225,3656,129,0.403101,0.231111,0.293785,0.011488,0.597701,95.11,14.0,187.72
ST12000NM0007,XGB,64,val,row_opt,0.017,87,97,39,185,3464,223,3649,369,0.235772,0.390135,0.293919,0.050699,0.472826,119.52,36.0,229.83
ST12000NM0007,XGB,64,val,disk_opt,0.13,89,35,99,36,3613,223,3649,160,0.55625,0.399103,0.464752,0.009866,0.717742,54.11,12.0,104.26
ST12000NM0007,XGB,64,test,row_opt,0.017,67,83,75,216,3440,225,3656,366,0.18306,0.297778,0.226734,0.059081,0.446667,137.88,41.5,216.76
ST12000NM0007,XGB,64,test,disk_opt,0.13,56,33,136,41,3615,225,3656,130,0.430769,0.248889,0.315493,0.011214,0.629213,98.37,12.0,204.67
ST12000NM0007,XGB,65,val,row_opt,0.016,82,88,53,111,3538,223,3649,281,0.291815,0.367713,0.325397,0.030419,0.482353,117.05,34.5,230.61
ST12000NM0007,XGB,65,val,disk_opt,0.119,76,35,112,36,3613,223,3649,147,0.517007,0.340807,0.410811,0.009866,0.684685,62.05,12.0,115.04
ST12000NM0007,XGB,65,test,row_opt,0.016,68,75,82,145,3511,225,3656,288,0.236111,0.302222,0.265107,0.039661,0.475524,127.24,36.0,209.63
ST12000NM0007,XGB,65,test,disk_opt,0.119,48,30,147,34,3622,225,3656,112,0.428571,0.213333,0.284866,0.0093,0.615385,108.55,13.0,222.42
ST12000NM0007,XGB,66,val,row_opt,0.017,84,94,45,177,3472,223,3649,355,0.23662,0.376682,0.290657,0.048506,0.47191,121.99,34.0,235.87
ST12000NM0007,XGB,66,val,disk_opt,0.1,87,45,91,36,3613,223,3649,168,0.517857,0.390135,0.445013,0.009866,0.659091,67.64,14.0,122.24
ST12000NM0007,XGB,66,test,row_opt,0.017,68,82,75,197,3459,225,3656,347,0.195965,0.302222,0.237762,0.053884,0.453333,139.08,40.0,251.6
ST12000NM0007,XGB,66,test,disk_opt,0.1,66,40,119,47,3609,225,3656,153,0.431373,0.293333,0.349206,0.012856,0.622642,85.59,14.5,187.43
ST12000NM0007,XGB,67,val,row_opt,0.018,88,93,42,176,3473,223,3649,357,0.246499,0.394619,0.303448,0.048232,0.486188,117.31,36.0,229.73
ST12000NM0007,XGB,67,val,disk_opt,0.137,88,31,104,36,3613,223,3649,155,0.567742,0.394619,0.465608,0.009866,0.739496,51.76,11.0,107.52
ST12000NM0007,XGB,67,test,row_opt,0.018,68,80,77,206,3450,225,3656,354,0.19209,0.302222,0.234888,0.056346,0.459459,139.8,41.0,217.47
ST12000NM0007,XGB,67,test,disk_opt,0.137,57,34,134,36,3620,225,3656,127,0.448819,0.253333,0.323864,0.009847,0.626374,93.07,14.0,198.08
ST12000NM0007,XGB,68,val,row_opt,0.018,88,92,43,169,3480,223,3649,349,0.252149,0.394619,0.307692,0.046314,0.488889,115.94,33.0,227.45
ST12000NM0007,XGB,68,val,disk_opt,0.1,84,46,93,36,3613,223,3649,166,0.506024,0.376682,0.431877,0.009866,0.646154,63.55,14.0,116.74
ST12000NM0007,XGB,68,test,row_opt,0.018,68,83,74,192,3464,225,3656,343,0.198251,0.302222,0.239437,0.052516,0.450331,141.39,41.0,221.46
ST12000NM0007,XGB,68,test,disk_opt,0.1,55,40,130,47,3609,225,3656,142,0.387324,0.244444,0.299728,0.012856,0.578947,108.85,14.0,213.42
ST12000NM0007,XGB,69,val,row_opt,0.014,85,86,52,115,3534,223,3649,286,0.297203,0.381166,0.333988,0.031515,0.497076,112.1,32.0,223.45
ST12000NM0007,XGB,69,val,disk_opt,0.092,83,36,104,36,3613,223,3649,155,0.535484,0.372197,0.439153,0.009866,0.697479,51.61,12.0,96.36
ST12000NM0007,XGB,69,test,row_opt,0.014,67,77,81,154,3502,225,3656,298,0.224832,0.297778,0.256214,0.042123,0.465278,127.21,36.5,209.25
ST12000NM0007,XGB,69,test,disk_opt,0.092,54,37,134,41,3615,225,3656,132,0.409091,0.24,0.302521,0.011214,0.593407,108.45,14.0,216.22
ST12000NM0007,LGBM,63,val,row_opt,0.009,78,85,60,107,3542,223,3649,270,0.288889,0.349776,0.31643,0.029323,0.478528,118.65,36.0,225.94
ST12000NM0007,LGBM,63,val,disk_opt,0.049,81,30,112,36,3613,223,3649,147,0.55102,0.363229,0.437838,0.009866,0.72973,62.41,8.0,149.36
ST12000NM0007,LGBM,63,test,row_opt,0.009,72,73,80,133,3523,225,3656,278,0.258993,0.32,0.286282,0.036379,0.496552,144.74,31.0,287.76
ST12000NM0007,LGBM,63,test,disk_opt,0.049,56,29,140,44,3612,225,3656,129,0.434109,0.248889,0.316384,0.012035,0.658824,92.96,11.0,217.44
ST12000NM0007,LGBM,64,val,row_opt,0.008,77,83,63,93,3556,223,3649,253,0.304348,0.345291,0.323529,0.025486,0.48125,121.34,33.0,225.13
ST12000NM0007,LGBM,64,val,disk_opt,0.042,86,42,95,36,3613,223,3649,164,0.52439,0.38565,0.444444,0.009866,0.671875,63.73,12.0,139.82
ST12000NM0007,LGBM,64,test,row_opt,0.008,68,70,87,131,3525,225,3656,269,0.252788,0.302222,0.275304,0.035832,0.492754,118.91,31.5,205.64
ST12000NM0007,LGBM,64,test,disk_opt,0.042,60,29,136,41,3615,225,3656,130,0.461538,0.266667,0.338028,0.011214,0.674157,71.67,13.0,131.64
ST12000NM0007,LGBM,65,val,row_opt,0.005,77,76,70,75,3574,223,3649,228,0.337719,0.345291,0.341463,0.020554,0.503268,109.41,29.0,213.27
ST12000NM0007,LGBM,65,val,disk_opt,0.02,88,31,104,33,3616,223,3649,152,0.578947,0.394619,0.469333,0.009044,0.739496,54.1,9.0,111.61
ST12000NM0007,LGBM,65,test,row_opt,0.005,68,67,90,90,3566,225,3656,225,0.302222,0.302222,0.302222,0.024617,0.503704,116.89,29.0,203.67
ST12000NM0007,LGBM,65,test,disk_opt,0.02,59,31,135,29,3627,225,3656,119,0.495798,0.262222,0.343023,0.007932,0.655556,68.62,11.0,134.59
ST12000NM0007,LGBM,66,val,row_opt,0.007,80,83,60,98,3551,223,3649,261,0.306513,0.358744,0.330579,0.026857,0.490798,118.39,34.0,229.07
ST12000NM0007,LGBM,66,val,disk_opt,0.033,79,41,103,35,3614,223,3649,155,0.509677,0.35426,0.417989,0.009592,0.658333,59.75,12.5,111.77
ST12000NM0007,LGBM,66,test,row_opt,0.007,64,77,84,129,3527,225,3656,270,0.237037,0.284444,0.258586,0.035284,0.453901,125.71,40.0,205.89
ST12000NM0007,LGBM,66,test,disk_opt,0.033,61,28,136,42,3614,225,3656,131,0.465649,0.271111,0.342697,0.011488,0.685393,70.8,12.0,131.87
ST12000NM0007,LGBM,67,val,row_opt,0.011,77,78,68,98,3551,223,3649,253,0.304348,0.345291,0.323529,0.026857,0.496774,118.78,33.0,231.11
ST12000NM0007,LGBM,67,val,disk_opt,0.067,75,28,120,36,3613,223,3649,139,0.539568,0.336323,0.414365,0.009866,0.728155,62.27,11.0,153.29
ST12000NM0007,LGBM,67,test,row_opt,0.011,64,75,86,136,3520,225,3656,275,0.232727,0.284444,0.256,0.037199,0.460432,132.54,36.0,256.65
ST12000NM0007,LGBM,67,test,disk_opt,0.067,47,23,155,46,3610,225,3656,116,0.405172,0.208889,0.27566,0.012582,0.671429,113.96,11.5,304.65
ST12000NM0007,LGBM,68,val,row_opt,0.011,82,80,61,98,3551,223,3649,260,0.315385,0.367713,0.339545,0.026857,0.506173,107.8,28.0,209.83
ST12000NM0007,LGBM,68,val,disk_opt,0.071,69,31,123,36,3613,223,3649,136,0.507353,0.309417,0.384401,0.009866,0.69,61.84,10.5,117.02
ST12000NM0007,LGBM,68,test,row_opt,0.011,65,69,91,122,3534,225,3656,256,0.253906,0.288889,0.27027,0.03337,0.485075,128.74,32.0,206.85
ST12000NM0007,LGBM,68,test,disk_opt,0.071,49,30,146,47,3609,225,3656,126,0.388889,0.217778,0.279202,0.012856,0.620253,80.22,10.0,136.39
ST12000NM0007,LGBM,69,val,row_opt,0.009,83,79,61,92,3557,223,3649,254,0.326772,0.372197,0.348008,0.025212,0.512346,111.31,28.5,214.88
ST12000NM0007,LGBM,69,val,disk_opt,0.042,78,38,107,33,3616,223,3649,149,0.52349,0.349776,0.419355,0.009044,0.672414,59.78,13.0,113.57
ST12000NM0007,LGBM,69,test,row_opt,0.009,70,67,88,115,3541,225,3656,252,0.277778,0.311111,0.293501,0.031455,0.510949,118.19,27.0,207.16
ST12000NM0007,LGBM,69,test,disk_opt,0.042,62,33,130,43,3613,225,3656,138,0.449275,0.275556,0.341598,0.011761,0.652632,90.52,14.0,199.7
TOSHIBA_20MG07ACA14TA,LSTM,63,val,row_opt,0.004,35,98,74,316,3405,207,3721,449,0.077951,0.169082,0.106707,0.084923,0.263158,256.2,124.0,320.83
TOSHIBA_20MG07ACA14TA,LSTM,63,val,disk_opt,0.14,29,46,132,37,3684,207,3721,112,0.258929,0.140097,0.181818,0.009944,0.386667,102.96,57.0,148.75
TOSHIBA_20MG07ACA14TA,LSTM,63,test,row_opt,0.004,35,106,68,303,3425,209,3728,444,0.078829,0.167464,0.107198,0.081277,0.248227,231.94,108.0,309.89
TOSHIBA_20MG07ACA14TA,LSTM,63,test,disk_opt,0.14,26,52,131,36,3692,209,3728,114,0.22807,0.124402,0.160991,0.009657,0.333333,104.63,63.5,138.11
TOSHIBA_20MG07ACA14TA,LSTM,64,val,row_opt,0.005,34,97,76,255,3466,207,3721,386,0.088083,0.164251,0.114671,0.06853,0.259542,213.15,99.0,280.05
TOSHIBA_20MG07ACA14TA,LSTM,64,val,disk_opt,0.112,27,44,136,37,3684,207,3721,108,0.25,0.130435,0.171429,0.009944,0.380282,101.82,57.0,148.55
TOSHIBA_20MG07ACA14TA,LSTM,64,test,row_opt,0.005,36,102,71,261,3467,209,3728,399,0.090226,0.172249,0.118421,0.070011,0.26087,228.74,104.5,300.27
TOSHIBA_20MG07ACA14TA,LSTM,64,test,disk_opt,0.112,32,46,131,33,3695,209,3728,111,0.288288,0.15311,0.2,0.008852,0.410256,85.35,49.0,114.77
TOSHIBA_20MG07ACA14TA,LSTM,65,val,row_opt,0.005,35,99,73,309,3412,207,3721,443,0.079007,0.169082,0.107692,0.083042,0.261194,277.45,118.0,354.78
TOSHIBA_20MG07ACA14TA,LSTM,65,val,disk_opt,0.162,26,45,136,37,3684,207,3721,108,0.240741,0.125604,0.165079,0.009944,0.366197,105.1,57.0,148.95
TOSHIBA_20MG07ACA14TA,LSTM,65,test,row_opt,0.005,38,103,68,321,3407,209,3728,462,0.082251,0.181818,0.113264,0.086105,0.269504,239.04,110.0,327.9
TOSHIBA_20MG07ACA14TA,LSTM,65,test,disk_opt,0.162,32,47,130,30,3698,209,3728,109,0.293578,0.15311,0.201258,0.008047,0.405063,93.37,43.0,119.52
TOSHIBA_20MG07ACA14TA,LSTM,66,val,row_opt,0.005,31,102,74,326,3395,207,3721,459,0.067538,0.149758,0.093093,0.087611,0.233083,250.43,115.0,307.93
TOSHIBA_20MG07ACA14TA,LSTM,66,val,disk_opt,0.179,27,40,140,37,3684,207,3721,104,0.259615,0.130435,0.173633,0.009944,0.402985,94.58,45.0,142.67
TOSHIBA_20MG07ACA14TA,LSTM,66,test,row_opt,0.005,39,100,70,326,3402,209,3728,465,0.083871,0.186603,0.115727,0.087446,0.280576,233.27,113.0,304.59
TOSHIBA_20MG07ACA14TA,LSTM,66,test,disk_opt,0.179,26,48,135,32,3696,209,3728,106,0.245283,0.124402,0.165079,0.008584,0.351351,96.38,60.5,118.05
TOSHIBA_20MG07ACA14TA,LSTM,67,val,row_opt,0.004,37,95,75,274,3447,207,3721,406,0.091133,0.178744,0.120718,0.073636,0.280303,220.19,100.0,278.38
TOSHIBA_20MG07ACA14TA,LSTM,67,val,disk_opt,0.108,30,45,132,37,3684,207,3721,112,0.267857,0.144928,0.188088,0.009944,0.4,97.67,45.0,150.43
TOSHIBA_20MG07ACA14TA,LSTM,67,test,row_opt,0.004,37,100,72,275,3453,209,3728,412,0.089806,0.177033,0.119163,0.073766,0.270073,217.53,112.0,286.94
TOSHIBA_20MG07ACA14TA,LSTM,67,test,disk_opt,0.108,27,49,133,31,3697,209,3728,107,0.252336,0.129187,0.170886,0.008315,0.355263,86.72,51.0,108.4
TOSHIBA_20MG07ACA14TA,LSTM,68,val,row_opt,0.004,34,98,75,302,3419,207,3721,434,0.078341,0.164251,0.106084,0.081161,0.257576,259.1,119.0,335.62
TOSHIBA_20MG07ACA14TA,LSTM,68,val,disk_opt,0.177,28,42,137,37,3684,207,3721,107,0.261682,0.135266,0.178344,0.009944,0.4,105.06,46.5,158.57
TOSHIBA_20MG07ACA14TA,LSTM,68,test,row_opt,0.004,36,108,65,326,3402,209,3728,470,0.076596,0.172249,0.106038,0.087446,0.25,217.85,109.0,294.32
TOSHIBA_20MG07ACA14TA,LSTM,68,test,disk_opt,0.177,25,47,137,21,3707,209,3728,93,0.268817,0.119617,0.165563,0.005633,0.347222,96.99,62.0,122.5
TOSHIBA_20MG07ACA14TA,LSTM,69,val,row_opt,0.004,38,98,71,291,3430,207,3721,427,0.088993,0.183575,0.119874,0.078205,0.279412,234.67,102.5,303.81
TOSHIBA_20MG07ACA14TA,LSTM,69,val,disk_opt,0.196,24,40,143,37,3684,207,3721,101,0.237624,0.115942,0.155844,0.009944,0.375,106.94,51.0,150.94
TOSHIBA_20MG07ACA14TA,LSTM,69,test,row_opt,0.004,38,102,69,288,3440,209,3728,428,0.088785,0.181818,0.119309,0.077253,0.271429,233.31,108.0,308.3
TOSHIBA_20MG07ACA14TA,LSTM,69,test,disk_opt,0.196,35,43,131,26,3702,209,3728,104,0.336538,0.167464,0.223642,0.006974,0.448718,76.1,44.5,89.91
TOSHIBA_20MG07ACA14TA,GRU,63,val,row_opt,0.004,33,106,68,343,3378,207,3721,482,0.068465,0.15942,0.095791,0.09218,0.23741,301.06,148.0,381.21
TOSHIBA_20MG07ACA14TA,GRU,63,val,disk_opt,0.12,26,50,131,37,3684,207,3721,113,0.230088,0.125604,0.1625,0.009944,0.342105,122.89,57.5,165.59
TOSHIBA_20MG07ACA14TA,GRU,63,test,row_opt,0.004,35,109,65,335,3393,209,3728,479,0.073069,0.167464,0.101744,0.089861,0.243056,269.92,126.0,356.3
TOSHIBA_20MG07ACA14TA,GRU,63,test,disk_opt,0.12,33,49,127,30,3698,209,3728,112,0.294643,0.157895,0.205607,0.008047,0.402439,97.88,46.0,141.42
TOSHIBA_20MG07ACA14TA,GRU,64,val,row_opt,0.004,36,101,70,443,3278,207,3721,580,0.062069,0.173913,0.091487,0.119054,0.262774,333.97,117.0,463.23
TOSHIBA_20MG07ACA14TA,GRU,64,val,disk_opt,0.112,29,48,130,37,3684,207,3721,114,0.254386,0.140097,0.180685,0.009944,0.376623,116.19,57.0,163.27
TOSHIBA_20MG07ACA14TA,GRU,64,test,row_opt,0.004,37,104,68,406,3322,209,3728,547,0.067642,0.177033,0.097884,0.108906,0.262411,303.45,115.0,431.09
TOSHIBA_20MG07ACA14TA,GRU,64,test,disk_opt,0.112,29,46,134,32,3696,209,3728,107,0.271028,0.138756,0.183544,0.008584,0.386667,110.81,66.0,147.89
TOSHIBA_20MG07ACA14TA,GRU,65,val,row_opt,0.006,32,100,75,330,3391,207,3721,462,0.069264,0.154589,0.095665,0.088686,0.242424,269.36,151.0,345.51
TOSHIBA_20MG07ACA14TA,GRU,65,val,disk_opt,0.135,36,43,128,37,3684,207,3721,116,0.310345,0.173913,0.22291,0.009944,0.455696,109.41,42.0,174.92
TOSHIBA_20MG07ACA14TA,GRU,65,test,row_opt,0.006,34,105,70,326,3402,209,3728,465,0.073118,0.162679,0.10089,0.087446,0.244604,256.29,112.0,343.79
TOSHIBA_20MG07ACA14TA,GRU,65,test,disk_opt,0.135,33,44,132,38,3690,209,3728,115,0.286957,0.157895,0.203704,0.010193,0.428571,97.17,44.0,137.82
TOSHIBA_20MG07ACA14TA,GRU,66,val,row_opt,0.005,37,96,74,318,3403,207,3721,451,0.08204,0.178744,0.112462,0.085461,0.278195,287.74,116.0,397.04
