dataset,model,seed,split,threshold_kind,threshold,precision,recall,f1,far,auroc,tp,fp,fn,tn
HGST_20HUH721212ALN604,XGB,47,test,row_opt,0.021,0.075383,0.474294,0.130089,0.010391,0.922986,2251,27610,2495,2629515
HGST_20HUH721212ALN604,XGB,47,test,disk_opt,0.254,0.168341,0.088285,0.115826,0.000779,0.922986,419,2070,4327,2655055
HGST_20HUH721212ALN604,XGB,48,val,row_opt,0.03,0.07719,0.461152,0.132244,0.009888,0.920866,2202,26325,2573,2635914
HGST_20HUH721212ALN604,XGB,48,val,disk_opt,0.469,0.277635,0.022618,0.041828,0.000106,0.920866,108,281,4667,2661958
HGST_20HUH721212ALN604,XGB,48,test,row_opt,0.03,0.081421,0.479983,0.139225,0.009672,0.92845,2278,25700,2468,2631425
HGST_20HUH721212ALN604,XGB,48,test,disk_opt,0.469,0.137143,0.020228,0.035255,0.000227,0.92845,96,604,4650,2656521
HGST_20HUH721212ALN604,XGB,49,val,row_opt,0.022,0.079542,0.476021,0.136308,0.00988,0.91759,2273,26303,2502,2635936
HGST_20HUH721212ALN604,XGB,49,val,disk_opt,0.448,0.271242,0.034764,0.06163,0.000168,0.91759,166,446,4609,2661793
HGST_20HUH721212ALN604,XGB,49,test,row_opt,0.022,0.07084,0.439949,0.12203,0.010307,0.92381,2088,27387,2658,2629738
HGST_20HUH721212ALN604,XGB,49,test,disk_opt,0.448,0.227687,0.026338,0.047214,0.00016,0.92381,125,424,4621,2656701
HGST_20HUH721212ALN604,XGB,50,val,row_opt,0.03,0.082149,0.498639,0.141059,0.009993,0.922454,2381,26603,2394,2635636
HGST_20HUH721212ALN604,XGB,50,val,disk_opt,0.389,0.300153,0.041047,0.072218,0.000172,0.922454,196,457,4579,2661782
HGST_20HUH721212ALN604,XGB,50,test,row_opt,0.03,0.071753,0.452802,0.123876,0.010463,0.924769,2149,27801,2597,2629324
HGST_20HUH721212ALN604,XGB,50,test,disk_opt,0.389,0.301961,0.048673,0.083832,0.000201,0.924769,231,534,4515,2656591
HGST_20HUH721212ALN604,XGB,51,val,row_opt,0.032,0.077826,0.462618,0.133237,0.009832,0.92014,2209,26175,2566,2636064
HGST_20HUH721212ALN604,XGB,51,val,disk_opt,0.426,0.153251,0.020733,0.036525,0.000205,0.92014,99,547,4676,2661692
HGST_20HUH721212ALN604,XGB,51,test,row_opt,0.032,0.084151,0.460598,0.142304,0.008954,0.925558,2186,23791,2560,2633334
HGST_20HUH721212ALN604,XGB,51,test,disk_opt,0.426,0.185535,0.024863,0.04385,0.000195,0.925558,118,518,4628,2656607
HGST_20HUH721212ALN604,XGB,52,val,row_opt,0.03,0.079156,0.473927,0.135655,0.009889,0.924461,2263,26326,2512,2635913
HGST_20HUH721212ALN604,XGB,52,val,disk_opt,0.395,0.192819,0.030366,0.05247,0.000228,0.924461,145,607,4630,2661632
HGST_20HUH721212ALN604,XGB,52,test,row_opt,0.03,0.082219,0.459966,0.139502,0.009171,0.92749,2183,24368,2563,2632757
HGST_20HUH721212ALN604,XGB,52,test,disk_opt,0.395,0.210651,0.037505,0.063674,0.000251,0.92749,178,667,4568,2656458
HGST_20HUH721212ALN604,XGB,53,val,row_opt,0.017,0.080216,0.467016,0.136915,0.009605,0.915377,2230,25570,2545,2636669
HGST_20HUH721212ALN604,XGB,53,val,disk_opt,0.406,0.262025,0.043351,0.074394,0.000219,0.915377,207,583,4568,2661656
HGST_20HUH721212ALN604,XGB,53,test,row_opt,0.017,0.081361,0.472187,0.138805,0.009523,0.920802,2241,25303,2505,2631822
HGST_20HUH721212ALN604,XGB,53,test,disk_opt,0.406,0.195395,0.066161,0.098851,0.000487,0.920802,314,1293,4432,2655832
HGST_20HUH721212ALN604,XGB,54,val,row_opt,0.037,0.079749,0.47644,0.136628,0.009861,0.924646,2275,26252,2500,2635987
HGST_20HUH721212ALN604,XGB,54,val,disk_opt,0.41,0.192783,0.042513,0.069664,0.000319,0.924646,203,850,4572,2661389
HGST_20HUH721212ALN604,XGB,54,test,row_opt,0.037,0.083215,0.49389,0.142432,0.009719,0.923065,2344,25824,2402,2631301
HGST_20HUH721212ALN604,XGB,54,test,disk_opt,0.41,0.236728,0.057311,0.092282,0.00033,0.923065,272,877,4474,2656248
HGST_20HUH721212ALN604,XGB,55,val,row_opt,0.03,0.082634,0.482304,0.141094,0.009604,0.918352,2303,25567,2472,2636672
HGST_20HUH721212ALN604,XGB,55,val,disk_opt,0.321,0.441349,0.063037,0.110317,0.000143,0.918352,301,381,4474,2661858
HGST_20HUH721212ALN604,XGB,55,test,row_opt,0.03,0.075566,0.481037,0.130614,0.010511,0.92655,2283,27929,2463,2629196
HGST_20HUH721212ALN604,XGB,55,test,disk_opt,0.321,0.130973,0.046776,0.068933,0.000554,0.92655,222,1473,4524,2655652
HGST_20HUH721212ALN604,XGB,56,val,row_opt,0.038,0.079351,0.46911,0.135741,0.009762,0.922144,2240,25989,2535,2636250
HGST_20HUH721212ALN604,XGB,56,val,disk_opt,0.463,0.194989,0.037487,0.062884,0.000278,0.922144,179,739,4596,2661500
HGST_20HUH721212ALN604,XGB,56,test,row_opt,0.038,0.083592,0.471134,0.141991,0.009225,0.927007,2236,24513,2510,2632612
HGST_20HUH721212ALN604,XGB,56,test,disk_opt,0.463,0.215328,0.037295,0.063578,0.000243,0.927007,177,645,4569,2656480
HGST_20HUH721212ALN604,XGB,57,val,row_opt,0.037,0.077933,0.457592,0.133183,0.009711,0.923326,2185,25852,2590,2636387
HGST_20HUH721212ALN604,XGB,57,val,disk_opt,0.438,0.252941,0.027016,0.048817,0.000143,0.923326,129,381,4646,2661858
HGST_20HUH721212ALN604,XGB,57,test,row_opt,0.037,0.081121,0.476401,0.138635,0.009639,0.925603,2261,25611,2485,2631514
HGST_20HUH721212ALN604,XGB,57,test,disk_opt,0.438,0.212888,0.03898,0.065895,0.000257,0.925603,185,684,4561,2656441
HGST_20HUH721212ALN604,XGB,58,val,row_opt,0.024,0.082854,0.49445,0.141925,0.009817,0.916491,2361,26135,2414,2636104
HGST_20HUH721212ALN604,XGB,58,val,disk_opt,0.408,0.279156,0.04712,0.080631,0.000218,0.916491,225,581,4550,2661658
HGST_20HUH721212ALN604,XGB,58,test,row_opt,0.024,0.075276,0.462916,0.129494,0.010157,0.928733,2197,26989,2549,2630136
HGST_20HUH721212ALN604,XGB,58,test,disk_opt,0.408,0.311558,0.052255,0.089498,0.000206,0.928733,248,548,4498,2656577
HGST_20HUH721212ALN604,XGB,59,val,row_opt,0.008,0.077995,0.430366,0.132057,0.009125,0.900122,2055,24293,2720,2637946
HGST_20HUH721212ALN604,XGB,59,val,disk_opt,0.602,0.415385,0.016963,0.032596,4.3e-05,0.900122,81,114,4694,2662125
HGST_20HUH721212ALN604,XGB,59,test,row_opt,0.008,0.083022,0.46418,0.140852,0.009157,0.896997,2203,24332,2543,2632793
HGST_20HUH721212ALN604,XGB,59,test,disk_opt,0.602,0.134465,0.021702,0.037373,0.00025,0.896997,103,663,4643,2656462
HGST_20HUH721212ALN604,XGB,60,val,row_opt,0.04,0.077233,0.46178,0.132333,0.009896,0.92659,2205,26345,2570,2635894
HGST_20HUH721212ALN604,XGB,60,val,disk_opt,0.53,0.285714,0.025131,0.046198,0.000113,0.92659,120,300,4655,2661939
HGST_20HUH721212ALN604,XGB,60,test,row_opt,0.04,0.081026,0.480405,0.138665,0.009732,0.923324,2280,25859,2466,2631266
HGST_20HUH721212ALN604,XGB,60,test,disk_opt,0.53,0.240462,0.043826,0.07414,0.000247,0.923324,208,657,4538,2656468
HGST_20HUH721212ALN604,XGB,61,val,row_opt,0.021,0.082654,0.481885,0.141105,0.009593,0.919165,2301,25538,2474,2636701
HGST_20HUH721212ALN604,XGB,61,val,disk_opt,0.495,0.249497,0.025969,0.047041,0.00014,0.919165,124,373,4651,2661866
HGST_20HUH721212ALN604,XGB,61,test,row_opt,0.021,0.083611,0.470923,0.142008,0.009219,0.91852,2235,24496,2511,2632629
HGST_20HUH721212ALN604,XGB,61,test,disk_opt,0.495,0.169944,0.025495,0.044339,0.000222,0.91852,121,591,4625,2656534
HGST_20HUH721212ALN604,XGB,62,val,row_opt,0.017,0.079866,0.462618,0.136215,0.00956,0.919663,2209,25450,2566,2636789
HGST_20HUH721212ALN604,XGB,62,val,disk_opt,0.612,0.262156,0.025969,0.047256,0.000131,0.919663,124,349,4651,2661890
HGST_20HUH721212ALN604,XGB,62,test,row_opt,0.017,0.084889,0.468605,0.143739,0.009023,0.922284,2224,23975,2522,2633150
HGST_20HUH721212ALN604,XGB,62,test,disk_opt,0.612,0.154494,0.023177,0.040308,0.000227,0.922284,110,602,4636,2656523
HGST_20HUH721212ALN604,LGBM,42,val,row_opt,0.01,0.077042,0.449005,0.131518,0.009648,0.890872,2144,25685,2631,2636554
HGST_20HUH721212ALN604,LGBM,42,val,disk_opt,0.812,0.298883,0.044817,0.077946,0.000189,0.890872,214,502,4561,2661737
HGST_20HUH721212ALN604,LGBM,42,test,row_opt,0.01,0.079109,0.427097,0.133491,0.00888,0.886184,2027,23596,2719,2633529
HGST_20HUH721212ALN604,LGBM,42,test,disk_opt,0.812,0.141599,0.044037,0.067181,0.000477,0.886184,209,1267,4537,2655858
HGST_20HUH721212ALN604,LGBM,43,val,row_opt,0.012,0.087965,0.460733,0.147725,0.008568,0.894594,2200,22810,2575,2639429
HGST_20HUH721212ALN604,LGBM,43,val,disk_opt,0.385,0.415214,0.054869,0.096929,0.000139,0.894594,262,369,4513,2661870
HGST_20HUH721212ALN604,LGBM,43,test,row_opt,0.012,0.086651,0.470501,0.146349,0.008858,0.89513,2233,23537,2513,2633588
HGST_20HUH721212ALN604,LGBM,43,test,disk_opt,0.385,0.110097,0.038137,0.056651,0.000551,0.89513,181,1463,4565,2655662
HGST_20HUH721212ALN604,LGBM,44,val,row_opt,0.013,0.078486,0.464293,0.134274,0.009777,0.886374,2217,26030,2558,2636209
HGST_20HUH721212ALN604,LGBM,44,val,disk_opt,0.999,0.218586,0.034974,0.0603,0.000224,0.886374,167,597,4608,2661642
HGST_20HUH721212ALN604,LGBM,44,test,row_opt,0.013,0.072664,0.437421,0.124625,0.009971,0.889214,2076,26494,2670,2630631
HGST_20HUH721212ALN604,LGBM,44,test,disk_opt,0.999,0.3466,0.044037,0.078145,0.000148,0.889214,209,394,4537,2656731
HGST_20HUH721212ALN604,LGBM,45,val,row_opt,0.024,0.073187,0.428901,0.125038,0.009742,0.894885,2048,25935,2727,2636304
HGST_20HUH721212ALN604,LGBM,45,val,disk_opt,0.998,0.38342,0.030995,0.057353,8.9e-05,0.894885,148,238,4627,2662001
HGST_20HUH721212ALN604,LGBM,45,test,row_opt,0.024,0.076833,0.441635,0.130894,0.009478,0.910699,2096,25184,2650,2631941
HGST_20HUH721212ALN604,LGBM,45,test,disk_opt,0.998,0.280884,0.045512,0.078332,0.000208,0.910699,216,553,4530,2656572
HGST_20HUH721212ALN604,LGBM,46,val,row_opt,0.032,0.078694,0.467435,0.134709,0.009815,0.911862,2232,26131,2543,2636108
HGST_20HUH721212ALN604,LGBM,46,val,disk_opt,0.976,0.258258,0.036021,0.063224,0.000186,0.911862,172,494,4603,2661745
HGST_20HUH721212ALN604,LGBM,46,test,row_opt,0.032,0.072079,0.440582,0.123889,0.010131,0.901264,2091,26919,2655,2630206
HGST_20HUH721212ALN604,LGBM,46,test,disk_opt,0.976,0.260504,0.039191,0.068132,0.000199,0.901264,186,528,4560,2656597
HGST_20HUH721212ALN604,LGBM,47,val,row_opt,0.018,0.076438,0.434346,0.129999,0.009413,0.874546,2074,25059,2701,2637180
HGST_20HUH721212ALN604,LGBM,47,val,disk_opt,0.983,0.225989,0.033508,0.058362,0.000206,0.874546,160,548,4615,2661691
HGST_20HUH721212ALN604,LGBM,47,test,row_opt,0.018,0.074031,0.4311,0.126363,0.009631,0.877899,2046,25591,2700,2631534
HGST_20HUH721212ALN604,LGBM,47,test,disk_opt,0.983,0.346041,0.049726,0.086957,0.000168,0.877899,236,446,4510,2656679
HGST_20HUH721212ALN604,LGBM,48,val,row_opt,0.006,0.075503,0.388063,0.126411,0.008523,0.875632,1853,22689,2922,2639550
HGST_20HUH721212ALN604,LGBM,48,val,disk_opt,0.917,0.317221,0.043979,0.077248,0.00017,0.875632,210,452,4565,2661787
HGST_20HUH721212ALN604,LGBM,48,test,row_opt,0.006,0.077571,0.390223,0.129415,0.008288,0.859018,1852,22023,2894,2635102
HGST_20HUH721212ALN604,LGBM,48,test,disk_opt,0.917,0.273109,0.054783,0.09126,0.00026,0.859018,260,692,4486,2656433
HGST_20HUH721212ALN604,LGBM,49,val,row_opt,0.028,0.073921,0.439581,0.12656,0.009877,0.900893,2099,26296,2676,2635943
HGST_20HUH721212ALN604,LGBM,49,val,disk_opt,0.866,0.330769,0.027016,0.049952,9.8e-05,0.900893,129,261,4646,2661978
HGST_20HUH721212ALN604,LGBM,49,test,row_opt,0.028,0.06846,0.424147,0.117892,0.010309,0.893101,2013,27391,2733,2629734
HGST_20HUH721212ALN604,LGBM,49,test,disk_opt,0.866,0.131884,0.038348,0.059419,0.000451,0.893101,182,1198,4564,2655927
HGST_20HUH721212ALN604,LGBM,50,val,row_opt,0.03,0.074727,0.448377,0.128104,0.009958,0.906862,2141,26510,2634,2635729
HGST_20HUH721212ALN604,LGBM,50,val,disk_opt,0.873,0.475877,0.045445,0.082967,9e-05,0.906862,217,239,4558,2662000
HGST_20HUH721212ALN604,LGBM,50,test,row_opt,0.03,0.075749,0.44016,0.129254,0.009593,0.909409,2089,25489,2657,2631636
HGST_20HUH721212ALN604,LGBM,50,test,disk_opt,0.873,0.11956,0.050358,0.070867,0.000662,0.909409,239,1760,4507,2655365
HGST_20HUH721212ALN604,LGBM,51,val,row_opt,0.004,0.078416,0.428063,0.132551,0.009023,0.875302,2044,24022,2731,2638217
HGST_20HUH721212ALN604,LGBM,51,val,disk_opt,0.962,0.322327,0.042932,0.075772,0.000162,0.875302,205,431,4570,2661808
HGST_20HUH721212ALN604,LGBM,51,test,row_opt,0.004,0.078901,0.399494,0.131776,0.00833,0.858844,1896,22134,2850,2634991
HGST_20HUH721212ALN604,LGBM,51,test,disk_opt,0.962,0.159057,0.045512,0.070773,0.00043,0.858844,216,1142,4530,2655983
HGST_20HUH721212ALN604,LGBM,52,val,row_opt,0.013,0.074911,0.44377,0.128183,0.009829,0.879145,2119,26168,2656,2636071
HGST_20HUH721212ALN604,LGBM,52,val,disk_opt,0.987,0.204437,0.027016,0.047725,0.000189,0.879145,129,502,4646,2661737
HGST_20HUH721212ALN604,LGBM,52,test,row_opt,0.013,0.069669,0.442056,0.120367,0.010544,0.867402,2098,28016,2648,2629109
HGST_20HUH721212ALN604,LGBM,52,test,disk_opt,0.987,0.392308,0.042984,0.077478,0.000119,0.867402,204,316,4542,2656809
HGST_20HUH721212ALN604,LGBM,53,val,row_opt,0.004,0.078956,0.428063,0.13332,0.008956,0.87538,2044,23844,2731,2638395
HGST_20HUH721212ALN604,LGBM,53,val,disk_opt,0.922,0.39212,0.04377,0.078749,0.000122,0.87538,209,324,4566,2661915
HGST_20HUH721212ALN604,LGBM,53,test,row_opt,0.004,0.078443,0.397387,0.131022,0.008339,0.858789,1886,22157,2860,2634968
HGST_20HUH721212ALN604,LGBM,53,test,disk_opt,0.922,0.207075,0.050569,0.081287,0.000346,0.858789,240,919,4506,2656206
HGST_20HUH721212ALN604,LGBM,54,val,row_opt,0.03,0.0763,0.443979,0.130221,0.00964,0.899525,2120,25665,2655,2636574
HGST_20HUH721212ALN604,LGBM,54,val,disk_opt,0.997,0.156894,0.020733,0.036626,0.0002,0.899525,99,532,4676,2661707
HGST_20HUH721212ALN604,LGBM,54,test,row_opt,0.03,0.072278,0.467552,0.125201,0.010719,0.906037,2219,28482,2527,2628643
HGST_20HUH721212ALN604,LGBM,54,test,disk_opt,0.997,0.169078,0.039402,0.06391,0.000346,0.906037,187,919,4559,2656206
HGST_20HUH721212ALN604,LGBM,55,val,row_opt,0.024,0.076985,0.463455,0.132037,0.009966,0.918464,2213,26533,2562,2635706
HGST_20HUH721212ALN604,LGBM,55,val,disk_opt,0.887,0.209964,0.037068,0.063012,0.00025,0.918464,177,666,4598,2661573
HGST_20HUH721212ALN604,LGBM,55,test,row_opt,0.024,0.072403,0.469659,0.125464,0.010747,0.912478,2229,28557,2517,2628568
HGST_20HUH721212ALN604,LGBM,55,test,disk_opt,0.887,0.154762,0.038348,0.061466,0.000374,0.912478,182,994,4564,2656131
HGST_20HUH721212ALN604,LGBM,56,val,row_opt,0.006,0.077122,0.393089,0.128946,0.008437,0.875649,1877,22461,2898,2639778
HGST_20HUH721212ALN604,LGBM,56,val,disk_opt,0.982,0.245059,0.038953,0.067221,0.000215,0.875649,186,573,4589,2661666
HGST_20HUH721212ALN604,LGBM,56,test,row_opt,0.006,0.078838,0.392962,0.131329,0.008201,0.859035,1865,21791,2881,2635334
HGST_20HUH721212ALN604,LGBM,56,test,disk_opt,0.982,0.335907,0.054994,0.094514,0.000194,0.859035,261,516,4485,2656609
HGST_20HUH721212ALN604,LGBM,57,val,row_opt,0.029,0.07894,0.461571,0.134822,0.00966,0.906115,2204,25716,2571,2636523
HGST_20HUH721212ALN604,LGBM,57,val,disk_opt,0.971,0.209854,0.024084,0.043209,0.000163,0.906115,115,433,4660,2661806
HGST_20HUH721212ALN604,LGBM,57,test,row_opt,0.029,0.075078,0.453856,0.128843,0.009987,0.910436,2154,26536,2592,2630589
HGST_20HUH721212ALN604,LGBM,57,test,disk_opt,0.971,0.185484,0.043616,0.070624,0.000342,0.910436,207,909,4539,2656216
HGST_20HUH721212ALN604,LGBM,58,val,row_opt,0.009,0.079786,0.459686,0.135972,0.009509,0.904117,2195,25316,2580,2636923
HGST_20HUH721212ALN604,LGBM,58,val,disk_opt,0.526,0.220152,0.05445,0.087307,0.000346,0.904117,260,921,4515,2661318
HGST_20HUH721212ALN604,LGBM,58,test,row_opt,0.009,0.084748,0.456595,0.142961,0.008808,0.89689,2167,23403,2579,2633722
HGST_20HUH721212ALN604,LGBM,58,test,disk_opt,0.526,0.189345,0.055415,0.085738,0.000424,0.89689,263,1126,4483,2655999
HGST_20HUH721212ALN604,LGBM,59,val,row_opt,0.015,0.072459,0.424921,0.123806,0.009756,0.888467,2029,25973,2746,2636266
HGST_20HUH721212ALN604,LGBM,59,val,disk_opt,0.664,0.451074,0.039581,0.072776,8.6e-05,0.888467,189,230,4586,2662009
HGST_20HUH721212ALN604,LGBM,59,test,row_opt,0.015,0.078234,0.441214,0.132902,0.009285,0.889718,2094,24672,2652,2632453
HGST_20HUH721212ALN604,LGBM,59,test,disk_opt,0.664,0.154192,0.057733,0.08401,0.000566,0.889718,274,1503,4472,2655622
HGST_20HUH721212ALN604,LGBM,60,val,row_opt,0.029,0.076909,0.454241,0.131546,0.009779,0.906045,2169,26033,2606,2636206
HGST_20HUH721212ALN604,LGBM,60,val,disk_opt,0.939,0.215321,0.04356,0.072461,0.000285,0.906045,208,758,4567,2661481
HGST_20HUH721212ALN604,LGBM,60,test,row_opt,0.029,0.073369,0.439949,0.125764,0.009925,0.916375,2088,26371,2658,2630754
HGST_20HUH721212ALN604,LGBM,60,test,disk_opt,0.939,0.202284,0.052255,0.083054,0.000368,0.916375,248,978,4498,2656147
HGST_20HUH721212ALN604,LGBM,61,val,row_opt,0.025,0.079031,0.459058,0.134847,0.009595,0.898212,2192,25544,2583,2636695
HGST_20HUH721212ALN604,LGBM,61,val,disk_opt,0.998,0.165195,0.027435,0.047055,0.000249,0.898212,131,662,4644,2661577
HGST_20HUH721212ALN604,LGBM,61,test,row_opt,0.025,0.073883,0.441635,0.126589,0.009888,0.899946,2096,26273,2650,2630852
HGST_20HUH721212ALN604,LGBM,61,test,disk_opt,0.998,0.363289,0.040034,0.07212,0.000125,0.899946,190,333,4556,2656792
HGST_20HUH721212ALN604,LGBM,62,val,row_opt,0.006,0.07578,0.398325,0.127335,0.008713,0.875723,1902,23197,2873,2639042
HGST_20HUH721212ALN604,LGBM,62,val,disk_opt,0.906,0.257647,0.045864,0.077867,0.000237,0.875723,219,631,4556,2661608
HGST_20HUH721212ALN604,LGBM,62,test,row_opt,0.006,0.076403,0.390645,0.127809,0.008435,0.858949,1854,22412,2892,2634713
HGST_20HUH721212ALN604,LGBM,62,test,disk_opt,0.906,0.316798,0.059208,0.099769,0.000228,0.858949,281,606,4465,2656519
ST12000NM0007,LSTM,42,val,row_opt,0.016,0.08414,0.476704,0.143034,0.009589,0.852745,3182,34636,3493,3577411
ST12000NM0007,LSTM,42,val,disk_opt,0.287,0.312236,0.055431,0.094148,0.000226,0.852745,370,815,6305,3611232
ST12000NM0007,LSTM,42,test,row_opt,0.016,0.065441,0.371286,0.111269,0.009967,0.784481,2537,36231,4296,3599025
ST12000NM0007,LSTM,42,test,disk_opt,0.287,0.14613,0.034538,0.055871,0.000379,0.784481,236,1379,6597,3633877
ST12000NM0007,LSTM,43,val,row_opt,0.018,0.079517,0.447191,0.135025,0.009566,0.859934,2985,34554,3690,3577493
ST12000NM0007,LSTM,43,val,disk_opt,0.279,0.308642,0.05618,0.095057,0.000233,0.859934,375,840,6300,3611207
ST12000NM0007,LSTM,43,test,row_opt,0.018,0.068252,0.34992,0.114224,0.008979,0.786672,2391,32641,4442,3602615
ST12000NM0007,LSTM,43,test,disk_opt,0.279,0.136727,0.0401,0.062012,0.000476,0.786672,274,1730,6559,3633526
ST12000NM0007,LSTM,44,val,row_opt,0.023,0.080263,0.469963,0.13711,0.009952,0.855684,3137,35947,3538,3576100
ST12000NM0007,LSTM,44,val,disk_opt,0.322,0.294118,0.092135,0.140315,0.000409,0.855684,615,1476,6060,3610571
ST12000NM0007,LSTM,44,test,row_opt,0.023,0.071934,0.378165,0.120875,0.009171,0.780165,2584,33338,4249,3601918
ST12000NM0007,LSTM,44,test,disk_opt,0.322,0.134105,0.074638,0.095901,0.000906,0.780165,510,3293,6323,3631963
ST12000NM0007,LSTM,45,val,row_opt,0.018,0.084118,0.485843,0.143407,0.009776,0.852843,3243,35310,3432,3576737
ST12000NM0007,LSTM,45,val,disk_opt,0.321,0.229418,0.068464,0.105457,0.000425,0.852843,457,1535,6218,3610512
ST12000NM0007,LSTM,45,test,row_opt,0.018,0.070344,0.381677,0.118794,0.009481,0.785552,2608,34467,4225,3600789
ST12000NM0007,LSTM,45,test,disk_opt,0.321,0.118695,0.051661,0.071989,0.000721,0.785552,353,2621,6480,3632635
ST12000NM0007,LSTM,46,val,row_opt,0.018,0.079806,0.469213,0.136411,0.009998,0.852991,3132,36113,3543,3575934
ST12000NM0007,LSTM,46,val,disk_opt,0.347,0.308319,0.079401,0.126281,0.000329,0.852991,530,1189,6145,3610858
ST12000NM0007,LSTM,46,test,row_opt,0.018,0.061157,0.363237,0.104688,0.010481,0.776612,2482,38102,4351,3597154
ST12000NM0007,LSTM,46,test,disk_opt,0.347,0.132755,0.058247,0.080968,0.000715,0.776612,398,2600,6435,3632656
ST12000NM0007,LSTM,47,val,row_opt,0.013,0.081016,0.476554,0.138488,0.00999,0.85333,3181,36083,3494,3575964
ST12000NM0007,LSTM,47,val,disk_opt,0.288,0.363358,0.088839,0.142771,0.000288,0.85333,593,1039,6082,3611008
ST12000NM0007,LSTM,47,test,row_opt,0.013,0.069154,0.384604,0.11723,0.009731,0.775681,2628,35374,4205,3599882
ST12000NM0007,LSTM,47,test,disk_opt,0.288,0.096616,0.04888,0.064917,0.000859,0.775681,334,3123,6499,3632133
ST12000NM0007,LSTM,48,val,row_opt,0.018,0.081946,0.474906,0.139774,0.009832,0.861447,3170,35514,3505,3576533
ST12000NM0007,LSTM,48,val,disk_opt,0.292,0.268575,0.073109,0.114932,0.000368,0.861447,488,1329,6187,3610718
ST12000NM0007,LSTM,48,test,row_opt,0.018,0.068761,0.38636,0.116744,0.009835,0.779336,2640,35754,4193,3599502
ST12000NM0007,LSTM,48,test,disk_opt,0.292,0.107827,0.046978,0.065443,0.000731,0.779336,321,2656,6512,3632600
ST12000NM0007,LSTM,49,val,row_opt,0.02,0.083335,0.485094,0.142236,0.009861,0.857314,3238,35617,3437,3576430
ST12000NM0007,LSTM,49,val,disk_opt,0.326,0.289005,0.099625,0.148173,0.000453,0.857314,665,1636,6010,3610411
ST12000NM0007,LSTM,49,test,row_opt,0.02,0.067363,0.387824,0.114788,0.010093,0.789057,2650,36689,4183,3598567
ST12000NM0007,LSTM,49,test,disk_opt,0.326,0.140557,0.07537,0.098123,0.000866,0.789057,515,3149,6318,3632107
ST12000NM0007,LSTM,50,val,row_opt,0.014,0.082027,0.463221,0.139373,0.00958,0.858044,3092,34603,3583,3577444
ST12000NM0007,LSTM,50,val,disk_opt,0.298,0.330612,0.084944,0.135161,0.000318,0.858044,567,1148,6108,3610899
ST12000NM0007,LSTM,50,test,row_opt,0.014,0.064016,0.358115,0.108616,0.009842,0.784786,2447,35778,4386,3599478
ST12000NM0007,LSTM,50,test,disk_opt,0.298,0.109825,0.05693,0.074988,0.000867,0.784786,389,3153,6444,3632103
ST12000NM0007,LSTM,51,val,row_opt,0.016,0.082485,0.469813,0.140332,0.009657,0.852158,3136,34883,3539,3577164
ST12000NM0007,LSTM,51,val,disk_opt,0.348,0.330607,0.072659,0.119135,0.000272,0.852158,485,982,6190,3611065
ST12000NM0007,LSTM,51,test,row_opt,0.016,0.061502,0.379921,0.105866,0.010897,0.780757,2596,39614,4237,3595642
ST12000NM0007,LSTM,51,test,disk_opt,0.348,0.142132,0.049173,0.073067,0.000558,0.780757,336,2028,6497,3633228
ST12000NM0007,LSTM,52,val,row_opt,0.021,0.081577,0.469213,0.13899,0.009762,0.850783,3132,35261,3543,3576786
ST12000NM0007,LSTM,52,val,disk_opt,0.34,0.296583,0.068914,0.111841,0.000302,0.850783,460,1091,6215,3610956
ST12000NM0007,LSTM,52,test,row_opt,0.021,0.06607,0.380214,0.112577,0.010102,0.77973,2598,36724,4235,3598532
ST12000NM0007,LSTM,52,test,disk_opt,0.34,0.093993,0.047856,0.063421,0.000867,0.77973,327,3152,6506,3632104
ST12000NM0007,LSTM,53,val,row_opt,0.012,0.080671,0.474457,0.137897,0.009992,0.845952,3167,36091,3508,3575956
ST12000NM0007,LSTM,53,val,disk_opt,0.304,0.294919,0.084345,0.131174,0.000373,0.845952,563,1346,6112,3610701
ST12000NM0007,LSTM,53,test,row_opt,0.012,0.064088,0.393239,0.110213,0.010794,0.782305,2687,39240,4146,3596016
ST12000NM0007,LSTM,53,test,disk_opt,0.304,0.163941,0.060149,0.088009,0.000577,0.782305,411,2096,6422,3633160
ST12000NM0007,LSTM,54,val,row_opt,0.019,0.079954,0.46397,0.136402,0.009866,0.858093,3097,35638,3578,3576409
ST12000NM0007,LSTM,54,val,disk_opt,0.349,0.399853,0.081648,0.135606,0.000226,0.858093,545,818,6130,3611229
ST12000NM0007,LSTM,54,test,row_opt,0.019,0.06687,0.376262,0.113558,0.009869,0.787121,2571,35877,4262,3599379
ST12000NM0007,LSTM,54,test,disk_opt,0.349,0.106845,0.052539,0.07044,0.000826,0.787121,359,3001,6474,3632255
ST12000NM0007,LSTM,55,val,row_opt,0.015,0.080109,0.458427,0.136385,0.009728,0.857369,3060,35138,3615,3576909
ST12000NM0007,LSTM,55,val,disk_opt,0.338,0.278159,0.060674,0.099619,0.000291,0.857369,405,1051,6270,3610996
ST12000NM0007,LSTM,55,test,row_opt,0.015,0.062041,0.375677,0.106495,0.010676,0.781262,2567,38809,4266,3596447
ST12000NM0007,LSTM,55,test,disk_opt,0.338,0.154272,0.057076,0.083324,0.000588,0.781262,390,2138,6443,3633118
ST12000NM0007,LSTM,56,val,row_opt,0.018,0.08257,0.472959,0.140595,0.009711,0.846238,3157,35077,3518,3576970
