dataset,model,seed,split,threshold_kind,threshold,precision,recall,f1,far,auroc,tp,fp,fn,tn
ST12000NM0007,LGBM,47,test,row_opt,0.008,0.067655,0.381238,0.114917,0.009875,0.767214,2605,35899,4228,3599357
ST12000NM0007,LGBM,47,test,disk_opt,0.037,0.117391,0.130104,0.123421,0.001839,0.767214,889,6684,5944,3628572
ST12000NM0007,LGBM,48,val,row_opt,0.005,0.085268,0.374082,0.13888,0.007416,0.786679,2497,26787,4178,3585260
ST12000NM0007,LGBM,48,val,disk_opt,0.018,0.109038,0.20839,0.143166,0.003147,0.786679,1391,11366,5284,3600681
ST12000NM0007,LGBM,48,test,row_opt,0.005,0.076145,0.318455,0.122903,0.007262,0.74861,2176,26401,4657,3608855
ST12000NM0007,LGBM,48,test,disk_opt,0.018,0.109097,0.180594,0.136023,0.002772,0.74861,1234,10077,5599,3625179
ST12000NM0007,LGBM,49,val,row_opt,0.009,0.076506,0.423071,0.12958,0.009437,0.82931,2824,34088,3851,3577959
ST12000NM0007,LGBM,49,val,disk_opt,0.042,0.141095,0.171386,0.154772,0.001928,0.82931,1144,6964,5531,3605083
ST12000NM0007,LGBM,49,test,row_opt,0.009,0.071393,0.380214,0.120214,0.009296,0.768874,2598,33792,4235,3601464
ST12000NM0007,LGBM,49,test,disk_opt,0.042,0.112311,0.136982,0.123426,0.002035,0.768874,936,7398,5897,3627858
ST12000NM0007,LGBM,50,val,row_opt,0.011,0.079488,0.461723,0.135628,0.009881,0.856218,3082,35691,3593,3576356
ST12000NM0007,LGBM,50,val,disk_opt,0.096,0.195452,0.177678,0.186141,0.001352,0.856218,1186,4882,5489,3607165
ST12000NM0007,LGBM,50,test,row_opt,0.011,0.061098,0.380214,0.105278,0.010982,0.781131,2598,39924,4235,3595332
ST12000NM0007,LGBM,50,test,disk_opt,0.096,0.092487,0.123957,0.105935,0.002286,0.781131,847,8311,5986,3626945
ST12000NM0007,LGBM,51,val,row_opt,0.011,0.083973,0.468614,0.142425,0.009447,0.863534,3128,34122,3547,3577925
ST12000NM0007,LGBM,51,val,disk_opt,0.073,0.186387,0.185019,0.1857,0.001493,0.863534,1235,5391,5440,3606656
ST12000NM0007,LGBM,51,test,row_opt,0.011,0.061418,0.353725,0.104664,0.01016,0.785349,2417,36936,4416,3598320
ST12000NM0007,LGBM,51,test,disk_opt,0.073,0.080493,0.115762,0.094958,0.002486,0.785349,791,9036,6042,3626220
ST12000NM0007,LGBM,52,val,row_opt,0.01,0.079476,0.451685,0.135168,0.009668,0.840623,3015,34921,3660,3577126
ST12000NM0007,LGBM,52,val,disk_opt,0.063,0.200853,0.148165,0.170532,0.001089,0.840623,989,3935,5686,3608112
ST12000NM0007,LGBM,52,test,row_opt,0.01,0.068757,0.393824,0.117074,0.010026,0.767526,2691,36447,4142,3598809
ST12000NM0007,LGBM,52,test,disk_opt,0.063,0.091172,0.087663,0.089383,0.001643,0.767526,599,5971,6234,3629285
ST12000NM0007,LGBM,53,val,row_opt,0.009,0.082016,0.452434,0.13886,0.009358,0.842297,3020,33802,3655,3578245
ST12000NM0007,LGBM,53,val,disk_opt,0.044,0.183648,0.200899,0.191887,0.00165,0.842297,1341,5961,5334,3606086
ST12000NM0007,LGBM,53,test,row_opt,0.009,0.061561,0.35753,0.105037,0.010244,0.768502,2443,37241,4390,3598015
ST12000NM0007,LGBM,53,test,disk_opt,0.044,0.095768,0.129811,0.110221,0.002304,0.768502,887,8375,5946,3626881
ST12000NM0007,LGBM,54,val,row_opt,0.013,0.078483,0.431311,0.132801,0.009359,0.852488,2879,33804,3796,3578243
ST12000NM0007,LGBM,54,val,disk_opt,0.167,0.117082,0.102172,0.10912,0.001424,0.852488,682,5143,5993,3606904
ST12000NM0007,LGBM,54,test,row_opt,0.013,0.076794,0.393824,0.128525,0.008899,0.779047,2691,32351,4142,3602905
ST12000NM0007,LGBM,54,test,disk_opt,0.167,0.110433,0.095273,0.102294,0.001443,0.779047,651,5244,6182,3630012
ST12000NM0007,LGBM,55,val,row_opt,0.012,0.078147,0.450337,0.133183,0.009817,0.86647,3006,35460,3669,3576587
ST12000NM0007,LGBM,55,val,disk_opt,0.109,0.200227,0.158502,0.176938,0.00117,0.86647,1058,4226,5617,3607821
ST12000NM0007,LGBM,55,test,row_opt,0.012,0.065787,0.374506,0.111915,0.009996,0.790226,2559,36339,4274,3598917
ST12000NM0007,LGBM,55,test,disk_opt,0.109,0.105505,0.110786,0.108081,0.001765,0.790226,757,6418,6076,3628838
ST12000NM0007,LGBM,56,val,row_opt,0.009,0.077357,0.445843,0.131839,0.009827,0.852187,2976,35495,3699,3576552
ST12000NM0007,LGBM,56,val,disk_opt,0.05,0.161964,0.19176,0.175607,0.001834,0.852187,1280,6623,5395,3605424
ST12000NM0007,LGBM,56,test,row_opt,0.009,0.066746,0.383872,0.11372,0.010089,0.782306,2623,36675,4210,3598581
ST12000NM0007,LGBM,56,test,disk_opt,0.05,0.115889,0.134494,0.1245,0.001929,0.782306,919,7011,5914,3628245
ST12000NM0007,LGBM,57,val,row_opt,0.01,0.079472,0.456629,0.135382,0.009774,0.848077,3048,35305,3627,3576742
ST12000NM0007,LGBM,57,val,disk_opt,0.072,0.161176,0.14367,0.151921,0.001382,0.848077,959,4991,5716,3607056
ST12000NM0007,LGBM,57,test,row_opt,0.01,0.062204,0.374506,0.106687,0.010613,0.776508,2559,38580,4274,3596676
ST12000NM0007,LGBM,57,test,disk_opt,0.072,0.086541,0.105956,0.095269,0.002102,0.776508,724,7642,6109,3627614
ST12000NM0007,LGBM,58,val,row_opt,0.007,0.089662,0.430861,0.148435,0.008084,0.818607,2876,29200,3799,3582847
ST12000NM0007,LGBM,58,val,disk_opt,0.031,0.120146,0.212734,0.153563,0.002879,0.818607,1420,10399,5255,3601648
ST12000NM0007,LGBM,58,test,row_opt,0.007,0.076034,0.352407,0.125081,0.00805,0.763768,2408,29262,4425,3605994
ST12000NM0007,LGBM,58,test,disk_opt,0.031,0.113044,0.153081,0.130051,0.002258,0.763768,1046,8207,5787,3627049
ST12000NM0007,LGBM,59,val,row_opt,0.008,0.07435,0.427865,0.126686,0.009844,0.83945,2856,35557,3819,3576490
ST12000NM0007,LGBM,59,val,disk_opt,0.036,0.188569,0.188315,0.188442,0.001497,0.83945,1257,5409,5418,3606638
ST12000NM0007,LGBM,59,test,row_opt,0.008,0.066493,0.377579,0.113074,0.009964,0.772333,2580,36221,4253,3599035
ST12000NM0007,LGBM,59,test,disk_opt,0.036,0.114125,0.121908,0.117888,0.001779,0.772333,833,6466,6000,3628790
ST12000NM0007,LGBM,60,val,row_opt,0.012,0.076097,0.433109,0.12945,0.009717,0.86371,2891,35100,3784,3576947
ST12000NM0007,LGBM,60,val,disk_opt,0.073,0.145714,0.159401,0.15225,0.001727,0.86371,1064,6238,5611,3605809
ST12000NM0007,LGBM,60,test,row_opt,0.012,0.06688,0.363969,0.112997,0.009545,0.782664,2487,34699,4346,3600557
ST12000NM0007,LGBM,60,test,disk_opt,0.073,0.097349,0.096736,0.097042,0.001686,0.782664,661,6129,6172,3629127
ST12000NM0007,LGBM,61,val,row_opt,0.011,0.081643,0.461423,0.138739,0.009592,0.855207,3080,34645,3595,3577402
ST12000NM0007,LGBM,61,val,disk_opt,0.071,0.18973,0.190412,0.19007,0.001503,0.855207,1271,5428,5404,3606619
ST12000NM0007,LGBM,61,test,row_opt,0.011,0.064486,0.37275,0.10995,0.010164,0.770663,2547,36950,4286,3598306
ST12000NM0007,LGBM,61,test,disk_opt,0.071,0.101217,0.118103,0.10901,0.001971,0.770663,807,7166,6026,3628090
ST12000NM0007,LGBM,62,val,row_opt,0.004,0.092921,0.389363,0.150036,0.007024,0.783562,2599,25371,4076,3586676
ST12000NM0007,LGBM,62,val,disk_opt,0.015,0.186805,0.198951,0.192687,0.0016,0.783562,1328,5781,5347,3606266
ST12000NM0007,LGBM,62,test,row_opt,0.004,0.075431,0.310698,0.121391,0.007158,0.743353,2123,26022,4710,3609234
ST12000NM0007,LGBM,62,test,disk_opt,0.015,0.1036,0.117518,0.110121,0.001911,0.743353,803,6948,6030,3628308
TOSHIBA_20MG07ACA14TA,LSTM,42,val,row_opt,0.004,0.043625,0.482664,0.080017,0.008884,0.808087,2993,65615,3208,7320194
TOSHIBA_20MG07ACA14TA,LSTM,42,val,disk_opt,0.178,0.277535,0.132882,0.179716,0.00029,0.808087,824,2145,5377,7383664
TOSHIBA_20MG07ACA14TA,LSTM,42,test,row_opt,0.004,0.038422,0.479569,0.071143,0.010257,0.856284,3028,75782,3286,7312632
TOSHIBA_20MG07ACA14TA,LSTM,42,test,disk_opt,0.178,0.198391,0.13668,0.161853,0.000472,0.856284,863,3487,5451,7384927
TOSHIBA_20MG07ACA14TA,LSTM,43,val,row_opt,0.004,0.041826,0.487663,0.077044,0.00938,0.809663,3024,69276,3177,7316533
TOSHIBA_20MG07ACA14TA,LSTM,43,val,disk_opt,0.153,0.229279,0.158362,0.187333,0.000447,0.809663,982,3301,5219,7382508
TOSHIBA_20MG07ACA14TA,LSTM,43,test,row_opt,0.004,0.035427,0.48828,0.066062,0.011361,0.85853,3083,83940,3231,7304474
TOSHIBA_20MG07ACA14TA,LSTM,43,test,disk_opt,0.153,0.219119,0.185144,0.200704,0.000564,0.85853,1169,4166,5145,7384248
TOSHIBA_20MG07ACA14TA,LSTM,44,val,row_opt,0.005,0.042604,0.481051,0.078275,0.009076,0.811831,2983,67034,3218,7318775
TOSHIBA_20MG07ACA14TA,LSTM,44,val,disk_opt,0.163,0.216114,0.183841,0.198675,0.00056,0.811831,1140,4135,5061,7381674
TOSHIBA_20MG07ACA14TA,LSTM,44,test,row_opt,0.005,0.037339,0.491764,0.069409,0.010835,0.848835,3105,80051,3209,7308363
TOSHIBA_20MG07ACA14TA,LSTM,44,test,disk_opt,0.163,0.207496,0.181501,0.19363,0.000592,0.848835,1146,4377,5168,7384037
TOSHIBA_20MG07ACA14TA,LSTM,45,val,row_opt,0.005,0.044418,0.475085,0.08124,0.008581,0.80577,2946,63379,3255,7322430
TOSHIBA_20MG07ACA14TA,LSTM,45,val,disk_opt,0.173,0.335111,0.131753,0.189142,0.000219,0.80577,817,1621,5384,7384188
TOSHIBA_20MG07ACA14TA,LSTM,45,test,row_opt,0.005,0.039688,0.494932,0.073483,0.010234,0.857051,3125,75615,3189,7312799
TOSHIBA_20MG07ACA14TA,LSTM,45,test,disk_opt,0.173,0.207471,0.153944,0.176743,0.000503,0.857051,972,3713,5342,7384701
TOSHIBA_20MG07ACA14TA,LSTM,46,val,row_opt,0.005,0.045898,0.477665,0.083749,0.008337,0.812029,2962,61572,3239,7324237
TOSHIBA_20MG07ACA14TA,LSTM,46,val,disk_opt,0.118,0.203144,0.160458,0.179295,0.000528,0.812029,995,3903,5206,7381906
TOSHIBA_20MG07ACA14TA,LSTM,46,test,row_opt,0.005,0.039271,0.473234,0.072523,0.009894,0.852563,2988,73099,3326,7315315
TOSHIBA_20MG07ACA14TA,LSTM,46,test,disk_opt,0.118,0.218212,0.168514,0.19017,0.000516,0.852563,1064,3812,5250,7384602
TOSHIBA_20MG07ACA14TA,LSTM,47,val,row_opt,0.004,0.049971,0.475085,0.090431,0.007583,0.795952,2946,56008,3255,7329801
TOSHIBA_20MG07ACA14TA,LSTM,47,val,disk_opt,0.156,0.204946,0.157716,0.178256,0.000514,0.795952,978,3794,5223,7382015
TOSHIBA_20MG07ACA14TA,LSTM,47,test,row_opt,0.004,0.042713,0.474976,0.078379,0.009097,0.853274,2999,67213,3315,7321201
TOSHIBA_20MG07ACA14TA,LSTM,47,test,disk_opt,0.156,0.2712,0.163605,0.20409,0.000376,0.853274,1033,2776,5281,7385638
TOSHIBA_20MG07ACA14TA,LSTM,48,val,row_opt,0.004,0.038512,0.465893,0.071144,0.009765,0.795182,2889,72126,3312,7313683
TOSHIBA_20MG07ACA14TA,LSTM,48,val,disk_opt,0.184,0.285994,0.117884,0.166952,0.000247,0.795182,731,1825,5470,7383984
TOSHIBA_20MG07ACA14TA,LSTM,48,test,row_opt,0.004,0.037698,0.492556,0.070036,0.010745,0.846695,3110,79387,3204,7309027
TOSHIBA_20MG07ACA14TA,LSTM,48,test,disk_opt,0.184,0.207317,0.107697,0.141755,0.000352,0.846695,680,2600,5634,7385814
TOSHIBA_20MG07ACA14TA,LSTM,49,val,row_opt,0.005,0.045248,0.482664,0.08274,0.008551,0.799771,2993,63153,3208,7322656
TOSHIBA_20MG07ACA14TA,LSTM,49,val,disk_opt,0.099,0.196308,0.229802,0.211738,0.00079,0.799771,1425,5834,4776,7379975
TOSHIBA_20MG07ACA14TA,LSTM,49,test,row_opt,0.005,0.042581,0.469908,0.078086,0.009029,0.850376,2967,66712,3347,7321702
TOSHIBA_20MG07ACA14TA,LSTM,49,test,disk_opt,0.099,0.1848,0.224897,0.202886,0.000848,0.850376,1420,6264,4894,7382150
TOSHIBA_20MG07ACA14TA,LSTM,50,val,row_opt,0.005,0.041565,0.473311,0.076419,0.009163,0.810236,2935,67677,3266,7318132
TOSHIBA_20MG07ACA14TA,LSTM,50,val,disk_opt,0.182,0.303075,0.133527,0.18538,0.000258,0.810236,828,1904,5373,7383905
TOSHIBA_20MG07ACA14TA,LSTM,50,test,row_opt,0.005,0.036262,0.487646,0.067504,0.011076,0.855643,3079,81831,3235,7306583
TOSHIBA_20MG07ACA14TA,LSTM,50,test,disk_opt,0.182,0.253941,0.140323,0.180761,0.000352,0.855643,886,2603,5428,7385811
TOSHIBA_20MG07ACA14TA,LSTM,51,val,row_opt,0.004,0.039297,0.482503,0.072675,0.009904,0.816052,2992,73146,3209,7312663
TOSHIBA_20MG07ACA14TA,LSTM,51,val,disk_opt,0.151,0.225764,0.137075,0.17058,0.000395,0.816052,850,2915,5351,7382894
TOSHIBA_20MG07ACA14TA,LSTM,51,test,row_opt,0.004,0.035682,0.489389,0.066515,0.011303,0.850333,3090,83508,3224,7304906
TOSHIBA_20MG07ACA14TA,LSTM,51,test,disk_opt,0.151,0.226949,0.146183,0.177825,0.000426,0.850333,923,3144,5391,7385270
TOSHIBA_20MG07ACA14TA,LSTM,52,val,row_opt,0.005,0.041314,0.485244,0.076145,0.009454,0.818683,3009,69823,3192,7315986
TOSHIBA_20MG07ACA14TA,LSTM,52,val,disk_opt,0.194,0.205752,0.149976,0.173491,0.000486,0.818683,930,3590,5271,7382219
TOSHIBA_20MG07ACA14TA,LSTM,52,test,row_opt,0.005,0.035231,0.468958,0.065539,0.010974,0.849982,2961,81084,3353,7307330
TOSHIBA_20MG07ACA14TA,LSTM,52,test,disk_opt,0.194,0.238896,0.175483,0.202337,0.000478,0.849982,1108,3530,5206,7384884
TOSHIBA_20MG07ACA14TA,LSTM,53,val,row_opt,0.004,0.04696,0.470892,0.085404,0.008023,0.800119,2920,59260,3281,7326549
TOSHIBA_20MG07ACA14TA,LSTM,53,val,disk_opt,0.109,0.232321,0.191259,0.2098,0.000531,0.800119,1186,3919,5015,7381890
TOSHIBA_20MG07ACA14TA,LSTM,53,test,row_opt,0.004,0.041447,0.474976,0.076242,0.009387,0.851232,2999,69358,3315,7319056
TOSHIBA_20MG07ACA14TA,LSTM,53,test,disk_opt,0.109,0.188343,0.207792,0.19759,0.000765,0.851232,1312,5654,5002,7382760
TOSHIBA_20MG07ACA14TA,LSTM,54,val,row_opt,0.004,0.044313,0.470892,0.081003,0.008526,0.804268,2920,62975,3281,7322834
TOSHIBA_20MG07ACA14TA,LSTM,54,val,disk_opt,0.092,0.16192,0.2219,0.187224,0.000964,0.804268,1376,7122,4825,7378687
TOSHIBA_20MG07ACA14TA,LSTM,54,test,row_opt,0.004,0.039849,0.471334,0.073486,0.009705,0.851969,2976,71705,3338,7316709
TOSHIBA_20MG07ACA14TA,LSTM,54,test,disk_opt,0.092,0.165318,0.197339,0.179915,0.000851,0.851969,1246,6291,5068,7382123
TOSHIBA_20MG07ACA14TA,LSTM,55,val,row_opt,0.004,0.040433,0.465248,0.0744,0.00927,0.800845,2885,68468,3316,7317341
TOSHIBA_20MG07ACA14TA,LSTM,55,val,disk_opt,0.219,0.286515,0.115465,0.164598,0.000241,0.800845,716,1783,5485,7384026
TOSHIBA_20MG07ACA14TA,LSTM,55,test,row_opt,0.004,0.035767,0.463098,0.066405,0.010669,0.845683,2924,78827,3390,7309587
TOSHIBA_20MG07ACA14TA,LSTM,55,test,disk_opt,0.219,0.252395,0.121001,0.16358,0.000306,0.845683,764,2263,5550,7386151
TOSHIBA_20MG07ACA14TA,LSTM,56,val,row_opt,0.004,0.045554,0.484115,0.083272,0.008516,0.811671,3002,62898,3199,7322911
TOSHIBA_20MG07ACA14TA,LSTM,56,val,disk_opt,0.171,0.260338,0.14417,0.185573,0.000344,0.811671,894,2540,5307,7383269
TOSHIBA_20MG07ACA14TA,LSTM,56,test,row_opt,0.004,0.041711,0.474818,0.076686,0.009322,0.851194,2998,68877,3316,7319537
TOSHIBA_20MG07ACA14TA,LSTM,56,test,disk_opt,0.171,0.218543,0.141115,0.171495,0.000431,0.851194,891,3186,5423,7385228
TOSHIBA_20MG07ACA14TA,LSTM,57,val,row_opt,0.004,0.044428,0.462667,0.08107,0.008355,0.807609,2869,61708,3332,7324101
TOSHIBA_20MG07ACA14TA,LSTM,57,val,disk_opt,0.219,0.28984,0.134333,0.183581,0.000276,0.807609,833,2041,5368,7383768
TOSHIBA_20MG07ACA14TA,LSTM,57,test,row_opt,0.004,0.042064,0.47561,0.077291,0.009256,0.850098,3003,68389,3311,7320025
TOSHIBA_20MG07ACA14TA,LSTM,57,test,disk_opt,0.219,0.205313,0.139531,0.166148,0.000462,0.850098,881,3410,5433,7385004
TOSHIBA_20MG07ACA14TA,LSTM,58,val,row_opt,0.005,0.044345,0.480568,0.081197,0.008695,0.802206,2980,64221,3221,7321588
TOSHIBA_20MG07ACA14TA,LSTM,58,val,disk_opt,0.232,0.266129,0.149008,0.191047,0.000345,0.802206,924,2548,5277,7383261
TOSHIBA_20MG07ACA14TA,LSTM,58,test,row_opt,0.005,0.041817,0.485746,0.077005,0.009512,0.853648,3067,70276,3247,7318138
TOSHIBA_20MG07ACA14TA,LSTM,58,test,disk_opt,0.232,0.206721,0.160754,0.180862,0.000527,0.853648,1015,3895,5299,7384519
TOSHIBA_20MG07ACA14TA,LSTM,59,val,row_opt,0.005,0.040661,0.484438,0.075025,0.009596,0.803239,3004,70875,3197,7314934
TOSHIBA_20MG07ACA14TA,LSTM,59,val,disk_opt,0.167,0.211604,0.159974,0.182202,0.0005,0.803239,992,3696,5209,7382113
TOSHIBA_20MG07ACA14TA,LSTM,59,test,row_opt,0.005,0.037323,0.474501,0.069203,0.010459,0.84725,2996,77276,3318,7311138
TOSHIBA_20MG07ACA14TA,LSTM,59,test,disk_opt,0.167,0.19328,0.17675,0.184646,0.00063,0.84725,1116,4658,5198,7383756
TOSHIBA_20MG07ACA14TA,LSTM,60,val,row_opt,0.004,0.041202,0.485567,0.075959,0.009487,0.809388,3011,70068,3190,7315741
TOSHIBA_20MG07ACA14TA,LSTM,60,val,disk_opt,0.158,0.225775,0.151427,0.181274,0.000436,0.809388,939,3220,5262,7382589
TOSHIBA_20MG07ACA14TA,LSTM,60,test,row_opt,0.004,0.037919,0.490181,0.070393,0.010628,0.850985,3095,78526,3219,7309888
TOSHIBA_20MG07ACA14TA,LSTM,60,test,disk_opt,0.158,0.18264,0.169623,0.175891,0.000649,0.850985,1071,4793,5243,7383621
TOSHIBA_20MG07ACA14TA,LSTM,61,val,row_opt,0.005,0.041298,0.481697,0.076074,0.009388,0.815027,2987,69341,3214,7316468
TOSHIBA_20MG07ACA14TA,LSTM,61,val,disk_opt,0.204,0.311232,0.138526,0.19172,0.000257,0.815027,859,1901,5342,7383908
TOSHIBA_20MG07ACA14TA,LSTM,61,test,row_opt,0.005,0.038824,0.491923,0.071968,0.010408,0.850197,3106,76896,3208,7311518
TOSHIBA_20MG07ACA14TA,LSTM,61,test,disk_opt,0.204,0.203952,0.152043,0.174213,0.000507,0.850197,960,3747,5354,7384667
TOSHIBA_20MG07ACA14TA,LSTM,62,val,row_opt,0.004,0.045148,0.465893,0.082318,0.008273,0.80721,2889,61101,3312,7324708
TOSHIBA_20MG07ACA14TA,LSTM,62,val,disk_opt,0.197,0.284984,0.143848,0.191191,0.000303,0.80721,892,2238,5309,7383571
TOSHIBA_20MG07ACA14TA,LSTM,62,test,row_opt,0.004,0.041963,0.474343,0.077104,0.009255,0.850581,2995,68378,3319,7320036
TOSHIBA_20MG07ACA14TA,LSTM,62,test,disk_opt,0.197,0.218797,0.138264,0.169449,0.000422,0.850581,873,3117,5441,7385297
TOSHIBA_20MG07ACA14TA,GRU,42,val,row_opt,0.004,0.048356,0.483632,0.087921,0.007991,0.810928,2999,59020,3202,7326789
TOSHIBA_20MG07ACA14TA,GRU,42,val,disk_opt,0.107,0.250544,0.185615,0.213247,0.000466,0.810928,1151,3443,5050,7382366
TOSHIBA_20MG07ACA14TA,GRU,42,test,row_opt,0.004,0.043909,0.480995,0.080473,0.00895,0.853203,3037,66128,3277,7322286
TOSHIBA_20MG07ACA14TA,GRU,42,test,disk_opt,0.107,0.208481,0.17675,0.191309,0.000573,0.853203,1116,4237,5198,7384177
TOSHIBA_20MG07ACA14TA,GRU,43,val,row_opt,0.006,0.043998,0.467505,0.080427,0.008529,0.805095,2899,62990,3302,7322819
TOSHIBA_20MG07ACA14TA,GRU,43,val,disk_opt,0.086,0.179725,0.218997,0.197427,0.000839,0.805095,1358,6198,4843,7379611
TOSHIBA_20MG07ACA14TA,GRU,43,test,row_opt,0.006,0.040506,0.475927,0.074657,0.009634,0.838807,3005,71182,3309,7317232
TOSHIBA_20MG07ACA14TA,GRU,43,test,disk_opt,0.086,0.148042,0.17184,0.159056,0.000845,0.838807,1085,6244,5229,7382170
TOSHIBA_20MG07ACA14TA,GRU,44,val,row_opt,0.004,0.041925,0.483309,0.077157,0.009273,0.807735,2997,68488,3204,7317321
TOSHIBA_20MG07ACA14TA,GRU,44,val,disk_opt,0.097,0.192749,0.2169,0.204113,0.000763,0.807735,1345,5633,4856,7380176
TOSHIBA_20MG07ACA14TA,GRU,44,test,row_opt,0.004,0.03607,0.487013,0.067166,0.011122,0.850103,3075,82175,3239,7306239
TOSHIBA_20MG07ACA14TA,GRU,44,test,disk_opt,0.097,0.144885,0.195597,0.166464,0.000987,0.850103,1235,7289,5079,7381125
TOSHIBA_20MG07ACA14TA,GRU,45,val,row_opt,0.004,0.039782,0.482987,0.07351,0.009788,0.807597,2995,72290,3206,7313519
TOSHIBA_20MG07ACA14TA,GRU,45,val,disk_opt,0.118,0.237069,0.203999,0.219294,0.000551,0.807597,1265,4071,4936,7381738
TOSHIBA_20MG07ACA14TA,GRU,45,test,row_opt,0.004,0.036085,0.477194,0.067096,0.010893,0.848086,3013,80484,3301,7307930
TOSHIBA_20MG07ACA14TA,GRU,45,test,disk_opt,0.118,0.162406,0.202249,0.180151,0.000891,0.848086,1277,6586,5037,7381828
TOSHIBA_20MG07ACA14TA,GRU,46,val,row_opt,0.004,0.044399,0.473149,0.08118,0.00855,0.816701,2934,63149,3267,7322660
TOSHIBA_20MG07ACA14TA,GRU,46,val,disk_opt,0.163,0.218457,0.184003,0.199755,0.000553,0.816701,1141,4082,5060,7381727
TOSHIBA_20MG07ACA14TA,GRU,46,test,row_opt,0.004,0.039427,0.493506,0.07302,0.010275,0.847982,3116,75916,3198,7312498
TOSHIBA_20MG07ACA14TA,GRU,46,test,disk_opt,0.163,0.212094,0.18942,0.200117,0.000601,0.847982,1196,4443,5118,7383971
TOSHIBA_20MG07ACA14TA,GRU,47,val,row_opt,0.005,0.041081,0.499597,0.075919,0.009791,0.810149,3098,72314,3103,7313495
TOSHIBA_20MG07ACA14TA,GRU,47,val,disk_opt,0.178,0.247666,0.162554,0.196281,0.000415,0.810149,1008,3062,5193,7382747
TOSHIBA_20MG07ACA14TA,GRU,47,test,row_opt,0.005,0.035384,0.492239,0.066022,0.011468,0.856395,3108,84728,3206,7303686
TOSHIBA_20MG07ACA14TA,GRU,47,test,disk_opt,0.178,0.233541,0.172474,0.198415,0.000484,0.856395,1089,3574,5225,7384840
TOSHIBA_20MG07ACA14TA,GRU,48,val,row_opt,0.005,0.045164,0.487502,0.082669,0.008653,0.808326,3023,63911,3178,7321898
TOSHIBA_20MG07ACA14TA,GRU,48,val,disk_opt,0.109,0.224658,0.180132,0.199946,0.000522,0.808326,1117,3855,5084,7381954
TOSHIBA_20MG07ACA14TA,GRU,48,test,row_opt,0.005,0.04497,0.474501,0.082154,0.008612,0.849099,2996,63626,3318,7324788
TOSHIBA_20MG07ACA14TA,GRU,48,test,disk_opt,0.109,0.188157,0.170098,0.178672,0.000627,0.849099,1074,4634,5240,7383780
TOSHIBA_20MG07ACA14TA,GRU,49,val,row_opt,0.004,0.040377,0.483954,0.074535,0.009657,0.805663,3001,71324,3200,7314485
TOSHIBA_20MG07ACA14TA,GRU,49,val,disk_opt,0.135,0.231865,0.168037,0.194857,0.000467,0.805663,1042,3452,5159,7382357
TOSHIBA_20MG07ACA14TA,GRU,49,test,row_opt,0.004,0.036127,0.480519,0.067202,0.010956,0.845748,3034,80947,3280,7307467
TOSHIBA_20MG07ACA14TA,GRU,49,test,disk_opt,0.135,0.213995,0.191796,0.202288,0.000602,0.845748,1211,4448,5103,7383966
TOSHIBA_20MG07ACA14TA,GRU,50,val,row_opt,0.004,0.048539,0.473633,0.088054,0.007795,0.804765,2937,57571,3264,7328238
TOSHIBA_20MG07ACA14TA,GRU,50,val,disk_opt,0.122,0.19113,0.226576,0.207349,0.000805,0.804765,1405,5946,4796,7379863
TOSHIBA_20MG07ACA14TA,GRU,50,test,row_opt,0.004,0.041305,0.475927,0.076013,0.00944,0.850808,3005,69746,3309,7318668
TOSHIBA_20MG07ACA14TA,GRU,50,test,disk_opt,0.122,0.200249,0.203991,0.202103,0.000696,0.850808,1288,5144,5026,7383270
TOSHIBA_20MG07ACA14TA,GRU,51,val,row_opt,0.004,0.042893,0.488792,0.078865,0.009157,0.7999,3031,67634,3170,7318175
TOSHIBA_20MG07ACA14TA,GRU,51,val,disk_opt,0.127,0.196149,0.202064,0.199063,0.000695,0.7999,1253,5135,4948,7380674
TOSHIBA_20MG07ACA14TA,GRU,51,test,row_opt,0.004,0.038331,0.473076,0.070916,0.010143,0.852498,2987,74939,3327,7313475
TOSHIBA_20MG07ACA14TA,GRU,51,test,disk_opt,0.127,0.179465,0.197656,0.188122,0.000772,0.852498,1248,5706,5066,7382708
TOSHIBA_20MG07ACA14TA,GRU,52,val,row_opt,0.005,0.043164,0.467667,0.079034,0.008704,0.809151,2900,64285,3301,7321524
TOSHIBA_20MG07ACA14TA,GRU,52,val,disk_opt,0.114,0.166586,0.223029,0.190719,0.000937,0.809151,1383,6919,4818,7378890
TOSHIBA_20MG07ACA14TA,GRU,52,test,row_opt,0.005,0.03582,0.473076,0.066598,0.010882,0.835818,2987,80402,3327,7308012
TOSHIBA_20MG07ACA14TA,GRU,52,test,disk_opt,0.114,0.152171,0.203674,0.174196,0.00097,0.835818,1286,7165,5028,7381249
TOSHIBA_20MG07ACA14TA,GRU,53,val,row_opt,0.004,0.042838,0.484761,0.078719,0.009094,0.809971,3006,67166,3195,7318643
TOSHIBA_20MG07ACA14TA,GRU,53,val,disk_opt,0.091,0.19406,0.232866,0.211699,0.000812,0.809971,1444,5997,4757,7379812
TOSHIBA_20MG07ACA14TA,GRU,53,test,row_opt,0.004,0.038383,0.474976,0.071026,0.010169,0.850467,2999,75135,3315,7313279
TOSHIBA_20MG07ACA14TA,GRU,53,test,disk_opt,0.091,0.147603,0.190687,0.166402,0.000941,0.850467,1204,6953,5110,7381461
