column_name,non_null_count,missing_count,missing_ratio,missing_ratio_pct
smart_178_raw,0,37906446,1.0,100.0
smart_171_normalized,0,37906446,1.0,100.0
smart_171_raw,0,37906446,1.0,100.0
smart_172_normalized,0,37906446,1.0,100.0
smart_172_raw,0,37906446,1.0,100.0
smart_230_normalized,0,37906446,1.0,100.0
smart_230_raw,0,37906446,1.0,100.0
smart_244_normalized,0,37906446,1.0,100.0
smart_244_raw,0,37906446,1.0,100.0
smart_246_normalized,0,37906446,1.0,100.0
smart_246_raw,0,37906446,1.0,100.0
smart_90_normalized,0,37906446,1.0,100.0
smart_71_raw,0,37906446,1.0,100.0
smart_71_normalized,0,37906446,1.0,100.0
smart_211_raw,0,37906446,1.0,100.0
smart_212_normalized,0,37906446,1.0,100.0
smart_212_raw,0,37906446,1.0,100.0
smart_90_raw,0,37906446,1.0,100.0
smart_27_normalized,0,37906446,1.0,100.0
smart_82_raw,0,37906446,1.0,100.0
smart_82_normalized,0,37906446,1.0,100.0
smart_27_raw,0,37906446,1.0,100.0
smart_211_normalized,0,37906446,1.0,100.0
smart_169_normalized,0,37906446,1.0,100.0
smart_169_raw,0,37906446,1.0,100.0
smart_176_normalized,0,37906446,1.0,100.0
smart_231_normalized,0,37906446,1.0,100.0
smart_231_raw,0,37906446,1.0,100.0
smart_225_raw,0,37906446,1.0,100.0
smart_225_normalized,0,37906446,1.0,100.0
smart_175_raw,0,37906446,1.0,100.0
smart_175_normalized,0,37906446,1.0,100.0
smart_180_normalized,0,37906446,1.0,100.0
smart_252_normalized,0,37906446,1.0,100.0
smart_167_normalized,0,37906446,1.0,100.0
smart_166_raw,0,37906446,1.0,100.0
smart_166_normalized,0,37906446,1.0,100.0
smart_165_raw,0,37906446,1.0,100.0
smart_165_normalized,0,37906446,1.0,100.0
smart_164_raw,0,37906446,1.0,100.0
smart_164_normalized,0,37906446,1.0,100.0
smart_163_raw,0,37906446,1.0,100.0
smart_163_normalized,0,37906446,1.0,100.0
smart_161_raw,0,37906446,1.0,100.0
smart_161_normalized,0,37906446,1.0,100.0
smart_160_raw,0,37906446,1.0,100.0
smart_160_normalized,0,37906446,1.0,100.0
smart_248_raw,0,37906446,1.0,100.0
smart_248_normalized,0,37906446,1.0,100.0
smart_247_raw,0,37906446,1.0,100.0
smart_247_normalized,0,37906446,1.0,100.0
smart_245_raw,0,37906446,1.0,100.0
smart_245_normalized,0,37906446,1.0,100.0
smart_234_raw,0,37906446,1.0,100.0
smart_234_normalized,0,37906446,1.0,100.0
smart_210_raw,0,37906446,1.0,100.0
smart_210_normalized,0,37906446,1.0,100.0
smart_206_raw,0,37906446,1.0,100.0
smart_206_normalized,0,37906446,1.0,100.0
smart_202_raw,0,37906446,1.0,100.0
smart_202_normalized,0,37906446,1.0,100.0
smart_180_raw,0,37906446,1.0,100.0
smart_167_raw,0,37906446,1.0,100.0
datacenter,35670100,2236346,0.05899645669762868,5.899645669762868
pod_slot_num,36338315,1568131,0.04136845221522482,4.136845221522481
cluster_id,36348823,1557623,0.041091243425986176,4.1091243425986175
is_legacy_format,36816111,1090335,0.028763841379379117,2.8763841379379116
pod_id,36816111,1090335,0.028763841379379117,2.8763841379379116
vault_id,36816111,1090335,0.028763841379379117,2.8763841379379116
smart_224_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_3_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_5_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_4_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_23_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_226_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_226_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_23_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_24_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_5_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_10_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_9_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_9_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_12_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_12_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_2_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_8_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_10_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_2_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_3_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_4_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_8_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_7_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_7_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_24_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_198_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_197_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_197_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_196_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_196_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_223_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_240_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_199_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_199_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_193_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_194_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_191_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_240_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_194_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_198_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_192_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_222_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_220_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_220_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_222_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_192_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_193_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_223_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_224_normalized,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_191_raw,37889372,17074,0.0004504247114066035,0.04504247114066035
smart_1_normalized,37889373,17073,0.00045039833066914264,0.04503983306691427
smart_1_raw,37889373,17073,0.00045039833066914264,0.04503983306691427
failure,37906446,0,0.0,0.0
date,37906446,0,0.0,0.0
serial_number,37906446,0,0.0,0.0
capacity_bytes,37906446,0,0.0,0.0
model,37906446,0,0.0,0.0
