arm,arm_desc,experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,43,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0936037138104438,17,9741,9,8,98,9643,0.5294117647058824,0.0841121495327102,0.0100605687301098,0.951007566562196,0.1456631063607373
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,43,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0036542552988976,17,9741,14,3,488,9253,0.8235294117647058,0.0278884462151394,0.0500975259213633,0.951007566562196,0.1456631063607373
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,43,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.1896583835631611,14,9724,0,14,10,9714,0.0,0.0,0.0010283833813245,0.970988570253276,0.053385844512107
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,43,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.1373921433836225,14,9724,4,10,49,9675,0.2857142857142857,0.0754716981132075,0.0050390785684903,0.970988570253276,0.053385844512107
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,43,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0975038419663907,14,9724,6,8,98,9626,0.4285714285714285,0.0576923076923076,0.0100781571369806,0.970988570253276,0.053385844512107
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,43,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0037842825055122,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.970988570253276,0.053385844512107
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.2913687862157579,16,9782,2,14,10,9772,0.125,0.1666666666666666,0.0010222858311183,0.9579968309139236,0.0640238199177381
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.074003456495702,16,9782,3,13,49,9733,0.1875,0.0576923076923076,0.00500920057248,0.9579968309139236,0.0640238199177381
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.034543477185071,16,9782,9,7,98,9684,0.5625,0.0841121495327102,0.0100184011449601,0.9579968309139236,0.0640238199177381
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0040310980053618,16,9782,13,3,490,9292,0.8125,0.025844930417495,0.0500920057248006,0.9579968309139236,0.0640238199177381
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.1898727560043346,17,9741,3,14,10,9731,0.1764705882352941,0.2307692307692307,0.0010265886459295,0.926810268301962,0.1322453985779583
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0704360067844386,17,9741,8,9,49,9692,0.4705882352941176,0.1403508771929824,0.0050302843650549,0.926810268301962,0.1322453985779583
