arm,arm_desc,model,far_target,n_failed,n_healthy,tp,fn,fp,tn,roc_auc,recall,precision,far
roll14,"롤링 평균·표준편차, 14일만",xgboost,0.001,47,29247,7,40,30,29217,0.9612421051111207,0.14893617021276595,0.1891891891891892,0.0010257462303826033
roll30,"롤링 평균·표준편차, 30일만",xgboost,0.001,47,29247,7,40,30,29217,0.9687234268022683,0.14893617021276595,0.1891891891891892,0.0010257462303826033
roll7,"롤링 평균·표준편차, 7일만",xgboost,0.001,47,29247,7,40,30,29217,0.966430019217261,0.14893617021276595,0.1891891891891892,0.0010257462303826033
triple_asfd7_diff_roll30,ASFD7일 + 차분 + 롤링30일,xgboost,0.001,47,29247,7,40,30,29217,0.9609951210265136,0.14893617021276595,0.1891891891891892,0.0010257462303826033
triple_asfd7_diff_since_start,ASFD7일 + 차분 + 누적,xgboost,0.001,47,29247,7,40,30,29217,0.9605502119202058,0.14893617021276595,0.1891891891891892,0.0010257462303826033
asfd30,"ASFD(차분 절대합), 30일만",xgboost,0.001,47,29247,6,41,30,29217,0.9675178836716641,0.1276595744680851,0.16666666666666666,0.0010257462303826033
cid14,"CID(복잡도 추정치), 14일만",xgboost,0.001,47,29247,6,41,30,29217,0.9592887946342388,0.1276595744680851,0.16666666666666666,0.0010257462303826033
combo_roll30_asfd7,롤링30일 + ASFD7일 (공동 1위 결합),xgboost,0.001,47,29247,6,41,30,29217,0.9596961997551738,0.1276595744680851,0.16666666666666666,0.0010257462303826033
combo_roll30_diff,롤링30일 + 차분(1/7/30),xgboost,0.001,47,29247,6,41,30,29217,0.9726486966452828,0.1276595744680851,0.16666666666666666,0.0010257462303826033
full_critical_age,차분+롤링+누적+나이 전부 (features.yaml 원래 기본값과 동일),xgboost,0.001,47,29247,6,41,30,29217,0.9643608443369693,0.1276595744680851,0.16666666666666666,0.0010257462303826033
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",xgboost,0.001,235,146235,30,205,150,146085,0.9581642477810555,0.1276595744680851,0.16666666666666666,0.0010257462303826033
scope_all_champion,승자 조합(ASFD7일+차분)을 SMART 18개 전체로 확장,xgboost,0.001,47,29247,6,41,30,29217,0.974373062907807,0.1276595744680851,0.16666666666666666,0.0010257462303826033
age,"나이만 (age_days, segment_age_days)",xgboost,0.001,47,29247,5,42,30,29217,0.9552870224015813,0.10638297872340426,0.14285714285714285,0.0010257462303826033
combo_asfd28_d1,ASFD28일 + 차분 1일만,xgboost,0.001,47,29247,5,42,30,29217,0.9592723328989008,0.10638297872340426,0.14285714285714285,0.0010257462303826033
combo_roll30_asfd30,롤링30일 + ASFD30일,xgboost,0.001,47,29247,5,42,33,29214,0.9539948708857239,0.10638297872340426,0.13157894736842105,0.0011283208534208636
full_critical,"차분+롤링+누적 전부 (critical, 나이 제외)",xgboost,0.001,47,29247,5,42,30,29217,0.9705709120840272,0.10638297872340426,0.14285714285714285,0.0010257462303826033
triple_asfd7_diff_age,ASFD7일 + 차분 + 나이,xgboost,0.001,47,29247,5,42,30,29217,0.9657340655444832,0.10638297872340426,0.14285714285714285,0.0010257462303826033
triple_asfd7_diff_cid30,ASFD7일 + 차분 + CID30일,xgboost,0.001,47,29247,5,42,30,29217,0.9653136599191727,0.10638297872340426,0.14285714285714285,0.0010257462303826033
triple_asfd7_diff_roll30,ASFD7일 + 차분 + 롤링30일,xgboost,0.005,47,29247,24,23,147,29100,0.9609951210265136,0.5106382978723404,0.14035087719298245,0.005026156528874756
asfd7_tuned,ASFD7일 + Optuna 튜닝 (Proposed),xgboost_tuned,0.005,235,146235,117,118,741,145494,0.969964486064844,0.4978723404255319,0.13636363636363635,0.0050671863780900606
full_critical,"차분+롤링+누적 전부 (critical, 나이 제외)",xgboost,0.005,47,29247,23,24,147,29100,0.9705709120840272,0.48936170212765956,0.13529411764705881,0.005026156528874756
diff,차분만 (diff_lags 1/7/30),xgboost,0.005,235,146235,113,122,735,145500,0.9712512032383572,0.4808510638297872,0.1332547169811321,0.005026156528874756
roll7,"롤링 평균·표준편차, 7일만",xgboost,0.005,47,29247,22,25,147,29100,0.966430019217261,0.46808510638297873,0.1301775147928994,0.005026156528874756
asfd7,"ASFD(차분 절대합), 7일만",xgboost,0.005,235,146235,106,129,735,145500,0.9555221612124096,0.451063829787234,0.12604042806183116,0.005026156528874756
combo_asfd7_d1,ASFD7일 + 차분 1일만,xgboost,0.005,235,146235,106,129,747,145488,0.9605056460909015,0.451063829787234,0.1242672919109027,0.005108216227305364
combo_asfd7_diff,ASFD7일 + 차분(1/7/30),xgboost,0.005,235,146235,106,129,736,145499,0.9698639383428406,0.451063829787234,0.12589073634204276,0.0050329948370773075
combo_asfd28_d1,ASFD28일 + 차분 1일만,xgboost,0.005,47,29247,21,26,147,29100,0.9592723328989008,0.44680851063829785,0.125,0.005026156528874756
combo_asfd7_cid30,ASFD7일 + CID30일,xgboost,0.005,47,29247,21,26,147,29100,0.9655984532256688,0.44680851063829785,0.125,0.005026156528874756
triple_asfd7_diff_since_start,ASFD7일 + 차분 + 누적,xgboost,0.005,47,29247,21,26,147,29100,0.9605502119202058,0.44680851063829785,0.125,0.005026156528874756
cid30,"CID(복잡도 추정치), 30일만",xgboost,0.005,47,29247,20,27,147,29100,0.9612706360781207,0.425531914893617,0.11976047904191617,0.005026156528874756
combo_roll30_cid30,롤링30일 + CID30일,xgboost,0.005,47,29247,20,27,165,29082,0.9522337153985174,0.425531914893617,0.10810810810810811,0.005641604267104318
combo_roll30_diff,롤링30일 + 차분(1/7/30),xgboost,0.005,47,29247,20,27,147,29100,0.9726486966452828,0.425531914893617,0.11976047904191617,0.005026156528874756
scope_all,"차분+롤링+누적 전부, 존재하는 SMART 18개 전체",xgboost,0.005,47,29247,20,27,149,29098,0.9731079133979934,0.425531914893617,0.11834319526627218,0.005094539610900263
asfd14,"ASFD(차분 절대합), 14일만",xgboost,0.005,47,29247,19,28,149,29098,0.9572951450630579,0.40425531914893614,0.1130952380952381,0.005094539610900263
asfd28,"ASFD(차분 절대합), 28일만",xgboost,0.005,47,29247,19,28,163,29084,0.9525655955582596,0.40425531914893614,0.1043956043956044,0.005573221185078811
cid14,"CID(복잡도 추정치), 14일만",xgboost,0.005,47,29247,19,28,147,29100,0.9592887946342388,0.40425531914893614,0.1144578313253012,0.005026156528874756
full_critical_age,차분+롤링+누적+나이 전부 (features.yaml 원래 기본값과 동일),xgboost,0.005,47,29247,19,28,147,29100,0.9643608443369693,0.40425531914893614,0.1144578313253012,0.005026156528874756
roll30,"롤링 평균·표준편차, 30일만",xgboost,0.005,47,29247,19,28,147,29100,0.9687234268022683,0.40425531914893614,0.1144578313253012,0.005026156528874756
rolling,롤링 평균·표준편차만 (7/30일),xgboost,0.005,47,29247,19,28,147,29100,0.9663029821050876,0.40425531914893614,0.1144578313253012,0.005026156528874756
scope_all_champion,승자 조합(ASFD7일+차분)을 SMART 18개 전체로 확장,xgboost,0.005,47,29247,19,28,147,29100,0.974373062907807,0.40425531914893614,0.1144578313253012,0.005026156528874756
triple_asfd7_diff_age,ASFD7일 + 차분 + 나이,xgboost,0.005,47,29247,19,28,147,29100,0.9657340655444832,0.40425531914893614,0.1144578313253012,0.005026156528874756
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",xgboost,0.005,235,146235,92,143,735,145500,0.9581642477810555,0.39148936170212767,0.11124546553808948,0.005026156528874756
combo_asfd14_diff,ASFD14일 + 차분(1/7/30),xgboost,0.005,47,29247,18,29,150,29097,0.9674830000665272,0.3829787234042553,0.10714285714285714,0.005128731151913017
roll14,"롤링 평균·표준편차, 14일만",xgboost,0.005,47,29247,18,29,147,29100,0.9612421051111207,0.3829787234042553,0.10909090909090909,0.005026156528874756
triple_asfd7_diff_cid30,ASFD7일 + 차분 + CID30일,xgboost,0.005,47,29247,18,29,147,29100,0.9653136599191727,0.3829787234042553,0.10909090909090909,0.005026156528874756
asfd30,"ASFD(차분 절대합), 30일만",xgboost,0.005,47,29247,17,30,147,29100,0.9675178836716641,0.3617021276595745,0.10365853658536585,0.005026156528874756
combo_asfd14_d1,ASFD14일 + 차분 1일만,xgboost,0.005,47,29247,17,30,147,29100,0.9555830783928009,0.3617021276595745,0.10365853658536585,0.005026156528874756
combo_roll30_asfd30,롤링30일 + ASFD30일,xgboost,0.005,47,29247,17,30,156,29091,0.9539948708857239,0.3617021276595745,0.09826589595375723,0.005333880397989537
cid7,"CID(복잡도 추정치), 7일만",xgboost,0.005,47,29247,16,31,169,29078,0.9522345330342944,0.3404255319148936,0.08648648648648649,0.0057783704311553325
combo_roll30_asfd7,롤링30일 + ASFD7일 (공동 1위 결합),xgboost,0.005,47,29247,15,32,147,29100,0.9596961997551738,0.3191489361702128,0.09259259259259259,0.005026156528874756
since_start,segment 시작 이후 누적 증가량만,xgboost,0.005,47,29247,15,32,147,29100,0.9594802817727935,0.3191489361702128,0.09259259259259259,0.005026156528874756
age,"나이만 (age_days, segment_age_days)",xgboost,0.005,47,29247,14,33,147,29100,0.9552870224015813,0.2978723404255319,0.08695652173913043,0.005026156528874756
combo_roll30_asfd7,롤링30일 + ASFD7일 (공동 1위 결합),xgboost,0.01,47,29247,30,17,294,28953,0.9596961997551738,0.6382978723404256,0.09259259259259259,0.010052313057749512
asfd7_tuned,ASFD7일 + Optuna 튜닝 (Proposed),xgboost_tuned,0.01,235,146235,149,86,1474,144761,0.969964486064844,0.6340425531914894,0.0918052988293284,0.010079666290559716
asfd7,"ASFD(차분 절대합), 7일만",xgboost,0.01,235,146235,147,88,1470,144765,0.9555221612124096,0.625531914893617,0.09090909090909091,0.010052313057749512
combo_asfd28_d1,ASFD28일 + 차분 1일만,xgboost,0.01,47,29247,29,18,294,28953,0.9592723328989008,0.6170212765957447,0.08978328173374613,0.010052313057749512
combo_roll30_diff,롤링30일 + 차분(1/7/30),xgboost,0.01,47,29247,29,18,294,28953,0.9726486966452828,0.6170212765957447,0.08978328173374613,0.010052313057749512
roll30,"롤링 평균·표준편차, 30일만",xgboost,0.01,47,29247,29,18,294,28953,0.9687234268022683,0.6170212765957447,0.08978328173374613,0.010052313057749512
combo_asfd7_diff,ASFD7일 + 차분(1/7/30),xgboost,0.01,235,146235,144,91,1471,144764,0.9698639383428406,0.6127659574468085,0.0891640866873065,0.010059151365952063
diff,차분만 (diff_lags 1/7/30),xgboost,0.01,235,146235,143,92,1470,144765,0.9712512032383572,0.6085106382978723,0.08865468071915684,0.010052313057749512
asfd30,"ASFD(차분 절대합), 30일만",xgboost,0.01,47,29247,28,19,295,28952,0.9675178836716641,0.5957446808510638,0.08668730650154799,0.010086504598762267
cid30,"CID(복잡도 추정치), 30일만",xgboost,0.01,47,29247,28,19,294,28953,0.9612706360781207,0.5957446808510638,0.08695652173913043,0.010052313057749512
combo_asfd7_d1,ASFD7일 + 차분 1일만,xgboost,0.01,235,146235,140,95,1477,144758,0.9605056460909015,0.5957446808510638,0.08658008658008658,0.010100181215167368
rolling,롤링 평균·표준편차만 (7/30일),xgboost,0.01,47,29247,28,19,294,28953,0.9663029821050876,0.5957446808510638,0.08695652173913043,0.010052313057749512
triple_asfd7_diff_roll30,ASFD7일 + 차분 + 롤링30일,xgboost,0.01,47,29247,28,19,294,28953,0.9609951210265136,0.5957446808510638,0.08695652173913043,0.010052313057749512
combo_asfd14_diff,ASFD14일 + 차분(1/7/30),xgboost,0.01,47,29247,27,20,294,28953,0.9674830000665272,0.574468085106383,0.08411214953271028,0.010052313057749512
roll7,"롤링 평균·표준편차, 7일만",xgboost,0.01,47,29247,27,20,294,28953,0.966430019217261,0.574468085106383,0.08411214953271028,0.010052313057749512
scope_all,"차분+롤링+누적 전부, 존재하는 SMART 18개 전체",xgboost,0.01,47,29247,27,20,305,28942,0.9731079133979934,0.574468085106383,0.08132530120481928,0.010428420008889801
combo_asfd7_cid30,ASFD7일 + CID30일,xgboost,0.01,47,29247,26,21,294,28953,0.9655984532256688,0.5531914893617021,0.08125,0.010052313057749512
full_critical_age,차분+롤링+누적+나이 전부 (features.yaml 원래 기본값과 동일),xgboost,0.01,47,29247,26,21,297,28950,0.9643608443369693,0.5531914893617021,0.0804953560371517,0.010154887680787773
scope_all_champion,승자 조합(ASFD7일+차분)을 SMART 18개 전체로 확장,xgboost,0.01,47,29247,26,21,315,28932,0.974373062907807,0.5531914893617021,0.07624633431085044,0.010770335419017335
triple_asfd7_diff_age,ASFD7일 + 차분 + 나이,xgboost,0.01,47,29247,26,21,296,28951,0.9657340655444832,0.5531914893617021,0.08074534161490683,0.01012069613977502
asfd28,"ASFD(차분 절대합), 28일만",xgboost,0.01,47,29247,25,22,322,28925,0.9525655955582596,0.5319148936170213,0.07204610951008646,0.011009676206106609
cid7,"CID(복잡도 추정치), 7일만",xgboost,0.01,47,29247,25,22,348,28899,0.9522345330342944,0.5319148936170213,0.06702412868632708,0.0118986562724382
combo_asfd14_d1,ASFD14일 + 차분 1일만,xgboost,0.01,47,29247,25,22,294,28953,0.9555830783928009,0.5319148936170213,0.07836990595611286,0.010052313057749512
full_critical,"차분+롤링+누적 전부 (critical, 나이 제외)",xgboost,0.01,47,29247,25,22,294,28953,0.9705709120840272,0.5319148936170213,0.07836990595611286,0.010052313057749512
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",xgboost,0.01,235,146235,125,110,1470,144765,0.9581642477810555,0.5319148936170213,0.07836990595611286,0.010052313057749512
triple_asfd7_diff_cid30,ASFD7일 + 차분 + CID30일,xgboost,0.01,47,29247,25,22,294,28953,0.9653136599191727,0.5319148936170213,0.07836990595611286,0.010052313057749512
triple_asfd7_diff_since_start,ASFD7일 + 차분 + 누적,xgboost,0.01,47,29247,25,22,294,28953,0.9605502119202058,0.5319148936170213,0.07836990595611286,0.010052313057749512
cid14,"CID(복잡도 추정치), 14일만",xgboost,0.01,47,29247,24,23,294,28953,0.9592887946342388,0.5106382978723404,0.07547169811320754,0.010052313057749512
combo_roll30_cid30,롤링30일 + CID30일,xgboost,0.01,47,29247,24,23,329,28918,0.9522337153985174,0.5106382978723404,0.0679886685552408,0.011249016993195884
roll14,"롤링 평균·표준편차, 14일만",xgboost,0.01,47,29247,23,24,294,28953,0.9612421051111207,0.48936170212765956,0.07255520504731862,0.010052313057749512
asfd14,"ASFD(차분 절대합), 14일만",xgboost,0.01,47,29247,22,25,298,28949,0.9572951450630579,0.46808510638297873,0.06875,0.010189079221800526
combo_roll30_asfd30,롤링30일 + ASFD30일,xgboost,0.01,47,29247,22,25,308,28939,0.9539948708857239,0.46808510638297873,0.06666666666666667,0.01053099463192806
age,"나이만 (age_days, segment_age_days)",xgboost,0.01,47,29247,21,26,294,28953,0.9552870224015813,0.44680851063829785,0.06666666666666667,0.010052313057749512
since_start,segment 시작 이후 누적 증가량만,xgboost,0.01,47,29247,21,26,294,28953,0.9594802817727935,0.44680851063829785,0.06666666666666667,0.010052313057749512
combo_asfd7_cid30,ASFD7일 + CID30일,xgboost,0.05,47,29247,43,4,1465,27782,0.9655984532256688,0.9148936170212766,0.028514588859416445,0.0500906075836838
rolling,롤링 평균·표준편차만 (7/30일),xgboost,0.05,47,29247,43,4,1465,27782,0.9663029821050876,0.9148936170212766,0.028514588859416445,0.0500906075836838
asfd7_tuned,ASFD7일 + Optuna 튜닝 (Proposed),xgboost_tuned,0.05,235,146235,212,23,7326,138909,0.969964486064844,0.902127659574468,0.028124170867604138,0.05009744589188635
triple_asfd7_diff_cid30,ASFD7일 + 차분 + CID30일,xgboost,0.05,47,29247,42,5,1465,27782,0.9653136599191727,0.8936170212765957,0.027869940278699403,0.0500906075836838
triple_asfd7_diff_roll30,ASFD7일 + 차분 + 롤링30일,xgboost,0.05,47,29247,42,5,1465,27782,0.9609951210265136,0.8936170212765957,0.027869940278699403,0.0500906075836838
asfd7,"ASFD(차분 절대합), 7일만",xgboost,0.05,235,146235,207,28,7325,138910,0.9555221612124096,0.8808510638297873,0.02748274030801912,0.0500906075836838
combo_asfd7_diff,ASFD7일 + 차분(1/7/30),xgboost,0.05,235,146235,207,28,7325,138910,0.9698639383428406,0.8808510638297873,0.02748274030801912,0.0500906075836838
asfd30,"ASFD(차분 절대합), 30일만",xgboost,0.05,47,29247,41,6,1465,27782,0.9675178836716641,0.8723404255319149,0.027224435590969456,0.0500906075836838
combo_asfd14_diff,ASFD14일 + 차분(1/7/30),xgboost,0.05,47,29247,41,6,1465,27782,0.9674830000665272,0.8723404255319149,0.027224435590969456,0.0500906075836838
combo_roll30_asfd7,롤링30일 + ASFD7일 (공동 1위 결합),xgboost,0.05,47,29247,41,6,1465,27782,0.9596961997551738,0.8723404255319149,0.027224435590969456,0.0500906075836838
combo_roll30_diff,롤링30일 + 차분(1/7/30),xgboost,0.05,47,29247,41,6,1465,27782,0.9726486966452828,0.8723404255319149,0.027224435590969456,0.0500906075836838
full_critical,"차분+롤링+누적 전부 (critical, 나이 제외)",xgboost,0.05,47,29247,41,6,1465,27782,0.9705709120840272,0.8723404255319149,0.027224435590969456,0.0500906075836838
roll14,"롤링 평균·표준편차, 14일만",xgboost,0.05,47,29247,41,6,1465,27782,0.9612421051111207,0.8723404255319149,0.027224435590969456,0.0500906075836838
roll7,"롤링 평균·표준편차, 7일만",xgboost,0.05,47,29247,41,6,1465,27782,0.966430019217261,0.8723404255319149,0.027224435590969456,0.0500906075836838
triple_asfd7_diff_age,ASFD7일 + 차분 + 나이,xgboost,0.05,47,29247,41,6,1465,27782,0.9657340655444832,0.8723404255319149,0.027224435590969456,0.0500906075836838
combo_asfd28_d1,ASFD28일 + 차분 1일만,xgboost,0.05,47,29247,40,7,1465,27782,0.9592723328989008,0.851063829787234,0.026578073089700997,0.0500906075836838
diff,차분만 (diff_lags 1/7/30),xgboost,0.05,235,146235,200,35,7325,138910,0.9712512032383572,0.851063829787234,0.026578073089700997,0.0500906075836838
full_critical_age,차분+롤링+누적+나이 전부 (features.yaml 원래 기본값과 동일),xgboost,0.05,47,29247,40,7,1469,27778,0.9643608443369693,0.851063829787234,0.026507620941020542,0.05022737374773481
scope_all,"차분+롤링+누적 전부, 존재하는 SMART 18개 전체",xgboost,0.05,47,29247,40,7,1465,27782,0.9731079133979934,0.851063829787234,0.026578073089700997,0.0500906075836838
scope_all_champion,승자 조합(ASFD7일+차분)을 SMART 18개 전체로 확장,xgboost,0.05,47,29247,40,7,1465,27782,0.974373062907807,0.851063829787234,0.026578073089700997,0.0500906075836838
triple_asfd7_diff_since_start,ASFD7일 + 차분 + 누적,xgboost,0.05,47,29247,40,7,1465,27782,0.9605502119202058,0.851063829787234,0.026578073089700997,0.0500906075836838
combo_asfd7_d1,ASFD7일 + 차분 1일만,xgboost,0.05,235,146235,197,38,7356,138879,0.9605056460909015,0.8382978723404255,0.026082351383556204,0.05030259513796287
asfd14,"ASFD(차분 절대합), 14일만",xgboost,0.05,47,29247,39,8,1465,27782,0.9572951450630579,0.8297872340425532,0.025930851063829786,0.0500906075836838
cid14,"CID(복잡도 추정치), 14일만",xgboost,0.05,47,29247,39,8,1465,27782,0.9592887946342388,0.8297872340425532,0.025930851063829786,0.0500906075836838
cid30,"CID(복잡도 추정치), 30일만",xgboost,0.05,47,29247,39,8,1465,27782,0.9612706360781207,0.8297872340425532,0.025930851063829786,0.0500906075836838
roll30,"롤링 평균·표준편차, 30일만",xgboost,0.05,47,29247,39,8,1465,27782,0.9687234268022683,0.8297872340425532,0.025930851063829786,0.0500906075836838
asfd28,"ASFD(차분 절대합), 28일만",xgboost,0.05,47,29247,38,9,1602,27645,0.9525655955582596,0.8085106382978723,0.023170731707317073,0.05477484870243102
combo_asfd14_d1,ASFD14일 + 차분 1일만,xgboost,0.05,47,29247,38,9,1467,27780,0.9555830783928009,0.8085106382978723,0.02524916943521595,0.0501589906657093
combo_roll30_asfd30,롤링30일 + ASFD30일,xgboost,0.05,47,29247,38,9,1488,27759,0.9539948708857239,0.8085106382978723,0.02490170380078637,0.05087701302697713
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",xgboost,0.05,235,146235,190,45,7326,138909,0.9581642477810555,0.8085106382978723,0.025279403938265034,0.05009744589188635
age,"나이만 (age_days, segment_age_days)",xgboost,0.05,47,29247,37,10,1465,27782,0.9552870224015813,0.7872340425531915,0.02463382157123835,0.0500906075836838
cid7,"CID(복잡도 추정치), 7일만",xgboost,0.05,47,29247,37,10,1525,27722,0.9522345330342944,0.7872340425531915,0.023687580025608196,0.052142100044449004
combo_roll30_cid30,롤링30일 + CID30일,xgboost,0.05,47,29247,37,10,1466,27781,0.9522337153985174,0.7872340425531915,0.024617431803060547,0.05012479912469655
since_start,segment 시작 이후 누적 증가량만,xgboost,0.05,47,29247,37,10,1465,27782,0.9594802817727935,0.7872340425531915,0.02463382157123835,0.0500906075836838
