column,mean_abs_ig
194,0.032265555
220,0.027260106
4,0.025773942
193,0.022323485
226,0.022244211
12,0.021866463
196,0.016116269
192,0.015233087
197,0.011691756
5,0.008683293
9,0.00842091
222,0.007338056
199,0.0040214835
191,0.0038167962
3,0.0025261145
198,0.002054929
_mask,6.769546e-05
