trial,pauc,epochs,hidden_size,num_layers,dropout,learning_rate,weight_decay,batch_size
6,0.8980135973593999,8,256,1,,0.004741216804249708,2.4232243900608937e-06,2048
2,0.8932501814789018,11,32,2,0.0716766437045232,0.007750644796341917,0.00012229065947034367,2048
4,0.8921631793803739,14,128,1,,0.0004274218324036844,2.849988343697162e-05,2048
0,0.8918354515846985,8,64,2,0.32294705653332806,0.0007501954443620128,0.0036905577292137633,512
7,0.8910197853857446,15,64,1,,0.0003910933172251061,2.984770033451217e-06,1024
1,0.8905539382403593,14,128,1,,0.00010975815419380165,0.002140323314098607,2048
3,0.8880170463170309,9,256,2,0.30846699843737846,0.007717846862118065,0.0005336803302756717,2048
