trial,pauc,epochs,hidden_size,num_layers,dropout,learning_rate,weight_decay,batch_size
4,0.8888608491948784,11,128,1,,0.0004274218324036844,2.849988343697162e-05,2048
25,0.8887643769609403,16,32,1,,0.0005274005137367089,3.0325447006459095e-05,2048
2,0.8853015727915359,8,32,2,0.0716766437045232,0.007750644796341917,0.00012229065947034367,2048
1,0.8850678433141899,12,128,1,,0.00010975815419380165,0.002140323314098607,2048
0,0.8846603853830448,6,64,2,0.32294705653332806,0.0007501954443620128,0.0036905577292137633,512
3,0.7194309838235237,7,256,2,0.30846699843737846,0.007717846862118065,0.0005336803302756717,2048
