experiment,drive,model,family,rule,threshold_source,far_target,n_seeds,n_failed_pooled,n_healthy_pooled,recall_mean,recall_sd,precision_mean,precision_sd,far_mean,far_sd,roc_auc_mean,roc_auc_sd,pr_auc_mean,pr_auc_sd,tp_mean,tp_sd
imb_balanced_rf,HGST_20HUH721212ALN604,xgboost_balanced_rf,tabular,in_horizon,val_quantile,0.001,1,47,29247,0.0,0.0,0.0,0.0,0.000615447738229562,0.0,0.9609377766790231,0.0,0.06567299538685366,0.0,0.0,0.0
imb_balanced_rf,HGST_20HUH721212ALN604,xgboost_balanced_rf,tabular,in_horizon,val_quantile,0.005,1,47,29247,0.2127659574468085,0.0,0.072992700729927,0.0,0.004342325708619687,0.0,0.9609377766790231,0.0,0.06567299538685366,0.0,10.0,0.0
imb_balanced_rf,HGST_20HUH721212ALN604,xgboost_balanced_rf,tabular,in_horizon,val_quantile,0.01,1,47,29247,0.44680851063829785,0.0,0.06461538461538462,0.0,0.010394228467877048,0.0,0.9609377766790231,0.0,0.06567299538685366,0.0,21.0,0.0
imb_balanced_rf,HGST_20HUH721212ALN604,xgboost_balanced_rf,tabular,in_horizon,val_quantile,0.05,1,47,29247,0.7872340425531915,0.0,0.023024268823895456,0.0,0.05368071939002291,0.0,0.9609377766790231,0.0,0.06567299538685366,0.0,37.0,0.0
