experiment,drive,model,family,rule,threshold_source,far_target,seed,n_months,n_failed_total,n_healthy_total,recall,recall_month_sd,precision,precision_month_sd,far,far_month_sd,roc_auc,roc_auc_month_sd,pr_auc,pr_auc_month_sd,tp,tp_month_sd
tos_select,TOSHIBA_20MG07ACA14TA,mlp,tabular,in_horizon,val_quantile,0.01,42,6,162,223444,0.7070896430091833,0.08142701479420941,0.03986778924258273,0.008816395796581148,0.012362652022290059,0.0012709060648338738,0.8844773209601696,0.04619253122475798,0.09928525038167692,0.02298826328970561,19.0,4.2895221179054435
tos_select,TOSHIBA_20MG07ACA14TA,mlp,tabular,in_horizon,val_quantile,0.05,42,6,162,223444,0.7588920817369094,0.07469054631138788,0.013165807423384687,0.003465209259027524,0.04145844980471345,0.0026169707479739464,0.8844773209601696,0.04619253122475798,0.09928525038167692,0.02298826328970561,20.5,4.969909455915671
tos_select,TOSHIBA_20MG07ACA14TA,lstm,sequence,in_horizon,val_quantile,0.001,42,6,162,223444,0.2830596606458675,0.12842949830412415,0.11592554054929789,0.048253192429862084,0.0016340899600835153,0.0005743153521736588,0.9011182898484204,0.020686477972682055,0.10062415583542997,0.04343347322127296,8.0,4.979959839195493
tos_select,TOSHIBA_20MG07ACA14TA,lstm,sequence,in_horizon,val_quantile,0.005,42,6,162,223444,0.5631461716231831,0.10569012821409142,0.05835502841242807,0.01533216585396175,0.0066563484655090465,0.001204481159713156,0.9011182898484204,0.020686477972682055,0.10062415583542997,0.04343347322127296,15.333333333333334,5.278888771954441
tos_select,TOSHIBA_20MG07ACA14TA,lstm,sequence,in_horizon,val_quantile,0.01,42,6,162,223444,0.7134487319832148,0.09495904375071246,0.04008965673652013,0.011789624877376536,0.012600094330274916,0.001551711610178656,0.9011182898484204,0.020686477972682055,0.10062415583542997,0.04343347322127296,19.333333333333332,5.202563470700445
tos_select,TOSHIBA_20MG07ACA14TA,lstm,sequence,in_horizon,val_quantile,0.05,42,6,162,223444,0.8119731800766283,0.0480768491134549,0.012226332132750466,0.002694734228433816,0.04756142409292595,0.002091962056978294,0.9011182898484204,0.020686477972682055,0.10062415583542997,0.04343347322127296,21.833333333333332,4.400757510550504
tos_select,TOSHIBA_20MG07ACA14TA,gru,sequence,in_horizon,val_quantile,0.001,42,6,162,223444,0.3685177583166089,0.14857586976056275,0.13222482503940905,0.04086297170740472,0.0017685585437041144,0.0006194888551803471,0.9082220877745065,0.03211186146536534,0.14177530590267895,0.04974712623715875,10.166666666666666,5.980523945831725
tos_select,TOSHIBA_20MG07ACA14TA,gru,sequence,in_horizon,val_quantile,0.005,42,6,162,223444,0.6671273490239007,0.04701700089353969,0.06525576429273373,0.015792538981518618,0.007036804446327695,0.00116031440010083,0.9082220877745065,0.03211186146536534,0.14177530590267895,0.04974712623715875,18.0,4.049691346263318
tos_select,TOSHIBA_20MG07ACA14TA,gru,sequence,in_horizon,val_quantile,0.01,42,6,162,223444,0.7650664416469014,0.04280189507496997,0.04098600456230252,0.010415093553188802,0.01317344530369814,0.0018429743804351266,0.9082220877745065,0.03211186146536534,0.14177530590267895,0.04974712623715875,20.666666666666668,4.546060565661952
tos_select,TOSHIBA_20MG07ACA14TA,gru,sequence,in_horizon,val_quantile,0.05,42,6,162,223444,0.8259145228972815,0.035118220984156505,0.010898956972902971,0.0025724824627146674,0.054666883675320056,0.0037780032859980805,0.9082220877745065,0.03211186146536534,0.14177530590267895,0.04974712623715875,22.333333333333332,5.00666222813829
tos_select,TOSHIBA_20MG07ACA14TA,tcn,sequence,in_horizon,val_quantile,0.001,42,6,162,223444,0.36500714589795047,0.11530888928724592,0.12015521110124885,0.03725509425574986,0.0019878832375587003,0.0006496401530513377,0.881837817632773,0.040148596187094716,0.1365909582363019,0.04921163054136956,10.166666666666666,5.192943930629973
tos_select,TOSHIBA_20MG07ACA14TA,tcn,sequence,in_horizon,val_quantile,0.005,42,6,162,223444,0.6302499543878854,0.07982181145021235,0.058721759840041715,0.01547333349741878,0.007448676865326343,0.0012952829846854758,0.881837817632773,0.040148596187094716,0.1365909582363019,0.04921163054136956,17.0,4.2895221179054435
tos_select,TOSHIBA_20MG07ACA14TA,tcn,sequence,in_horizon,val_quantile,0.01,42,6,162,223444,0.7224419205741045,0.05160303479632878,0.03903608393048589,0.009784150342860497,0.013088047655326642,0.001783690146882937,0.881837817632773,0.040148596187094716,0.1365909582363019,0.04921163054136956,19.5,4.415880433163924
tos_select,TOSHIBA_20MG07ACA14TA,tcn,sequence,in_horizon,val_quantile,0.05,42,6,162,223444,0.8036991424922459,0.04348038215671384,0.012155879847071779,0.0024919900843529694,0.04727065919246783,0.0017710681741139966,0.881837817632773,0.040148596187094716,0.1365909582363019,0.04921163054136956,21.666666666666668,4.546060565661952
