experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,far_target,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,9,7,98,9684,0.5625,0.08411214953271028,0.01001840114496013,0.9699192394193417,0.1664661512445005
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,11,5,196,9586,0.6875,0.05314009661835749,0.02003680228992026,0.9699192394193417,0.1664661512445005
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9699192394193417,0.1664661512445005
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,6,11,49,9692,0.35294117647058826,0.10909090909090909,0.005030284365054922,0.9344976056329523,0.22692517971384257
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,8,9,98,9643,0.47058823529411764,0.07547169811320754,0.010060568730109845,0.9344976056329523,0.22692517971384257
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,12,5,195,9546,0.7058823529411765,0.057971014492753624,0.02001847859562673,0.9344976056329523,0.22692517971384257
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,13,4,390,9351,0.7647058823529411,0.03225806451612903,0.04003695719125346,0.9344976056329523,0.22692517971384257
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,6,8,49,9675,0.42857142857142855,0.10909090909090909,0.005039078568490334,0.9719324792854204,0.10175958231285889
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,7,7,98,9626,0.5,0.06666666666666667,0.010078157136980667,0.9719324792854204,0.10175958231285889
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9719324792854204,0.10175958231285889
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9719324792854204,0.10175958231285889
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,6,10,49,9733,0.375,0.10909090909090909,0.005009200572480065,0.9385861786955633,0.06863954327162622
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,8,8,98,9684,0.5,0.07547169811320754,0.01001840114496013,0.9385861786955633,0.06863954327162622
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,11,5,196,9586,0.6875,0.05314009661835749,0.02003680228992026,0.9385861786955633,0.06863954327162622
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9385861786955633,0.06863954327162622
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,6,11,49,9692,0.35294117647058826,0.10909090909090909,0.005030284365054922,0.8934461373092508,0.14429846420111014
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,10,7,98,9643,0.5882352941176471,0.09259259259259259,0.010060568730109845,0.8934461373092508,0.14429846420111014
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,10,7,195,9546,0.5882352941176471,0.04878048780487805,0.02001847859562673,0.8934461373092508,0.14429846420111014
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,12,5,390,9351,0.7058823529411765,0.029850746268656716,0.04003695719125346,0.8934461373092508,0.14429846420111014
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,4,10,49,9675,0.2857142857142857,0.07547169811320754,0.005039078568490334,0.9748927543045189,0.06418845990194083
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,6,8,98,9626,0.42857142857142855,0.057692307692307696,0.010078157136980667,0.9748927543045189,0.06418845990194083
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,10,4,195,9529,0.7142857142857143,0.04878048780487805,0.020053475935828877,0.9748927543045189,0.06418845990194083
zoo_3month,HGST_20HUH721212ALN604,fcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,12,2,389,9335,0.8571428571428571,0.029925187032418952,0.0400041135335253,0.9748927543045189,0.06418845990194083
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,2,14,49,9733,0.125,0.0392156862745098,0.005009200572480065,0.9229515947658965,0.08044495899417028
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,7,9,98,9684,0.4375,0.06666666666666667,0.01001840114496013,0.9229515947658965,0.08044495899417028
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,10,6,196,9586,0.625,0.04854368932038835,0.02003680228992026,0.9229515947658965,0.08044495899417028
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9229515947658965,0.08044495899417028
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.005030284365054922,0.911773764017464,0.12081650950479676
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.911773764017464,0.12081650950479676
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,10,7,195,9546,0.5882352941176471,0.04878048780487805,0.02001847859562673,0.911773764017464,0.12081650950479676
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,12,5,390,9351,0.7058823529411765,0.029850746268656716,0.04003695719125346,0.911773764017464,0.12081650950479676
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,5,9,49,9675,0.35714285714285715,0.09259259259259259,0.005039078568490334,0.9342642651466181,0.05806538359975082
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,7,7,98,9626,0.5,0.06666666666666667,0.010078157136980667,0.9342642651466181,0.05806538359975082
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9342642651466181,0.05806538359975082
zoo_3month,HGST_20HUH721212ALN604,resnet1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,10,4,389,9335,0.7142857142857143,0.02506265664160401,0.0400041135335253,0.9342642651466181,0.05806538359975082
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,4,12,49,9733,0.25,0.07547169811320754,0.005009200572480065,0.9732416683704764,0.12130858243141592
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,5,11,98,9684,0.3125,0.04854368932038835,0.01001840114496013,0.9732416683704764,0.12130858243141592
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,10,6,196,9586,0.625,0.04854368932038835,0.02003680228992026,0.9732416683704764,0.12130858243141592
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9732416683704764,0.12130858243141592
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,8,9,49,9692,0.47058823529411764,0.14035087719298245,0.005030284365054922,0.9519798063974588,0.23558716966684476
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,11,6,98,9643,0.6470588235294118,0.10091743119266056,0.010060568730109845,0.9519798063974588,0.23558716966684476
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,13,4,195,9546,0.7647058823529411,0.0625,0.02001847859562673,0.9519798063974588,0.23558716966684476
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,13,4,390,9351,0.7647058823529411,0.03225806451612903,0.04003695719125346,0.9519798063974588,0.23558716966684476
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,4,10,49,9675,0.2857142857142857,0.07547169811320754,0.005039078568490334,0.9657915613797967,0.09543830844270199
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,6,8,98,9626,0.42857142857142855,0.057692307692307696,0.010078157136980667,0.9657915613797967,0.09543830844270199
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9657915613797967,0.09543830844270199
zoo_3month,HGST_20HUH721212ALN604,inceptiontime,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9657915613797967,0.09543830844270199
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,7,9,49,9733,0.4375,0.125,0.005009200572480065,0.9547830198323451,0.13756775897208662
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,8,8,98,9684,0.5,0.07547169811320754,0.01001840114496013,0.9547830198323451,0.13756775897208662
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9547830198323451,0.13756775897208662
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9547830198323451,0.13756775897208662
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,6,11,49,9692,0.35294117647058826,0.10909090909090909,0.005030284365054922,0.9457236544140293,0.20913584078984884
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,10,7,98,9643,0.5882352941176471,0.09259259259259259,0.010060568730109845,0.9457236544140293,0.20913584078984884
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,11,6,195,9546,0.6470588235294118,0.05339805825242718,0.02001847859562673,0.9457236544140293,0.20913584078984884
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,11,6,390,9351,0.6470588235294118,0.02743142144638404,0.04003695719125346,0.9457236544140293,0.20913584078984884
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,6,8,49,9675,0.42857142857142855,0.10909090909090909,0.005039078568490334,0.9749441734735852,0.08022755468228941
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,7,7,98,9626,0.5,0.06666666666666667,0.010078157136980667,0.9749441734735852,0.08022755468228941
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,10,4,195,9529,0.7142857142857143,0.04878048780487805,0.020053475935828877,0.9749441734735852,0.08022755468228941
zoo_3month,HGST_20HUH721212ALN604,lstmfcn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9749441734735852,0.08022755468228941
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,8,8,49,9733,0.5,0.14035087719298245,0.005009200572480065,0.9754523614802699,0.20327180655607402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,11,5,98,9684,0.6875,0.10091743119266056,0.01001840114496013,0.9754523614802699,0.20327180655607402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9754523614802699,0.20327180655607402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,12,4,392,9390,0.75,0.0297029702970297,0.04007360457984052,0.9754523614802699,0.20327180655607402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,8,9,49,9692,0.47058823529411764,0.14035087719298245,0.005030284365054922,0.95761396643659,0.15941582266638601
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.95761396643659,0.15941582266638601
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,11,6,195,9546,0.6470588235294118,0.05339805825242718,0.02001847859562673,0.95761396643659,0.15941582266638601
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,12,5,390,9351,0.7058823529411765,0.029850746268656716,0.04003695719125346,0.95761396643659,0.15941582266638601
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,5,9,49,9675,0.35714285714285715,0.09259259259259259,0.005039078568490334,0.9691558441558441,0.10353064278054402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,8,6,98,9626,0.5714285714285714,0.07547169811320754,0.010078157136980667,0.9691558441558441,0.10353064278054402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9691558441558441,0.10353064278054402
zoo_3month,HGST_20HUH721212ALN604,transformer,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9691558441558441,0.10353064278054402
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,6,10,49,9733,0.375,0.10909090909090909,0.005009200572480065,0.9402218360253527,0.11841086328091863
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,9,7,98,9684,0.5625,0.08411214953271028,0.01001840114496013,0.9402218360253527,0.11841086328091863
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,11,5,196,9586,0.6875,0.05314009661835749,0.02003680228992026,0.9402218360253527,0.11841086328091863
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,11,5,392,9390,0.6875,0.02729528535980149,0.04007360457984052,0.9402218360253527,0.11841086328091863
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,5,12,49,9692,0.29411764705882354,0.09259259259259259,0.005030284365054922,0.9440750738238012,0.1220780254127594
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.9440750738238012,0.1220780254127594
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,9,8,195,9546,0.5294117647058824,0.04411764705882353,0.02001847859562673,0.9440750738238012,0.1220780254127594
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,11,6,390,9351,0.6470588235294118,0.02743142144638404,0.04003695719125346,0.9440750738238012,0.1220780254127594
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,0,14,49,9675,0.0,0.0,0.005039078568490334,0.9079156137979668,0.03893231580234101
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,6,8,98,9626,0.42857142857142855,0.057692307692307696,0.010078157136980667,0.9079156137979668,0.03893231580234101
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9079156137979668,0.03893231580234101
zoo_3month,HGST_20HUH721212ALN604,autoencoder,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,10,4,389,9335,0.7142857142857143,0.02506265664160401,0.0400041135335253,0.9079156137979668,0.03893231580234101
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,6,10,49,9733,0.375,0.10909090909090909,0.005009200572480065,0.9675040891433245,0.0917594629455762
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,7,9,98,9684,0.4375,0.06666666666666667,0.01001840114496013,0.9675040891433245,0.0917594629455762
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,7,9,196,9586,0.4375,0.034482758620689655,0.02003680228992026,0.9675040891433245,0.0917594629455762
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,10,6,392,9390,0.625,0.024875621890547265,0.04007360457984052,0.9675040891433245,0.0917594629455762
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,2,15,49,9692,0.11764705882352941,0.0392156862745098,0.005030284365054922,0.9130177479060612,0.05788373025320313
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,6,11,98,9643,0.35294117647058826,0.057692307692307696,0.010060568730109845,0.9130177479060612,0.05788373025320313
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,8,9,195,9546,0.47058823529411764,0.03940886699507389,0.02001847859562673,0.9130177479060612,0.05788373025320313
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,14,3,390,9351,0.8235294117647058,0.034653465346534656,0.04003695719125346,0.9130177479060612,0.05788373025320313
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,3,11,49,9675,0.21428571428571427,0.057692307692307696,0.005039078568490334,0.9019950637597696,0.12531222456856256
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,7,7,98,9626,0.5,0.06666666666666667,0.010078157136980667,0.9019950637597696,0.12531222456856256
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,8,6,195,9529,0.5714285714285714,0.03940886699507389,0.020053475935828877,0.9019950637597696,0.12531222456856256
zoo_3month,HGST_20HUH721212ALN604,lstm_ae,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9019950637597696,0.12531222456856256
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,5,11,49,9733,0.3125,0.09259259259259259,0.005009200572480065,0.9509558372520958,0.13587926543141132
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,7,9,98,9684,0.4375,0.06666666666666667,0.01001840114496013,0.9509558372520958,0.13587926543141132
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9509558372520958,0.13587926543141132
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9509558372520958,0.13587926543141132
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,4,13,49,9692,0.23529411764705882,0.07547169811320754,0.005030284365054922,0.9220517279902415,0.061987875819281064
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,5,12,98,9643,0.29411764705882354,0.04854368932038835,0.010060568730109845,0.9220517279902415,0.061987875819281064
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,9,8,195,9546,0.5294117647058824,0.04411764705882353,0.02001847859562673,0.9220517279902415,0.061987875819281064
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,11,6,390,9351,0.6470588235294118,0.02743142144638404,0.04003695719125346,0.9220517279902415,0.061987875819281064
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,3,11,49,9675,0.21428571428571427,0.057692307692307696,0.005039078568490334,0.9029206088029618,0.05967862828769853
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,6,8,98,9626,0.42857142857142855,0.057692307692307696,0.010078157136980667,0.9029206088029618,0.05967862828769853
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9029206088029618,0.05967862828769853
zoo_3month,HGST_20HUH721212ALN604,isolationforest,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,12,2,389,9335,0.8571428571428571,0.029925187032418952,0.0400041135335253,0.9029206088029618,0.05967862828769853
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,4,12,49,9733,0.25,0.07547169811320754,0.005009200572480065,0.9283824882437129,0.06106014297301055
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,5,11,98,9684,0.3125,0.04854368932038835,0.01001840114496013,0.9283824882437129,0.06106014297301055
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,10,6,196,9586,0.625,0.04854368932038835,0.02003680228992026,0.9283824882437129,0.06106014297301055
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9283824882437129,0.06106014297301055
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,5,12,49,9692,0.29411764705882354,0.09259259259259259,0.005030284365054922,0.9556272154688793,0.08187601562457672
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,8,9,98,9643,0.47058823529411764,0.07547169811320754,0.010060568730109845,0.9556272154688793,0.08187601562457672
zoo_3month,HGST_20HUH721212ALN604,diffusion,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,8,9,195,9546,0.47058823529411764,0.03940886699507389,0.02001847859562673,0.9556272154688793,0.08187601562457672
