experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,far_target,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
zoo_3month,HGST_20HUH721212ALN604,gaussiannb,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,15,2,843,8898,0.8823529411764706,0.017482517482517484,0.08654142285186325,0.9315416342083492,0.016308986736150933
zoo_3month,HGST_20HUH721212ALN604,gaussiannb,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,15,2,843,8898,0.8823529411764706,0.017482517482517484,0.08654142285186325,0.9315416342083492,0.016308986736150933
zoo_3month,HGST_20HUH721212ALN604,gaussiannb,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,12,2,828,8896,0.8571428571428571,0.014285714285714285,0.08515014397367339,0.8954574836927778,0.013241589777368319
zoo_3month,HGST_20HUH721212ALN604,gaussiannb,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,12,2,828,8896,0.8571428571428571,0.014285714285714285,0.08515014397367339,0.8954574836927778,0.013241589777368319
zoo_3month,HGST_20HUH721212ALN604,gaussiannb,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,12,2,828,8896,0.8571428571428571,0.014285714285714285,0.08515014397367339,0.8954574836927778,0.013241589777368319
zoo_3month,HGST_20HUH721212ALN604,gaussiannb,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,12,2,828,8896,0.8571428571428571,0.014285714285714285,0.08515014397367339,0.8954574836927778,0.013241589777368319
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,7,9,49,9733,0.4375,0.125,0.005009200572480065,0.9698170108362298,0.1635165033329636
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,9,7,98,9684,0.5625,0.08411214953271028,0.01001840114496013,0.9698170108362298,0.1635165033329636
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,13,3,196,9586,0.8125,0.06220095693779904,0.02003680228992026,0.9698170108362298,0.1635165033329636
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9698170108362298,0.1635165033329636
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,6,11,49,9692,0.35294117647058826,0.10909090909090909,0.005030284365054922,0.9691902631086312,0.2696286126628763
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,8,9,98,9643,0.47058823529411764,0.07547169811320754,0.010060568730109845,0.9691902631086312,0.2696286126628763
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,11,6,195,9546,0.6470588235294118,0.05339805825242718,0.02001847859562673,0.9691902631086312,0.2696286126628763
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,13,4,390,9351,0.7647058823529411,0.03225806451612903,0.04003695719125346,0.9691902631086312,0.2696286126628763
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,7,7,49,9675,0.5,0.125,0.005039078568490334,0.974099429981783,0.15064912776834866
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,8,6,98,9626,0.5714285714285714,0.07547169811320754,0.010078157136980667,0.974099429981783,0.15064912776834866
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,10,4,195,9529,0.7142857142857143,0.04878048780487805,0.020053475935828877,0.974099429981783,0.15064912776834866
zoo_3month,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.974099429981783,0.15064912776834866
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,8,8,49,9733,0.5,0.14035087719298245,0.005009200572480065,0.9550002555714577,0.19894412370897122
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,9,7,98,9684,0.5625,0.08411214953271028,0.01001840114496013,0.9550002555714577,0.19894412370897122
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9550002555714577,0.19894412370897122
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9550002555714577,0.19894412370897122
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.005030284365054922,0.9757906242262844,0.21947763679514845
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.9757906242262844,0.21947763679514845
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,11,6,195,9546,0.6470588235294118,0.05339805825242718,0.02001847859562673,0.9757906242262844,0.21947763679514845
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,14,3,390,9351,0.8235294117647058,0.034653465346534656,0.04003695719125346,0.9757906242262844,0.21947763679514845
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,7,7,49,9675,0.5,0.125,0.005039078568490334,0.9705074337427279,0.13343707742160266
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,8,6,98,9626,0.5714285714285714,0.07547169811320754,0.010078157136980667,0.9705074337427279,0.13343707742160266
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,10,4,195,9529,0.7142857142857143,0.04878048780487805,0.020053475935828877,0.9705074337427279,0.13343707742160266
zoo_3month,HGST_20HUH721212ALN604,tabresnet,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9705074337427279,0.13343707742160266
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,8,8,49,9733,0.5,0.14035087719298245,0.005009200572480065,0.9727177468820283,0.21814493552902195
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,10,6,98,9684,0.625,0.09259259259259259,0.01001840114496013,0.9727177468820283,0.21814493552902195
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,11,5,196,9586,0.6875,0.05314009661835749,0.02003680228992026,0.9727177468820283,0.21814493552902195
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9727177468820283,0.21814493552902195
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,4,13,49,9692,0.23529411764705882,0.07547169811320754,0.005030284365054922,0.9523421318019046,0.09411872369722687
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,4,13,98,9643,0.23529411764705882,0.0392156862745098,0.010060568730109845,0.9523421318019046,0.09411872369722687
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,5,12,195,9546,0.29411764705882354,0.025,0.02001847859562673,0.9523421318019046,0.09411872369722687
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,10,7,390,9351,0.5882352941176471,0.025,0.04003695719125346,0.9523421318019046,0.09411872369722687
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,9,5,49,9675,0.6428571428571429,0.15517241379310345,0.005039078568490334,0.9804019509901863,0.15371811480717326
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,11,3,98,9626,0.7857142857142857,0.10091743119266056,0.010078157136980667,0.9804019509901863,0.15371811480717326
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,11,3,195,9529,0.7857142857142857,0.05339805825242718,0.020053475935828877,0.9804019509901863,0.15371811480717326
zoo_3month,HGST_20HUH721212ALN604,fttransformer,tabular,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,12,2,389,9335,0.8571428571428571,0.029925187032418952,0.0400041135335253,0.9804019509901863,0.15371811480717326
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,4,12,49,9733,0.25,0.07547169811320754,0.005009200572480065,0.9264337558781437,0.11071820666085612
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,8,8,98,9684,0.5,0.07547169811320754,0.01001840114496013,0.9264337558781437,0.11071820666085612
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,11,5,196,9586,0.6875,0.05314009661835749,0.02003680228992026,0.9264337558781437,0.11071820666085612
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9264337558781437,0.11071820666085612
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.005030284365054922,0.9630609250167574,0.1730101244019175
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,11,6,98,9643,0.6470588235294118,0.10091743119266056,0.010060568730109845,0.9630609250167574,0.1730101244019175
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,11,6,195,9546,0.6470588235294118,0.05339805825242718,0.02001847859562673,0.9630609250167574,0.1730101244019175
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,14,3,390,9351,0.8235294117647058,0.034653465346534656,0.04003695719125346,0.9630609250167574,0.1730101244019175
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,5,9,49,9675,0.35714285714285715,0.09259259259259259,0.005039078568490334,0.9730049362402304,0.07804403013512166
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,8,6,98,9626,0.5714285714285714,0.07547169811320754,0.010078157136980667,0.9730049362402304,0.07804403013512166
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9730049362402304,0.07804403013512166
zoo_3month,HGST_20HUH721212ALN604,gru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9730049362402304,0.07804403013512166
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,4,12,49,9733,0.25,0.07547169811320754,0.005009200572480065,0.9257948272336946,0.19255584191991199
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,9,7,98,9684,0.5625,0.08411214953271028,0.01001840114496013,0.9257948272336946,0.19255584191991199
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9257948272336946,0.19255584191991199
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,13,3,392,9390,0.8125,0.03209876543209877,0.04007360457984052,0.9257948272336946,0.19255584191991199
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.005030284365054922,0.9454337940904726,0.27549849309763624
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.9454337940904726,0.27549849309763624
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,11,6,195,9546,0.6470588235294118,0.05339805825242718,0.02001847859562673,0.9454337940904726,0.27549849309763624
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,11,6,390,9351,0.6470588235294118,0.02743142144638404,0.04003695719125346,0.9454337940904726,0.27549849309763624
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,4,10,49,9675,0.2857142857142857,0.07547169811320754,0.005039078568490334,0.957307398483869,0.06011134610957179
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,6,8,98,9626,0.42857142857142855,0.057692307692307696,0.010078157136980667,0.957307398483869,0.06011134610957179
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,8,6,195,9529,0.5714285714285714,0.03940886699507389,0.020053475935828877,0.957307398483869,0.06011134610957179
zoo_3month,HGST_20HUH721212ALN604,lstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.957307398483869,0.06011134610957179
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,4,12,49,9733,0.25,0.07547169811320754,0.005009200572480065,0.9274560417092619,0.11285153127416171
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,8,8,98,9684,0.5,0.07547169811320754,0.01001840114496013,0.9274560417092619,0.11285153127416171
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9274560417092619,0.11285153127416171
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9274560417092619,0.11285153127416171
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.005030284365054922,0.9349746674154724,0.13571876969195107
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.9349746674154724,0.13571876969195107
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,13,4,195,9546,0.7647058823529411,0.0625,0.02001847859562673,0.9349746674154724,0.13571876969195107
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,13,4,390,9351,0.7647058823529411,0.03225806451612903,0.04003695719125346,0.9349746674154724,0.13571876969195107
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,4,10,49,9675,0.2857142857142857,0.07547169811320754,0.005039078568490334,0.9695084327437269,0.0715301581794941
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,7,7,98,9626,0.5,0.06666666666666667,0.010078157136980667,0.9695084327437269,0.0715301581794941
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9695084327437269,0.0715301581794941
zoo_3month,HGST_20HUH721212ALN604,bigru,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9695084327437269,0.0715301581794941
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,7,9,49,9733,0.4375,0.125,0.005009200572480065,0.9259928951134737,0.17714086180364377
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,8,8,98,9684,0.5,0.07547169811320754,0.01001840114496013,0.9259928951134737,0.17714086180364377
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,10,6,196,9586,0.625,0.04854368932038835,0.02003680228992026,0.9259928951134737,0.17714086180364377
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,12,4,392,9390,0.75,0.0297029702970297,0.04007360457984052,0.9259928951134737,0.17714086180364377
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.005030284365054922,0.9414844471820141,0.18305048251582387
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,10,7,98,9643,0.5882352941176471,0.09259259259259259,0.010060568730109845,0.9414844471820141,0.18305048251582387
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,12,5,195,9546,0.7058823529411765,0.057971014492753624,0.02001847859562673,0.9414844471820141,0.18305048251582387
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,13,4,390,9351,0.7647058823529411,0.03225806451612903,0.04003695719125346,0.9414844471820141,0.18305048251582387
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,6,8,49,9675,0.42857142857142855,0.10909090909090909,0.005039078568490334,0.9713227948522066,0.10426333756215
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,8,6,98,9626,0.5714285714285714,0.07547169811320754,0.010078157136980667,0.9713227948522066,0.10426333756215
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9713227948522066,0.10426333756215
zoo_3month,HGST_20HUH721212ALN604,bilstm,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9713227948522066,0.10426333756215
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,4,12,49,9733,0.25,0.07547169811320754,0.005009200572480065,0.9461766509916172,0.11414132496967229
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,6,10,98,9684,0.375,0.057692307692307696,0.01001840114496013,0.9461766509916172,0.11414132496967229
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,9,7,196,9586,0.5625,0.04390243902439024,0.02003680228992026,0.9461766509916172,0.11414132496967229
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9461766509916172,0.11414132496967229
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,6,11,49,9692,0.35294117647058826,0.10909090909090909,0.005030284365054922,0.9173173427054837,0.09053936298046901
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.9173173427054837,0.09053936298046901
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,9,8,195,9546,0.5294117647058824,0.04411764705882353,0.02001847859562673,0.9173173427054837,0.09053936298046901
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,11,6,390,9351,0.6470588235294118,0.02743142144638404,0.04003695719125346,0.9173173427054837,0.09053936298046901
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,3,11,49,9675,0.21428571428571427,0.057692307692307696,0.005039078568490334,0.9635952283011108,0.06656033164727312
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,6,8,98,9626,0.42857142857142855,0.057692307692307696,0.010078157136980667,0.9635952283011108,0.06656033164727312
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,10,4,195,9529,0.7142857142857143,0.04878048780487805,0.020053475935828877,0.9635952283011108,0.06656033164727312
zoo_3month,HGST_20HUH721212ALN604,attnrnn,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9635952283011108,0.06656033164727312
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,7,9,49,9733,0.4375,0.125,0.005009200572480065,0.9365991106113268,0.16625656034492145
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.01,16,9782,10,6,98,9684,0.625,0.09259259259259259,0.01001840114496013,0.9365991106113268,0.16625656034492145
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.02,16,9782,12,4,196,9586,0.75,0.057692307692307696,0.02003680228992026,0.9365991106113268,0.16625656034492145
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.04,16,9782,14,2,392,9390,0.875,0.034482758620689655,0.04007360457984052,0.9365991106113268,0.16625656034492145
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.005,17,9741,8,9,49,9692,0.47058823529411764,0.14035087719298245,0.005030284365054922,0.9625113981533481,0.1999899800731823
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.01,17,9741,9,8,98,9643,0.5294117647058824,0.08411214953271028,0.010060568730109845,0.9625113981533481,0.1999899800731823
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.02,17,9741,12,5,195,9546,0.7058823529411765,0.057971014492753624,0.02001847859562673,0.9625113981533481,0.1999899800731823
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-01,2018-08-01,2025-11-30,in_horizon,10,0.04,17,9741,14,3,390,9351,0.8235294117647058,0.034653465346534656,0.04003695719125346,0.9625113981533481,0.1999899800731823
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.005,14,9724,5,9,49,9675,0.35714285714285715,0.09259259259259259,0.005039078568490334,0.9745254745254744,0.07925424151542872
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.01,14,9724,8,6,98,9626,0.5714285714285714,0.07547169811320754,0.010078157136980667,0.9745254745254744,0.07925424151542872
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.02,14,9724,9,5,195,9529,0.6428571428571429,0.04411764705882353,0.020053475935828877,0.9745254745254744,0.07925424151542872
zoo_3month,HGST_20HUH721212ALN604,cnn1d,sequence,42,2026-02,2018-08-01,2025-12-31,in_horizon,10,0.04,14,9724,11,3,389,9335,0.7857142857142857,0.0275,0.0400041135335253,0.9745254745254744,0.07925424151542872
zoo_3month,HGST_20HUH721212ALN604,tcn,sequence,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,0.005,16,9782,6,10,49,9733,0.375,0.10909090909090909,0.005009200572480065,0.9699192394193417,0.1664661512445005
