experiment,drive,model,family,rule,threshold_source,far_target,n_seeds,n_failed_pooled,n_healthy_pooled,recall_mean,recall_sd,precision_mean,precision_sd,far_mean,far_sd,roc_auc_mean,roc_auc_sd,pr_auc_mean,pr_auc_sd,tp_mean,tp_sd
baseline,HGST_20HUH721212ALN604,randomforest,tabular,in_horizon,val_quantile,0.001,1,47,29247,0.3617021276595745,0.0,0.1574074074074074,0.0,0.0031114302321605634,0.0,0.963245798038555,0.0,0.14979400090610387,0.0,17.0,0.0
baseline,HGST_20HUH721212ALN604,randomforest,tabular,in_horizon,val_quantile,0.005,1,47,29247,0.5531914893617021,0.0,0.07647058823529412,0.0,0.010736143878004582,0.0,0.963245798038555,0.0,0.14979400090610387,0.0,26.0,0.0
baseline,HGST_20HUH721212ALN604,randomforest,tabular,in_horizon,val_quantile,0.01,1,47,29247,0.6808510638297872,0.0,0.0564373897707231,0.0,0.01829247444182309,0.0,0.963245798038555,0.0,0.14979400090610387,0.0,32.0,0.0
baseline,HGST_20HUH721212ALN604,randomforest,tabular,in_horizon,val_quantile,0.05,1,47,29247,0.7659574468085106,0.0,0.018877818563188254,0.0,0.0639723732348617,0.0,0.963245798038555,0.0,0.14979400090610387,0.0,36.0,0.0
baseline,HGST_20HUH721212ALN604,xgboost,tabular,in_horizon,val_quantile,0.001,1,47,29247,0.14893617021276595,0.0,0.1,0.0,0.002154067083803467,0.0,0.9552870224015813,0.0,0.1059146450668985,0.0,7.0,0.0
baseline,HGST_20HUH721212ALN604,xgboost,tabular,in_horizon,val_quantile,0.005,1,47,29247,0.40425531914893614,0.0,0.08370044052863436,0.0,0.0071118405306527166,0.0,0.9552870224015813,0.0,0.1059146450668985,0.0,19.0,0.0
baseline,HGST_20HUH721212ALN604,xgboost,tabular,in_horizon,val_quantile,0.01,1,47,29247,0.5106382978723404,0.0,0.059850374064837904,0.0,0.012890210961808049,0.0,0.9552870224015813,0.0,0.1059146450668985,0.0,24.0,0.0
baseline,HGST_20HUH721212ALN604,xgboost,tabular,in_horizon,val_quantile,0.05,1,47,29247,0.7659574468085106,0.0,0.02460697197539303,0.0,0.048791329025199164,0.0,0.9552870224015813,0.0,0.1059146450668985,0.0,36.0,0.0
baseline,HGST_20HUH721212ALN604,lightgbm,tabular,in_horizon,val_quantile,0.001,1,47,29247,0.2553191489361702,0.0,0.15584415584415584,0.0,0.0022224501658289738,0.0,0.9487734442569745,0.0,0.09676121583583978,0.0,12.0,0.0
baseline,HGST_20HUH721212ALN604,lightgbm,tabular,in_horizon,val_quantile,0.005,1,47,29247,0.3404255319148936,0.0,0.07920792079207921,0.0,0.006359626628372141,0.0,0.9487734442569745,0.0,0.09676121583583978,0.0,16.0,0.0
baseline,HGST_20HUH721212ALN604,lightgbm,tabular,in_horizon,val_quantile,0.01,1,47,29247,0.425531914893617,0.0,0.05763688760806916,0.0,0.011180633911170376,0.0,0.9487734442569745,0.0,0.09676121583583978,0.0,20.0,0.0
baseline,HGST_20HUH721212ALN604,lightgbm,tabular,in_horizon,val_quantile,0.05,1,47,29247,0.7872340425531915,0.0,0.022560975609756097,0.0,0.054809040243443775,0.0,0.9487734442569745,0.0,0.09676121583583978,0.0,37.0,0.0
baseline,HGST_20HUH721212ALN604,mlp,tabular,in_horizon,val_quantile,0.001,1,47,29247,0.3191489361702128,0.0,0.2112676056338028,0.0,0.001914726296714193,0.0,0.9643497693736279,0.0,0.20885438576761864,0.0,15.0,0.0
baseline,HGST_20HUH721212ALN604,mlp,tabular,in_horizon,val_quantile,0.005,1,47,29247,0.574468085106383,0.0,0.10588235294117647,0.0,0.007795671350907785,0.0,0.9643497693736279,0.0,0.20885438576761864,0.0,27.0,0.0
baseline,HGST_20HUH721212ALN604,mlp,tabular,in_horizon,val_quantile,0.01,1,47,29247,0.6170212765957447,0.0,0.07455012853470437,0.0,0.01230895476459124,0.0,0.9643497693736279,0.0,0.20885438576761864,0.0,29.0,0.0
baseline,HGST_20HUH721212ALN604,mlp,tabular,in_horizon,val_quantile,0.05,1,47,29247,0.8297872340425532,0.0,0.025573770491803278,0.0,0.05080862994495162,0.0,0.9643497693736279,0.0,0.20885438576761864,0.0,39.0,0.0
