experiment,drive,model,family,rule,threshold_source,far_target,seed,n_months,n_failed_total,n_healthy_total,recall,recall_month_sd,precision,precision_month_sd,far,far_month_sd,roc_auc,roc_auc_month_sd,pr_auc,pr_auc_month_sd,tp,tp_month_sd
tos_select_pauc,TOSHIBA_20MG07ACA14TA,mlp_pauc,tabular,in_horizon,month_quantile,0.001,42,6,162,223444,0.30916499422246546,0.046175057982425646,0.1782868540477236,0.03878508363521351,0.001020391968749649,1.5930254547893772e-06,0.896950607714668,0.025729741322067495,0.11752731491718496,0.02332528488237278,8.333333333333334,2.250925735484551
tos_select_pauc,TOSHIBA_20MG07ACA14TA,mlp_pauc,tabular,in_horizon,month_quantile,0.005,42,6,162,223444,0.6209382411968619,0.07835482296924585,0.08170694364931942,0.01720760447624922,0.005012436826396079,8.596209911323712e-06,0.896950607714668,0.025729741322067495,0.11752731491718496,0.02332528488237278,16.666666666666668,3.8297084310253524
tos_select_pauc,TOSHIBA_20MG07ACA14TA,mlp_pauc,tabular,in_horizon,month_quantile,0.01,42,6,162,223444,0.7037911269233108,0.0853696451938224,0.04837516043183348,0.011309609792980874,0.01001145334860445,8.732894456429791e-06,0.896950607714668,0.025729741322067495,0.11752731491718496,0.02332528488237278,19.0,4.6475800154489
tos_select_pauc,TOSHIBA_20MG07ACA14TA,mlp_pauc,tabular,in_horizon,month_quantile,0.05,42,6,162,223444,0.7985898254576416,0.025091482580392042,0.011408509121744848,0.002276255072632893,0.05001253268975727,8.896797669911993e-06,0.896950607714668,0.025729741322067495,0.11752731491718496,0.02332528488237278,21.5,4.324349662087931
tos_select_pauc,TOSHIBA_20MG07ACA14TA,lstm_pauc,sequence,in_horizon,month_quantile,0.001,42,6,162,223444,0.3097739159520769,0.08855567978353646,0.18081531324284947,0.06743932259871645,0.001020391968749649,1.5930254547893772e-06,0.9023313726440699,0.044476280410617415,0.16016737227003028,0.06303308073254009,8.666666666666666,4.08248290463863
tos_select_pauc,TOSHIBA_20MG07ACA14TA,lstm_pauc,sequence,in_horizon,month_quantile,0.005,42,6,162,223444,0.5841946420969409,0.09101570769380479,0.0771692145478438,0.017148075926232458,0.005012436826396079,8.596209911323712e-06,0.9023313726440699,0.044476280410617415,0.16016737227003028,0.06303308073254009,15.666666666666666,3.777124126457412
tos_select_pauc,TOSHIBA_20MG07ACA14TA,lstm_pauc,sequence,in_horizon,month_quantile,0.01,42,6,162,223444,0.7358252751930913,0.08676782385703942,0.050393601403923544,0.01139834558044311,0.01001145334860445,8.732894456429791e-06,0.9023313726440699,0.044476280410617415,0.16016737227003028,0.06303308073254009,19.833333333333332,4.708148963941845
tos_select_pauc,TOSHIBA_20MG07ACA14TA,lstm_pauc,sequence,in_horizon,month_quantile,0.05,42,6,162,223444,0.8272441160372195,0.053517234588993864,0.011844229695923232,0.002673661530008627,0.05001253268975727,8.896797669911993e-06,0.9023313726440699,0.044476280410617415,0.16016737227003028,0.06303308073254009,22.333333333333332,5.08592829940284
tos_select_pauc,TOSHIBA_20MG07ACA14TA,gru_pauc,sequence,in_horizon,month_quantile,0.001,42,6,162,223444,0.29234932798151186,0.08035797450099913,0.1709266877589859,0.05442184599016576,0.001020391968749649,1.5930254547893772e-06,0.9110333158849625,0.02818650375846594,0.13574764114072108,0.04259340562980691,8.0,3.03315017762062
tos_select_pauc,TOSHIBA_20MG07ACA14TA,gru_pauc,sequence,in_horizon,month_quantile,0.005,42,6,162,223444,0.5837689290275497,0.07893039636256223,0.0778382552694497,0.01986040290989419,0.005012436826396079,8.596209911323712e-06,0.9110333158849625,0.02818650375846594,0.13574764114072108,0.04259340562980691,15.833333333333334,4.355073669487885
tos_select_pauc,TOSHIBA_20MG07ACA14TA,gru_pauc,sequence,in_horizon,month_quantile,0.01,42,6,162,223444,0.7022479170467676,0.03865640142907179,0.04839069594891908,0.01066501395148832,0.01001145334860445,8.732894456429791e-06,0.9110333158849625,0.02818650375846594,0.13574764114072108,0.04259340562980691,19.0,4.381780460041329
tos_select_pauc,TOSHIBA_20MG07ACA14TA,gru_pauc,sequence,in_horizon,month_quantile,0.05,42,6,162,223444,0.8399356869184456,0.04442019972526207,0.012019096793334445,0.0026313194987213854,0.05001253268975727,8.896797669911993e-06,0.9110333158849625,0.02818650375846594,0.13574764114072108,0.04259340562980691,22.666666666666668,5.00666222813829
