experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc,arm
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0569775163754818,16,9782,10,6,49,9733,0.625,0.1694915254237288,0.00500920057248,0.975688765078716,0.3395437942656194,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0297773506492377,16,9782,11,5,98,9684,0.6875,0.1009174311926605,0.0100184011449601,0.975688765078716,0.3395437942656194,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0031142182066104,16,9782,15,1,490,9292,0.9375,0.0297029702970297,0.0500920057248006,0.975688765078716,0.3395437942656194,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.1738202914595614,17,9741,3,14,10,9731,0.1764705882352941,0.2307692307692307,0.0010265886459295,0.944509864309136,0.1819447417543634,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0619267500936976,17,9741,8,9,49,9692,0.4705882352941176,0.1403508771929824,0.0050302843650549,0.944509864309136,0.1819447417543634,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0289299711585046,17,9741,10,7,98,9643,0.5882352941176471,0.0925925925925925,0.0100605687301098,0.944509864309136,0.1819447417543634,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.003125270595774,17,9741,13,4,488,9253,0.7647058823529411,0.0259481037924151,0.0500975259213633,0.944509864309136,0.1819447417543634,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.1972980838268997,14,9724,1,13,10,9714,0.0714285714285714,0.0909090909090909,0.0010283833813245,0.9728506787330318,0.1050746212828731,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0691282678395521,14,9724,4,10,49,9675,0.2857142857142857,0.0754716981132075,0.0050390785684903,0.9728506787330318,0.1050746212828731,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0357660968974235,14,9724,7,7,98,9626,0.5,0.0666666666666666,0.0100781571369806,0.9728506787330318,0.1050746212828731,none
imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0031763434992171,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.9728506787330318,0.1050746212828731,none
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.992775732696056,16,9782,3,13,10,9772,0.1875,0.2307692307692307,0.0010222858311183,0.9266701594765896,0.201124839538193,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.988232264816761,16,9782,7,9,49,9733,0.4375,0.125,0.00500920057248,0.9266701594765896,0.201124839538193,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9850678634643556,16,9782,8,8,98,9684,0.5,0.0754716981132075,0.0100184011449601,0.9266701594765896,0.201124839538193,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8731725543737408,16,9782,12,4,490,9292,0.75,0.0239043824701195,0.0500920057248006,0.9266701594765896,0.201124839538193,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9935660648345948,17,9741,2,15,10,9731,0.1176470588235294,0.1666666666666666,0.0010265886459295,0.907353394083226,0.1431538138682661,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9891369342803956,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.0050302843650549,0.907353394083226,0.1431538138682661,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9856170177459715,17,9741,8,9,98,9643,0.4705882352941176,0.0754716981132075,0.0100605687301098,0.907353394083226,0.1431538138682661,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8742377161979675,17,9741,11,6,488,9253,0.6470588235294118,0.0220440881763527,0.0500975259213633,0.907353394083226,0.1431538138682661,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9938561598658562,14,9724,1,13,10,9714,0.0714285714285714,0.0909090909090909,0.0010283833813245,0.962640300875595,0.1094793729531704,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.98961374014616,14,9724,3,11,49,9675,0.2142857142857142,0.0576923076923076,0.0050390785684903,0.962640300875595,0.1094793729531704,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9872955322265624,14,9724,4,10,98,9626,0.2857142857142857,0.0392156862745098,0.0100781571369806,0.962640300875595,0.1094793729531704,ros
imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8841619789600372,14,9724,10,4,487,9237,0.7142857142857143,0.0201207243460764,0.0500822706705059,0.962640300875595,0.1094793729531704,ros
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.8807970779778823,16,9782,13,3,617,9165,0.8125,0.0206349206349206,0.063075035780004,0.9295261705172766,0.0192116846611067,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.8807970779778823,16,9782,13,3,617,9165,0.8125,0.0206349206349206,0.063075035780004,0.9295261705172766,0.0192116846611067,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.8807970779778823,16,9782,13,3,617,9165,0.8125,0.0206349206349206,0.063075035780004,0.9295261705172766,0.0192116846611067,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8807970779778823,16,9782,13,3,617,9165,0.8125,0.0206349206349206,0.063075035780004,0.9295261705172766,0.0192116846611067,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.8807970779778823,17,9741,11,6,631,9110,0.6470588235294118,0.0171339563862928,0.0647777435581562,0.8616158505286932,0.0137732882086249,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.8807970779778823,17,9741,11,6,631,9110,0.6470588235294118,0.0171339563862928,0.0647777435581562,0.8616158505286932,0.0137732882086249,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.8807970779778823,17,9741,11,6,631,9110,0.6470588235294118,0.0171339563862928,0.0647777435581562,0.8616158505286932,0.0137732882086249,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8807970779778823,17,9741,11,6,631,9110,0.6470588235294118,0.0171339563862928,0.0647777435581562,0.8616158505286932,0.0137732882086249,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.8807970779778823,14,9724,11,3,642,9082,0.7857142857142857,0.0168453292496171,0.0660222130810366,0.95665364047717,0.0165107250092905,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.8807970779778823,14,9724,11,3,642,9082,0.7857142857142857,0.0168453292496171,0.0660222130810366,0.95665364047717,0.0165107250092905,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.8807970779778823,14,9724,11,3,642,9082,0.7857142857142857,0.0168453292496171,0.0660222130810366,0.95665364047717,0.0165107250092905,rusboost
imb_rusboost,HGST_20HUH721212ALN604,mlp_rusboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8807970779778823,14,9724,11,3,642,9082,0.7857142857142857,0.0168453292496171,0.0660222130810366,0.95665364047717,0.0165107250092905,rusboost
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9838175007700902,16,9782,4,12,10,9772,0.25,0.2857142857142857,0.0010222858311183,0.929072531179718,0.2344237410519102,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9233334466814992,16,9782,9,7,49,9733,0.5625,0.1551724137931034,0.00500920057248,0.929072531179718,0.2344237410519102,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.8700383919477468,16,9782,10,6,98,9684,0.625,0.0925925925925925,0.0100184011449601,0.929072531179718,0.2344237410519102,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.4897899702191353,16,9782,14,2,490,9292,0.875,0.0277777777777777,0.0500920057248006,0.929072531179718,0.2344237410519102,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9930881142616276,17,9741,2,15,10,9731,0.1176470588235294,0.1666666666666666,0.0010265886459295,0.946792514357144,0.1797364870121351,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9285381972789752,17,9741,6,11,49,9692,0.3529411764705882,0.109090909090909,0.0050302843650549,0.946792514357144,0.1797364870121351,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.8885246872901923,17,9741,6,11,98,9643,0.3529411764705882,0.0576923076923076,0.0100605687301098,0.946792514357144,0.1797364870121351,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.4840031564235687,17,9741,12,5,488,9253,0.7058823529411765,0.024,0.0500975259213633,0.946792514357144,0.1797364870121351,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9955805457234382,14,9724,2,12,10,9714,0.1428571428571428,0.1666666666666666,0.0010283833813245,0.9673194452606216,0.1442201531406972,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9440758287906648,14,9724,5,9,49,9675,0.3571428571428571,0.0925925925925925,0.0050390785684903,0.9673194452606216,0.1442201531406972,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.905477733016014,14,9724,6,8,98,9626,0.4285714285714285,0.0576923076923076,0.0100781571369806,0.9673194452606216,0.1442201531406972,rus_10
imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.4854594260454179,14,9724,12,2,487,9237,0.8571428571428571,0.0240480961923847,0.0500822706705059,0.9673194452606216,0.1442201531406972,rus_10
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9740165924429888,16,9782,2,14,10,9772,0.125,0.1666666666666666,0.0010222858311183,0.971529339603353,0.1558178345222202,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.96432867705822,16,9782,6,10,49,9733,0.375,0.109090909090909,0.00500920057248,0.971529339603353,0.1558178345222202,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9557998818159104,16,9782,8,8,98,9684,0.5,0.0754716981132075,0.0100184011449601,0.971529339603353,0.1558178345222202,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.7322861284017542,16,9782,14,2,490,9292,0.875,0.0277777777777777,0.0500920057248006,0.971529339603353,0.1558178345222202,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9736404645442964,17,9741,5,12,10,9731,0.2941176470588235,0.3333333333333333,0.0010265886459295,0.939733207727193,0.1760322488514807,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9640370726585388,17,9741,6,11,49,9692,0.3529411764705882,0.109090909090909,0.0050302843650549,0.939733207727193,0.1760322488514807,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9558566093444824,17,9741,7,10,98,9643,0.4117647058823529,0.0666666666666666,0.0100605687301098,0.939733207727193,0.1760322488514807,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8387977480888367,17,9741,11,6,488,9253,0.6470588235294118,0.0220440881763527,0.0500975259213633,0.939733207727193,0.1760322488514807,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.976858252465725,14,9724,0,14,10,9714,0.0,0.0,0.0010283833813245,0.9406843156843157,0.0264150345267611,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9663667386770248,14,9724,2,12,49,9675,0.1428571428571428,0.0392156862745098,0.0050390785684903,0.9406843156843157,0.0264150345267611,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9583625489473344,14,9724,2,12,98,9626,0.1428571428571428,0.02,0.0100781571369806,0.9406843156843157,0.0264150345267611,rus_1
imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8525611102581027,14,9724,10,4,487,9237,0.7142857142857143,0.0201207243460764,0.0500822706705059,0.9406843156843157,0.0264150345267611,rus_1
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.926538817882536,16,9782,4,12,10,9772,0.25,0.2857142857142857,0.0010222858311183,0.953894909016561,0.2177690793143056,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.7958374467492099,16,9782,9,7,49,9733,0.5625,0.1551724137931034,0.00500920057248,0.953894909016561,0.2177690793143056,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.6600384253263478,16,9782,10,6,98,9684,0.625,0.0925925925925925,0.0100184011449601,0.953894909016561,0.2177690793143056,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.1646637305617331,16,9782,15,1,490,9292,0.9375,0.0297029702970297,0.0500920057248006,0.953894909016561,0.2177690793143056,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.957396787405016,17,9741,3,14,10,9731,0.1764705882352941,0.2307692307692307,0.0010265886459295,0.947662095327814,0.1512646801528556,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.7847607612609822,17,9741,6,11,49,9692,0.3529411764705882,0.109090909090909,0.0050302843650549,0.947662095327814,0.1512646801528556,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.6658699393272411,17,9741,8,9,98,9643,0.4705882352941176,0.0754716981132075,0.0100605687301098,0.947662095327814,0.1512646801528556,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.1638759821653366,17,9741,13,4,488,9253,0.7647058823529411,0.0259481037924151,0.0500975259213633,0.947662095327814,0.1512646801528556,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9793977951407437,14,9724,1,13,10,9714,0.0714285714285714,0.0909090909090909,0.0010283833813245,0.9728727155197744,0.0736501546310577,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.8330761361122135,14,9724,6,8,49,9675,0.4285714285714285,0.109090909090909,0.0050390785684903,0.9728727155197744,0.0736501546310577,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.7155719882249838,14,9724,7,7,98,9626,0.5,0.0666666666666666,0.0100781571369806,0.9728727155197744,0.0736501546310577,rus_50
imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.1837382718920715,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.9728727155197744,0.0736501546310577,rus_50
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9977235695719718,16,9782,4,12,10,9772,0.25,0.2857142857142857,0.0010222858311183,0.9337239317113064,0.1866533715695182,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9930160030722618,16,9782,9,7,49,9733,0.5625,0.1551724137931034,0.00500920057248,0.9337239317113064,0.1866533715695182,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9890558886528016,16,9782,9,7,98,9684,0.5625,0.0841121495327102,0.0100184011449601,0.9337239317113064,0.1866533715695182,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.9096939086914057,16,9782,13,3,490,9292,0.8125,0.025844930417495,0.0500920057248006,0.9337239317113064,0.1866533715695182,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9981195867061616,17,9741,3,14,10,9731,0.1764705882352941,0.2307692307692307,0.0010265886459295,0.9040200003623252,0.1471508367107132,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9931635320186614,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.0050302843650549,0.9040200003623252,0.1471508367107132,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9896820783615112,17,9741,8,9,98,9643,0.4705882352941176,0.0754716981132075,0.0100605687301098,0.9040200003623252,0.1471508367107132,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.906191349029541,17,9741,11,6,488,9253,0.6470588235294118,0.0220440881763527,0.0500975259213633,0.9040200003623252,0.1471508367107132,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.998826952636242,14,9724,1,13,10,9714,0.0714285714285714,0.0909090909090909,0.0010283833813245,0.9528045483927836,0.0625596997525892,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9942582055926324,14,9724,4,10,49,9675,0.2857142857142857,0.0754716981132075,0.0050390785684903,0.9528045483927836,0.0625596997525892,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9909968322515488,14,9724,5,9,98,9626,0.3571428571428571,0.0485436893203883,0.0100781571369806,0.9528045483927836,0.0625596997525892,smote_enn
imb_smote_enn,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.9203686594963076,14,9724,10,4,487,9237,0.7142857142857143,0.0201207243460764,0.0500822706705059,0.9528045483927836,0.0625596997525892,smote_enn
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9962905392646788,16,9782,2,14,10,9772,0.125,0.1666666666666666,0.0010222858311183,0.92203153751789,0.0966482152274877,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9919659090042114,16,9782,4,12,49,9733,0.25,0.0754716981132075,0.00500920057248,0.92203153751789,0.0966482152274877,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.987365027666092,16,9782,9,7,98,9684,0.5625,0.0841121495327102,0.0100184011449601,0.92203153751789,0.0966482152274877,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8528454273939129,16,9782,11,5,490,9292,0.6875,0.0219560878243512,0.0500920057248006,0.92203153751789,0.0966482152274877,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9974450206756592,17,9741,3,14,10,9731,0.1764705882352941,0.2307692307692307,0.0010265886459295,0.931562769856942,0.1634724063205611,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.991941612958908,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.0050302843650549,0.931562769856942,0.1634724063205611,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9875624299049378,17,9741,9,8,98,9643,0.5294117647058824,0.0841121495327102,0.0100605687301098,0.931562769856942,0.1634724063205611,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8435885310173035,17,9741,11,6,488,9253,0.6470588235294118,0.0220440881763527,0.0500975259213633,0.931562769856942,0.1634724063205611,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9978587693572044,14,9724,1,13,10,9714,0.0714285714285714,0.0909090909090909,0.0010283833813245,0.9471631309866604,0.1033127888816641,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9927380108833314,14,9724,2,12,49,9675,0.1428571428571428,0.0392156862745098,0.0050390785684903,0.9471631309866604,0.1033127888816641,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9886786830425264,14,9724,5,9,98,9626,0.3571428571428571,0.0485436893203883,0.0100781571369806,0.9471631309866604,0.1033127888816641,smote
imb_smote,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.8620530396699907,14,9724,10,4,487,9237,0.7142857142857143,0.0201207243460764,0.0500822706705059,0.9471631309866604,0.1033127888816641,smote
imb_smote_tomek,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.9960545442700386,16,9782,2,14,10,9772,0.125,0.1666666666666666,0.0010222858311183,0.9281524739317112,0.1544985271378251,smote_tomek
imb_smote_tomek,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.9894248992204664,16,9782,8,8,49,9733,0.5,0.1403508771929824,0.00500920057248,0.9281524739317112,0.1544985271378251,smote_tomek
imb_smote_tomek,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.9835313099622728,16,9782,9,7,98,9684,0.5625,0.0841121495327102,0.0100184011449601,0.9281524739317112,0.1544985271378251,smote_tomek
imb_smote_tomek,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.9238820821046824,16,9782,12,4,490,9292,0.75,0.0239043824701195,0.0500920057248006,0.9281524739317112,0.1544985271378251,smote_tomek
