experiment,drive,model,family,rule,threshold_source,far_target,n_seeds,n_failed_pooled,n_healthy_pooled,recall_mean,recall_sd,precision_mean,precision_sd,far_mean,far_sd,roc_auc_mean,roc_auc_sd,pr_auc_mean,pr_auc_sd,tp_mean,tp_sd
baseline_seq14,HGST_20HUH721212ALN604,gru,sequence,in_horizon,val_quantile,0.001,1,47,29247,0.23404255319148937,0.0,0.1375,0.0,0.002359216329879988,0.0,0.9500878921795901,0.0,0.1258193584984369,0.0,11.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,gru,sequence,in_horizon,val_quantile,0.005,1,47,29247,0.48936170212765956,0.0,0.09349593495934959,0.0,0.007624713645844018,0.0,0.9500878921795901,0.0,0.1258193584984369,0.0,23.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,gru,sequence,in_horizon,val_quantile,0.01,1,47,29247,0.6170212765957447,0.0,0.0705596107055961,0.0,0.013061168666871816,0.0,0.9500878921795901,0.0,0.1258193584984369,0.0,29.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,gru,sequence,in_horizon,val_quantile,0.05,1,47,29247,0.8085106382978723,0.0,0.02576271186440678,0.0,0.0491332444353267,0.0,0.9500878921795901,0.0,0.1258193584984369,0.0,38.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,lstm,sequence,in_horizon,val_quantile,0.001,1,47,29247,0.2978723404255319,0.0,0.13861386138613863,0.0,0.00297466406810955,0.0,0.960554321481698,0.0,0.1528506945773735,0.0,14.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,lstm,sequence,in_horizon,val_quantile,0.005,1,47,29247,0.5319148936170213,0.0,0.08561643835616438,0.0,0.00912914145040517,0.0,0.960554321481698,0.0,0.1528506945773735,0.0,25.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,lstm,sequence,in_horizon,val_quantile,0.01,1,47,29247,0.5531914893617021,0.0,0.059770114942528735,0.0,0.013984340274216158,0.0,0.960554321481698,0.0,0.1528506945773735,0.0,26.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,lstm,sequence,in_horizon,val_quantile,0.05,1,47,29247,0.8723404255319149,0.0,0.025802391441157962,0.0,0.05292850548774233,0.0,0.960554321481698,0.0,0.1528506945773735,0.0,41.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,cnn1d,sequence,in_horizon,val_quantile,0.001,1,47,29247,0.2127659574468085,0.0,0.11764705882352941,0.0,0.0025643655759565085,0.0,0.964722389692171,0.0,0.13072858185432717,0.0,10.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,cnn1d,sequence,in_horizon,val_quantile,0.005,1,47,29247,0.48936170212765956,0.0,0.11330049261083744,0.0,0.00615447738229562,0.0,0.964722389692171,0.0,0.13072858185432717,0.0,23.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,cnn1d,sequence,in_horizon,val_quantile,0.01,1,47,29247,0.6595744680851063,0.0,0.07828282828282829,0.0,0.012479912469655007,0.0,0.964722389692171,0.0,0.13072858185432717,0.0,31.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,cnn1d,sequence,in_horizon,val_quantile,0.05,1,47,29247,0.8297872340425532,0.0,0.026530612244897958,0.0,0.04892809518925018,0.0,0.964722389692171,0.0,0.13072858185432717,0.0,39.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,tcn,sequence,in_horizon,val_quantile,0.001,1,47,29247,0.19148936170212766,0.0,0.11688311688311688,0.0,0.0023250247888672343,0.0,0.9562011899547564,0.0,0.15375867674068386,0.0,9.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,tcn,sequence,in_horizon,val_quantile,0.005,1,47,29247,0.44680851063829785,0.0,0.09905660377358491,0.0,0.006530584333435908,0.0,0.9562011899547564,0.0,0.15375867674068386,0.0,21.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,tcn,sequence,in_horizon,val_quantile,0.01,1,47,29247,0.574468085106383,0.0,0.0678391959798995,0.0,0.012685061715731529,0.0,0.9562011899547564,0.0,0.15375867674068386,0.0,27.0,0.0
baseline_seq14,HGST_20HUH721212ALN604,tcn,sequence,in_horizon,val_quantile,0.05,1,47,29247,0.8297872340425532,0.0,0.027581329561527583,0.0,0.04701336889253599,0.0,0.9562011899547564,0.0,0.15375867674068386,0.0,39.0,0.0
