arm,arm_desc,experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
none,처리 없음 (전 표본),imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.0260201968997717,14,9724,8,6,131,9593,0.5714285714285714,0.0575539568345323,0.0134718222953517,0.9728506787330318,0.1050746212828731
none,처리 없음 (전 표본),imb_none,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.0030688014579936,14,9724,11,3,500,9224,0.7857142857142857,0.0215264187866927,0.0514191690662278,0.9728506787330318,0.1050746212828731
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9983050768375396,16,9782,5,11,15,9767,0.3125,0.25,0.0015334287466775,0.9339092210181966,0.3500646604400947
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9947774517536164,16,9782,8,8,57,9725,0.5,0.123076923076923,0.0058270292373747,0.9339092210181966,0.3500646604400947
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9893780088424684,16,9782,11,5,112,9670,0.6875,0.089430894308943,0.0114496013085258,0.9339092210181966,0.3500646604400947
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.9049640595912932,16,9782,15,1,504,9278,0.9375,0.0289017341040462,0.0515232058883663,0.9339092210181966,0.3500646604400947
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9983050768375396,17,9741,4,13,18,9723,0.2352941176470588,0.1818181818181818,0.0018478595626732,0.9546549756336166,0.1601934656828431
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9947774517536164,17,9741,8,9,49,9692,0.4705882352941176,0.1403508771929824,0.0050302843650549,0.9546549756336166,0.1601934656828431
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9893780088424684,17,9741,10,7,111,9630,0.5882352941176471,0.0826446280991735,0.0113951339698182,0.9546549756336166,0.1601934656828431
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.9049640595912932,17,9741,14,3,499,9242,0.8235294117647058,0.0272904483430799,0.0512267734318858,0.9546549756336166,0.1601934656828431
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9983050768375396,14,9724,3,11,20,9704,0.2142857142857142,0.1304347826086956,0.0020567667626491,0.9750763941940412,0.1427057217148762
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9947774517536164,14,9724,6,8,61,9663,0.4285714285714285,0.0895522388059701,0.0062731386260798,0.9750763941940412,0.1427057217148762
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9893780088424684,14,9724,7,7,131,9593,0.5,0.0507246376811594,0.0134718222953517,0.9750763941940412,0.1427057217148762
cost,비용민감 가중 (전 표본),imb_cost,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.9049640595912932,14,9724,11,3,501,9223,0.7857142857142857,0.021484375,0.0515220074043603,0.9750763941940412,0.1427057217148762
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9078677482604934,16,9782,5,11,16,9766,0.3125,0.238095238095238,0.0016356573297894,0.953894909016561,0.2177690793143056
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.7555791896581648,16,9782,9,7,63,9719,0.5625,0.125,0.0064404007360457,0.953894909016561,0.2177690793143056
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.6294263458251955,16,9782,10,6,118,9664,0.625,0.078125,0.0120629728071968,0.953894909016561,0.2177690793143056
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.1553011447191224,16,9782,15,1,518,9264,0.9375,0.0281425891181988,0.0529544060519321,0.953894909016561,0.2177690793143056
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9078677482604934,17,9741,4,13,16,9725,0.2352941176470588,0.2,0.0016425418334873,0.947662095327814,0.1512646801528556
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.7555791896581648,17,9741,7,10,64,9677,0.4117647058823529,0.0985915492957746,0.0065701673339492,0.947662095327814,0.1512646801528556
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.6294263458251955,17,9741,9,8,124,9617,0.5294117647058824,0.0676691729323308,0.0127296992095267,0.947662095327814,0.1512646801528556
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.1553011447191224,17,9741,13,4,501,9240,0.7647058823529411,0.0252918287937743,0.0514320911610717,0.947662095327814,0.1512646801528556
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9078677482604934,14,9724,3,11,25,9699,0.2142857142857142,0.1071428571428571,0.0025709584533113,0.9728727155197744,0.0736501546310577
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.7555791896581648,14,9724,7,7,83,9641,0.5,0.0777777777777777,0.0085355820649938,0.9728727155197744,0.0736501546310577
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.6294263458251955,14,9724,7,7,147,9577,0.5,0.0454545454545454,0.0151172357054709,0.9728727155197744,0.0736501546310577
rus_50,무작위 언더샘플링 1:50,imb_rus_50,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.1553011447191224,14,9724,12,2,520,9204,0.8571428571428571,0.0225563909774436,0.053475935828877,0.9728727155197744,0.0736501546310577
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9875399073362344,16,9782,4,12,9,9773,0.25,0.3076923076923077,0.0009200572480065,0.929072531179718,0.2344237410519102
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9101318752765644,16,9782,9,7,65,9717,0.5625,0.1216216216216216,0.0066448579022694,0.929072531179718,0.2344237410519102
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.8491669225692756,16,9782,10,6,126,9656,0.625,0.0735294117647058,0.0128808014720915,0.929072531179718,0.2344237410519102
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.4890283465385429,16,9782,14,2,492,9290,0.875,0.0276679841897233,0.0502964628910243,0.929072531179718,0.2344237410519102
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9875399073362344,17,9741,2,15,14,9727,0.1176470588235294,0.125,0.0014372241043014,0.946792514357144,0.1797364870121351
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9101318752765644,17,9741,6,11,72,9669,0.3529411764705882,0.0769230769230769,0.0073914382506929,0.946792514357144,0.1797364870121351
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.8491669225692756,17,9741,10,7,135,9606,0.5882352941176471,0.0689655172413793,0.0138589467200492,0.946792514357144,0.1797364870121351
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.4890283465385429,17,9741,11,6,474,9267,0.6470588235294118,0.022680412371134,0.0486603018170619,0.946792514357144,0.1797364870121351
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9875399073362344,14,9724,2,12,19,9705,0.1428571428571428,0.0952380952380952,0.0019539284245166,0.9673194452606216,0.1442201531406972
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9101318752765644,14,9724,6,8,93,9631,0.4285714285714285,0.0606060606060606,0.0095639654463183,0.9673194452606216,0.1442201531406972
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.8491669225692756,14,9724,6,8,161,9563,0.4285714285714285,0.0359281437125748,0.0165569724393253,0.9673194452606216,0.1442201531406972
rus_10,무작위 언더샘플링 1:10,imb_rus_10,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.4890283465385429,14,9724,12,2,481,9243,0.8571428571428571,0.024340770791075,0.0494652406417112,0.9673194452606216,0.1442201531406972
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9727059301137924,16,9782,3,13,12,9770,0.1875,0.2,0.001226742997342,0.971529339603353,0.1558178345222202
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9615413951873776,16,9782,7,9,57,9725,0.4375,0.109375,0.0058270292373747,0.971529339603353,0.1558178345222202
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9527107477188111,16,9782,8,8,116,9666,0.5,0.064516129032258,0.0118585156409732,0.971529339603353,0.1558178345222202
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.7040407717227908,16,9782,14,2,521,9261,0.875,0.0261682242990654,0.0532610918012676,0.971529339603353,0.1558178345222202
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9727059301137924,17,9741,5,12,11,9730,0.2941176470588235,0.3125,0.0011292475105225,0.939733207727193,0.1760322488514807
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9615413951873776,17,9741,6,11,62,9679,0.3529411764705882,0.088235294117647,0.0063648496047633,0.939733207727193,0.1760322488514807
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9527107477188111,17,9741,7,10,117,9624,0.4117647058823529,0.0564516129032258,0.012011087157376,0.939733207727193,0.1760322488514807
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.7040407717227908,17,9741,12,5,573,9168,0.7058823529411765,0.0205128205128205,0.0588235294117647,0.939733207727193,0.1760322488514807
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9727059301137924,14,9724,0,14,17,9707,0.0,0.0,0.0017482517482517,0.9406843156843157,0.0264150345267611
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9615413951873776,14,9724,2,12,75,9649,0.1428571428571428,0.0259740259740259,0.0077128753599341,0.9406843156843157,0.0264150345267611
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9527107477188111,14,9724,4,10,138,9586,0.2857142857142857,0.028169014084507,0.0141916906622788,0.9406843156843157,0.0264150345267611
rus_1,무작위 언더샘플링 1:1,imb_rus_1,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.7040407717227908,14,9724,11,3,601,9123,0.7857142857142857,0.0179738562091503,0.0618058412176059,0.9406843156843157,0.0264150345267611
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.8605720107555322,16,9782,4,12,15,9767,0.25,0.2105263157894736,0.0015334287466775,0.9357493355142098,0.2802743250786245
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.6651732856035182,16,9782,11,5,59,9723,0.6875,0.1571428571428571,0.0060314864035984,0.9357493355142098,0.2802743250786245
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.5689844334125524,16,9782,11,5,109,9673,0.6875,0.0916666666666666,0.0111429155591903,0.9357493355142098,0.2802743250786245
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.1181961730122563,16,9782,13,3,489,9293,0.8125,0.0258964143426294,0.0499897771416888,0.9357493355142098,0.2802743250786245
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.8605720107555322,17,9741,4,13,16,9725,0.2352941176470588,0.2,0.0016425418334873,0.9001431185347559,0.179298597321077
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.6651732856035182,17,9741,9,8,66,9675,0.5294117647058824,0.12,0.0067754850631352,0.9001431185347559,0.179298597321077
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.5689844334125524,17,9741,9,8,117,9624,0.5294117647058824,0.0714285714285714,0.012011087157376,0.9001431185347559,0.179298597321077
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.1181961730122563,17,9741,14,3,468,9273,0.8235294117647058,0.0290456431535269,0.0480443486295041,0.9001431185347559,0.179298597321077
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.8605720107555322,14,9724,3,11,21,9703,0.2142857142857142,0.125,0.0021596051007815,0.970375213022272,0.0739031051840223
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.6651732856035182,14,9724,6,8,88,9636,0.4285714285714285,0.0638297872340425,0.0090497737556561,0.970375213022272,0.0739031051840223
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.5689844334125524,14,9724,7,7,142,9582,0.5,0.046979865771812,0.0146030440148087,0.970375213022272,0.0739031051840223
stride_30,시간축 언더샘플링 (음성 30일 간격),imb_stride_30,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.1181961730122563,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.970375213022272,0.0739031051840223
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.2277154815196979,16,9782,6,10,16,9766,0.375,0.2727272727272727,0.0016356573297894,0.9612489777141688,0.1853385588096287
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.0798187754303212,16,9782,10,6,73,9709,0.625,0.1204819277108433,0.0074626865671641,0.9612489777141688,0.1853385588096287
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.0407799089699984,16,9782,11,5,117,9665,0.6875,0.0859375,0.011960744224085,0.9612489777141688,0.1853385588096287
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.0045570218004286,16,9782,15,1,470,9312,0.9375,0.0309278350515463,0.0480474340625638,0.9612489777141688,0.1853385588096287
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.2277154815196979,17,9741,6,11,16,9725,0.3529411764705882,0.2727272727272727,0.0016425418334873,0.9363031938984404,0.2059969719931782
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.0798187754303212,17,9741,10,7,69,9672,0.5882352941176471,0.1265822784810126,0.007083461656914,0.9363031938984404,0.2059969719931782
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.0407799089699984,17,9741,10,7,113,9628,0.5882352941176471,0.08130081300813,0.0116004516990042,0.9363031938984404,0.2059969719931782
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.0045570218004286,17,9741,13,4,431,9310,0.7647058823529411,0.0292792792792792,0.0442459706395647,0.9363031938984404,0.2059969719931782
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.2277154815196979,14,9724,3,11,24,9700,0.2142857142857142,0.1111111111111111,0.0024681201151789,0.9682853910795088,0.0743759962354611
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.0798187754303212,14,9724,6,8,81,9643,0.4285714285714285,0.0689655172413793,0.0083299053887289,0.9682853910795088,0.0743759962354611
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.0407799089699984,14,9724,8,6,137,9587,0.5714285714285714,0.0551724137931034,0.0140888523241464,0.9682853910795088,0.0743759962354611
match_val,학습 유병률을 val 창에 정합,imb_match_val,HGST_20HUH721212ALN604,mlp,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.0045570218004286,14,9724,11,3,436,9288,0.7857142857142857,0.0246085011185682,0.0448375154257507,0.9682853910795088,0.0743759962354611
ros,RUS 1:50 + 무작위 오버샘플링 1:1,imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9918827177286144,16,9782,3,13,16,9766,0.1875,0.1578947368421052,0.0016356573297894,0.9266701594765896,0.201124839538193
ros,RUS 1:50 + 무작위 오버샘플링 1:1,imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.005,0.9869849270582198,16,9782,7,9,70,9712,0.4375,0.0909090909090909,0.0071560008178286,0.9266701594765896,0.201124839538193
ros,RUS 1:50 + 무작위 오버샘플링 1:1,imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.01,0.9834487664699556,16,9782,9,7,112,9670,0.5625,0.0743801652892562,0.0114496013085258,0.9266701594765896,0.201124839538193
ros,RUS 1:50 + 무작위 오버샘플링 1:1,imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.05,0.8743012249469757,16,9782,12,4,486,9296,0.75,0.0240963855421686,0.0496830913923533,0.9266701594765896,0.201124839538193
ros,RUS 1:50 + 무작위 오버샘플링 1:1,imb_ros,HGST_20HUH721212ALN604,mlp,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,val_quantile,0.001,0.9918827177286144,17,9741,6,11,20,9721,0.3529411764705882,0.2307692307692307,0.0020531772918591,0.907353394083226,0.1431538138682661
