serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00046012469101697206,,2019-05-27,,0.238
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005140608409419656,,2019-08-14,,0.238
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012867606710642576,,2019-05-27,,0.238
2AGEU1JY,0,1,2025-05-19,,,Censored Early,0,0,1,1,0,0,0.3233746588230133,0.246306374669075,2019-06-01,2179.0,0.238
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00035390202538110316,,2019-05-27,,0.238
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006230447324924171,,2019-05-27,,0.238
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.16045793890953064,,2019-05-16,,0.238
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012811023043468595,,2019-06-01,,0.238
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00043475584243424237,,2019-05-27,,0.238
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000529105425812304,,2019-05-16,,0.238
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004203043878078461,,2019-05-27,,0.238
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004923649248667061,,2019-05-27,,0.238
2AGGL0UY,1,1,2022-02-26,2022-02-27,1.0,On time,1,0,0,0,0,0,0.4530162513256073,0.3779296875,2019-05-27,1006.0,0.238
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.023997290059924126,,2019-05-27,,0.238
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001255449140444398,,2019-05-27,,0.238
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.072075754404068,,2019-05-27,,0.238
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.06291227042675018,,2019-05-27,,0.238
2AGH33SY,1,1,2025-03-01,2025-05-08,68.0,Early,0,1,0,1,0,0,0.3539024591445923,0.23848570883274078,2019-05-27,2105.0,0.238
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.12728901207447052,,2019-05-27,,0.238
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001530000357888639,,2019-05-27,,0.238
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004493739106692374,,2019-05-27,,0.238
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.055178552865982056,,2019-05-27,,0.238
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001558875199407339,,2019-05-27,,0.238
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.026792012155056,,2019-05-27,,0.238
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007132112514227629,,2019-05-27,,0.238
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006653217715211213,,2019-05-27,,0.238
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005458949599415064,,2019-05-27,,0.238
2AGHJD4Y,0,1,2025-08-30,,,Censored Early,0,0,1,1,0,0,0.34552285075187683,0.23810501396656036,2019-06-01,2282.0,0.238
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005627147620543838,,2019-05-27,,0.238
