serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005173917743377388,,2019-05-27,,0.225
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007204458815976977,,2019-08-14,,0.225
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009437397820875049,,2019-05-27,,0.225
2AGEU1JY,0,1,2025-05-19,,,Censored Early,0,0,1,1,0,0,0.29948002099990845,0.2262413203716278,2019-06-01,2179.0,0.225
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004408402892295271,,2019-05-27,,0.225
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004709558852482587,,2019-05-27,,0.225
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.20911848545074463,,2019-05-16,,0.225
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009728474542498589,,2019-06-01,,0.225
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004517232009675354,,2019-05-27,,0.225
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011336165480315685,,2019-05-16,,0.225
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020870983134955168,,2019-05-27,,0.225
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000535581901203841,,2019-05-27,,0.225
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.21036683022975922,,2019-05-27,,0.225
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.044356219470500946,,2019-05-27,,0.225
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013387709623202682,,2019-05-27,,0.225
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.05214282125234604,,2019-05-27,,0.225
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.07357539981603622,,2019-05-27,,0.225
2AGH33SY,1,1,2025-02-09,2025-05-08,88.0,Early,0,1,0,1,0,0,0.3825652003288269,0.24487656354904175,2019-05-27,2085.0,0.225
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.14199194312095642,,2019-05-27,,0.225
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0016400649910792708,,2019-05-27,,0.225
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006123940693214536,,2019-05-27,,0.225
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.05711711570620537,,2019-05-27,,0.225
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012677344493567944,,2019-05-27,,0.225
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.03077857941389084,,2019-05-27,,0.225
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0045661055482923985,,2019-05-27,,0.225
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006924179033376276,,2019-05-27,,0.225
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007207133457995951,,2019-05-27,,0.225
2AGHJD4Y,0,1,2025-07-12,,,Censored Early,0,0,1,1,0,0,0.45846784114837646,0.22796984016895294,2019-06-01,2233.0,0.225
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004196481022518128,,2019-05-27,,0.225
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000684371218085289,,2019-05-27,,0.225
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.0204003993421793,,2019-05-27,,0.225
2AGHLGTY,1,1,2025-03-01,2025-08-05,157.0,Early,0,1,0,1,0,0,0.22638706862926483,0.22638706862926483,2019-05-27,2105.0,0.225
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008744793594814837,,2019-05-27,,0.225
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010157745564356446,,2019-05-27,,0.225
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008757743053138256,,2019-05-27,,0.225
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006235365872271359,,2019-05-27,,0.225
2AGHMUYY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015954221598803997,,2019-06-01,,0.225
2AGHMW5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.06751951575279236,,2019-05-27,,0.225
