HDD,Model,Threshold,Failed_HDD_Mean_Alarms,Failed_HDD_Median_Alarms,Failed_HDD_Max_Alarms,Healthy_HDD_Mean_Alarms,Healthy_HDD_Median_Alarms,Healthy_HDD_Max_Alarms
HGST_20HUH721212ALN604,LightGBM,0.998,4.04320987654321,0.0,101,0.01330603889457523,0.0,6
HGST_20HUH721212ALN604,XGBoost,0.477,1.2469135802469136,0.0,113,0.18219037871033777,0.0,95
HGST_20HUH721212ALN604,LSTM,0.327,7.9753086419753085,0.0,367,0.44626407369498466,0.0,250
HGST_20HUH721212ALN604,GRU,0.485,5.209876543209877,0.0,389,0.015353121801432957,0.0,13
