serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0027118150610476732,,2019-08-14,,0.602
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.6012563705444336,,2019-06-01,,0.602
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGGHGJY,1,1,2024-10-21,2024-11-19,29.0,On time,1,0,0,0,0,0,0.6150888800621033,0.6150888800621033,2019-05-16,1985.0,0.602
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-06-01,,0.602
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-16,,0.602
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0027118150610476732,,2019-05-27,,0.602
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.001640383736230433,,2019-05-27,,0.602
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.03230619430541992,,2019-05-27,,0.602
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0021374342031776905,,2019-05-27,,0.602
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.00832156091928482,,2019-05-27,,0.602
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.600848376750946,,2019-05-27,,0.602
2AGH33SY,1,0,,2025-05-08,,Missed,0,0,0,0,1,0,0.6012563705444336,,2019-05-27,,0.602
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.023437166586518288,,2019-05-27,,0.602
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.03983054310083389,,2019-05-27,,0.602
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.007112199440598488,,2019-05-27,,0.602
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0071098157204687595,,2019-05-27,,0.602
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.600848376750946,,2019-06-01,,0.602
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.0032322064507752657,,2019-05-27,,0.602
2AGHLGTY,1,1,2025-02-25,2025-08-05,161.0,Early,0,1,0,1,0,0,0.6150888800621033,0.6150888800621033,2019-05-27,2101.0,0.602
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001640383736230433,,2019-05-27,,0.602
