serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008415402262471616,,2019-05-27,,0.399
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006519376300275326,,2019-08-14,,0.399
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000736196234356612,,2019-05-27,,0.399
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.2725730240345001,,2019-06-01,,0.399
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000736196234356612,,2019-05-27,,0.399
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008415402262471616,,2019-05-27,,0.399
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.2144346684217453,,2019-05-16,,0.399
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007907652179710567,,2019-06-01,,0.399
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008415402262471616,,2019-05-27,,0.399
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007510199793614447,,2019-05-16,,0.399
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005564690567553043,,2019-05-27,,0.399
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00109252764377743,,2019-05-27,,0.399
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.025821050629019737,,2019-05-27,,0.399
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.16071775555610657,,2019-05-27,,0.399
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00227724714204669,,2019-05-27,,0.399
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.04332390055060387,,2019-05-27,,0.399
2AGH31PY,1,1,2024-08-11,2024-11-18,99.0,Early,0,1,0,1,0,0,0.4096852242946625,0.4096852242946625,2019-05-27,1903.0,0.399
2AGH33SY,1,1,2025-02-15,2025-05-08,82.0,Early,0,1,0,1,0,0,0.42200756072998047,0.41819247603416443,2019-05-27,2091.0,0.399
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.1978176236152649,,2019-05-27,,0.399
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007654192158952355,,2019-05-27,,0.399
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008415402262471616,,2019-05-27,,0.399
2AGHB9XY,1,1,2024-11-19,2024-12-02,13.0,On time,1,0,0,0,0,0,0.4091241955757141,0.4091241955757141,2019-05-27,2003.0,0.399
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001736898673698306,,2019-05-27,,0.399
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.04156922921538353,,2019-05-27,,0.399
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008923081681132317,,2019-05-27,,0.399
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015249882126227021,,2019-05-27,,0.399
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008415402262471616,,2019-05-27,,0.399
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.3442254364490509,,2019-06-01,,0.399
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000736196234356612,,2019-05-27,,0.399
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020102013368159533,,2019-05-27,,0.399
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.0221633892506361,,2019-05-27,,0.399
2AGHLGTY,1,0,,2025-08-05,,Missed,0,0,0,0,1,0,0.3880237638950348,,2019-05-27,,0.399
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007116191554814577,,2019-05-27,,0.399
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007510199793614447,,2019-05-27,,0.399
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008415402262471616,,2019-05-27,,0.399
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007510199793614447,,2019-05-27,,0.399
