serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007917736656963825,,2019-05-27,,0.52
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006881408393383026,,2019-08-14,,0.52
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007782235625199974,,2019-05-27,,0.52
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.3105452060699463,,2019-06-01,,0.52
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007704084273427725,,2019-05-27,,0.52
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007704084273427725,,2019-05-27,,0.52
2AGGHGJY,1,1,2024-11-16,2024-11-19,3.0,On time,1,0,0,0,0,0,0.7420859336853027,0.6177613139152527,2019-05-16,2011.0,0.52
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007917736656963825,,2019-06-01,,0.52
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007704084273427725,,2019-05-27,,0.52
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007917736656963825,,2019-05-16,,0.52
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.009464168921113014,,2019-05-27,,0.52
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001393377548083663,,2019-05-27,,0.52
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.05781101807951927,,2019-05-27,,0.52
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.10518719255924225,,2019-05-27,,0.52
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0024407312739640474,,2019-05-27,,0.52
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.03958036005496979,,2019-05-27,,0.52
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.5010350942611694,,2019-05-27,,0.52
2AGH33SY,1,1,2025-02-15,2025-05-08,82.0,Early,0,1,0,1,0,0,0.6228618621826172,0.6228618621826172,2019-05-27,2091.0,0.52
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.054931845515966415,,2019-05-27,,0.52
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000824715883936733,,2019-05-27,,0.52
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007782235625199974,,2019-05-27,,0.52
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.10220884531736374,,2019-05-27,,0.52
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0023874365724623203,,2019-05-27,,0.52
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.035505056381225586,,2019-05-27,,0.52
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005572982132434845,,2019-05-27,,0.52
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001393377548083663,,2019-05-27,,0.52
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007782235625199974,,2019-05-27,,0.52
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.41302967071533203,,2019-06-01,,0.52
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007704084273427725,,2019-05-27,,0.52
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003531854599714279,,2019-05-27,,0.52
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.02115873247385025,,2019-05-27,,0.52
2AGHLGTY,1,1,2025-02-24,2025-08-05,162.0,Early,0,1,0,1,0,0,0.5571922659873962,0.5571922659873962,2019-05-27,2100.0,0.52
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007782235625199974,,2019-05-27,,0.52
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007917736656963825,,2019-05-27,,0.52
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007917736656963825,,2019-05-27,,0.52
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007917736656963825,,2019-05-27,,0.52
