serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-27,,0.59
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005138372644922915,,2019-08-14,,0.59
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-27,,0.59
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.2331586020641756,,2019-06-01,,0.59
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-27,,0.59
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-27,,0.59
2AGGHGJY,1,1,2024-11-18,2024-11-19,1.0,On time,1,0,0,0,0,0,0.9999998381828297,0.9999998381828297,2019-05-16,2013.0,0.59
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-06-01,,0.59
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-27,,0.59
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-16,,0.59
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005419510854923881,,2019-05-27,,0.59
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001120828761617558,,2019-05-27,,0.59
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.001120828761617558,,2019-05-27,,0.59
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02872941496499804,,2019-05-27,,0.59
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014615621516335458,,2019-05-27,,0.59
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.03078720501983914,,2019-05-27,,0.59
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.5554827851835628,,2019-05-27,,0.59
2AGH33SY,1,0,,2025-05-08,,Missed,0,0,0,0,1,0,0.2369268852854764,,2019-05-27,,0.59
