serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014387338887900114,,2019-05-27,,0.41
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006119317375123501,,2019-08-14,,0.41
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006802936550229788,,2019-05-27,,0.41
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.36926254630088806,,2019-06-01,,0.41
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006450957152992487,,2019-05-27,,0.41
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014637077692896128,,2019-05-27,,0.41
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.290364533662796,,2019-05-16,,0.41
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007954213651828468,,2019-06-01,,0.41
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014637077692896128,,2019-05-27,,0.41
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007097545894794166,,2019-05-16,,0.41
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.020025718957185745,,2019-05-27,,0.41
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006983681232668459,,2019-05-27,,0.41
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.10723895579576492,,2019-05-27,,0.41
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.16548772156238556,,2019-05-27,,0.41
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002083197934553027,,2019-05-27,,0.41
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.05893639102578163,,2019-05-27,,0.41
2AGH31PY,1,1,2024-08-11,2024-11-18,99.0,Early,0,1,0,1,0,0,0.430167555809021,0.430167555809021,2019-05-27,1903.0,0.41
2AGH33SY,1,1,2025-02-15,2025-05-08,82.0,Early,0,1,0,1,0,0,0.4365050792694092,0.4104129672050476,2019-05-27,2091.0,0.41
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.23668444156646729,,2019-05-27,,0.41
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008342845248989761,,2019-05-27,,0.41
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010691226925700903,,2019-05-27,,0.41
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.3514849543571472,,2019-05-27,,0.41
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00107961252797395,,2019-05-27,,0.41
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.05376778542995453,,2019-05-27,,0.41
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.06097700819373131,,2019-05-27,,0.41
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002082634950056672,,2019-05-27,,0.41
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015898189740255475,,2019-05-27,,0.41
2AGHJD4Y,0,1,2025-07-18,,,Censored Early,0,0,1,1,0,0,0.6296368837356567,0.4794519245624542,2019-06-01,2239.0,0.41
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000666343723423779,,2019-05-27,,0.41
