serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005200047744438052,,2019-05-27,,0.291
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009768677409738302,,2019-08-14,,0.291
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020415480248630047,,2019-05-27,,0.291
2AGEU1JY,0,1,2025-05-19,,,Censored Early,0,0,1,1,0,0,0.40624773502349854,0.32040759921073914,2019-06-01,2179.0,0.291
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004569418670143932,,2019-05-27,,0.291
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006469828076660633,,2019-05-27,,0.291
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.15519966185092926,,2019-05-16,,0.291
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001087487326003611,,2019-06-01,,0.291
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004904245142824948,,2019-05-27,,0.291
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0029618905391544104,,2019-05-16,,0.291
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0038107014261186123,,2019-05-27,,0.291
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005693907150998712,,2019-05-27,,0.291
2AGGL0UY,1,1,2022-02-27,2022-02-27,0.0,On time,1,0,0,0,0,0,0.4116262197494507,0.4116262197494507,2019-05-27,1007.0,0.291
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.05645288527011871,,2019-05-27,,0.291
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0018300549127161503,,2019-05-27,,0.291
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.07096508890390396,,2019-05-27,,0.291
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.07686140388250351,,2019-05-27,,0.291
2AGH33SY,1,1,2025-03-01,2025-05-08,68.0,Early,0,1,0,1,0,0,0.38249197602272034,0.2970268428325653,2019-05-27,2105.0,0.291
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.11628387123346329,,2019-05-27,,0.291
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012870352948084474,,2019-05-27,,0.291
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006597595638595521,,2019-05-27,,0.291
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.09268545359373093,,2019-05-27,,0.291
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002118488773703575,,2019-05-27,,0.291
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.039370499551296234,,2019-05-27,,0.291
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0018186330562457442,,2019-05-27,,0.291
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0019374026451259851,,2019-05-27,,0.291
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007389483507722616,,2019-05-27,,0.291
2AGHJD4Y,0,1,2025-08-22,,,Censored Early,0,0,1,1,0,0,0.42799443006515503,0.29395079612731934,2019-06-01,2274.0,0.291
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001116512925364077,,2019-05-27,,0.291
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008164019673131406,,2019-05-27,,0.291
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.03776204586029053,,2019-05-27,,0.291
2AGHLGTY,1,1,2025-02-28,2025-08-05,158.0,Early,0,1,0,1,0,0,0.3191938102245331,0.3034733831882477,2019-05-27,2104.0,0.291
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002343961736187339,,2019-05-27,,0.291
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014660591259598732,,2019-05-27,,0.291
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006673829047940671,,2019-05-27,,0.291
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006901493761688471,,2019-05-27,,0.291
2AGHMUYY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002104151761159301,,2019-06-01,,0.291
2AGHMW5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.08214474469423294,,2019-05-27,,0.291
2AGHMXGY,1,0,,2023-05-14,,Missed,0,0,0,0,1,0,0.02666918747127056,,2019-05-27,,0.291
2AGHMYTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.14639003574848175,,2019-05-27,,0.291
2AGHMZMY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000885469897184521,,2019-05-27,,0.291
