serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00476044462993741,,2019-08-14,,0.495
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.2380226105451584,,2019-06-01,,0.495
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGGHGJY,1,1,2024-11-17,2024-11-19,2.0,On time,1,0,0,0,0,0,0.6349413990974426,0.5860984921455383,2019-05-16,2012.0,0.495
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-06-01,,0.495
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-16,,0.495
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004574485123157501,,2019-05-27,,0.495
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015244618989527225,,2019-05-27,,0.495
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.00213043624535203,,2019-05-27,,0.495
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.06554079055786133,,2019-05-27,,0.495
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0023764600045979023,,2019-05-27,,0.495
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.03189488872885704,,2019-05-27,,0.495
2AGH31PY,1,1,2024-08-11,2024-11-18,99.0,Early,0,1,0,1,0,0,0.6494281888008118,0.6389474868774414,2019-05-27,1903.0,0.495
2AGH33SY,1,1,2025-02-15,2025-05-08,82.0,Early,0,1,0,1,0,0,0.7092226147651672,0.6485815644264221,2019-05-27,2091.0,0.495
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.22200673818588257,,2019-05-27,,0.495
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.0652463361620903,,2019-05-27,,0.495
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002315437886863947,,2019-05-27,,0.495
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.0207162294536829,,2019-05-27,,0.495
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.007048360537737608,,2019-05-27,,0.495
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015244618989527225,,2019-05-27,,0.495
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.018721500411629677,,2019-06-01,,0.495
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0023764600045979023,,2019-05-27,,0.495
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.013438859023153782,,2019-05-27,,0.495
2AGHLGTY,1,1,2025-02-27,2025-08-05,159.0,Early,0,1,0,1,0,0,0.6338783502578735,0.6338783502578735,2019-05-27,2103.0,0.495
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHMUYY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-06-01,,0.495
2AGHMW5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.009866910986602306,,2019-05-27,,0.495
2AGHMXGY,1,0,,2023-05-14,,Missed,0,0,0,0,1,0,0.007528769783675671,,2019-05-27,,0.495
2AGHMYTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.024243544787168503,,2019-05-27,,0.495
2AGHMZMY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.007287138607352972,,2019-05-27,,0.495
2AGHN0TY,1,0,,2020-10-22,,Missed,0,0,0,0,1,0,0.3577596843242645,,2019-05-27,,0.495
2AGHN0WY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHN16Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHN2AY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHN3XY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHPDKY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHSJ4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHSS9Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGHTBYY,1,1,2023-10-06,2025-01-25,477.0,Early,0,1,0,1,0,0,0.7640642523765564,0.6034136414527893,2019-05-27,1593.0,0.495
2AGHTGEY,1,1,2023-01-25,2023-03-14,48.0,Early,0,1,0,1,0,0,0.5690589547157288,0.5690589547157288,2019-05-27,1339.0,0.495
2AGHTKBY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008459774777293205,,2019-05-27,,0.495
2AGLY65Y,1,0,,2023-11-20,,Missed,0,0,0,0,1,0,0.023087143898010254,,2019-08-13,,0.495
2AGM231Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-04,,0.495
2AGM23NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-04,,0.495
2AGM5UVY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.22200673818588257,,2019-05-16,,0.495
2AGM5V7Y,1,1,2025-01-25,2025-12-05,314.0,Early,0,1,0,1,0,0,0.5312716364860535,0.5312716364860535,2019-05-16,2081.0,0.495
2AGM5VBY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.22200673818588257,,2019-05-16,,0.495
2AGM5VHY,1,0,,2025-01-18,,Missed,0,0,0,0,1,0,0.018179018050432205,,2019-08-14,,0.495
2AGM5W9Y,1,0,,2025-01-16,,Missed,0,0,0,0,1,0,0.020677976310253143,,2019-05-16,,0.495
2AGM5YEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0103338323533535,,2019-05-04,,0.495
2AGM8EMY,1,0,,2024-10-29,,Missed,0,0,0,0,1,0,0.13323503732681274,,2019-05-16,,0.495
2AGM8EUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-27,,0.495
2AGM8J2Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012286882847547531,,2019-05-16,,0.495
2AGM8JAY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010719099082052708,,2019-05-16,,0.495
2AGM8LNY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.30681440234184265,,2019-05-04,,0.495
2AGM8RJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04945996031165123,,2019-08-13,,0.495
2AGM8RTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.11619649827480316,,2019-05-16,,0.495
2AGM8UNY,1,0,,2026-03-12,,Missed,0,0,0,0,1,0,0.2380226105451584,,2019-08-13,,0.495
2AGM8V7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012286882847547531,,2019-05-16,,0.495
