serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002173748884552591,,2019-08-14,,0.962
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGEU1JY,0,1,2025-05-18,,,Censored Early,0,0,1,1,0,0,0.9999999046860053,0.9999493601084685,2019-06-01,2178.0,0.962
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGGHGJY,1,1,2024-11-18,2024-11-19,1.0,On time,1,0,0,0,0,0,0.999986082884017,0.999986082884017,2019-05-16,2013.0,0.962
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-06-01,,0.962
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-16,,0.962
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002173748884552591,,2019-05-27,,0.962
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.001713693965320546,,2019-05-27,,0.962
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.011478849374728184,,2019-05-27,,0.962
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.009432312064433651,,2019-05-27,,0.962
2AGH31PY,1,1,2024-11-04,2024-11-18,14.0,On time,1,0,0,0,0,0,0.9970139210077772,0.9970139210077772,2019-05-27,1988.0,0.962
2AGH33SY,1,0,,2025-05-08,,Missed,0,0,0,0,1,0,0.9579096825464984,,2019-05-27,,0.962
2AGH34HY,0,1,2025-11-18,,,Censored Early,0,0,1,1,0,0,0.9999511988335567,0.9999511988335567,2019-05-27,2367.0,0.962
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.011478849374728184,,2019-05-27,,0.962
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.003435108438243978,,2019-05-27,,0.962
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002173748884552591,,2019-05-27,,0.962
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.1783154385449741,,2019-06-01,,0.962
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.002173748884552591,,2019-05-27,,0.962
2AGHLGTY,1,1,2025-02-27,2025-08-05,159.0,Early,0,1,0,1,0,0,0.999986082884017,0.999986082884017,2019-05-27,2103.0,0.962
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001713693965320546,,2019-05-27,,0.962
