ds,model,seed,budget,crit,thr,row_rec,row_far,OT,E,M,CE,CN,recall,precision,far,mlt
Seagate,XGB,43,0.005,row,0.037000000000000005,0.288599443875311,0.005053289231900036,61,61,103,84,3572,0.27111111111111114,0.2961165048543689,0.022975929978118162,28.0
Seagate,XGB,43,0.005,op,0.124,0.10551734230938095,0.00126978677705229,51,24,150,24,3632,0.22666666666666666,0.5151515151515151,0.006564551422319475,9.0
Seagate,XGB,43,0.01,row,0.015,0.3989462900629299,0.010157744048837276,72,76,77,147,3509,0.32,0.2440677966101695,0.04020787746170678,34.0
Seagate,XGB,43,0.01,op,0.062,0.20196107127176935,0.0026237491940044938,63,43,119,52,3604,0.28,0.3987341772151899,0.014223194748358862,14.0
Seagate,XGB,43,0.02,row,0.008,0.4784135811503,0.01898820880840304,68,92,65,240,3416,0.3022222222222222,0.17,0.06564551422319474,47.0
Seagate,XGB,43,0.02,op,0.035,0.2957705253914825,0.005309667324667093,62,64,99,84,3572,0.27555555555555555,0.29523809523809524,0.022975929978118162,31.5
Seagate,XGB,43,0.05,row,0.002,0.5466120298551149,0.053690579150409215,51,125,49,1108,2548,0.22666666666666666,0.0397196261682243,0.30306345733041573,144.5
Seagate,XGB,43,0.05,op,0.009000000000000001,0.4615834918776526,0.017197138248310435,71,88,66,220,3436,0.31555555555555553,0.18733509234828497,0.060175054704595186,41.0
Seagate,XGB,44,0.001,row,0.185,0.10624908532123518,0.001051370247377351,46,27,152,26,3630,0.20444444444444446,0.46464646464646464,0.007111597374179431,12.0
Seagate,XGB,44,0.001,op,0.764,0.022098638957997952,0.00028993831521081324,8,5,212,3,3653,0.035555555555555556,0.5,0.0008205689277899343,5.0
Seagate,XGB,44,0.005,row,0.051000000000000004,0.2640128786770086,0.005176251686263636,67,63,95,99,3557,0.29777777777777775,0.2925764192139738,0.027078774617067834,27.0
Seagate,XGB,44,0.005,op,0.253,0.0775647592565491,0.0007529043346603375,37,21,167,17,3639,0.16444444444444445,0.49333333333333335,0.004649890590809628,8.5
Seagate,XGB,44,0.01,row,0.019000000000000003,0.3989462900629299,0.010542036104197338,67,81,77,182,3474,0.29777777777777775,0.20303030303030303,0.049781181619256015,39.0
Seagate,XGB,44,0.01,op,0.12000000000000001,0.140933704083126,0.0018837737974987181,56,38,131,46,3610,0.24888888888888888,0.4,0.012582056892778994,15.5
Seagate,XGB,44,0.02,row,0.008,0.4744621688862871,0.019075960537579748,62,99,64,379,3277,0.27555555555555555,0.11481481481481481,0.10366520787746171,76.0
Seagate,XGB,44,0.02,op,0.067,0.22581589345821748,0.003949928148113915,67,52,106,77,3579,0.29777777777777775,0.34183673469387754,0.021061269146608316,23.0
Seagate,XGB,44,0.05,row,0.003,0.5183667495975414,0.04046620100482607,45,135,45,1254,2402,0.2,0.03138075313807531,0.34299781181619254,176.0
Seagate,XGB,44,0.05,op,0.017,0.40567832577198887,0.011456139540103915,66,84,75,203,3453,0.29333333333333333,0.18696883852691218,0.05552516411378556,40.5
Seagate,XGB,45,0.001,row,0.17600000000000002,0.09351675691497147,0.00110006007829985,43,22,160,16,3640,0.19111111111111112,0.5308641975308642,0.00437636761487965,13.0
Seagate,XGB,45,0.001,op,0.5730000000000001,0.019610712717693546,0.0003829166364074497,15,6,204,7,3649,0.06666666666666667,0.5357142857142857,0.0019146608315098468,2.0
Seagate,XGB,45,0.005,row,0.041,0.284794380213669,0.005554216814441679,62,64,99,94,3562,0.27555555555555555,0.2818181818181818,0.025711159737417943,31.5
Seagate,XGB,45,0.005,op,0.201,0.08678472120591248,0.0010447682364048089,42,19,164,14,3642,0.18666666666666668,0.56,0.0038293216630196935,13.0
Seagate,XGB,45,0.01,row,0.016,0.389287282306454,0.010433653090731437,70,77,78,172,3484,0.3111111111111111,0.219435736677116,0.047045951859956234,37.0
Seagate,XGB,45,0.01,op,0.107,0.14181179569735108,0.0018411358099677162,55,34,136,37,3619,0.24444444444444444,0.4365079365079365,0.01012035010940919,14.0
Seagate,XGB,45,0.02,row,0.008,0.4731450314649495,0.019684720966006247,69,90,66,289,3367,0.30666666666666664,0.15401785714285715,0.07904814004376368,44.0
Seagate,XGB,45,0.02,op,0.038,0.2922581589345822,0.005829300604964272,61,66,98,97,3559,0.27111111111111114,0.27232142857142855,0.026531728665207876,36.0
Seagate,XGB,45,0.05,row,0.003,0.5259768769208254,0.04012674760732119,60,115,50,720,2936,0.26666666666666666,0.0670391061452514,0.19693654266958424,102.0
Seagate,XGB,45,0.05,op,0.013000000000000001,0.4128494072881604,0.012671459726632733,69,84,72,201,3455,0.30666666666666664,0.19491525423728814,0.054978118161925604,40.0
Seagate,XGB,46,0.001,row,0.191,0.08678472120591248,0.0011099630947586634,44,22,159,22,3634,0.19555555555555557,0.5,0.006017505470459519,10.0
Seagate,XGB,46,0.001,op,0.531,0.024732913800673204,0.0002591289306722828,21,9,195,10,3646,0.09333333333333334,0.525,0.002735229759299781,13.0
Seagate,XGB,46,0.005,row,0.042,0.28172105956388116,0.005562469328157357,66,65,94,102,3554,0.29333333333333333,0.2832618025751073,0.027899343544857767,28.0
Seagate,XGB,46,0.005,op,0.20700000000000002,0.08502853797746232,0.0010194605276767302,44,21,160,20,3636,0.19555555555555557,0.5176470588235295,0.005470459518599562,9.0
Seagate,XGB,46,0.01,row,0.018000000000000002,0.39806819844870484,0.010976943577013558,65,85,75,190,3466,0.28888888888888886,0.19117647058823528,0.05196936542669584,40.5
Seagate,XGB,46,0.01,op,0.112,0.12717693546026634,0.001936589885279056,56,32,137,43,3613,0.24888888888888888,0.42748091603053434,0.011761487964989058,15.0
Seagate,XGB,46,0.02,row,0.008,0.485145616859359,0.02019032497298677,65,97,63,363,3293,0.28888888888888886,0.12380952380952381,0.09928884026258206,60.5
Seagate,XGB,46,0.02,op,0.051000000000000004,0.2625493926533002,0.004794985552599322,66,63,96,93,3563,0.29333333333333333,0.2972972972972973,0.025437636761487966,26.0
Seagate,XGB,46,0.05,row,0.003,0.5264159227279379,0.04010143989859311,43,138,44,1101,2555,0.19111111111111112,0.033541341653666144,0.3011487964989059,176.0
Seagate,XGB,46,0.05,op,0.016,0.41123957266208105,0.012113039631871868,64,88,73,214,3442,0.28444444444444444,0.17486338797814208,0.058533916849015315,44.0
Seagate,XGB,47,0.001,row,0.158,0.10156593004536807,0.0010681503585992292,52,21,152,22,3634,0.2311111111111111,0.5473684210526316,0.006017505470459519,9.0
Seagate,XGB,47,0.001,op,0.67,0.005414898287721352,8.142480199468758e-05,8,5,212,4,3652,0.035555555555555556,0.47058823529411764,0.0010940919037199124,15.0
Seagate,XGB,47,0.005,row,0.042,0.2733791892287429,0.004984518284269389,63,64,98,95,3561,0.28,0.28378378378378377,0.02598468271334792,31.0
Seagate,XGB,47,0.005,op,0.163,0.10127323284062638,0.0010365157226891312,52,21,152,22,3634,0.2311111111111111,0.5473684210526316,0.006017505470459519,9.0
Seagate,XGB,47,0.01,row,0.017,0.39440948338943366,0.01049224593811275,67,83,75,184,3472,0.29777777777777775,0.20059880239520958,0.05032822757111598,41.5
Seagate,XGB,47,0.01,op,0.08,0.16610566369091176,0.002301075907721492,60,46,119,48,3608,0.26666666666666666,0.38961038961038963,0.01312910284463895,20.5
Seagate,XGB,47,0.02,row,0.008,0.47987706717400846,0.01969820007174185,71,94,60,307,3349,0.31555555555555553,0.1504237288135593,0.08397155361050328,52.0
Seagate,XGB,47,0.02,op,0.044000000000000004,0.2621103468461876,0.00469513013663962,64,62,99,92,3564,0.28444444444444444,0.29357798165137616,0.02516411378555799,27.5
Seagate,XGB,47,0.05,row,0.003,0.5284648031611298,0.03879231613949609,57,120,48,831,2825,0.25333333333333335,0.05654761904761905,0.22729759299781183,104.0
Seagate,XGB,47,0.05,op,0.013000000000000001,0.4172398653592858,0.013459024618898916,68,85,72,222,3434,0.3022222222222222,0.18133333333333335,0.06072210065645514,40.0
Seagate,XGB,48,0.001,row,0.217,0.0750768330162447,0.0007592312618423572,40,16,169,19,3637,0.17777777777777778,0.5333333333333333,0.005196936542669584,10.0
Seagate,XGB,48,0.001,op,0.528,0.022098638957997952,0.00023712222743047532,19,8,198,7,3649,0.08444444444444445,0.5588235294117647,0.0019146608315098468,7.0
Seagate,XGB,48,0.005,row,0.043000000000000003,0.27835504170935166,0.0050717198458650505,66,61,98,90,3566,0.29333333333333333,0.30414746543778803,0.02461706783369803,26.0
Seagate,XGB,48,0.005,op,0.151,0.10185862725010976,0.0011314196304194257,49,21,155,24,3632,0.21777777777777776,0.5212765957446809,0.006564551422319475,8.0
Seagate,XGB,48,0.01,row,0.016,0.394994877798917,0.010988497096215508,65,81,79,176,3480,0.28888888888888886,0.20186335403726707,0.04814004376367615,41.5
Seagate,XGB,48,0.01,op,0.098,0.14605590516610567,0.001950068991014663,56,36,133,40,3616,0.24888888888888888,0.42424242424242425,0.010940919037199124,14.5
Seagate,XGB,48,0.02,row,0.008,0.4833894336309088,0.020346572566003605,72,90,63,290,3366,0.32,0.1592920353982301,0.07932166301969365,42.0
Seagate,XGB,48,0.02,op,0.041,0.28537977462315234,0.005291786878283125,66,61,98,92,3564,0.29333333333333333,0.3013698630136986,0.02516411378555799,26.0
Seagate,XGB,48,0.05,row,0.003,0.5255378311137129,0.04038945262727027,60,114,51,749,2907,0.26666666666666666,0.06500541711809317,0.2048687089715536,89.0
Seagate,XGB,48,0.05,op,0.012,0.4403629445338797,0.014226508394456952,70,86,69,214,3442,0.3111111111111111,0.1891891891891892,0.058533916849015315,40.5
Seagate,XGB,49,0.001,row,0.191,0.09234596809600468,0.0013333311326630091,45,25,155,27,3629,0.2,0.4639175257731959,0.00738512035010941,12.0
Seagate,XGB,49,0.001,op,0.54,0.026196399824381676,0.0001900828992511119,17,6,202,8,3648,0.07555555555555556,0.5483870967741935,0.002188183807439825,4.0
Seagate,XGB,49,0.005,row,0.046,0.2862578662373774,0.005347078720178166,64,65,96,98,3558,0.28444444444444444,0.28193832599118945,0.026805251641137857,36.0
Seagate,XGB,49,0.005,op,0.23800000000000002,0.07639397043758232,0.0009693952778016184,36,17,172,21,3635,0.16,0.4864864864864865,0.0057439824945295405,12.0
Seagate,XGB,49,0.01,row,0.019000000000000003,0.37201814722669396,0.01006173980594489,68,78,79,182,3474,0.3022222222222222,0.2073170731707317,0.049781181619256015,40.0
Seagate,XGB,49,0.01,op,0.123,0.1320064393385043,0.0019874803865257357,60,33,132,42,3614,0.26666666666666666,0.4444444444444444,0.011487964989059081,12.0
Seagate,XGB,49,0.02,row,0.007,0.4895360749304844,0.021336048960513374,64,104,57,417,3239,0.28444444444444444,0.1094017094017094,0.11405908096280087,75.0
Seagate,XGB,49,0.02,op,0.054,0.2422069369237524,0.004484966120680359,65,58,102,91,3565,0.28888888888888886,0.3037383177570093,0.024890590809628008,25.0
Seagate,XGB,49,0.05,row,0.003,0.5297819405824674,0.03967010851505368,49,132,44,1083,2573,0.21777777777777776,0.038765822784810125,0.2962253829321663,166.0
Seagate,XGB,49,0.05,op,0.017,0.3927996487633543,0.011019306480754037,67,83,75,203,3453,0.29777777777777775,0.18980169971671387,0.05552516411378556,43.5
Seagate,XGB,50,0.001,row,0.151,0.09088248207229621,0.0012081680079752293,48,23,154,28,3628,0.21333333333333335,0.48484848484848486,0.007658643326039387,12.0
Seagate,XGB,50,0.001,op,0.47500000000000003,0.032050343919215574,0.0003980462448861923,28,8,189,13,3643,0.12444444444444444,0.5714285714285714,0.0035557986870897156,4.0
Seagate,XGB,50,0.005,row,0.044000000000000004,0.25991511781062493,0.004889889460329616,62,61,102,93,3563,0.27555555555555555,0.28703703703703703,0.025437636761487966,26.0
Seagate,XGB,50,0.005,op,0.163,0.08605297819405824,0.001105561754110302,47,23,155,27,3629,0.2088888888888889,0.4845360824742268,0.00738512035010941,10.5
Seagate,XGB,50,0.01,row,0.018000000000000002,0.3903117225230499,0.010204508293226116,67,81,77,173,3483,0.29777777777777775,0.2087227414330218,0.047319474835886215,40.0
Seagate,XGB,50,0.01,op,0.10500000000000001,0.1189814137274989,0.0018989034059774608,60,33,132,46,3610,0.26666666666666666,0.4316546762589928,0.012582056892778994,14.0
Seagate,XGB,50,0.02,row,0.008,0.48660910288306747,0.019493812815383565,70,92,63,296,3360,0.3111111111111111,0.15283842794759825,0.08096280087527352,48.5
Seagate,XGB,50,0.02,op,0.045,0.2577198887750622,0.004770228011452288,62,61,102,93,3563,0.27555555555555555,0.28703703703703703,0.025437636761487966,26.0
Seagate,XGB,50,0.05,row,0.003,0.5218791160544417,0.03899257713899654,56,121,48,821,2835,0.24888888888888888,0.056112224448897796,0.22456236323851203,111.0
Seagate,XGB,50,0.05,op,0.013000000000000001,0.43626518366749595,0.01321007378847597,72,85,68,204,3452,0.32,0.1994459833795014,0.05579868708971553,44.0
Seagate,XGB,51,0.001,row,0.163,0.09102883067466706,0.001240902979047418,40,21,164,25,3631,0.17777777777777778,0.46511627906976744,0.006838074398249453,14.0
Seagate,XGB,51,0.001,op,0.465,0.038636031025903704,0.00043380713765412944,18,11,196,9,3647,0.08,0.47368421052631576,0.002461706783369803,14.0
Seagate,XGB,51,0.005,row,0.036000000000000004,0.24849992682569882,0.005460413241873474,62,63,100,97,3559,0.27555555555555555,0.27927927927927926,0.026531728665207876,31.0
Seagate,XGB,51,0.005,op,0.168,0.08956534465095858,0.0012315501301696497,40,20,165,25,3631,0.17777777777777778,0.47058823529411764,0.006838074398249453,14.0
Seagate,XGB,51,0.01,row,0.019000000000000003,0.38240889799502414,0.010369833651330195,66,79,80,154,3502,0.29333333333333333,0.22073578595317725,0.04212253829321663,38.0
Seagate,XGB,51,0.01,op,0.11,0.12029855114883653,0.0018917512274238732,44,35,146,39,3617,0.19555555555555557,0.3728813559322034,0.010667396061269147,21.0
Seagate,XGB,51,0.02,row,0.008,0.48807258890677596,0.02019995290565506,71,89,65,262,3394,0.31555555555555553,0.16824644549763032,0.07166301969365427,42.0
Seagate,XGB,51,0.02,op,0.038,0.23869457046685205,0.005245572801475329,64,59,102,92,3564,0.28444444444444444,0.29767441860465116,0.02516411378555799,24.0
Seagate,XGB,51,0.05,row,0.003,0.5223181618615542,0.03664528715446725,66,101,58,519,3137,0.29333333333333333,0.09620991253644315,0.14195842450765864,64.0
Seagate,XGB,51,0.05,op,0.010000000000000002,0.4750475632957705,0.017523662707660752,70,87,68,232,3424,0.3111111111111111,0.17994858611825193,0.06345733041575492,41.0
Seagate,XGB,52,0.001,row,0.169,0.11137128640421484,0.0013080234239349305,49,25,151,22,3634,0.21777777777777776,0.5104166666666666,0.006017505470459519,14.0
Seagate,XGB,52,0.001,op,0.663,0.015073906044197278,0.00035210725186891927,11,6,208,8,3648,0.04888888888888889,0.44,0.002188183807439825,18.0
Seagate,XGB,52,0.005,row,0.045,0.29152641592272793,0.005325347100726881,64,67,94,102,3554,0.28444444444444444,0.27467811158798283,0.027899343544857767,32.0
Seagate,XGB,52,0.005,op,0.198,0.10346846187618908,0.001135270803486742,45,24,156,17,3639,0.2,0.5232558139534884,0.004649890590809628,14.0
Seagate,XGB,52,0.01,row,0.017,0.3958729694131421,0.01060062895157865,71,78,76,184,3472,0.31555555555555553,0.2132132132132132,0.05032822757111598,38.0
Seagate,XGB,52,0.01,op,0.11800000000000001,0.14664129957558905,0.001914308098246726,56,38,131,42,3614,0.24888888888888888,0.4117647058823529,0.011487964989059081,18.5
Seagate,XGB,52,0.02,row,0.008,0.48792624030440507,0.01946437884979765,64,101,60,344,3312,0.28444444444444444,0.12573673870333987,0.09409190371991247,61.0
Seagate,XGB,52,0.02,op,0.058,0.24952436704229475,0.004285805456342002,64,62,99,84,3572,0.28444444444444444,0.3047619047619048,0.022975929978118162,26.5
Seagate,XGB,52,0.05,row,0.003,0.5215864188497,0.04031160391455237,51,132,42,1082,2574,0.22666666666666666,0.04031620553359684,0.2959518599562363,151.0
Seagate,XGB,52,0.05,op,0.016,0.40567832577198887,0.011079274747087963,72,79,74,195,3461,0.32,0.20809248554913296,0.05333698030634573,38.0
Seagate,XGB,53,0.001,row,0.185,0.09161422508415044,0.0011638795177010917,43,22,160,21,3635,0.19111111111111112,0.5,0.0057439824945295405,7.0
Seagate,XGB,53,0.001,op,0.5680000000000001,0.016391043465534903,0.00017275262044818852,13,6,206,7,3649,0.057777777777777775,0.5,0.0019146608315098468,5.0
Seagate,XGB,53,0.005,row,0.044000000000000004,0.25801258597980387,0.005600430891249474,69,60,96,92,3564,0.30666666666666664,0.31221719457013575,0.02516411378555799,23.0
Seagate,XGB,53,0.005,op,0.186,0.0914678764817796,0.0011638795177010917,43,22,160,21,3635,0.19111111111111112,0.5,0.0057439824945295405,7.0
Seagate,XGB,53,0.01,row,0.018000000000000002,0.38899458510171225,0.010559366383000262,72,77,76,167,3489,0.32,0.22784810126582278,0.04567833698030634,36.0
Seagate,XGB,53,0.01,op,0.10200000000000001,0.1431289331186887,0.0022356059655771147,61,37,127,45,3611,0.27111111111111114,0.42657342657342656,0.012308533916849015,14.0
Seagate,XGB,53,0.02,row,0.008,0.48192594760720037,0.020069838272737877,69,92,64,295,3361,0.30666666666666664,0.1513157894736842,0.08068927789934355,45.0
Seagate,XGB,53,0.02,op,0.043000000000000003,0.2660617591102005,0.005675803849852665,68,63,94,93,3563,0.3022222222222222,0.30357142857142855,0.025437636761487966,26.0
Seagate,XGB,53,0.05,row,0.003,0.520561978633104,0.03747053852603503,59,116,50,759,2897,0.26222222222222225,0.06316916488222699,0.2076039387308534,104.0
Seagate,XGB,53,0.05,op,0.012,0.45046099809746815,0.01461245095256015,68,87,70,227,3429,0.3022222222222222,0.17801047120418848,0.06208971553610503,45.0
Seagate,XGB,54,0.001,row,0.154,0.10332211327381824,0.0011404973955066713,53,23,149,27,3629,0.23555555555555555,0.5145631067961165,0.00738512035010941,8.0
Seagate,XGB,54,0.001,op,0.544,0.025025611005414897,0.00030396758852746546,18,10,197,6,3650,0.08,0.5294117647058824,0.0016411378555798686,12.0
Seagate,XGB,54,0.005,row,0.041,0.28816039806819843,0.004978191357087369,67,66,92,95,3561,0.29777777777777775,0.29385964912280704,0.02598468271334792,28.0
Seagate,XGB,54,0.005,op,0.171,0.09600468315527587,0.0010299137117165888,52,20,153,23,3633,0.2311111111111111,0.5473684210526316,0.006291028446389497,7.0
Seagate,XGB,54,0.01,row,0.017,0.3922142543538709,0.010479041916167664,67,83,75,175,3481,0.29777777777777775,0.20615384615384616,0.04786652078774617,40.0
Seagate,XGB,54,0.01,op,0.096,0.14517781355188059,0.0019712504428849027,59,39,127,43,3613,0.26222222222222225,0.41843971631205673,0.011761487964989058,14.0
Seagate,XGB,54,0.02,row,0.007,0.4929020927850139,0.021719515764501866,71,97,57,366,3290,0.31555555555555553,0.13295880149812733,0.10010940919037199,49.5
Seagate,XGB,54,0.02,op,0.047,0.24923166983755304,0.004283604786017821,68,61,96,84,3572,0.3022222222222222,0.3192488262910798,0.022975929978118162,23.0
Seagate,XGB,54,0.05,row,0.003,0.5308063807990634,0.0401110678312614,49,128,48,954,2702,0.21777777777777776,0.04332449160035367,0.2609409190371991,155.0
Seagate,XGB,54,0.05,op,0.013000000000000001,0.41797160837114006,0.013423813893712024,67,86,72,221,3435,0.29777777777777775,0.17914438502673796,0.06044857768052517,41.0
Seagate,XGB,55,0.001,row,0.134,0.09249231669837553,0.0010755776209433394,44,18,163,18,3638,0.19555555555555557,0.55,0.004923413566739606,11.0
Seagate,XGB,55,0.001,op,0.58,0.01785452948924338,0.0004051984234397798,11,7,207,4,3652,0.04888888888888889,0.5,0.0010940919037199124,8.0
Seagate,XGB,55,0.005,row,0.033,0.2688423825552466,0.005234844533644948,58,63,104,74,3582,0.2577777777777778,0.29743589743589743,0.02024070021881838,36.0
Seagate,XGB,55,0.005,op,0.138,0.09205327089126299,0.0010604480124645967,42,18,165,18,3638,0.18666666666666668,0.5384615384615384,0.004923413566739606,12.0
Seagate,XGB,55,0.01,row,0.013000000000000001,0.38797014488511633,0.010189928852328419,72,73,80,143,3513,0.32,0.25,0.03911378555798687,31.0
Seagate,XGB,55,0.01,op,0.07100000000000001,0.14634860237084735,0.001952269661338844,51,39,135,41,3615,0.22666666666666666,0.3893129770992366,0.011214442013129104,14.0
Seagate,XGB,55,0.02,row,0.007,0.459241914239719,0.019270994945060266,68,89,68,238,3418,0.3022222222222222,0.17215189873417722,0.0650984682713348,41.0
Seagate,XGB,55,0.02,op,0.027000000000000003,0.28172105956388116,0.0058403039565851755,63,64,98,83,3573,0.28,0.3,0.022702407002188184,31.0
Seagate,XGB,55,0.05,row,0.002,0.5508561393238695,0.05201284311201192,60,114,51,827,2829,0.26666666666666666,0.059940059940059943,0.2262035010940919,100.0
Seagate,XGB,55,0.05,op,0.007,0.459241914239719,0.019270994945060266,68,89,68,238,3418,0.3022222222222222,0.17215189873417722,0.0650984682713348,41.0
Seagate,XGB,56,0.001,row,0.164,0.1189814137274989,0.0014645461007422862,52,27,146,29,3627,0.2311111111111111,0.48148148148148145,0.007932166301969365,14.0
Seagate,XGB,56,0.001,op,0.558,0.03922142543538709,0.0004596650139632532,23,8,194,10,3646,0.10222222222222223,0.5609756097560976,0.002735229759299781,7.0
Seagate,XGB,56,0.005,row,0.044000000000000004,0.2979657544270452,0.0053888914563376,58,70,97,122,3534,0.2577777777777778,0.232,0.03336980306345733,38.5
Seagate,XGB,56,0.005,op,0.228,0.09541928874579247,0.00121779594064352,46,22,157,20,3636,0.20444444444444446,0.5227272727272727,0.005470459518599562,8.0
Seagate,XGB,56,0.01,row,0.017,0.38855553929459974,0.010930179332624718,65,86,74,242,3414,0.28888888888888886,0.16539440203562342,0.0661925601750547,45.0
Seagate,XGB,56,0.01,op,0.126,0.14225084150446363,0.0018837737974987181,52,37,136,45,3611,0.2311111111111111,0.3880597014925373,0.012308533916849015,15.0
Seagate,XGB,56,0.02,row,0.008,0.47051075662227426,0.01937305103134415,64,102,59,466,3190,0.28444444444444444,0.10126582278481013,0.1274617067833698,64.5
Seagate,XGB,56,0.02,op,0.068,0.20781501536660324,0.0036410090513570434,63,51,111,82,3574,0.28,0.32142857142857145,0.022428884026258207,23.0
Seagate,XGB,56,0.05,row,0.003,0.5264159227279379,0.04287813568012817,39,141,45,1441,2215,0.17333333333333334,0.024059222702035782,0.39414660831509846,195.0
Seagate,XGB,56,0.05,op,0.021,0.3658715059271184,0.009192199944102974,65,80,80,199,3457,0.28888888888888886,0.18895348837209303,0.05443107221006564,41.0
Seagate,XGB,57,0.001,row,0.17300000000000001,0.09161422508415044,0.0010062565057316459,47,22,156,21,3635,0.2088888888888889,0.5222222222222223,0.0057439824945295405,9.0
Seagate,XGB,57,0.001,op,0.533,0.022098638957997952,0.00037631462543490747,18,10,197,6,3650,0.08,0.5294117647058824,0.0016411378555798686,11.5
Seagate,XGB,57,0.005,row,0.043000000000000003,0.27513537245719305,0.0047837071171878956,62,66,97,89,3567,0.27555555555555555,0.2857142857142857,0.024343544857768053,32.0
Seagate,XGB,57,0.005,op,0.165,0.09615103175764672,0.00103321471720286,49,22,154,21,3635,0.21777777777777776,0.532608695652174,0.0057439824945295405,9.0
Seagate,XGB,57,0.01,row,0.018000000000000002,0.3926533001609835,0.010236968180507783,67,81,77,154,3502,0.29777777777777775,0.22185430463576158,0.04212253829321663,38.0
Seagate,XGB,57,0.01,op,0.09,0.15922727937948192,0.001989405973059394,63,41,121,46,3610,0.28,0.42,0.012582056892778994,14.5
Seagate,XGB,57,0.02,row,0.008,0.4854383140641007,0.019598894823363196,71,89,65,282,3374,0.31555555555555553,0.16063348416289594,0.07713347921225383,44.5
Seagate,XGB,57,0.02,op,0.044000000000000004,0.2700131713742134,0.00466432075210109,61,65,99,87,3569,0.27111111111111114,0.2863849765258216,0.023796498905908098,32.0
Seagate,XGB,57,0.05,row,0.003,0.5248060881018586,0.040051374648718,58,120,47,749,2907,0.2577777777777778,0.06256742179072276,0.2048687089715536,103.0
Seagate,XGB,57,0.05,op,0.012,0.4367042294746085,0.014180019233858634,70,86,69,212,3444,0.3111111111111111,0.19021739130434784,0.05798687089715536,39.5
Seagate,XGB,58,0.001,row,0.154,0.1028830674667057,0.0013597391765531781,52,21,152,24,3632,0.2311111111111111,0.5360824742268041,0.006564551422319475,9.0
Seagate,XGB,58,0.001,op,0.58,0.01829357529635592,5.749251221922198e-05,11,6,208,6,3650,0.04888888888888889,0.4782608695652174,0.0016411378555798686,20.0
Seagate,XGB,58,0.005,row,0.044000000000000004,0.2814283623591395,0.0052166890034704575,65,63,97,90,3566,0.28888888888888886,0.2981651376146789,0.02461706783369803,27.5
Seagate,XGB,58,0.005,op,0.183,0.09454119713156739,0.001171856947626247,49,19,157,21,3635,0.21777777777777776,0.550561797752809,0.0057439824945295405,9.0
Seagate,XGB,58,0.01,row,0.018000000000000002,0.394994877798917,0.010679853083249157,65,79,81,170,3486,0.28888888888888886,0.2070063694267516,0.04649890590809628,38.0
Seagate,XGB,58,0.01,op,0.107,0.13581150300014636,0.001835909217947787,57,35,133,37,3619,0.25333333333333335,0.4418604651162791,0.01012035010940919,14.0
Seagate,XGB,58,0.02,row,0.008,0.4734377286696912,0.020023349112139557,71,92,62,301,3355,0.31555555555555553,0.15301724137931033,0.08233041575492342,46.0
Seagate,XGB,58,0.02,op,0.056,0.24015805649056052,0.0038861087087126737,63,58,104,82,3574,0.28,0.3103448275862069,0.022428884026258207,23.0
Seagate,XGB,58,0.05,row,0.003,0.5277330601492756,0.03779486231506117,58,115,52,741,2915,0.2577777777777778,0.06345733041575492,0.20268052516411378,102.0
Seagate,XGB,58,0.05,op,0.014000000000000002,0.4200204888043319,0.012728402071270909,68,82,75,201,3455,0.3022222222222222,0.19373219373219372,0.054978118161925604,40.0
Seagate,XGB,59,0.001,row,0.169,0.10185862725010976,0.001396325320692683,40,28,157,24,3632,0.17777777777777778,0.43478260869565216,0.006564551422319475,21.5
Seagate,XGB,59,0.001,op,0.637,0.015366603248938973,0.00018568155860275039,6,5,214,6,3650,0.02666666666666667,0.35294117647058826,0.0016411378555798686,23.0
Seagate,XGB,59,0.005,row,0.041,0.2748426752524513,0.005229893025415541,61,66,98,91,3565,0.27111111111111114,0.2798165137614679,0.024890590809628008,32.0
Seagate,XGB,59,0.005,op,0.222,0.08429679496560807,0.0011176654408932962,33,21,171,20,3636,0.14666666666666667,0.44594594594594594,0.005470459518599562,20.5
Seagate,XGB,59,0.01,row,0.018000000000000002,0.3954339236060296,0.009982240590483861,69,79,77,169,3487,0.30666666666666664,0.21766561514195584,0.046225382932166305,37.5
Seagate,XGB,59,0.01,op,0.123,0.1353724571930338,0.0019662989346554962,47,39,139,40,3616,0.2088888888888889,0.373015873015873,0.010940919037199124,23.0
Seagate,XGB,59,0.02,row,0.007,0.49451192741109323,0.021144315558519124,70,93,62,303,3353,0.3111111111111111,0.15021459227467812,0.08287746170678337,45.0
Seagate,XGB,59,0.02,op,0.04,0.27601346407141814,0.0053165444194301584,62,66,97,96,3560,0.27555555555555555,0.2767857142857143,0.0262582056892779,32.0
Seagate,XGB,59,0.05,row,0.003,0.5262695741255671,0.038701538488623635,61,112,52,692,2964,0.27111111111111114,0.07052023121387284,0.18927789934354486,99.0
Seagate,XGB,59,0.05,op,0.012,0.455436850578077,0.01456788737849549,69,86,70,221,3435,0.30666666666666664,0.18351063829787234,0.06044857768052517,40.0
Seagate,XGB,60,0.001,row,0.195,0.0936631055173423,0.001047519074310035,44,22,159,22,3634,0.19555555555555557,0.5,0.006017505470459519,11.5
Seagate,XGB,60,0.001,op,0.5760000000000001,0.019318015512951852,0.00029599015860231026,18,9,198,7,3649,0.08,0.5294117647058824,0.0019146608315098468,13.0
