serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006498293450918096,,2019-08-14,,0.873
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGEU1JY,0,1,2025-05-18,,,Censored Early,0,0,1,1,0,0,0.9999999164985699,0.9999860932604049,2019-06-01,2178.0,0.873
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.5819031880676518,,2019-05-16,,0.873
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-06-01,,0.873
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-16,,0.873
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008786005858616594,,2019-05-27,,0.873
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007184508709030735,,2019-05-27,,0.873
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.008834011307043442,,2019-05-27,,0.873
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.039443922651368285,,2019-05-27,,0.873
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008413035965702385,,2019-05-27,,0.873
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.06980804816124657,,2019-05-27,,0.873
2AGH31PY,1,1,2024-11-04,2024-11-18,14.0,On time,1,0,0,0,0,0,0.996233640385388,0.996233640385388,2019-05-27,1988.0,0.873
2AGH33SY,1,1,2025-04-02,2025-05-08,36.0,Early,0,1,0,1,0,0,0.9409377132648092,0.9409377132648092,2019-05-27,2137.0,0.873
2AGH34HY,0,1,2025-11-18,,,Censored Early,0,0,1,1,0,0,0.9999680443844141,0.9999670252350329,2019-05-27,2367.0,0.873
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006998295639636226,,2019-05-27,,0.873
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.07150326323701947,,2019-05-27,,0.873
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.02997814877537288,,2019-05-27,,0.873
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005921195958912933,,2019-05-27,,0.873
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006777364021898752,,2019-05-27,,0.873
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.216283610956438,,2019-06-01,,0.873
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008073733320916705,,2019-05-27,,0.873
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.015122032364325825,,2019-05-27,,0.873
2AGHLGTY,1,1,2025-02-27,2025-08-05,159.0,Early,0,1,0,1,0,0,0.9989781048778202,0.9989781048778202,2019-05-27,2103.0,0.873
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006409254324894991,,2019-05-27,,0.873
