ds,crit,metric,seed,by_rec,by_prec,rand,best
Toshiba,row,precision,52,0.1598639455782313,0.1598639455782313,0.12098257655570195,0.1598639455782313
Toshiba,row,precision,53,0.0729166666666666,0.1933962264150943,0.12828947460353654,0.1933962264150943
Toshiba,row,precision,54,0.0829787234042553,0.1933962264150943,0.1333188177308502,0.1933962264150943
Toshiba,row,precision,55,0.0724946695095948,0.1933962264150943,0.1212948159245203,0.1933962264150943
Toshiba,row,precision,56,0.0825471698113207,0.1861471861471861,0.13478961310802606,0.1861471861471861
Toshiba,row,precision,57,0.0774058577405857,0.1906779661016949,0.11782111344453222,0.1906779661016949
Toshiba,row,precision,58,0.0818181818181818,0.2053571428571428,0.1303692906365349,0.2053571428571428
Toshiba,row,precision,59,0.072463768115942,0.1933962264150943,0.12661622908493506,0.1933962264150943
Toshiba,row,precision,60,0.079059829059829,0.1933962264150943,0.10908000559954087,0.1933962264150943
Toshiba,row,precision,61,0.0736196319018405,0.1612903225806451,0.12379754649451721,0.1632653061224489
Toshiba,row,precision,62,0.0820734341252699,0.1844262295081967,0.1228299340005373,0.1844262295081967
Toshiba,row,precision,63,0.0788288288288288,0.1933962264150943,0.12656321322042394,0.1933962264150943
Toshiba,row,precision,64,0.0676416819012797,0.1933962264150943,0.1288606441759401,0.1933962264150943
Toshiba,row,precision,65,0.0822510822510822,0.1933962264150943,0.12756940393186944,0.1933962264150943
Toshiba,row,precision,66,0.1508196721311475,0.1933962264150943,0.12604345570247907,0.1933962264150943
Toshiba,row,precision,67,0.0764331210191082,0.1933962264150943,0.1281740992916792,0.1933962264150943
Toshiba,row,precision,68,0.076595744680851,0.1933962264150943,0.1305588902098837,0.1933962264150943
Toshiba,row,precision,69,0.1548821548821548,0.1933962264150943,0.12861732144170168,0.1933962264150943
Toshiba,row,precision,70,0.0582120582120582,0.1933962264150943,0.13640461424108025,0.1933962264150943
Toshiba,row,precision,71,0.0732673267326732,0.1933962264150943,0.13000968734502663,0.1933962264150943
Toshiba,op,recall,42,0.1435406698564593,0.1531100478468899,0.15430622009569375,0.1770334928229665
Toshiba,op,recall,43,0.1435406698564593,0.1531100478468899,0.1566985645933014,0.1770334928229665
Toshiba,op,recall,44,0.1531100478468899,0.1291866028708134,0.1483253588516746,0.1674641148325359
Toshiba,op,recall,45,0.1483253588516746,0.1483253588516746,0.1555023923444976,0.1674641148325359
Toshiba,op,recall,46,0.1483253588516746,0.1435406698564593,0.15430622009569375,0.1722488038277512
Toshiba,op,recall,47,0.1722488038277512,0.1531100478468899,0.15789473684210523,0.1722488038277512
Toshiba,op,recall,48,0.138755980861244,0.1339712918660287,0.1471291866028708,0.1674641148325359
Toshiba,op,recall,49,0.1435406698564593,0.1483253588516746,0.14354066985645933,0.1483253588516746
Toshiba,op,recall,50,0.1435406698564593,0.1339712918660287,0.14593301435406697,0.1626794258373205
