serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004357490335647875,,2019-08-14,,0.983
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGEU1JY,0,1,2026-02-19,,,Censored Early,0,0,1,1,0,0,0.9997736310219614,0.9997736310219614,2019-06-01,2455.0,0.983
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.6470540824948678,,2019-05-16,,0.983
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-06-01,,0.983
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-16,,0.983
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005241823254881749,,2019-05-27,,0.983
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.0012045870008579125,,2019-05-27,,0.983
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02653282144734981,,2019-05-27,,0.983
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013718140104182137,,2019-05-27,,0.983
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.0337394302735413,,2019-05-27,,0.983
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.5445080327336921,,2019-05-27,,0.983
2AGH33SY,1,1,2025-03-01,2025-05-08,68.0,Early,0,1,0,1,0,0,0.9999840742299448,0.9999830997981828,2019-05-27,2105.0,0.983
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.252793801002866,,2019-05-27,,0.983
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.03491736363894486,,2019-05-27,,0.983
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.01782884704561883,,2019-05-27,,0.983
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004749037633830805,,2019-05-27,,0.983
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012045870008579125,,2019-05-27,,0.983
