serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007089155459028993,,2019-05-27,,0.887
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0050967373958328566,,2019-08-14,,0.887
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007191399394909975,,2019-05-27,,0.887
2AGEU1JY,0,1,2025-09-23,,,Censored Early,0,0,1,1,0,0,0.999654333312123,0.999654333312123,2019-06-01,2306.0,0.887
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007191399394909975,,2019-05-27,,0.887
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007191399394909975,,2019-05-27,,0.887
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.3343140016952889,,2019-05-16,,0.887
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007191399394909975,,2019-06-01,,0.887
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007089155459028993,,2019-05-27,,0.887
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007191399394909975,,2019-05-16,,0.887
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006620052374743913,,2019-05-27,,0.887
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007191399394909975,,2019-05-27,,0.887
2AGGL0UY,1,1,2022-02-23,2022-02-27,4.0,On time,1,0,0,0,0,0,1.0,1.0,2019-05-27,1003.0,0.887
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.046092297863056506,,2019-05-27,,0.887
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008710214149628995,,2019-05-27,,0.887
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.02893489569710894,,2019-05-27,,0.887
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.4868248974496788,,2019-05-27,,0.887
