HDD,Model,Threshold,Failed_HDD_Mean_Alarms,Failed_HDD_Median_Alarms,Failed_HDD_Max_Alarms,Healthy_HDD_Mean_Alarms,Healthy_HDD_Median_Alarms,Healthy_HDD_Max_Alarms
HGST_20HUH721212ALN604,LightGBM,0.99,3.240740740740741,0.0,93,0.14534288638689866,0.0,30
HGST_20HUH721212ALN604,XGBoost,0.46,4.851851851851852,0.0,267,0.20368474923234392,0.0,93
HGST_20HUH721212ALN604,LSTM,0.11,22.765432098765434,0.0,703,0.9334698055271239,0.0,308
HGST_20HUH721212ALN604,GRU,0.16,15.104938271604938,0.0,531,0.7789150460593655,0.0,295
