threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.53,0.4166666666666667,0.030864197530864196,0.0574712643678161,0.0030706243602865915,0.5555555555555556,82.66666666666667,19.0,110.79811470518,9,5,4,153,3,974
0.54,0.36363636363636365,0.024691358024691357,0.04624277456647398,0.0030706243602865915,0.5,86.125,29.0,109.70692491816548,8,4,4,154,3,974
0.55,0.4,0.024691358024691357,0.046511627906976744,0.0030706243602865915,0.5714285714285714,92.85714285714286,19.0,115.72557264176879,7,4,3,155,3,974
0.56,0.42857142857142855,0.018518518518518517,0.03550295857988166,0.0010235414534288639,0.5,106.5,66.0,118.6869130668303,6,3,3,156,1,976
0.57,0.2,0.006172839506172839,0.011976047904191616,0.0010235414534288639,0.25,154.0,130.0,119.72050785057671,4,1,3,158,1,976
0.58,0.2,0.006172839506172839,0.011976047904191616,0.0010235414534288639,0.25,154.0,130.0,119.72050785057671,4,1,3,158,1,976
0.59,0.2,0.006172839506172839,0.011976047904191616,0.0010235414534288639,0.25,153.0,128.0,119.85616379644394,4,1,3,158,1,976
0.6,0.25,0.006172839506172839,0.012048192771084336,0.0010235414534288639,0.3333333333333333,89.66666666666667,112.0,55.76338902501851,3,1,2,159,1,976
0.61,0.25,0.006172839506172839,0.012048192771084336,0.0010235414534288639,0.3333333333333333,89.66666666666667,112.0,55.76338902501851,3,1,2,159,1,976
0.62,0.3333333333333333,0.006172839506172839,0.012121212121212121,0.0010235414534288639,0.5,62.5,62.5,49.5,2,1,1,160,1,976
0.63,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.64,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.65,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.66,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.67,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.68,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.69,0.0,0.0,0.0,0.0010235414534288639,0.0,0.0,0.0,0.0,0,0,0,162,1,976
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
