threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
